run_name	holdout	context_config	context_label	modalities	seed	best_epoch	best_validation_macro_f1	n_train	n_validation	n_test	n_train_contexts	n_validation_contexts	n_test_contexts	total_parameters	trainable_parameters	validation_loss	validation_accuracy	validation_balanced_accuracy	validation_macro_f1	validation_weighted_f1	validation_macro_ovr_auroc	validation_macro_auprc	validation_antagonism_precision	validation_antagonism_recall	validation_antagonism_f1	validation_antagonism_support	validation_antagonism_auroc	validation_antagonism_auprc	validation_no_interaction_precision	validation_no_interaction_recall	validation_no_interaction_f1	validation_no_interaction_support	validation_no_interaction_auroc	validation_no_interaction_auprc	validation_synergy_precision	validation_synergy_recall	validation_synergy_f1	validation_synergy_support	validation_synergy_auroc	validation_synergy_auprc	test_loss	test_accuracy	test_balanced_accuracy	test_macro_f1	test_weighted_f1	test_macro_ovr_auroc	test_macro_auprc	test_antagonism_precision	test_antagonism_recall	test_antagonism_f1	test_antagonism_support	test_antagonism_auroc	test_antagonism_auprc	test_no_interaction_precision	test_no_interaction_recall	test_no_interaction_f1	test_no_interaction_support	test_no_interaction_auroc	test_no_interaction_auprc	test_synergy_precision	test_synergy_recall	test_synergy_f1	test_synergy_support	test_synergy_auroc	test_synergy_auprc
unseen_cell_line__context-expression_pathways_regulons__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	43	10	0.48824216626091355	209523	45727	46792	109	23	23	8752995	8752995	1.2229565001280696	0.7145231482493931	0.5211542402298541	0.48824216626091355	0.7391516053764178	0.7227588339474496	0.4755679047933477	0.1967955979932028	0.3169968717413973	0.24283574638042935	3836	0.6275376978273894	0.17048014215315713	0.8927763165942871	0.7906397269920372	0.8386095949439816	36922	0.7928069259440094	0.9396083258549077	0.33065693430656934	0.455826121956128	0.3832811574583298	4969	0.7479318780709501	0.3166152463719782	1.5182930902551026	0.6013421097623526	0.5078982099185431	0.44667886986094024	0.650095203861749	0.6692095063303487	0.43346804628965946	0.1972095784682367	0.4133139776026545	0.2670150053590568	4822	0.590182908492537	0.1709763783813893	0.8910312040146399	0.6467559499356393	0.7494921924590581	36513	0.7553084034984633	0.9176713929818949	0.24845330452715308	0.46362470221733554	0.3235294117647059	5457	0.6621372070000457	0.21175636750569424
unseen_cell_line__context-expression__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	44	3	0.47148075602209477	209523	45727	46792	109	23	23	8498467	8498467	1.080457985290357	0.6855905701226847	0.531592550265879	0.47148075602209477	0.7258029710870608	0.7021394698948296	0.45826050331028956	0.14303737580823214	0.23644421272158497	0.17824506239559793	3836	0.5248047473819102	0.11772089075348922	0.9297697480133125	0.7415091273495477	0.8250361620057859	36922	0.8273148397218182	0.9477780372222205	0.3083501006036217	0.6168243107265043	0.4111610436649004	4969	0.7542988225807604	0.3092825819551589	1.246350109077841	0.537762865447085	0.539624365639102	0.43376853156699324	0.600613916371469	0.6846778876885705	0.4419341996542827	0.18720738088680805	0.5638739112401493	0.28109169854233435	4822	0.6500108360863319	0.1989554312982885	0.9334380055190789	0.5373154766795388	0.6820322956319201	36513	0.7580960447349903	0.9201667065357981	0.2511111111111111	0.5176837089976177	0.3381816005267253	5457	0.6459267822443895	0.2066804611287617
unseen_cell_line__context-pathways__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	44	1	0.46546707709291885	209523	45727	46792	109	23	23	8248035	8248035	0.9274292453205515	0.6477792114068275	0.5393750980671816	0.46546707709291885	0.6984963295233501	0.7546934841013071	0.46731332239157336	0.16904873477038426	0.3761730969760167	0.2332686711930165	3836	0.6565866455296654	0.15390638382137942	0.9281673175895171	0.6887221710633227	0.7907150297734729	36922	0.806319985582203	0.9411739715671831	0.28068205023483767	0.5532300261622056	0.37241753031226715	4969	0.8011738211920532	0.3068596117861577	0.9469602496262431	0.556590870234228	0.5591483260284323	0.448607638975184	0.6158808454256925	0.748881545323699	0.4737273352067417	0.19760683760683762	0.47946909995852344	0.27986926522212807	4822	0.681140167272015	0.21307144176575232	0.9411545623836126	0.5536658176539863	0.6971875916058835	36513	0.7911180149793697	0.9293826426299623	0.25830149867763735	0.6443100604727873	0.36876606009754054	5457	0.7743864537197123	0.2787279212245105
unseen_cell_line__context-regulons__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	44	1	0.4809542206021949	209523	45727	46792	109	23	23	8454691	8454691	0.9605011849722789	0.6769523476283159	0.5431097763010234	0.4809542206021949	0.7234810769170509	0.7590953068720269	0.4700988076962746	0.165661252900232	0.3722627737226277	0.22928709055876687	3836	0.6524216330434397	0.1479461236602748	0.9352965718656561	0.7285900005416824	0.8191035868704707	36922	0.8216577891954557	0.9465041205303835	0.3146794487717196	0.5284765546387603	0.39447198437734715	4969	0.8032064983771853	0.31584617889816546	1.0067149959765738	0.5778338177466233	0.5387030413031032	0.45014274993025927	0.6383491450621508	0.7287029547231798	0.44638692659343443	0.19536249341263268	0.5381584404811282	0.2866611433305717	4822	0.6889237557549105	0.1845307696194935	0.9388633136858409	0.5976501520006573	0.730370172032934	36513	0.7806206949356724	0.9276720513222512	0.2553087862848237	0.48030053142752427	0.33339693442727214	5457	0.7165644134789562	0.22695795883855868
unseen_cell_line__context-expression_pathways__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways	Expression + pathways	expression+pathways	44	3	0.5252267904666946	209523	45727	46792	109	23	23	8522403	8522403	1.0115651553022371	0.7470422288800928	0.5640043271867139	0.5252267904666946	0.7709756024890251	0.7444889115379043	0.49300712893214466	0.24235611510791366	0.4215328467153285	0.3077655119908641	3836	0.68606880202454	0.22135328378354102	0.9235480528978	0.8208926927035372	0.8691998852882133	36922	0.843028968077062	0.9529034140002356	0.3581850248516915	0.4495874421412759	0.3987149741210066	4969	0.7043689645121111	0.3047646890126573	1.1973771819662367	0.6061292528637374	0.5235257953274219	0.45421542444801516	0.6584709140073771	0.6866703486225217	0.4511994086594173	0.21135318114746984	0.5049771878888428	0.29798690570886616	4822	0.6461790837938299	0.22089723499708075	0.9160145657395212	0.6476049626160546	0.7587722816756782	36513	0.7795519840478796	0.9272739421202787	0.24119699693348842	0.4179952354773685	0.30588708595950115	5457	0.6342799780258555	0.2054270488608925
unseen_cell_line__context-expression_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_regulons	Expression + regulons	expression+regulons	44	10	0.4992763018554829	209523	45727	46792	109	23	23	8729059	8729059	1.353115865361316	0.7215649397511317	0.5366150640930567	0.4992763018554829	0.7470161924046707	0.7185747526281391	0.4767967410133702	0.21906434615998724	0.35766423357664234	0.27171007030399047	3836	0.6349293578555539	0.19326599623895985	0.9034690799396682	0.794946102594659	0.8457404659338126	36922	0.8019875609281268	0.9402389036316355	0.3256413931489179	0.4572348561078688	0.38037836932864555	4969	0.7188073391007365	0.29688532316951516	1.4834674561527126	0.6533381774662336	0.5287476787701877	0.47892152501524604	0.6894428584992462	0.6983406302829956	0.45557248591153815	0.23461003665781824	0.3849025300705102	0.2915259561768633	4822	0.614808240801655	0.21129912145371132	0.8905790661106173	0.7135266891244214	0.792281843477732	36513	0.7754512132882228	0.9256184757538002	0.27651397112288356	0.4878138171156313	0.35295677539114295	5457	0.7047624367591094	0.22979986052710302
unseen_cell_line__context-pathways_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways_regulons	Pathways + regulons	pathways+regulons	44	3	0.4973866457745198	209523	45727	46792	109	23	23	8478627	8478627	0.9763622469109204	0.7306186716819385	0.5489514643325581	0.4973866457745198	0.756081513443668	0.7473109949863543	0.47958697484018326	0.19294225481209898	0.21949947862356622	0.20536585365853657	3836	0.5935762636032254	0.13623014739305034	0.9270013226680103	0.797248253074048	0.8572427048750655	36922	0.840332796664737	0.9520908534349417	0.3258403579977105	0.6301066613000603	0.42955137878995747	4969	0.8080239246911005	0.35043992369255766	1.200131130974646	0.5935202598734827	0.5586299850522325	0.4654232256837603	0.6494950332758583	0.6980284588533162	0.44419445589258677	0.20418035779481564	0.46391538780588965	0.2835593864875143	4822	0.5985195203225785	0.16842374692229994	0.9390856515682384	0.6092624544682715	0.7390452144447028	36513	0.780676265274726	0.9294752990193549	0.2707664443895612	0.6027121128825362	0.37366507611906385	5457	0.7148895909626443	0.23468432173610537
unseen_cell_line__context-expression_pathways_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	44	1	0.5004290317685878	209523	45727	46792	109	23	23	8752995	8752995	0.9240439354136372	0.7244516368884903	0.5445841562373958	0.5004290317685878	0.7521313036659328	0.7612328476549693	0.48904641778226027	0.21639586410635156	0.30552659019812306	0.2533506268914829	3836	0.6591305725925736	0.1910461159579147	0.9194991055456172	0.7935106440604518	0.851871774369412	36922	0.8359405516259225	0.9509401582311914	0.3145123106060606	0.5347152344536124	0.39606469404486844	4969	0.7886274187464117	0.32515297915767494	1.0758496527896821	0.5303898102239699	0.5148305034278974	0.42010590778388385	0.596884584595029	0.7112271039360983	0.4359556346018218	0.16615271659324524	0.46930734135213603	0.24541806745472292	4822	0.6561894040172283	0.16061542525396746	0.9365602176714879	0.5373428641853586	0.6828860812362952	36513	0.7658563087636553	0.921280202423294	0.24012108320379613	0.5378413047461975	0.33201357466063347	5457	0.7116355990274117	0.22597127612820386
unseen_cell_line__context-expression__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	45	2	0.4871490220334265	209523	45727	46792	109	23	23	8498467	8498467	1.0347256752174916	0.7061910906029261	0.5317277201339703	0.4871490220334265	0.7346078666429685	0.7285688659589505	0.4745369437804365	0.23415637860082306	0.2966631908237748	0.26172953081876726	3836	0.6251857569233067	0.17769919763340564	0.9036884597118886	0.7730621309788203	0.8332871093464901	36922	0.7878188071229306	0.9368631954319546	0.2812971342383107	0.5254578385993157	0.3664304259350221	4969	0.7727020338306144	0.3090484382759491	1.1110581331404688	0.5926867840656522	0.5384139093800777	0.4559978010813271	0.6491832728396207	0.7021705846056426	0.44815376632786785	0.22028510884222693	0.47428452924097886	0.3008418837148119	4822	0.6554671934398045	0.2114912268527822	0.9322194719471947	0.6188754690110372	0.7438974207035044	36513	0.7750780128933471	0.9262026218233435	0.2341002465078061	0.522081729888217	0.3232540988256652	5457	0.6759665474837763	0.20676745030747798
unseen_cell_line__context-pathways__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	45	6	0.48312999566224896	209523	45727	46792	109	23	23	8248035	8248035	1.0256144695363112	0.7347518971286111	0.49927555057972395	0.48312999566224896	0.7470274049848894	0.7259979836458285	0.4624710769686386	0.22479608482871125	0.3592283628779979	0.27654023680513745	3836	0.6996553185387102	0.19760043761269933	0.8768426465546795	0.831292996045718	0.8534605010705447	36922	0.7890349011764783	0.9381572779672055	0.3324624428478119	0.3073052928154558	0.31938924911106464	4969	0.6893037312222969	0.25165551532601105	1.2608819253873897	0.629081894340913	0.5139548946660579	0.462867296147828	0.6659807937064797	0.6799595355845037	0.448538299770614	0.21793471666059944	0.37245956034840316	0.2749751205695476	4822	0.6149847311489404	0.2037673581507129	0.8670644556997156	0.6845233204612056	0.7650560920736467	36513	0.7270393471811907	0.9013645940834306	0.2720822622107969	0.48488180318856516	0.34857067580028983	5457	0.6978545284233804	0.24048294707769843
unseen_cell_line__context-regulons__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	45	2	0.4990884014755448	209523	45727	46792	109	23	23	8454691	8454691	0.9929461376028886	0.7183720777658714	0.5463324657162759	0.4990884014755448	0.7525903491577689	0.7304012176102406	0.4767287887705736	0.2006477048718671	0.37148070907194997	0.2605595172792101	3836	0.6344510446683108	0.17260123419754148	0.9329969792403111	0.7863333513894155	0.8534097589653146	36922	0.8486367611805675	0.9540896635581277	0.31850273078460106	0.48118333668746227	0.38329592818210967	4969	0.7081158469818434	0.3034954685560517	1.2071313946690188	0.5639852966319029	0.5685160061006403	0.4560062971758705	0.62263610209322	0.7010857633327582	0.4615508074989676	0.20782541982780667	0.5055993363749481	0.2945689603093095	4822	0.6148972222164574	0.2010063607389097	0.9456948745204973	0.5604031440856682	0.7037661220980224	36513	0.7892901407614152	0.9309600753055082	0.25998212157330153	0.6395455378413047	0.36968380912027965	5457	0.6990699270204017	0.25268598645248475
unseen_cell_line__context-expression_pathways__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways	Expression + pathways	expression+pathways	45	4	0.48397860122005504	209523	45727	46792	109	23	23	8522403	8522403	1.085054408172553	0.7317995932381306	0.5226158308857706	0.48397860122005504	0.7520945909797258	0.7098513788264537	0.45426325661577255	0.2047244094488189	0.19655891553701774	0.20055858491820722	3836	0.5446802465577468	0.12753049520632131	0.9106735246674985	0.8104111369914956	0.8576219206351481	36922	0.8180470526121937	0.9453570485954257	0.30336344835093065	0.5608774401287986	0.3937552981068098	4969	0.7668268373094205	0.2899022260455707	1.1643167488349566	0.6055736023251838	0.5584863977609401	0.47175895819133573	0.6587053334181632	0.7038119286721939	0.455651162066313	0.21722946024993353	0.5082953131480713	0.3043775225085377	4822	0.6376989074082364	0.20792783929198488	0.9299639281806023	0.6284063210363432	0.7500081718040075	36513	0.7874803192767699	0.9310865479613292	0.2713178294573643	0.5387575590984057	0.360891180261462	5457	0.6862565593315756	0.22793909894562503
unseen_cell_line__context-expression_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_regulons	Expression + regulons	expression+regulons	45	1	0.493102139368067	209523	45727	46792	109	23	23	8729059	8729059	0.9150544169625534	0.7092746079996501	0.5345978166238011	0.493102139368067	0.7424656312324233	0.7626758705024138	0.4881250851087291	0.17336209220814236	0.335245046923879	0.2285409632130798	3836	0.6616451301479591	0.15752516262633265	0.9147892036582645	0.7775039271978766	0.8405780126787988	36922	0.8164115991287679	0.9434670112250163	0.35219399538106233	0.4910444757496478	0.41018744221232245	4969	0.8099708822305143	0.3633830814748383	0.9827885516057934	0.5644768336467773	0.5059104784720267	0.4296661412341909	0.6284848142321545	0.7206820125688983	0.4391328788627305	0.17394355215967566	0.46267109083367897	0.25283318223028106	4822	0.652165038190163	0.17719319527570934	0.9339484349400707	0.593268151069482	0.725610062471737	36513	0.7845006564275443	0.9272717499195231	0.23393984404010398	0.46179219351291917	0.31055517900055457	5457	0.7253803430889871	0.21293369139295917
unseen_cell_line__context-pathways_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways_regulons	Pathways + regulons	pathways+regulons	45	5	0.5093494806806015	209523	45727	46792	109	23	23	8478627	8478627	1.0526719519876517	0.7442867452489776	0.5411162560362088	0.5093494806806015	0.7659457862721845	0.7426829630262329	0.4711222333933202	0.24161196207148067	0.3454118873826903	0.2843347639484979	3836	0.6486266906649261	0.17635203000257474	0.9171057782060161	0.8249282270732896	0.8685782727104217	36922	0.8441617903709775	0.9540641576524567	0.32010807736063707	0.4530086536526464	0.37513540538288476	4969	0.7352604080427952	0.2829505125249291	1.2306705278134749	0.6386134381945632	0.5371601294201725	0.47614762105968245	0.6795109094491167	0.7031624562226563	0.4608680092201749	0.23786783686112545	0.38220655329738695	0.2932378679395386	4822	0.6129573651144431	0.20851801815625698	0.8992111868053065	0.6868512584558925	0.7788146514913902	36513	0.7810515958681523	0.9286637812168721	0.2653756499910346	0.5424225765072385	0.35639034374811873	5457	0.7154784076853735	0.24542222828739568
unseen_cell_line__context-expression_pathways_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	45	2	0.5025962379080868	209523	45727	46792	109	23	23	8752995	8752995	0.9692473270392192	0.7315152973079362	0.5411645186276376	0.5025962379080868	0.7581761111097026	0.7432508600007165	0.47682999307179547	0.20953830542871638	0.32299270072992703	0.2541799158888091	3836	0.6415909713945788	0.1606841684264333	0.9209174198340968	0.8058339201560045	0.8595406615629062	36922	0.8405733670449923	0.9524752990897402	0.3274713562483347	0.4946669349969813	0.3940681362725451	4969	0.7475882415625783	0.31733051169921317	1.1191440699833808	0.5852068729697384	0.5451878113720753	0.45590346743538884	0.6437609218094011	0.7009500503940105	0.44548947369241065	0.20592875529353152	0.5143094151804231	0.2941002075303884	4822	0.6515077033060787	0.20259759158672747	0.9385890352741182	0.6048530660312765	0.7356394583881551	36513	0.7831601100900466	0.9293674790827569	0.25118103217755594	0.5164009529045263	0.3379707363876229	5457	0.668182337785906	0.20450335040774756
unseen_cell_line__context-expression__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	46	6	0.4811058441048533	209523	45727	46792	109	23	23	8498467	8498467	1.2119519986984735	0.7219367113521552	0.5064384047508824	0.4811058441048533	0.7416800812934653	0.7074779090010255	0.4609583535326239	0.21268011527377523	0.2885818561001043	0.24488441544076983	3836	0.6084841870389635	0.1544738151780372	0.8880147803802372	0.8071068739504902	0.8456299659477866	36922	0.7864339825186979	0.9378717443218221	0.30226881102814473	0.42362648420205273	0.3528031509260035	4969	0.7275155574454153	0.29052950109801245	1.352387174579257	0.6237177295264148	0.5309864640290894	0.46654928313633365	0.6682101255086749	0.6909686480200216	0.4516553430806685	0.2234550226676211	0.38842803815844046	0.28370190851257193	4822	0.5922876589082661	0.20341846167511204	0.8998745202243874	0.6677895544052803	0.766652517725479	36513	0.7751626892848937	0.9275417979288773	0.25888280007070885	0.5367417995235477	0.34929342317094986	5457	0.7054555958669049	0.22400576963801616
unseen_cell_line__context-pathways__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	46	5	0.4926425379114479	209523	45727	46792	109	23	23	8248035	8248035	1.0815842304462904	0.7380103658669932	0.5168949371745354	0.4926425379114479	0.7558576520290745	0.71113286184061	0.4586181459853546	0.20794252644182798	0.2716371220020855	0.23556007686221317	3836	0.5741240101769653	0.15132546065115524	0.8989901972363292	0.8246303017171334	0.8602062438197485	36922	0.8148265919397095	0.9425455199715569	0.32973130841121495	0.4544173878043872	0.38216129305238217	4969	0.7444479834051547	0.2819834573333516	1.2354012063312254	0.6481236108736537	0.5126784203215095	0.4686174016172931	0.6843443201979521	0.6940154797098342	0.44864720394934526	0.2172861227182758	0.4097884695147242	0.2839896521989077	4822	0.6217111662682564	0.19466484198807804	0.8828066851613776	0.7146495768630351	0.7898775559625252	36513	0.7716252621213313	0.9239006612300222	0.2772727272727273	0.4135972145867693	0.3319849966904464	5457	0.6887100107399151	0.22737610862993543
unseen_cell_line__context-regulons__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	46	8	0.5025183511799224	209523	45727	46792	109	23	23	8454691	8454691	1.0984226470074199	0.7314496905548145	0.5452700840499425	0.5025183511799224	0.7545114868317344	0.7341436170274241	0.47896905913529414	0.23980075901328274	0.263555787278415	0.2511177347242921	3836	0.5826804221213756	0.17047561372270284	0.9140907266158169	0.8017171334163913	0.8542240819565687	36922	0.8314482491306242	0.9515340663598377	0.31058282208588955	0.5705373314550212	0.40221323685890614	4969	0.7883021798302724	0.3148974973233418	1.2882790856125783	0.6103607454265686	0.522045636350803	0.4551624218568379	0.6543274089348216	0.6968144667742161	0.4541315661930265	0.2170668837335504	0.3318125259228536	0.26244566554580495	4822	0.6079995690271547	0.17949919187698715	0.8877356729512788	0.6512201133842741	0.7513033587159152	36513	0.7564504190612118	0.920041879675456	0.2518201962646407	0.5831042697452813	0.35173824130879344	5457	0.725993412234282	0.26285362702663634
unseen_cell_line__context-expression_pathways__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways	Expression + pathways	expression+pathways	46	8	0.498957442104119	209523	45727	46792	109	23	23	8522403	8522403	1.1830842430155124	0.720668314125134	0.5376979189929022	0.498957442104119	0.744731709990256	0.726807951086879	0.46897988126203227	0.2566935826604335	0.3149113660062565	0.2828377429173496	3836	0.6319739745402618	0.20009448243933894	0.9015174881253469	0.7916418395536536	0.8430145362251962	36922	0.8018210004908979	0.9414854532572348	0.29270845447145016	0.5065405514187965	0.3710200471698113	4969	0.7466288782294775	0.2653597080895231	1.2976129954850537	0.6111728500598392	0.5297812577358698	0.46148096310504577	0.6573313360205182	0.7015381606422473	0.4556836937668847	0.22024074899687918	0.4097884695147242	0.2865013774104683	4822	0.6307819884183831	0.2052235450681038	0.8948380528637684	0.6499602881165613	0.7529904495986293	36513	0.7644843649781002	0.9222547562113078	0.25577484733162226	0.5295950155763239	0.3449510623060396	5457	0.7093481285302585	0.23957278002124263
unseen_cell_line__context-expression_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_regulons	Expression + regulons	expression+regulons	46	4	0.4808079853856233	209523	45727	46792	109	23	23	8729059	8729059	1.1471550432433948	0.7238830450281015	0.5235147229365843	0.4808079853856233	0.7478827871479601	0.7006760161097342	0.4534797569973244	0.1843494959193471	0.20020855057351408	0.19195201199700074	3836	0.5232967496533596	0.11844566492489553	0.914568345323741	0.7987920481014029	0.8527685412751193	36922	0.8282523564186957	0.9500182987819813	0.30495006979491035	0.571543570134836	0.39770340288475003	4969	0.7504789422571472	0.2919753072850964	1.23780393066478	0.6319028893828005	0.5287950160829918	0.4686467479255087	0.677039035081888	0.6903846996877419	0.44555943563241024	0.22027589227063718	0.4172542513479884	0.2883347664087131	4822	0.6080782282420725	0.19325178335875348	0.9082518604990515	0.6818667323966806	0.7789440750879938	36513	0.7857852753945865	0.9304842887562661	0.25951590864727697	0.48726406450430637	0.33866140227981917	5457	0.6772905954265663	0.2129422347822113
unseen_cell_line__context-pathways_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways_regulons	Pathways + regulons	pathways+regulons	46	3	0.48659028043802593	209523	45727	46792	109	23	23	8478627	8478627	1.0780884749796513	0.7150480022743675	0.5457478099652485	0.48659028043802593	0.7462645944331705	0.7121015658790335	0.4600635888287063	0.22318292353417996	0.21532846715328466	0.21918535226217328	3836	0.5381795819026731	0.1345273336664277	0.9360263862582457	0.7763122257732518	0.8487208338268388	36922	0.8457652319894348	0.9547711710301723	0.2813048053314626	0.6456027369692091	0.39186465522506564	4969	0.7523598837449926	0.29089226178951894	1.1905415795627547	0.6279705932638058	0.5636743453355352	0.4838693069562037	0.6756599191039536	0.7048385206920863	0.45997715257617716	0.2484127900265497	0.44628784736623806	0.3191694475342974	4822	0.609486321578082	0.21709998941674347	0.9261214737166641	0.6581491523566949	0.7694721506219881	36513	0.790808547354142	0.932298004045593	0.26278630654297674	0.5865860362836723	0.36296632271232565	5457	0.7142206931440346	0.23053346426619503
unseen_cell_line__context-expression_pathways_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	46	5	0.5017815786244818	209523	45727	46792	109	23	23	8752995	8752995	1.037362513151233	0.7288910271830648	0.5360819100350163	0.5017815786244818	0.7523505675563285	0.7391853459096804	0.4795719859387441	0.21915721780335082	0.3375912408759124	0.26577732170343765	3836	0.6493487810325765	0.1803979629832369	0.9048590391524082	0.8049672282108228	0.8519951840385277	36922	0.8246088435860659	0.9484885865545982	0.331899024670109	0.46568726101831354	0.3875722301314798	4969	0.7435984131103986	0.3098294082783972	1.2790219297081329	0.6188237305522312	0.5395656829658012	0.4688605845447704	0.6664238277794058	0.6973435774388695	0.4537461713837965	0.23098348059930848	0.4987557030277893	0.31574110542208217	4822	0.6515934531657235	0.21698013090151747	0.9087162034411042	0.6581491523566949	0.7633978207694018	36513	0.7821446341829212	0.9296132889715739	0.2536487166582788	0.46179219351291917	0.32744282744282743	5457	0.6582926449679636	0.21464509427829823
unseen_drug__context-expression__seed42__druggroup-scaffold__drugtest-any	unseen_drug	expression	Expression only	expression	42	4	0.5406491368921628	190752	43957	61179	155	152	153	8498467	8498467	1.0178288650471474	0.626544122665332	0.6273746010550741	0.5406491368921628	0.6619533973388954	0.7766644682093199	0.5630685080765274	0.3138435081685297	0.5868167202572347	0.40896358543417366	4976	0.7631187072051179	0.3237234061925335	0.9228486646884273	0.622603146798461	0.7435605282328109	31969	0.8096337589531517	0.9143306118949031	0.36048910966755826	0.6727039361095265	0.4694232970095039	7012	0.7572409384696899	0.45115150614214583	0.8868262040365474	0.6944703247846483	0.6501802677831412	0.5400689213735054	0.7342970601859099	0.8018761030194699	0.5498375238346312	0.30513943304908964	0.5447438798601111	0.3911662604328237	4861	0.7825992909353993	0.30479474635624015	0.9403517173490834	0.7087285195805177	0.8082736856548286	49871	0.8240508229661958	0.9485604667652847	0.3013276116400697	0.6970684039087948	0.42076681803286364	6447	0.7989781951568147	0.3961573583823689
unseen_drug__context-pathways__seed42__druggroup-scaffold__drugtest-any	unseen_drug	pathways	Pathways only	pathways	42	23	0.5307348091024898	190752	43957	61179	155	152	153	8248035	8248035	1.5771360921016866	0.6336874672975863	0.5886314472715098	0.5307348091024898	0.6608139314492482	0.7478484728290535	0.5577650475911305	0.31891824526420737	0.5142684887459807	0.3936923076923077	4976	0.735732544921918	0.3269272852394031	0.8615691543503929	0.6619224874096781	0.7486644259685123	31969	0.7634452515848034	0.8906156813281616	0.3636123812873725	0.5897033656588705	0.4498476936466493	7012	0.7443676219804389	0.4557521762058271	1.2919547989528257	0.6990307131532062	0.6032559609690304	0.5264193749879826	0.7310969703067047	0.7711479214657836	0.5594589890496624	0.3180669144981413	0.440032915038058	0.36923873640600724	4861	0.7459549213656174	0.33775496896313306	0.9038637657483726	0.7322291512101221	0.8090437788018433	49871	0.7685516375439293	0.9293266276887654	0.29246424251049596	0.6375058166589112	0.4009756097560976	6447	0.7989372054878041	0.41129537049708886
unseen_drug__context-regulons__seed42__druggroup-scaffold__drugtest-any	unseen_drug	regulons	Regulons only	regulons	42	29	0.5526607870182867	190752	43957	61179	155	152	153	8454691	8454691	1.7766068629334193	0.6758650499351639	0.5879346477286621	0.5526607870182867	0.6929614709601728	0.7504755684564586	0.5617665556981222	0.345587222910643	0.5044212218649518	0.41016422910368494	4976	0.7425454629310297	0.3530957261148534	0.8482587064676617	0.7359942444242861	0.7881487932738205	31969	0.7645506507268423	0.8864499647234336	0.409781152300134	0.5233884768967484	0.4596693386773547	7012	0.744330591711504	0.4457539762560794	1.4189902448309675	0.7428202487781755	0.6189751046594926	0.5593707919185783	0.7644862170030394	0.7854914583638964	0.5696016725478249	0.32728011925735195	0.49681135568813	0.3946078431372549	4861	0.7696335392274126	0.36312319616078426	0.9034094822638044	0.7889956086703696	0.8423351101406461	49871	0.7855405937414036	0.9332908659427553	0.35939482674475354	0.5711183496199783	0.4411694224778337	6447	0.801300242122873	0.41239095553993527
unseen_drug__context-expression_pathways__seed42__druggroup-scaffold__drugtest-any	unseen_drug	expression_pathways	Expression + pathways	expression+pathways	42	7	0.5370969204167734	190752	43957	61179	155	152	153	8522403	8522403	1.1818686190566394	0.6307300316218122	0.6075855010531063	0.5370969204167734	0.6611075010686739	0.7634929618141991	0.5658635265141921	0.3270060396893874	0.5331591639871383	0.40537856215142487	4976	0.7393559994311681	0.33443865392747185	0.8861890375485542	0.6422784572554663	0.7447723027258384	31969	0.7878967339408184	0.9059591537017362	0.3581347640839514	0.6473188819167142	0.46113989637305697	7012	0.7632261520706108	0.4571927719133683	0.9805356823323814	0.7061573415714543	0.6469227743307625	0.5489464670104663	0.7402449421582392	0.7972576202462879	0.5758449641369995	0.323958961979481	0.5521497634231639	0.4083371367716416	4861	0.7809631203547254	0.37120900276628543	0.9230534195651067	0.726915441839947	0.813326602725896	49871	0.8027746534768582	0.9396322848242132	0.313215859030837	0.6617031177291763	0.42517566153386155	6447	0.8080350869072804	0.41669360482049955
