run_name	holdout	context_config	context_label	modalities	seed	best_epoch	best_validation_macro_f1	n_train	n_validation	n_test	n_train_contexts	n_validation_contexts	n_test_contexts	total_parameters	trainable_parameters	validation_loss	validation_accuracy	validation_balanced_accuracy	validation_macro_f1	validation_weighted_f1	validation_macro_ovr_auroc	validation_macro_auprc	validation_antagonism_precision	validation_antagonism_recall	validation_antagonism_f1	validation_antagonism_support	validation_antagonism_auroc	validation_antagonism_auprc	validation_no_interaction_precision	validation_no_interaction_recall	validation_no_interaction_f1	validation_no_interaction_support	validation_no_interaction_auroc	validation_no_interaction_auprc	validation_synergy_precision	validation_synergy_recall	validation_synergy_f1	validation_synergy_support	validation_synergy_auroc	validation_synergy_auprc	test_loss	test_accuracy	test_balanced_accuracy	test_macro_f1	test_weighted_f1	test_macro_ovr_auroc	test_macro_auprc	test_antagonism_precision	test_antagonism_recall	test_antagonism_f1	test_antagonism_support	test_antagonism_auroc	test_antagonism_auprc	test_no_interaction_precision	test_no_interaction_recall	test_no_interaction_f1	test_no_interaction_support	test_no_interaction_auroc	test_no_interaction_auprc	test_synergy_precision	test_synergy_recall	test_synergy_f1	test_synergy_support	test_synergy_auroc	test_synergy_auprc
unseen_both__context-pathways__seed45__druggroup-scaffold__drugtest-any	unseen_both	pathways	Pathways only	pathways	45	1	0.43187051020108386	125180	3899	16188	109	23	23	8248035	8248035	1.0543638769557275	0.5593741985124391	0.4790698620222487	0.43187051020108386	0.605118518680534	0.6992993779069706	0.43689782784394576	0.26243093922651933	0.36259541984732824	0.30448717948717946	524	0.700190556969183	0.22997074069499834	0.8563829787234043	0.6104791451223716	0.7128194807808412	2901	0.7127816474037354	0.8650655662946827	0.1987353206865402	0.4641350210970464	0.2783048703352309	474	0.6849259293479936	0.21565717654215616	1.0780167861546828	0.6159500864838152	0.4672133433220314	0.43793542994360846	0.6474406599626461	0.6824020019231433	0.41540984475198006	0.2131637995512341	0.3589420654911839	0.2674800563115908	1588	0.6961511205617474	0.1784394577164247	0.8423780189693948	0.700065008938729	0.7646562818976612	12306	0.6766882082041047	0.8346026421975354	0.23912382111347733	0.34263295553618134	0.2816699516215732	2294	0.6743666770035776	0.23318743434198003
unseen_both__context-regulons__seed45__druggroup-scaffold__drugtest-any	unseen_both	regulons	Regulons only	regulons	45	4	0.4314983283239229	125180	3899	16188	109	23	23	8454691	8454691	1.4555740528578758	0.6188766350346243	0.47617790940372656	0.4314983283239229	0.6380402967326305	0.622780531687027	0.40617554318975646	0.23283582089552238	0.14885496183206107	0.18160651920838183	524	0.44699236641221374	0.15335632480264796	0.8344103392568659	0.7121682178559118	0.7684582480937325	2901	0.6859480767809317	0.8525673122900471	0.24724264705882354	0.5675105485232067	0.3444302176696543	474	0.7354011518679356	0.21260299247657427	1.4411393155101968	0.6231158883123301	0.44385355732598103	0.42527838975631926	0.6515604714920494	0.6213523333086308	0.4069254411578666	0.1997971602434077	0.24811083123425692	0.22134831460674156	1588	0.505824591974052	0.1484021062258145	0.8433929931454683	0.719892735251097	0.7767645769399386	12306	0.6835603768843822	0.8569675898705325	0.22467672413793102	0.36355710549258935	0.2777222777222777	2294	0.6746720310674582	0.21540662737725286
unseen_both__context-expression_pathways__seed45__druggroup-scaffold__drugtest-any	unseen_both	expression_pathways	Expression + pathways	expression+pathways	45	3	0.41678609680366846	125180	3899	16188	109	23	23	8522403	8522403	1.3430292010765927	0.5547576301615799	0.45904120502183776	0.41678609680366846	0.5961584128828029	0.642912079047602	0.42134670344326935	0.22715173025732033	0.48854961832061067	0.31011508176862507	524	0.6212465366129488	0.21978750221199042	0.8369462770970783	0.6122026887280249	0.7071471232331276	2901	0.6763689391882697	0.8480908842619372	0.20153846153846153	0.27637130801687765	0.23309608540925267	474	0.6311207613415875	0.19616172385588038	1.5100512998852873	0.5618977020014826	0.4113674356525687	0.3828599599015674	0.6023014532415483	0.5771812161762996	0.3693416198726791	0.14102564102564102	0.3602015113350126	0.20269312544294826	1588	0.5580237051861564	0.12577304601446815	0.8176530612244898	0.6511457825450999	0.7249615489007509	12306	0.5958271864132993	0.7894507573223969	0.21912521440823327	0.2227550130775937	0.22092520536100302	2294	0.577692756929443	0.19280105628117228
unseen_both__context-expression_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_both	expression_regulons	Expression + regulons	expression+regulons	45	10	0.4127109347727982	125180	3899	16188	109	23	23	8729059	8729059	1.6309541112247201	0.6070787381379841	0.4241084424303072	0.4127109347727982	0.6238263050153368	0.6268728474545355	0.41382562053868027	0.21855921855921856	0.3416030534351145	0.2665673864482502	524	0.5792830081990388	0.20281179342037875	0.7936145952109465	0.7197518097207859	0.754880694143167	2901	0.6529287461513859	0.8359954735668584	0.22271714922049	0.2109704641350211	0.21668472372697725	474	0.6484067880131817	0.20266959462880363	1.8612741480823325	0.6490610328638498	0.3961287461016105	0.3909265843692107	0.6522401351954847	0.6074091447230496	0.39395033838077703	0.17093235831809872	0.23551637279596976	0.19809322033898305	1588	0.54846360546565	0.15002634825679112	0.8060070962950738	0.7937591418820088	0.7998362333674514	12306	0.6466308682101183	0.8418762700865521	0.19404572036150983	0.15911072362685266	0.17485029940119762	2294	0.6271329604933806	0.18994839679898787
unseen_both__context-pathways_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_both	pathways_regulons	Pathways + regulons	pathways+regulons	45	3	0.43004476676238057	125180	3899	16188	109	23	23	8478627	8478627	1.3490335354899161	0.5901513208515003	0.46839161089090364	0.43004476676238057	0.6221130829578132	0.639891146754009	0.41518101721227474	0.22202486678507993	0.2385496183206107	0.22999080036798528	524	0.5341781170483461	0.17793747523154818	0.8351269909599656	0.6687349189934505	0.7427258805513017	2901	0.677317060871139	0.8443729617620137	0.23297137216189537	0.4978902953586498	0.31741761936785473	474	0.7081782623425421	0.22323261464326238	1.4845424421869857	0.5591796392389424	0.42254406085549384	0.39258856667771075	0.6054272128334931	0.602778377607908	0.3926329686221453	0.1466708542713568	0.29408060453400503	0.19572506286672256	1588	0.5132691677305822	0.12700860939146014	0.8399139322216246	0.6344059808223631	0.7228369056988102	12306	0.6552425430418374	0.8358835685315431	0.2097600431383122	0.33914559721011334	0.2592037314675995	2294	0.6398234220513042	0.2150067279434326
unseen_both__context-expression_pathways_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_both	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	45	3	0.4137744489542649	125180	3899	16188	109	23	23	8752995	8752995	1.2857562479345455	0.5293665042318543	0.46732885337457536	0.4137744489542649	0.5825089275434938	0.6575333821915369	0.42485482917592904	0.218568665377176	0.4312977099236641	0.2901155327342747	524	0.6214124964659316	0.21034036366780823	0.8709677419354839	0.5677352637021716	0.6873956594323873	2901	0.7098201919177893	0.8724299267034363	0.19609856262833675	0.4029535864978903	0.2638121546961326	474	0.6413674581908897	0.1917941971565424	1.3008720473592772	0.5514578700271806	0.45425588488451796	0.3987735782218225	0.596579759967343	0.6444465211601081	0.4046788402430053	0.18589154411764705	0.5094458438287154	0.2723905723905724	1588	0.6600310979607329	0.17697514658965263	0.8382597143806044	0.6153096050706972	0.7096864895262196	12306	0.6578635612757393	0.832095302650948	0.19479129504102746	0.23801220575414123	0.2142436727486757	2294	0.6154449042438521	0.20496607148841536
unseen_both__context-expression__seed46__druggroup-scaffold__drugtest-any	unseen_both	expression	Expression only	expression	46	8	0.4181972480635095	125180	3899	16188	109	23	23	8498467	8498467	1.4768619870307904	0.5960502692998204	0.4398310771827219	0.4181972480635095	0.6237668234213829	0.6462756474354638	0.42143352939327866	0.24595842956120093	0.4064885496183206	0.3064748201438849	524	0.6452762227876732	0.2122536982723299	0.8211215718379042	0.6914856945880731	0.750748502994012	2901	0.6936009212496002	0.8613934752425136	0.17796610169491525	0.22151898734177214	0.19736842105263158	474	0.5999497982691182	0.19065341466499233	1.7481666314975992	0.6386212008895478	0.39664353323822077	0.38339624836182	0.6469979956141364	0.6033276318019545	0.39066812455528727	0.15730728985001743	0.2840050377833753	0.20246913580246914	1588	0.5535379645284841	0.1379327479045397	0.8144942294636796	0.7799447424020803	0.7968451639684516	12306	0.6634371106758761	0.8533741783473583	0.18802862719583605	0.12598081952920662	0.15087444531453928	2294	0.5930078202015033	0.18069744741396393
unseen_both__context-pathways__seed46__druggroup-scaffold__drugtest-any	unseen_both	pathways	Pathways only	pathways	46	2	0.4380106105933818	125180	3899	16188	109	23	23	8248035	8248035	1.1356513696806527	0.5521928699666581	0.4949523521548825	0.4380106105933818	0.6013366873129147	0.6878963286166938	0.45006619926155556	0.2714987714987715	0.4217557251908397	0.3303437967115097	524	0.6426010743567997	0.2309649790970702	0.8718079673135853	0.5884177869700103	0.7026137065239761	2901	0.733633416436458	0.8882240076736094	0.19964507542147295	0.47468354430379744	0.2810743285446596	474	0.6874544950568235	0.231009611013987	1.1119378930938548	0.6268223375339758	0.482264471152354	0.451183198651232	0.6583261790314591	0.6967947771888472	0.43532275522748387	0.2202521670606777	0.3520151133501259	0.27096461463887545	1588	0.6631054397708844	0.18382983852914409	0.8538333169726121	0.7068096863318706	0.7733961676966167	12306	0.7119350328431623	0.861383550132498	0.2570025989026855	0.38796861377506536	0.30918881361820394	2294	0.7153438589524949	0.2607548770208096
unseen_both__context-regulons__seed46__druggroup-scaffold__drugtest-any	unseen_both	regulons	Regulons only	regulons	46	8	0.41064483710036037	125180	3899	16188	109	23	23	8454691	8454691	1.7687414397212535	0.6234932033854834	0.41310058516545406	0.41064483710036037	0.6355212224832875	0.5774912960109877	0.39559815927319103	0.2813141683778234	0.26145038167938933	0.27101879327398615	524	0.5380882103477524	0.21778938046596427	0.7965052784856207	0.7542226818338504	0.7747875354107648	2901	0.6322919883199699	0.826678699832412	0.1593984962406015	0.22362869198312235	0.1861281826163301	474	0.5620936893652406	0.14232639752119683	1.64200175447702	0.6390536199654064	0.4401202419847848	0.4269806174864211	0.6531562028520421	0.6194733015962129	0.41857061522472655	0.22984942426926483	0.32682619647355166	0.2698907956318253	1588	0.6098973465373865	0.21875989190016543	0.8115485564304462	0.7537786445636275	0.78159757330637	12306	0.6336280756893615	0.8343675462473952	0.22	0.23975588491717523	0.229453483521068	2294	0.6148944825618906	0.202584407526619
unseen_both__context-expression_pathways__seed46__druggroup-scaffold__drugtest-any	unseen_both	expression_pathways	Expression + pathways	expression+pathways	46	6	0.44299006857237194	125180	3899	16188	109	23	23	8522403	8522403	1.4775186820530408	0.5955373172608361	0.47503065678175244	0.44299006857237194	0.6312254936022117	0.646636268435942	0.43713710159495944	0.2802547770700637	0.33587786259541985	0.3055555555555556	524	0.6182007350862313	0.23655575304401594	0.8447528187337381	0.6714925887624957	0.7482235452275783	2901	0.7159610499869093	0.8701477837091854	0.20518134715025907	0.4177215189873418	0.2751911049339819	474	0.6057470202346853	0.20470776803167678	1.6385321334935954	0.6447986162589573	0.4055248001313824	0.3993473867789095	0.6542655909968897	0.5821680096656333	0.3865882011680993	0.17077175697865354	0.1309823677581864	0.1482537419814683	1588	0.4888390454090611	0.1109609486151615	0.8157262905162065	0.773037542662116	0.7938084112149533	12306	0.6227556677051853	0.8238660133178254	0.21674727932285368	0.31255448997384483	0.25598000714030705	2294	0.6349093158826533	0.22493764157131096
unseen_both__context-expression_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_both	expression_regulons	Expression + regulons	expression+regulons	46	2	0.4199690126314204	125180	3899	16188	109	23	23	8729059	8729059	1.2189181501298538	0.5678379071556809	0.45238700935645415	0.4199690126314204	0.607900090056598	0.6217455885734854	0.4081259121619711	0.23286052009456265	0.37595419847328243	0.2875912408759124	524	0.5864614079728584	0.20301317585669026	0.8359621451104101	0.6394346776973457	0.724609375	2901	0.6701702266995211	0.8390724507742202	0.19424460431654678	0.34177215189873417	0.24770642201834864	474	0.6086051310480767	0.18229210985500283	1.216228083530885	0.6350382999752904	0.4535969984002972	0.4320265869732449	0.6600975588910996	0.6351382525715782	0.3992749733342687	0.23224794036877205	0.37279596977329976	0.2861977278220933	1588	0.6232639056623305	0.1917846804470861	0.8467464958693028	0.7412644238582805	0.790502188136401	12306	0.6478039743537894	0.8087066037559749	0.19748778785764132	0.24673060156931126	0.2193798449612403	2294	0.6343468776986148	0.19733363579974494
unseen_both__context-pathways_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_both	pathways_regulons	Pathways + regulons	pathways+regulons	46	15	0.43572802395675997	125180	3899	16188	109	23	23	8478627	8478627	1.9934191845049765	0.6291356758143114	0.4461749384047029	0.43572802395675997	0.6447406961960811	0.6015222052916832	0.4061474104182996	0.239067055393586	0.31297709923664124	0.27107438016528923	524	0.5381707661860333	0.20268342151181	0.8098459225854941	0.7428472940365392	0.7749011147069399	2901	0.6543542099711316	0.8221230929767829	0.2427536231884058	0.28270042194092826	0.26120857699805067	474	0.6120416397178847	0.19363571676630575	2.09351193583804	0.6345441067457376	0.4104678663961361	0.40195912926595817	0.6463175595447028	0.6004322306691233	0.39634476477450403	0.17994858611825193	0.26448362720403024	0.21417644059153493	1588	0.5523399813671026	0.14906733912739736	0.8063767617738055	0.7624735901186414	0.7838108762843539	12306	0.6416108346724053	0.8469206670480988	0.21145175834084762	0.20444638186573671	0.2078900709219858	2294	0.6073458759678618	0.19304628814801614
unseen_both__context-expression_pathways_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_both	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	46	2	0.428974554218446	125180	3899	16188	109	23	23	8752995	8752995	1.2607005406538931	0.5565529622980251	0.4793119919475368	0.428974554218446	0.6058916762375179	0.6476708617760049	0.41878029426416913	0.25556631171345595	0.5038167938931297	0.33911368015414256	524	0.6627577042691546	0.2258223121075985	0.8784530386740331	0.6028955532574974	0.7150449713818479	2901	0.7120248770550408	0.863314986399439	0.17942857142857144	0.33122362869198313	0.23276501111934766	474	0.5682300040038191	0.16720358428546972	1.4218493940390156	0.5777118853471708	0.4076658095796182	0.38807960619460574	0.6189683899432922	0.6004148316382708	0.3769723598590265	0.15734526472781507	0.26574307304785894	0.19765807962529275	1588	0.5745269314378385	0.13680286280148396	0.8423570120089559	0.6725987323256948	0.7479667449846377	12306	0.6378627624796607	0.8116871978741877	0.17744565217391303	0.28465562336530076	0.21861399397388684	2294	0.5888548009973132	0.18242701890140783
unseen_cell_line__context-expression__seed42__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	42	5	0.5017975604732193	209523	45727	46792	109	23	23	8498467	8498467	1.1361269697416285	0.7083342445382378	0.5556615604811235	0.5017975604732193	0.7428263515283329	0.7197978025367376	0.4700434255974603	0.214374055242545	0.40667361835245047	0.28075227211374065	3836	0.6391344589883439	0.18378599547023455	0.9229468756095975	0.7688640918693462	0.8388888888888889	36922	0.8285650388539513	0.9502944442848509	0.3174726989079563	0.49144697122157377	0.38575152041702865	4969	0.6916939097679176	0.27604983703729546	1.3562409434996827	0.5957856043768166	0.5417930108834929	0.46054290412043564	0.6488064252979813	0.6893071678132179	0.4451035692776792	0.204660228581554	0.4790543343011199	0.2867962008814948	4822	0.6214783584134626	0.1795052376226563	0.9155275996935608	0.6218607071454003	0.7406465081384349	36513	0.7669122251380764	0.9252060579150985	0.2673766816143498	0.5244639912039583	0.3541860033413774	5457	0.6795309198881146	0.2305994122952828
unseen_cell_line__context-pathways__seed42__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	42	5	0.4726606659891989	209523	45727	46792	109	23	23	8248035	8248035	1.0448659430712466	0.712008222713058	0.5012834497864156	0.4726606659891989	0.7341187702771368	0.7143813760913197	0.4517250913694341	0.18291284403669725	0.2494786235662148	0.21107190119100133	3836	0.6041467379877002	0.13877602185390148	0.8862585034013606	0.7939169059097557	0.8375501807220309	36922	0.7705517080515454	0.9294485500908548	0.30835579514824796	0.4604548198832763	0.36935991605456453	4969	0.7684456822347132	0.2869507021635461	1.137489583945148	0.5820866814840143	0.536149496691138	0.4522928536206079	0.6331642486662603	0.7048596203125451	0.4522785872772614	0.20084811102544334	0.4321858150145168	0.27424661139623635	4822	0.6362256270822901	0.18974127590189904	0.8964226120223027	0.6032372031879056	0.7211708467029009	36513	0.7531477560308618	0.9184533075715328	0.2639932460953989	0.5730254718709914	0.3614611027626864	5457	0.7252054778244834	0.2486411783583522
unseen_cell_line__context-regulons__seed42__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	42	10	0.48384466022952366	209523	45727	46792	109	23	23	8454691	8454691	1.2955182555528588	0.7326306121110067	0.5126368416793985	0.48384466022952366	0.7513363808269091	0.7050148054350802	0.458448399046225	0.19658314350797265	0.22497393117831074	0.2098225139800632	3836	0.5511648247254923	0.13824619279982994	0.9006387297039159	0.8172634201830886	0.8569278391503138	36922	0.815597729682978	0.9461078792559035	0.31443891229414017	0.49567317367679614	0.384783627558194	4969	0.7482818618967704	0.2909911250829415	1.3824354012229745	0.6605616344674303	0.5317945327210821	0.4839921375099854	0.6927440386064174	0.7060357335994419	0.4680759733552799	0.24294582392776523	0.3571132310244712	0.28916876574307304	4822	0.6066388001858292	0.21889136490736688	0.882918173295835	0.7222359159751321	0.7945345806782061	36513	0.7724051559203159	0.925255690652266	0.28629524196827977	0.516034451163643	0.36827306610867716	5457	0.7390632446921808	0.2600808645062067
unseen_cell_line__context-expression_pathways__seed42__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways	Expression + pathways	expression+pathways	42	4	0.46520232190552185	209523	45727	46792	109	23	23	8522403	8522403	1.1061229582448342	0.7000459247271853	0.48874818242872947	0.46520232190552185	0.7255694346275707	0.6859508420766849	0.4561709023957829	0.16850498338870432	0.3305526590198123	0.22321978699058181	3836	0.5942081482930937	0.15044595148331114	0.8780805328489252	0.7855208276908077	0.8292257548032936	36922	0.7534555973101175	0.9227448488454668	0.33642691415313225	0.3501710605755685	0.34316142392269006	4969	0.7101887806268437	0.2953219068585705	1.299882950202321	0.568922037955206	0.5347225248471342	0.4476009399356197	0.6277638731526107	0.6846288396718739	0.44655688267823407	0.1848763052771743	0.5470759021153049	0.27636058875910113	4822	0.6440452567935048	0.18179118509981104	0.9174056462322752	0.5865034371319804	0.7155506549051056	36513	0.7563335885281888	0.9206294087207274	0.2797385620915033	0.47058823529411764	0.3508915761426522	5457	0.6535076736939286	0.2372500542141638
unseen_cell_line__context-expression_regulons__seed42__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_regulons	Expression + regulons	expression+regulons	42	3	0.47967747872772026	209523	45727	46792	109	23	23	8729059	8729059	1.1997900208536962	0.6874712970455092	0.5296245426345002	0.47967747872772026	0.7262281356344364	0.7054468851784114	0.45585688871349234	0.1818952981095492	0.3912930135557873	0.24834546657842488	3836	0.6266935866305199	0.1792835924556942	0.9140501319261214	0.7506093927739559	0.8243062371731953	36922	0.7832201613783109	0.9355920330511807	0.3104122990915444	0.4469712215737573	0.36638073243154073	4969	0.7064269075264036	0.25269504063360215	1.4111961847717975	0.5305821507950077	0.5055463888325581	0.4170238193304355	0.5969626924002466	0.6528686710212167	0.4283307269843745	0.164824469933959	0.49170468685192864	0.24688915499557454	4822	0.58070999490363	0.1707019187035333	0.926362022240912	0.5429846903842467	0.684658551325218	36513	0.753110133180786	0.9164726690760157	0.23898228078146297	0.481949789261499	0.3195237516705139	5457	0.624785884979234	0.1978175931735747
unseen_cell_line__context-pathways_regulons__seed42__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways_regulons	Pathways + regulons	pathways+regulons	42	10	0.49385575685411326	209523	45727	46792	109	23	23	8478627	8478627	1.228435172236307	0.7566645526712883	0.5020982594397488	0.49385575685411326	0.7627022461945743	0.7308770961007139	0.4774779732066035	0.23898139079333985	0.25443169968717416	0.24646464646464647	3836	0.6263431656847956	0.1737746912413951	0.8823775288413309	0.8576187638806132	0.8698219975826832	36922	0.8068202851685957	0.9419734366413062	0.3402813965607087	0.39424431475145905	0.36528062651501025	4969	0.7594678374487503	0.3166857917371094	1.4086703936816036	0.6475038468114207	0.5129176851470065	0.466441102845969	0.6837953469922771	0.6928696205242527	0.4431412785702023	0.216	0.3303608461219411	0.26121177338689844	4822	0.5841560581233243	0.17496850365028124	0.8865698110633654	0.7119656012926903	0.7897319055213792	36513	0.7731116557864944	0.9257642183321203	0.26835066864784546	0.4964266080263881	0.34837962962962965	5457	0.7213411476629396	0.22869111372820555
unseen_cell_line__context-expression_pathways_regulons__seed42__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	42	6	0.47876720783763305	209523	45727	46792	109	23	23	8752995	8752995	1.1802627997793906	0.7045290528571742	0.5266287237017496	0.47876720783763305	0.7351584530088867	0.690570080837016	0.4583333438464486	0.17262569832402236	0.24165797705943692	0.20139039756680427	3836	0.5104856142744356	0.13039501059324404	0.9124443162516425	0.7711120741021613	0.8358458715596331	36922	0.811697302178317	0.9436463440987004	0.3078435656543588	0.5671161199436506	0.3990653543864618	4969	0.7495273260582953	0.3009586768474012	1.370089015607692	0.5914258847666267	0.5121810154006498	0.44552569174795	0.6431665576819245	0.6730080430340349	0.4317682809908625	0.18977154724818276	0.4547905433430112	0.2677982659665405	4822	0.6154174630671293	0.16050900388865663	0.8947716229348882	0.6304056089611919	0.7396767248304894	36513	0.7508045669336054	0.9200402512107729	0.258963305646094	0.451346893897746	0.3291020844468199	5457	0.6528020991013702	0.21475558787315796
unseen_cell_line__context-expression__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	43	2	0.4838588095686081	209523	45727	46792	109	23	23	8498467	8498467	0.9664941990839822	0.6768430030397795	0.557035245699052	0.4838588095686081	0.7191963275310448	0.7406648453988979	0.4832401857315182	0.18014814814814814	0.3169968717413973	0.22973738900434537	3836	0.6220316821532141	0.17887770443354956	0.9300283385228982	0.719977249336439	0.8116326997939088	36922	0.8138755547131433	0.9439585065326127	0.30315566673080624	0.6341316160193198	0.41020633990757016	4969	0.7860872993303365	0.32688434622839246	1.074896206935668	0.5496024961531886	0.5301905898962938	0.4345079488333963	0.6112187492654726	0.7092514555320083	0.44781901146557196	0.1810712847362062	0.4661965989216093	0.2608342518999826	4822	0.6293679038581705	0.1795839674707977	0.9285974665087032	0.558129981102621	0.6972065892334799	36513	0.7681037188585321	0.9219036614966314	0.2485721180918671	0.5662451896646509	0.34548300536672627	5457	0.7302827438793222	0.2419694054292866
unseen_cell_line__context-pathways__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	43	5	0.504060815606164	209523	45727	46792	109	23	23	8248035	8248035	1.0555266749343457	0.7100400201194043	0.5548528923344372	0.504060815606164	0.7460131523639298	0.7327060150351791	0.4784298359926425	0.19860234445446348	0.45933263816475495	0.2773056342461442	3836	0.6608212001806466	0.17598482634418353	0.9243939541055766	0.773549645197985	0.8422713398900014	36922	0.8408034867371309	0.9544093023128686	0.3600201409869084	0.43167639364057153	0.39260547268234647	4969	0.6964933581877597	0.30489537932087546	1.2689546712302084	0.6061292528637374	0.5314603319903186	0.45974104440105296	0.6568137162870668	0.6891278617061435	0.4496448867501341	0.1940632603406326	0.4135213604313563	0.26415844207458433	4822	0.5781325727220971	0.1877018971366266	0.9103450956008083	0.6415523238298688	0.7526708972608241	36513	0.7825754471897575	0.9277938852026986	0.2728789986091794	0.5393073117097307	0.3623937938677503	5457	0.7066755652065759	0.23343887791107687
unseen_cell_line__context-regulons__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	43	1	0.4931514200738425	209523	45727	46792	109	23	23	8454691	8454691	0.874392778328533	0.7015767489666936	0.5495011401445244	0.4931514200738425	0.7410900866364787	0.7863160124863634	0.47043994129945116	0.20411728009981286	0.4264859228362878	0.27609484431693526	3836	0.7226266606451138	0.18836914740704025	0.9353060343396101	0.7627701641297872	0.8402727015052288	36922	0.8346923411236254	0.9486439055807651	0.3002236547822655	0.45924733346749846	0.3630867143993636	4969	0.8016290356903512	0.2743067709105482	1.028139385938196	0.5140194905111984	0.5282616272250998	0.4177889168605399	0.5797653529204657	0.7280397793347891	0.4494634976241115	0.1717419541059316	0.4935711323102447	0.25481798715203424	4822	0.6621762379499805	0.1800135563669628	0.9422772933557697	0.5060937200449155	0.6585061649205332	36513	0.7697779523394892	0.9221391566110871	0.2396607370712302	0.5851200293201393	0.34004259850905216	5457	0.7521651477148981	0.24623777989428447
unseen_cell_line__context-expression_pathways__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways	Expression + pathways	expression+pathways	43	4	0.4854534463146892	209523	45727	46792	109	23	23	8522403	8522403	1.0946250920152123	0.693944496686859	0.5356323844821111	0.4854534463146892	0.7283313702394115	0.7187298920072909	0.4675158480969808	0.18391974411166037	0.32977059436913453	0.23613963039014374	3836	0.6014364573544794	0.15524609037515502	0.9074984534236317	0.7548886842532907	0.8241886597176018	36922	0.789433672981466	0.9381058363098788	0.318952802359882	0.5222378748239083	0.39603204883632204	4969	0.765319545685927	0.3091956176059088	1.2735544709511997	0.5472089246024961	0.5219710508081264	0.4292815466234554	0.6075407181846512	0.681830916405953	0.4446817244763508	0.17637836425398484	0.41995022812111155	0.24842053609765075	4822	0.5905232520276031	0.18624946286240537	0.9184814464132738	0.5579108810560622	0.6941661555237512	36513	0.7574146649587883	0.9183763689704438	0.24436491014316175	0.5880520432472054	0.34525794824896444	5457	0.6975548322314673	0.22941934159620309
unseen_cell_line__context-expression_regulons__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_regulons	Expression + regulons	expression+regulons	43	5	0.5049577418058037	209523	45727	46792	109	23	23	8729059	8729059	1.042577859400024	0.744899074944781	0.5321219935970342	0.5049577418058037	0.7625131842200848	0.7404762877311177	0.4847754771003645	0.23741007194244604	0.2924921793534932	0.2620882971268395	3836	0.6382984034811632	0.1734045600163185	0.9051509769094138	0.8281241536211473	0.8649260275522616	36922	0.8354330126886889	0.9509075456758156	0.32737847943498133	0.47574964781646206	0.3878589007383101	4969	0.7476974470235012	0.33001432560895927	1.2451043632992884	0.6363053513421097	0.5332721108144254	0.4732212741747772	0.6774176105765114	0.6995316390865316	0.45487812634085234	0.2338441890166028	0.3797179593529656	0.2894404046791021	4822	0.5969848083307318	0.1976053005869863	0.8972428381915313	0.6853723331416208	0.7771256443699149	36513	0.776906530567149	0.9278145504856081	0.2635714930900551	0.5347260399486897	0.3530977734753146	5457	0.7247035783617142	0.23921452794996279
unseen_cell_line__context-pathways_regulons__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways_regulons	Pathways + regulons	pathways+regulons	43	3	0.5163101603495538	209523	45727	46792	109	23	23	8478627	8478627	1.0059972774490515	0.7437400223062961	0.5549395980139973	0.5163101603495538	0.7665814925129717	0.7416752541677455	0.48683141211524167	0.22563041023710953	0.31256517205422313	0.2620765027322404	3836	0.6449595907438315	0.1742915439973518	0.9206058385244901	0.8165321488543416	0.8654514138079518	36922	0.8386899838667214	0.9524960895971054	0.3472928897586432	0.5357214731334272	0.4214025645084692	4969	0.7413761878926838	0.33370660275126796	1.2369432338263606	0.619614464010942	0.5586293873360489	0.4765992866027262	0.6695802341838687	0.6988156578661163	0.45568858273359086	0.22663731425426528	0.4270012442969722	0.29610987272596534	4822	0.6071872059667751	0.2013970938271056	0.9299783762531945	0.6478240626626133	0.7636727577968618	36513	0.7894936579859304	0.9322874331382841	0.26727509778357234	0.6010628550485615	0.3700152292853517	5457	0.6997661096456435	0.23338122123538302
