holdout	seed	context_a	context_b	test_macro_f1_a	test_macro_f1_b	test_macro_f1_delta_b_minus_a	test_balanced_accuracy_a	test_balanced_accuracy_b	test_balanced_accuracy_delta_b_minus_a	test_macro_ovr_auroc_a	test_macro_ovr_auroc_b	test_macro_ovr_auroc_delta_b_minus_a	test_macro_auprc_a	test_macro_auprc_b	test_macro_auprc_delta_b_minus_a	test_antagonism_f1_a	test_antagonism_f1_b	test_antagonism_f1_delta_b_minus_a	test_antagonism_auroc_a	test_antagonism_auroc_b	test_antagonism_auroc_delta_b_minus_a	test_antagonism_auprc_a	test_antagonism_auprc_b	test_antagonism_auprc_delta_b_minus_a	test_no_interaction_f1_a	test_no_interaction_f1_b	test_no_interaction_f1_delta_b_minus_a	test_no_interaction_auroc_a	test_no_interaction_auroc_b	test_no_interaction_auroc_delta_b_minus_a	test_no_interaction_auprc_a	test_no_interaction_auprc_b	test_no_interaction_auprc_delta_b_minus_a	test_synergy_f1_a	test_synergy_f1_b	test_synergy_f1_delta_b_minus_a	test_synergy_auroc_a	test_synergy_auroc_b	test_synergy_auroc_delta_b_minus_a	test_synergy_auprc_a	test_synergy_auprc_b	test_synergy_auprc_delta_b_minus_a
unseen_both	42	expression_regulons	pathways_regulons	0.3941580711921702	0.40831651036294087	0.014158439170770643	0.40935890960669447	0.4518097941967263	0.04245088459003182	0.5805234592341776	0.6174685436735842	0.036945084439406584	0.37998375129385115	0.3900734796490141	0.010089728355162975	0.17414818820984315	0.259180790960452	0.08503260275060884	0.4783793692419171	0.6269610908871329	0.14858172164521583	0.11629745424305979	0.15637045726975102	0.04007300302669123	0.7535468001932621	0.7394820536119946	-0.014064746581267551	0.6185636210514752	0.6275970815641969	0.009033460512721692	0.8139818658936071	0.8027414441724096	-0.011240421721197547	0.2547792251734055	0.226286686516376	-0.028492538657029498	0.6446273874091405	0.5978474585694226	-0.04677992883971793	0.20967193374488652	0.2111085375048817	0.0014366037599951864
unseen_both	42	expression_regulons	expression_pathways_regulons	0.3941580711921702	0.39041823964941136	-0.0037398315427588646	0.40935890960669447	0.39869414368568684	-0.010664765921007624	0.5805234592341776	0.5796710856988975	-0.0008523735352801154	0.37998375129385115	0.38211063999674516	0.002126888702894014	0.17414818820984315	0.1561822125813449	-0.01796597562849825	0.4783793692419171	0.5044406248921707	0.02606125565025358	0.11629745424305979	0.12274145967515998	0.006444005432100192	0.7535468001932621	0.778124066088887	0.02457726589562481	0.6185636210514752	0.6337001368922126	0.015136515840737386	0.8139818658936071	0.8341548127856381	0.020172946892030974	0.2547792251734055	0.23694844027800227	-0.01783078489540324	0.6446273874091405	0.6008724953123092	-0.043754892096831255	0.20967193374488652	0.1894356475294373	-0.020236286215449206
unseen_both	42	pathways_regulons	expression_pathways_regulons	0.40831651036294087	0.39041823964941136	-0.017898270713529507	0.4518097941967263	0.39869414368568684	-0.05311565051103945	0.6174685436735842	0.5796710856988975	-0.0377974579746867	0.3900734796490141	0.38211063999674516	-0.00796283965226896	0.259180790960452	0.1561822125813449	-0.10299857837910709	0.6269610908871329	0.5044406248921707	-0.12252046599496225	0.15637045726975102	0.12274145967515998	-0.03362899759459104	0.7394820536119946	0.778124066088887	0.03864201247689236	0.6275970815641969	0.6337001368922126	0.006103055328015694	0.8027414441724096	0.8341548127856381	0.03141336861322852	0.226286686516376	0.23694844027800227	0.010661753761626258	0.5978474585694226	0.6008724953123092	0.0030250367428866776	0.2111085375048817	0.1894356475294373	-0.021672889975444393
unseen_both	43	expression	pathways	0.4250681140801842	0.3934739067413724	-0.0315942073388118	0.4510759899664934	0.42670406262708266	-0.024371927339410737	0.6709749829708214	0.6370972306193874	-0.033877752351433976	0.41003175444186474	0.4015344714155567	-0.008497283026308033	0.23681732580037665	0.2048466489965922	-0.03197067680378446	0.6628357803388427	0.5755452063420863	-0.08729057399675644	0.15800136191113456	0.13243917034816372	-0.02556219156297085	0.7640429417791439	0.7220337407631175	-0.04200920101602634	0.6757931316599309	0.6840507907871851	0.00825765912725418	0.8465821451746963	0.8670344431953001	0.020452298020603776	0.2743440746610319	0.2535413304644074	-0.02080274419662448	0.6742960369136903	0.6516956947288908	-0.02260034218479956	0.22551175623976327	0.2051298007032063	-0.020381955536556973
unseen_both	43	expression	regulons	0.4250681140801842	0.40153118387031167	-0.02353693020987252	0.4510759899664934	0.4139037086370536	-0.03717228132943978	0.6709749829708214	0.6268024014249084	-0.04417258154591297	0.41003175444186474	0.4092149488934	-0.0008168055484647496	0.23681732580037665	0.20318633110136228	-0.03363099469901437	0.6628357803388427	0.5439366524619578	-0.11889912787688495	0.15800136191113456	0.13948997793177037	-0.018511383979364193	0.7640429417791439	0.7744133554788978	0.010370413699753889	0.6757931316599309	0.6647951163416346	-0.010998015318296361	0.8465821451746963	0.8605718031781971	0.013989658003500827	0.2743440746610319	0.22699386503067484	-0.04735020963035705	0.6742960369136903	0.6716754354711328	-0.002620601442557491	0.22551175623976327	0.2275830655702324	0.0020713093304691177
unseen_both	43	expression	expression_pathways	0.4250681140801842	0.4007635851570344	-0.02430452892314977	0.4510759899664934	0.40840067767042093	-0.042675312296072465	0.6709749829708214	0.6103311290391732	-0.06064385393164817	0.41003175444186474	0.4034261895125362	-0.006605564929328511	0.23681732580037665	0.1903199343724364	-0.04649739142794024	0.6628357803388427	0.511746144025396	-0.15108963631344674	0.15800136191113456	0.1288076495481822	-0.029193712362952373	0.7640429417791439	0.7821668995300394	0.01812395775089548	0.6757931316599309	0.6763766337745216	0.0005835021145906838	0.8465821451746963	0.8645206733490487	0.017938528174352375	0.2743440746610319	0.22980392156862745	-0.044540153092404444	0.6742960369136903	0.642870609317602	-0.03142542759608835	0.22551175623976327	0.21695024564037776	-0.008561510599385508
unseen_both	43	expression	expression_regulons	0.4250681140801842	0.41183739334592606	-0.013230720734258128	0.4510759899664934	0.4236711703440314	-0.027404819622461996	0.6709749829708214	0.628547997042773	-0.04242698592804839	0.41003175444186474	0.40449586981405466	-0.005535884627810073	0.23681732580037665	0.22554485554992398	-0.011272470250452665	0.6628357803388427	0.5524440581760464	-0.11039172216279636	0.15800136191113456	0.15228414044227187	-0.005717221468862693	0.7640429417791439	0.782331705245275	0.018288763466131064	0.6757931316599309	0.6503058534922586	-0.025487278167672378	0.8465821451746963	0.8439992332256322	-0.002582911949064126	0.2743440746610319	0.22763561924257933	-0.04670845541845256	0.6742960369136903	0.6828940794600141	0.008598042546323792	0.22551175623976327	0.21720423577425985	-0.008307520465503426
unseen_both	43	expression	pathways_regulons	0.4250681140801842	0.403095111063222	-0.0219730030169622	0.4510759899664934	0.4156858064645497	-0.03539018350194367	0.6709749829708214	0.5979535084024351	-0.07302147456838626	0.41003175444186474	0.38971370404950395	-0.020318050392360787	0.23681732580037665	0.2092534174553102	-0.027563908345066446	0.6628357803388427	0.5604955833132051	-0.10234019702563757	0.15800136191113456	0.1427564306823063	-0.015244931228828251	0.7640429417791439	0.7721606648199446	0.008117723040800717	0.6757931316599309	0.63269583293875	-0.043097298721180954	0.8465821451746963	0.8210023883453323	-0.025579756829363975	0.2743440746610319	0.22787125091441113	-0.04647282374662076	0.6742960369136903	0.60066910895535	-0.07362692795834036	0.22551175623976327	0.20538229312087308	-0.02012946311889019
unseen_both	43	expression	expression_pathways_regulons	0.4250681140801842	0.42410986019613767	-0.0009582538840465227	0.4510759899664934	0.42755878645308365	-0.023517203513409746	0.6709749829708214	0.6344239111326336	-0.03655107183818773	0.41003175444186474	0.4127604384019023	0.002728683960037559	0.23681732580037665	0.20048899755501223	-0.036328328245364416	0.6628357803388427	0.5410695800697009	-0.12176620026914187	0.15800136191113456	0.13366822806832132	-0.024333133842813243	0.7640429417791439	0.8066321072986093	0.042589165519465455	0.6757931316599309	0.6763756708652024	0.000582539205271515	0.8465821451746963	0.8620117539102485	0.015429608735552214	0.2743440746610319	0.2652084757347915	-0.009135598926240385	0.6742960369136903	0.6858264824629976	0.011530445549307267	0.22551175623976327	0.242601333227137	0.017089576987373734
unseen_both	43	pathways	regulons	0.3934739067413724	0.40153118387031167	0.008057277128939277	0.42670406262708266	0.4139037086370536	-0.012800353990029045	0.6370972306193874	0.6268024014249084	-0.010294829194478994	0.4015344714155567	0.4092149488934	0.007680477477843284	0.2048466489965922	0.20318633110136228	-0.0016603178952299125	0.5755452063420863	0.5439366524619578	-0.03160855388012851	0.13243917034816372	0.13948997793177037	0.007050807583606655	0.7220337407631175	0.7744133554788978	0.05237961471578023	0.6840507907871851	0.6647951163416346	-0.01925567444555054	0.8670344431953001	0.8605718031781971	-0.00646264001710295	0.2535413304644074	0.22699386503067484	-0.02654746543373257	0.6516956947288908	0.6716754354711328	0.01997974074224207	0.2051298007032063	0.2275830655702324	0.02245326486702609
