holdout	context_config	context_label	n_seeds	mean_total_parameters	test_macro_f1_mean	test_macro_f1_sd	test_macro_f1_median	test_macro_f1_min	test_macro_f1_max	test_balanced_accuracy_mean	test_balanced_accuracy_sd	test_balanced_accuracy_median	test_balanced_accuracy_min	test_balanced_accuracy_max	test_macro_ovr_auroc_mean	test_macro_ovr_auroc_sd	test_macro_ovr_auroc_median	test_macro_ovr_auroc_min	test_macro_ovr_auroc_max	test_macro_auprc_mean	test_macro_auprc_sd	test_macro_auprc_median	test_macro_auprc_min	test_macro_auprc_max	test_antagonism_f1_mean	test_antagonism_f1_sd	test_antagonism_f1_median	test_antagonism_f1_min	test_antagonism_f1_max	test_antagonism_auroc_mean	test_antagonism_auroc_sd	test_antagonism_auroc_median	test_antagonism_auroc_min	test_antagonism_auroc_max	test_antagonism_auprc_mean	test_antagonism_auprc_sd	test_antagonism_auprc_median	test_antagonism_auprc_min	test_antagonism_auprc_max	test_no_interaction_f1_mean	test_no_interaction_f1_sd	test_no_interaction_f1_median	test_no_interaction_f1_min	test_no_interaction_f1_max	test_no_interaction_auroc_mean	test_no_interaction_auroc_sd	test_no_interaction_auroc_median	test_no_interaction_auroc_min	test_no_interaction_auroc_max	test_no_interaction_auprc_mean	test_no_interaction_auprc_sd	test_no_interaction_auprc_median	test_no_interaction_auprc_min	test_no_interaction_auprc_max	test_synergy_f1_mean	test_synergy_f1_sd	test_synergy_f1_median	test_synergy_f1_min	test_synergy_f1_max	test_synergy_auroc_mean	test_synergy_auroc_sd	test_synergy_auroc_median	test_synergy_auroc_min	test_synergy_auroc_max	test_synergy_auprc_mean	test_synergy_auprc_sd	test_synergy_auprc_median	test_synergy_auprc_min	test_synergy_auprc_max
unseen_cell_line	expression_regulons	Expression + regulons	5	8729059.0	0.45349590153603164	0.02812103775564049	0.4686467479255087	0.4170238193304355	0.47892152501524604	0.5204543345944379	0.013568460766472118	0.5287476787701877	0.5055463888325581	0.5332721108144254	0.6923615305294768	0.024762893640706045	0.6983406302829956	0.6528686710212167	0.7206820125688983	0.44469473074638116	0.011418073757262571	0.44555943563241024	0.4283307269843745	0.45557248591153815	0.2738046928981068	0.021988020213234066	0.2883347664087131	0.24688915499557454	0.2915259561768633	0.6105492620936503	0.02660119358398106	0.6080782282420725	0.58070999490363	0.652165038190163	0.19001026387573874	0.01626727488676309	0.19325178335875348	0.1707019187035333	0.21129912145371132	0.7517240353465191	0.04530680641810194	0.7771256443699149	0.684658551325218	0.792281843477732	0.7751507617716576	0.013128934780954367	0.776906530567149	0.753110133180786	0.7857852753945865	0.9255323467982427	0.0053581919681964406	0.9272717499195231	0.9164726690760157	0.9304842887562661	0.334958976363469	0.019367732025352778	0.33866140227981917	0.31055517900055457	0.3530977734753146	0.6913845677231222	0.042067984236596516	0.7047624367591094	0.624785884979234	0.7253803430889871	0.21854158156516218	0.01617408705961179	0.2129422347822113	0.1978175931735747	0.23921452794996279
unseen_cell_line	pathways	Pathways only	5	8248035.0	0.4584252469523932	0.008051937888851501	0.45974104440105296	0.448607638975184	0.4686174016172931	0.5306782939394912	0.01900497240020287	0.5314603319903186	0.5126784203215095	0.5591483260284323	0.7033688085273451	0.026981081874705718	0.6940154797098342	0.6799595355845037	0.748881545323699	0.45456726259081937	0.010816326643796172	0.4496448867501341	0.448538299770614	0.4737273352067417	0.2754478182922808	0.007443595837542656	0.2749751205695476	0.26415844207458433	0.2839896521989077	0.6264388528987197	0.03733316010440074	0.6217111662682564	0.5781325727220971	0.681140167272015	0.19778936298861377	0.010554260543281672	0.19466484198807804	0.1877018971366266	0.21307144176575232	0.7451925967211561	0.03649915752123507	0.7526708972608241	0.6971875916058835	0.7898775559625252	0.7651011655005021	0.025575265520618607	0.7716252621213313	0.7270393471811907	0.7911180149793697	0.9201790181435292	0.011330315099003774	0.9239006612300222	0.9013645940834306	0.9293826426299623	0.3546353258437427	0.014631132031394609	0.3614611027626864	0.3319849966904464	0.36876606009754054	0.7185664071828134	0.03399166555043844	0.7066755652065759	0.6887100107399151	0.7743864537197123	0.24573340664031468	0.020079879740336634	0.24048294707769843	0.22737610862993543	0.2787279212245105
unseen_cell_line	pathways_regulons	Pathways + regulons	5	8478627.0	0.4736961086296684	0.007729942122794175	0.47614762105968245	0.4654232256837603	0.4838693069562037	0.5462023064581991	0.021235457720101474	0.5586293873360489	0.5129176851470065	0.5636743453355352	0.6995429428316856	0.004703718152263806	0.6988156578661163	0.6928696205242527	0.7048385206920863	0.45277389579854643	0.00854826128495955	0.45568858273359086	0.4431412785702023	0.4608680092201749	0.29065766961484285	0.021016373678102628	0.2932378679395386	0.26121177338689844	0.3191694475342974	0.6024612942210406	0.011537677468350346	0.6071872059667751	0.5841560581233243	0.6129573651144431	0.19408147039453744	0.02130380686053587	0.2013970938271056	0.16842374692229994	0.21709998941674347	0.7681473359752644	0.01902889726254538	0.7694721506219881	0.7390452144447028	0.7897319055213792	0.783028344453889	0.007247626539064329	0.7810515958681523	0.7731116557864944	0.790808547354142	0.9296977471504448	0.0027413056708337357	0.9294752990193549	0.9257642183321203	0.932298004045593	0.36228332029889787	0.010220482636306427	0.36296632271232565	0.34837962962962965	0.37366507611906385	0.713139189820127	0.007997138232344065	0.7148895909626443	0.6997661096456435	0.7213411476629396	0.23454246985065694	0.006520127648168876	0.23338122123538302	0.22869111372820555	0.24542222828739568
unseen_cell_line	regulons	Regulons only	5	8454691.0	0.45261850466669856	0.02356630560144488	0.4551624218568379	0.4177889168605399	0.4839921375099854	0.5378641687401456	0.018162558276960013	0.5317945327210821	0.522045636350803	0.5685160061006403	0.712135739552877	0.01517781725528267	0.7060357335994419	0.6968144667742161	0.7287029547231798	0.45592175425296394	0.008877472513396404	0.4541315661930265	0.44638692659343443	0.4680759733552799	0.2775325044161587	0.01769560296471609	0.2866611433305717	0.25481798715203424	0.2945689603093095	0.6361271170268664	0.037341230503630786	0.6148972222164574	0.6066388001858292	0.6889237557549105	0.192788248701944	0.017006526669439283	0.1845307696194935	0.17949919187698715	0.21889136490736688	0.7276960796891221	0.05096990970998557	0.730370172032934	0.6585061649205332	0.7945345806782061	0.7737088726036209	0.012304015963738469	0.7724051559203159	0.7564504190612118	0.7892901407614152	0.9252137707133137	0.004337817022562095	0.925255690652266	0.920041879675456	0.9309600753055082	0.3526269298948149	0.016314767825854556	0.35173824130879344	0.33339693442727214	0.36968380912027965	0.7265712290281436	0.02041991044849674	0.725993412234282	0.6990699270204017	0.7521651477148981	0.24976324334363417	0.014307897929055166	0.25268598645248475	0.22695795883855868	0.26285362702663634
unseen_drug	expression	Expression only	5	8498467.0	0.5494220312940763	0.009192899906476561	0.5489123416572413	0.5400689213735054	0.5615594387885167	0.6494335770894388	0.009187347122992566	0.6490763907107581	0.6413681979357592	0.66428138261357	0.8068076523388671	0.00927171144131077	0.8031604764721423	0.7961418481472621	0.8183405618367559	0.5733611929873144	0.01711646549754627	0.5851762607062638	0.5498375238346312	0.5859069152376141	0.39956600308410184	0.018890462745756086	0.39854729196273486	0.37316023850856667	0.42038097025429294	0.7838645525698951	0.017692467233270844	0.7882310445667077	0.7551231052332583	0.8028751896931945	0.3438596834953642	0.038760207102154144	0.3605044812592284	0.30054091147642054	0.3859209226768388	0.8163426886433449	0.01116994218489999	0.8144789234430871	0.8033883192153366	0.8284034212401996	0.8189864049814493	0.00616902921059976	0.8169640300202325	0.8110272726130764	0.8262953457061064	0.9463853904268659	0.0026974483652169494	0.9466523210271326	0.9419278330738945	0.9485604667652847	0.43235740215478236	0.007701281674022371	0.43589392487105755	0.42076681803286364	0.44039270687237025	0.8175719994652567	0.014706352765759259	0.8167078856068928	0.7989781951568147	0.8382322073832451	0.42983850503971305	0.02189144602988544	0.4336168880204614	0.3961573583823689	0.4552884313797193
unseen_drug	expression_pathways	Expression + pathways	5	8522403.0	0.5505264715044683	0.00886445324814638	0.5489464670104663	0.542464884290223	0.5647895190420801	0.6338398950350294	0.011548022797157362	0.6368168447713694	0.6163811267930331	0.6469227743307625	0.7927673242500417	0.0028636306674004208	0.7911590308359372	0.7905431996771002	0.7972576202462879	0.5757414523925095	0.0048023514491428755	0.5758449641369995	0.5700915057404009	0.5809736346380241	0.3941255108484194	0.010263770340082018	0.38928022022508296	0.38529201996988666	0.4083371367716416	0.7648731694113142	0.017438781304522772	0.7678327985703834	0.7423391100755409	0.7813623378525589	0.3590376114867047	0.01862012237064949	0.36976669495762743	0.33265502715566925	0.37529549325526645	0.8245090347903494	0.015232756120981688	0.8186498601926235	0.8115091147438124	0.848147400410154	0.8027975172052845	0.010209563622626107	0.8001061477557978	0.7929689187066197	0.8198956154419967	0.9402297774727346	0.0030513897092483712	0.9395179248264887	0.9373895647921118	0.9454433429464056	0.43294486887463596	0.008931855907705202	0.43059351815696995	0.42458381531961975	0.444688729460773	0.8106312861335262	0.005652783294984405	0.8080350869072804	0.8074020432922775	0.8206500468671174	0.4279569682180891	0.008148583760173552	0.4271768890667324	0.41669360482049955	0.4374311551251835
unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	5	8752995.0	0.5470661060173316	0.01264854612404224	0.5513219202283917	0.5303060513223185	0.5630686135567823	0.625318037146258	0.021701544108781258	0.6240597229153318	0.5954235346165144	0.6515822742726397	0.7883306558656195	0.018124483360884198	0.7847664732319887	0.7681512619776817	0.8105164493875475	0.5699592988953383	0.016431816014730215	0.5640778241048117	0.5503800763227186	0.5921613350224827	0.3827853141811445	0.02565609580607331	0.3745813797722706	0.3546330615270571	0.4200469326181696	0.7610079701478291	0.02676877914133705	0.7527040186227884	0.7300750778967341	0.7894402545529746	0.3487211164239685	0.026196473517137015	0.33476754095945666	0.32316619092801313	0.3867312007923026	0.8261971072014236	0.0148555903152647	0.832615258990255	0.8101631618725825	0.8410405255002946	0.7963833579563466	0.022894615336200297	0.8062219965076222	0.7660607487232163	0.815864470482412	0.9377945082082151	0.008482045586070495	0.9405413055519409	0.9264697312838162	0.9460355085642381	0.43221589666942695	0.015782652771710294	0.42612193056731584	0.4160412232552929	0.4561911658218682	0.8076006394926829	0.014116048796165712	0.8086262226348084	0.7939921201098675	0.827209874677803	0.4233622720538313	0.017209656615274196	0.42168378903628234	0.4015043067563264	0.4437172957109073
unseen_drug	expression_regulons	Expression + regulons	5	8729059.0	0.5582986380041708	0.01005418310096982	0.5632445355847844	0.5461226069726809	0.5672512336515357	0.648975154518382	0.016044679330427632	0.652227231982904	0.630685106507297	0.6687150817129822	0.8089997270046008	0.009152803470028021	0.8091785326492612	0.7965784177718316	0.8198718777206055	0.5786742777812687	0.00780033523723039	0.5801444571403632	0.5655502445633873	0.5854242660636202	0.4098294992372784	0.014103298935191168	0.40512699536054103	0.39276672694394216	0.43024220931109936	0.79208855758611	0.016359251620966707	0.78760197761413	0.7772024513807438	0.8154002827669914	0.36484758349335245	0.027037654387193417	0.3708382175572108	0.31907365553785894	0.3884829394570243	0.8256193785099379	0.007335213437895819	0.823538632063325	0.8197208927852574	0.8376391932877288	0.8150568023335367	0.011868235905197333	0.8139713788422379	0.7979423417546383	0.8295590144681521	0.9454389757460987	0.0039616330172962495	0.9457635140326202	0.9394618561229252	0.9501378384139786	0.4394470362652963	0.015566347893557717	0.44451182534869615	0.42134251290877794	0.4589875123063371	0.8198538210941557	0.006326749173066792	0.8212272647832918	0.8134547977090473	0.8285473335553608	0.4257362741043549	0.00678155177407935	0.4295627636027153	0.4166242502537777	0.43181356411968286
unseen_drug	pathways	Pathways only	5	8248035.0	0.5336083765673496	0.0177395265722664	0.5368053942737364	0.5072394190321	0.5532969091064839	0.6244613762905652	0.017939510532940194	0.6249839095236064	0.6032559609690304	0.647935351932555	0.7834147645780456	0.015627499140243972	0.781114524519729	0.7687509383840615	0.8074868979441874	0.5739212949208464	0.012154277372605457	0.5745436445188571	0.5594589890496624	0.5901453801966788	0.39769836895511224	0.02332797472710653	0.40012450392965526	0.36923873640600724	0.4289318755256518	0.7669939258654342	0.02100431544287031	0.7625430064570221	0.7459549213656174	0.8021662704743049	0.37175725288087424	0.0219562571499157	0.3841408429043941	0.33775496896313306	0.3902115508972683	0.8030857719262354	0.01734814128420502	0.8090437788018433	0.7730538298684622	0.8167611120949176	0.786241359091316	0.01838354532753663	0.7833727757976385	0.7685516375439293	0.8055174080645576	0.9340366967189663	0.007655518118377482	0.9318916740314435	0.9250478813889497	0.9427736538434801	0.40004098882070116	0.019538153327851415	0.40556584508714444	0.36720220636518847	0.4191145467322558	0.7970090087773862	0.012966184548348327	0.7981529704010237	0.7783851807089646	0.8147770152936994	0.4159699351626986	0.016152441617689042	0.41129537049708886	0.40152770862785975	0.44352164384216214
unseen_drug	pathways_regulons	Pathways + regulons	5	8478627.0	0.5564994037606243	0.004251024009989869	0.5558026626231715	0.550994927950249	0.5609822031165159	0.639511593768266	0.013939351564496357	0.6398338571663017	0.6175213439013848	0.6548366476290332	0.7997452219926365	0.0114975493091567	0.8032911553750762	0.7805361054206278	0.8105449704852633	0.5796666475107319	0.014606827896086916	0.5842056721915784	0.5611770269241282	0.5977965066374832	0.3979577389917623	0.01986998344725337	0.4056261343012704	0.36573705179282867	0.4162278808804489	0.770001275707577	0.017722806044918812	0.7751762756905914	0.7404686226527486	0.7870993563535845	0.3531829544420885	0.02810704476933628	0.3562617797663701	0.3163789375575452	0.3845932052509923	0.8287188282679064	0.0072679035779283216	0.8269953103816149	0.8239630929519016	0.8414516024882154	0.8078769569670861	0.013283060897829317	0.8147300482716224	0.7907748639881415	0.8211428251070996	0.9417570555907784	0.006311477516243444	0.9445977596431798	0.9335908997618299	0.9477863551040132	0.44282164402220425	0.009055778682110743	0.4397079719731491	0.43432245301681505	0.45541740674955594	0.8213574333032463	0.007773790787604937	0.8225825949128135	0.8103648296209931	0.8317562491936541	0.44405993249932935	0.01589566572566377	0.44808560093198035	0.4208488924770243	0.4641985550182772
