holdout	context_a	context_b	metric	n_pairs	mean_delta_b_minus_a	median_delta_b_minus_a	n_b_better	n_a_better	wilcoxon_statistic	wilcoxon_p
unseen_both	expression	expression_pathways	test_macro_f1	5	-0.005521835650540074	-0.006944943227551625	2	3	4.0	0.4375
unseen_both	expression	expression_pathways	test_balanced_accuracy	5	-0.0025351702801701516	0.008881266893161655	3	2	7.0	1.0
unseen_both	expression	expression_pathways	test_macro_ovr_auroc	5	-0.016728202209387442	-0.006839779269619095	2	3	3.0	0.3125
unseen_both	expression	expression_pathways	test_macro_auprc	5	-0.003285542452503798	-0.004079923387187989	1	4	4.0	0.4375
unseen_both	expression	expression_pathways	test_antagonism_f1	5	-0.009908992983652193	-0.012361263795984012	2	3	5.0	0.625
unseen_both	expression	expression_pathways	test_antagonism_auroc	5	-0.025624353024395297	-0.032998516269279854	2	3	5.0	0.625
unseen_both	expression	expression_pathways	test_antagonism_auprc	5	-0.004953693823047028	-0.0020106141352727452	2	3	5.0	0.625
unseen_both	expression	expression_pathways	test_no_interaction_f1	5	-0.018051804217007073	-0.015033799483298083	1	4	3.0	0.3125
unseen_both	expression	expression_pathways	test_no_interaction_auroc	5	-0.01118256107587281	-0.015130005736427643	2	3	4.0	0.4375
unseen_both	expression	expression_pathways	test_no_interaction_auprc	5	-0.006474081655342889	-0.02284934269821326	2	3	6.0	0.8125
unseen_both	expression	expression_pathways	test_synergy_f1	5	0.01139529024903912	-0.025221961993023456	2	3	6.0	0.8125
unseen_both	expression	expression_pathways	test_synergy_auroc	5	-0.013377692527894247	-0.031050217809296843	2	3	5.0	0.625
unseen_both	expression	expression_pathways	test_synergy_auprc	5	0.0015711481208785683	-0.008561510599385508	2	3	7.0	1.0
unseen_both	expression	expression_pathways_regulons	test_macro_f1	5	-0.0039736678023559735	0.004683357832785728	3	2	6.0	0.8125
unseen_both	expression	expression_pathways_regulons	test_balanced_accuracy	5	0.0007892073607331573	0.011022276341397408	3	2	7.0	1.0
unseen_both	expression	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.002685136468815896	-0.002912800163683671	2	3	7.0	1.0
unseen_both	expression	expression_pathways_regulons	test_macro_auprc	5	-0.00027606670295146076	0.002728683960037559	3	2	7.0	1.0
unseen_both	expression	expression_pathways_regulons	test_antagonism_f1	5	-0.0016131411260591588	-0.004811056177176393	2	3	7.0	1.0
unseen_both	expression	expression_pathways_regulons	test_antagonism_auroc	5	0.0005210957178841014	-0.015820084710672533	2	3	7.0	1.0
unseen_both	expression	expression_pathways_regulons	test_antagonism_auprc	5	-0.001444992960094768	-0.0011298851030557278	2	3	7.0	1.0
unseen_both	expression	expression_pathways_regulons	test_no_interaction_f1	5	-0.015763917338948618	-0.011861664874921574	1	4	3.0	0.3125
unseen_both	expression	expression_pathways_regulons	test_no_interaction_auroc	5	0.0034845050725644143	0.000582539205271515	3	2	6.0	0.8125
unseen_both	expression	expression_pathways_regulons	test_no_interaction_auprc	5	0.0040393634669862125	0.015025166802530632	4	1	5.0	0.625
unseen_both	expression	expression_pathways_regulons	test_synergy_f1	5	0.005456055057939974	-0.009135598926240385	2	3	6.0	0.8125
unseen_both	expression	expression_pathways_regulons	test_synergy_auroc	5	-0.012061010196896182	-0.004153019204190089	2	3	6.0	0.8125
unseen_both	expression	expression_pathways_regulons	test_synergy_auprc	5	-0.0034225706157458126	0.0017295714874439039	3	2	7.0	1.0
unseen_both	expression	expression_regulons	test_macro_f1	5	0.0041320882838961626	0.0011216812400916543	3	2	6.0	0.8125
unseen_both	expression	expression_regulons	test_balanced_accuracy	5	0.006868107377445987	-0.003131728853043303	2	3	6.0	0.8125
unseen_both	expression	expression_regulons	test_macro_ovr_auroc	5	0.0003542458083330757	0.03181062076962371	3	2	6.0	0.8125
unseen_both	expression	expression_regulons	test_macro_auprc	5	0.0005108273006336316	0.008606848778981435	3	2	6.0	0.8125
unseen_both	expression	expression_regulons	test_antagonism_f1	5	0.0226047099526111	0.035954745317072434	3	2	4.0	0.4375
unseen_both	expression	expression_regulons	test_antagonism_auroc	5	0.0036459576964218087	0.06972594113384634	3	2	6.0	0.8125
unseen_both	expression	expression_regulons	test_antagonism_auprc	5	0.014442604994636957	0.04371418401060419	3	2	6.0	0.8125
unseen_both	expression	expression_regulons	test_no_interaction_f1	5	-0.00835195083671605	-0.006342975832050568	2	3	6.0	0.8125
unseen_both	expression	expression_regulons	test_no_interaction_auroc	5	-0.008794606669545346	-0.015633136322086627	1	4	5.0	0.625
unseen_both	expression	expression_regulons	test_no_interaction_auprc	5	-0.008714610892580965	-0.002582911949064126	2	3	5.0	0.625
unseen_both	expression	expression_regulons	test_synergy_f1	5	-0.0018564942642065319	-0.03532772669825224	2	3	7.0	1.0
unseen_both	expression	expression_regulons	test_synergy_auroc	5	0.006211386398122842	0.008598042546323792	3	2	5.0	0.625
unseen_both	expression	expression_regulons	test_synergy_auprc	5	-0.0041955122001551435	-0.008307520465503426	2	3	5.0	0.625
unseen_both	expression	pathways	test_macro_f1	5	0.019297652185417992	0.045745901852292714	3	2	3.0	0.3125
unseen_both	expression	pathways	test_balanced_accuracy	5	0.036147328510078305	0.06795286836737763	3	2	3.0	0.3125
unseen_both	expression	pathways	test_macro_ovr_auroc	5	0.05364129808975515	0.09346714538689271	4	1	2.0	0.1875
unseen_both	expression	pathways	test_macro_auprc	5	0.020887304650104722	0.03300266765859078	3	2	3.0	0.3125
unseen_both	expression	pathways	test_antagonism_f1	5	0.04484824699504746	0.06790508060867917	4	1	2.0	0.1875
unseen_both	expression	pathways	test_antagonism_auroc	5	0.09197764052310138	0.10956747524240029	4	1	2.0	0.1875
unseen_both	expression	pathways	test_antagonism_auprc	5	0.02536891602024314	0.0458970906246044	3	2	3.0	0.3125
unseen_both	expression	pathways	test_no_interaction_f1	5	-0.028417369288763948	-0.031924752679097	1	4	1.0	0.125
unseen_both	expression	pathways	test_no_interaction_auroc	5	0.03340045229944004	0.04189677059472552	5	0	0.0	0.0625
unseen_both	expression	pathways	test_no_interaction_auprc	5	0.015532020968441774	0.011741990117497991	5	0	0.0	0.0625
unseen_both	expression	pathways	test_synergy_f1	5	0.04146207884997042	0.035522784267546736	3	2	4.0	0.4375
unseen_both	expression	pathways	test_synergy_auroc	5	0.035545801446724035	0.02275042296204821	3	2	4.0	0.4375
unseen_both	expression	pathways	test_synergy_auprc	5	0.021760976961629326	0.014999300791742803	3	2	5.0	0.625
unseen_both	expression	pathways_regulons	test_macro_f1	5	-0.002295110025616742	0.0027836635485917194	3	2	6.0	0.8125
unseen_both	expression	pathways_regulons	test_balanced_accuracy	5	0.002155979113624984	0.012682744827122283	3	2	6.0	0.8125
unseen_both	expression	pathways_regulons	test_macro_ovr_auroc	5	-0.010345944726820822	-0.0028954011328311546	2	3	6.0	0.8125
unseen_both	expression	pathways_regulons	test_macro_auprc	5	-0.002244158014794806	0.005676640219216766	3	2	6.0	0.8125
unseen_both	expression	pathways_regulons	test_antagonism_f1	5	0.008083506092623228	0.011707304789065787	4	1	4.0	0.4375
unseen_both	expression	pathways_regulons	test_antagonism_auroc	5	0.012586215969083204	0.03697068769193612	3	2	6.0	0.8125
unseen_both	expression	pathways_regulons	test_antagonism_auprc	5	0.002154475037234202	0.011134591222857676	3	2	7.0	1.0
unseen_both	expression	pathways_regulons	test_no_interaction_f1	5	-0.017100236211302744	-0.013034287684097756	2	3	3.0	0.3125
unseen_both	expression	pathways_regulons	test_no_interaction_auroc	5	-0.016646435104558897	-0.021826276003470757	1	4	3.0	0.3125
unseen_both	expression	pathways_regulons	test_no_interaction_auprc	5	-0.008370099593829682	-0.009218996914120314	1	4	3.0	0.3125
unseen_both	expression	pathways_regulons	test_synergy_f1	5	0.0021314000418293567	0.013056564113573033	3	2	7.0	1.0
unseen_both	expression	pathways_regulons	test_synergy_auroc	5	-0.026977615044986903	-0.011792831990225183	2	3	5.0	0.625
unseen_both	expression	pathways_regulons	test_synergy_auprc	5	-0.0005168494877889285	-0.0031814056068046326	2	3	7.0	1.0
unseen_both	expression	regulons	test_macro_f1	5	0.007526223175994706	0.01668462814791627	3	2	5.0	0.625
unseen_both	expression	regulons	test_balanced_accuracy	5	0.006729794028678548	0.02247427380304945	3	2	5.0	0.625
unseen_both	expression	regulons	test_macro_ovr_auroc	5	0.0072741303737659194	0.016145669794258466	3	2	5.0	0.625
unseen_both	expression	regulons	test_macro_auprc	5	0.011381930608892542	0.024518264064477324	3	2	3.0	0.3125
unseen_both	expression	regulons	test_antagonism_f1	5	0.017955488237857087	0.02417535979909205	3	2	5.0	0.625
unseen_both	expression	regulons	test_antagonism_auroc	5	0.00553283616852418	0.05054606897622582	3	2	6.0	0.8125
unseen_both	expression	regulons	test_antagonism_auprc	5	0.014131376240027952	0.0053662414069842596	3	2	5.0	0.625
unseen_both	expression	regulons	test_no_interaction_f1	5	-0.001523514730312181	-0.008016574530586906	2	3	7.0	1.0
unseen_both	expression	regulons	test_no_interaction_auroc	5	0.008315140627044904	-0.005581158477039216	2	3	7.0	1.0
unseen_both	expression	regulons	test_no_interaction_auprc	5	0.01565764158847227	0.023409485834899657	4	1	2.0	0.1875
unseen_both	expression	regulons	test_synergy_f1	5	0.00614669602043928	0.031575110368251225	3	2	7.0	1.0
unseen_both	expression	regulons	test_synergy_auroc	5	0.007974414325728651	0.021886662360387277	3	2	6.0	0.8125
unseen_both	expression	regulons	test_synergy_auprc	5	0.0043567739981774265	0.0020713093304691177	3	2	6.0	0.8125
unseen_both	expression_pathways	expression_pathways_regulons	test_macro_f1	5	0.0015481678481841011	0.010349091680326272	3	2	7.0	1.0
unseen_both	expression_pathways	expression_pathways_regulons	test_balanced_accuracy	5	0.0033243776409033086	0.0021410094482357533	3	2	6.0	0.8125
unseen_both	expression_pathways	expression_pathways_regulons	test_macro_ovr_auroc	5	0.014043065740571547	0.021750159926335222	4	1	4.0	0.4375
unseen_both	expression_pathways	expression_pathways_regulons	test_macro_auprc	5	0.003009475749552337	0.00933424888936607	3	2	6.0	0.8125
unseen_both	expression_pathways	expression_pathways_regulons	test_antagonism_f1	5	0.008295851857593035	0.017898029269156485	4	1	5.0	0.625
unseen_both	expression_pathways	expression_pathways_regulons	test_antagonism_auroc	5	0.0261454487422794	0.029323436044304874	4	1	5.0	0.625
unseen_both	expression_pathways	expression_pathways_regulons	test_antagonism_auprc	5	0.0035087008629522604	0.006491734626809298	4	1	5.0	0.625
unseen_both	expression_pathways	expression_pathways_regulons	test_no_interaction_f1	5	0.002287886878058454	0.003172134608376509	3	2	7.0	1.0
unseen_both	expression_pathways	expression_pathways_regulons	test_no_interaction_auroc	5	0.014667066148437224	0.01510709477447536	3	2	5.0	0.625
unseen_both	expression_pathways	expression_pathways_regulons	test_no_interaction_auprc	5	0.010513445122329101	-0.002508919438800161	2	3	6.0	0.8125
unseen_both	expression_pathways	expression_pathways_regulons	test_synergy_f1	5	-0.005939235191099146	-0.006681532612327318	2	3	6.0	0.8125
unseen_both	expression_pathways	expression_pathways_regulons	test_synergy_auroc	5	0.0013166823309980647	0.019432958523050714	3	2	6.0	0.8125
unseen_both	expression_pathways	expression_pathways_regulons	test_synergy_auprc	5	-0.004993718736624381	0.0007549695742396223	3	2	7.0	1.0
unseen_both	expression_pathways	expression_regulons	test_macro_f1	5	0.009653923934436237	0.011073808188891643	4	1	4.0	0.4375
unseen_both	expression_pathways	expression_regulons	test_balanced_accuracy	5	0.009403277657616138	0.01527049267361047	3	2	5.0	0.625
unseen_both	expression_pathways	expression_regulons	test_macro_ovr_auroc	5	0.01708244801772052	0.03022792854675005	4	1	5.0	0.625
unseen_both	expression_pathways	expression_regulons	test_macro_auprc	5	0.0037963697531374296	0.012686772166169424	4	1	5.0	0.625
unseen_both	expression_pathways	expression_regulons	test_antagonism_f1	5	0.032513702936263295	0.03522492117748757	3	2	5.0	0.625
unseen_both	expression_pathways	expression_regulons	test_antagonism_auroc	5	0.029270310720817105	0.04069791415065038	3	2	5.0	0.625
unseen_both	expression_pathways	expression_regulons	test_antagonism_auprc	5	0.019396298817683986	0.02425330224232297	4	1	4.0	0.4375
unseen_both	expression_pathways	expression_regulons	test_no_interaction_f1	5	0.009699853380291024	-0.0018288689146803705	2	3	6.0	0.8125
unseen_both	expression_pathways	expression_regulons	test_no_interaction_auroc	5	0.0023879544063274637	0.009741345391972356	3	2	7.0	1.0
unseen_both	expression_pathways	expression_regulons	test_no_interaction_auprc	5	-0.0022405292372380758	-0.015159409561850468	2	3	6.0	0.8125
unseen_both	expression_pathways	expression_regulons	test_synergy_f1	5	-0.013251784513245652	-0.00996272450016944	1	4	3.0	0.3125
unseen_both	expression_pathways	expression_regulons	test_synergy_auroc	5	0.01958907892601709	0.012792319453468037	3	2	3.0	0.3125
unseen_both	expression_pathways	expression_regulons	test_synergy_auprc	5	-0.005766660321033712	-0.0007927571660115151	2	3	4.0	0.4375
unseen_both	expression_pathways	pathways_regulons	test_macro_f1	5	0.0032267256249233324	0.0026117424870486516	4	1	4.0	0.4375
unseen_both	expression_pathways	pathways_regulons	test_balanced_accuracy	5	0.004691149393795136	0.007285128794128792	4	1	3.0	0.3125
unseen_both	expression_pathways	pathways_regulons	test_macro_ovr_auroc	5	0.006382257482566623	0.01826422100349001	3	2	4.0	0.4375
unseen_both	expression_pathways	pathways_regulons	test_macro_auprc	5	0.0010413844377089921	0.009756563606404756	3	2	7.0	1.0
unseen_both	expression_pathways	pathways_regulons	test_antagonism_f1	5	0.01799249907627542	0.014765415640771024	3	2	3.0	0.3125
unseen_both	expression_pathways	pathways_regulons	test_antagonism_auroc	5	0.0382105689934785	0.04874943928780917	4	1	2.0	0.1875
unseen_both	expression_pathways	pathways_regulons	test_antagonism_auprc	5	0.007108168860281231	0.013948781134124122	4	1	4.0	0.4375
unseen_both	expression_pathways	pathways_regulons	test_no_interaction_f1	5	0.0009515680057043286	-0.009997534930599405	1	4	5.0	0.625
unseen_both	expression_pathways	pathways_regulons	test_no_interaction_auroc	5	-0.005463874028686089	-0.02335977189264349	2	3	6.0	0.8125
unseen_both	expression_pathways	pathways_regulons	test_no_interaction_auprc	5	-0.0018960179384867938	0.009228193320303002	3	2	7.0	1.0
unseen_both	expression_pathways	pathways_regulons	test_synergy_f1	5	-0.009263890207209764	-0.0019326706542163175	2	3	5.0	0.625
unseen_both	expression_pathways	pathways_regulons	test_synergy_auroc	5	-0.013599922517092656	-0.027563439914791488	1	4	5.0	0.625
unseen_both	expression_pathways	pathways_regulons	test_synergy_auprc	5	-0.002087997608667497	0.0006438465939836713	3	2	7.0	1.0
unseen_both	expression_regulons	expression_pathways_regulons	test_macro_f1	5	-0.008105756086252136	-0.0037398315427588646	2	3	5.0	0.625
unseen_both	expression_regulons	expression_pathways_regulons	test_balanced_accuracy	5	-0.006078900016712829	-0.010664765921007624	2	3	6.0	0.8125
unseen_both	expression_regulons	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.003039382277148972	-0.0008523735352801154	2	3	7.0	1.0
unseen_both	expression_regulons	expression_pathways_regulons	test_macro_auprc	5	-0.0007868940035850924	0.002126888702894014	3	2	7.0	1.0
unseen_both	expression_regulons	expression_pathways_regulons	test_antagonism_f1	5	-0.02421785107867026	-0.02505585799491175	1	4	4.0	0.4375
unseen_both	expression_regulons	expression_pathways_regulons	test_antagonism_auroc	5	-0.0031248619785377075	-0.01137447810634551	2	3	7.0	1.0
unseen_both	expression_regulons	expression_pathways_regulons	test_antagonism_auprc	5	-0.015887597954731724	-0.01861591237395055	2	3	4.0	0.4375
unseen_both	expression_regulons	expression_pathways_regulons	test_no_interaction_f1	5	-0.00741196650223257	0.02430040205333439	3	2	7.0	1.0
unseen_both	expression_regulons	expression_pathways_regulons	test_no_interaction_auroc	5	0.012279111742109761	0.015136515840737386	4	1	1.0	0.125
unseen_both	expression_regulons	expression_pathways_regulons	test_no_interaction_auprc	5	0.012753974359567178	0.01801252068461634	4	1	2.0	0.1875
unseen_both	expression_regulons	expression_pathways_regulons	test_synergy_f1	5	0.0073125493221465054	-0.0007658509873534614	2	3	6.0	0.8125
unseen_both	expression_regulons	expression_pathways_regulons	test_synergy_auroc	5	-0.018272396595019023	-0.011688056249528511	2	3	3.0	0.3125
unseen_both	expression_regulons	expression_pathways_regulons	test_synergy_auprc	5	0.0007729415844093312	-0.0014071611064716827	2	3	7.0	1.0
unseen_both	expression_regulons	pathways_regulons	test_macro_f1	5	-0.006427198309512905	-0.008742282282704072	2	3	5.0	0.625
unseen_both	expression_regulons	pathways_regulons	test_balanced_accuracy	5	-0.004712128263821003	-0.007985363879481677	2	3	6.0	0.8125
unseen_both	expression_regulons	pathways_regulons	test_macro_ovr_auroc	5	-0.010700190535153897	-0.020514759457241682	1	4	5.0	0.625
unseen_both	expression_regulons	pathways_regulons	test_macro_auprc	5	-0.0027549853154284374	-0.0029302085597646688	1	4	4.0	0.4375
unseen_both	expression_regulons	pathways_regulons	test_antagonism_f1	5	-0.014521203859987874	-0.01629143809461378	1	4	5.0	0.625
unseen_both	expression_regulons	pathways_regulons	test_antagonism_auroc	5	0.008940258272661395	-0.005813593388771965	2	3	7.0	1.0
unseen_both	expression_regulons	pathways_regulons	test_antagonism_auprc	5	-0.012288129957402754	-0.023017738865330983	1	4	4.0	0.4375
unseen_both	expression_regulons	pathways_regulons	test_no_interaction_f1	5	-0.008748285374586695	-0.010171040425330347	1	4	4.0	0.4375
unseen_both	expression_regulons	pathways_regulons	test_no_interaction_auroc	5	-0.007851828435013553	-0.00619313968138413	2	3	5.0	0.625
unseen_both	expression_regulons	pathways_regulons	test_no_interaction_auprc	5	0.00034451129875128216	-0.005992701555008972	2	3	6.0	0.8125
unseen_both	expression_regulons	pathways_regulons	test_synergy_f1	5	0.003987894306035888	-0.011489774039254497	2	3	6.0	0.8125
unseen_both	expression_regulons	pathways_regulons	test_synergy_auroc	5	-0.033189001443109746	-0.027001001730752927	1	4	1.0	0.125
unseen_both	expression_regulons	pathways_regulons	test_synergy_auprc	5	0.003678662712366215	0.0014366037599951864	3	2	6.0	0.8125
unseen_both	pathways	expression_pathways	test_macro_f1	5	-0.024819487835958064	-0.03941199141311941	2	3	3.0	0.3125
unseen_both	pathways	expression_pathways	test_balanced_accuracy	5	-0.03868249879024845	-0.04939717835809604	1	4	1.0	0.125
unseen_both	pathways	expression_pathways	test_macro_ovr_auroc	5	-0.0703695002991426	-0.1028606178512057	0	5	0.0	0.0625
unseen_both	pathways	expression_pathways	test_macro_auprc	5	-0.02417284710260852	-0.03956420744426142	2	3	3.0	0.3125
unseen_both	pathways	expression_pathways	test_antagonism_f1	5	-0.054757239978699655	-0.06478693086864251	1	4	1.0	0.125
unseen_both	pathways	expression_pathways	test_antagonism_auroc	5	-0.11760199354749667	-0.13812741537559103	0	5	0.0	0.0625
unseen_both	pathways	expression_pathways	test_antagonism_auprc	5	-0.03032260984329016	-0.05088533027434286	1	4	2.0	0.1875
unseen_both	pathways	expression_pathways	test_no_interaction_f1	5	0.010365565071756877	0.01689095319579892	3	2	5.0	0.625
unseen_both	pathways	expression_pathways	test_no_interaction_auroc	5	-0.044583013375312855	-0.05702677633115316	1	4	2.0	0.1875
unseen_both	pathways	expression_pathways	test_no_interaction_auprc	5	-0.022006102623784662	-0.03142514429786325	1	4	2.0	0.1875
unseen_both	pathways	expression_pathways	test_synergy_f1	5	-0.0300667886009313	-0.032055832709332155	1	4	1.0	0.125
unseen_both	pathways	expression_pathways	test_synergy_auroc	5	-0.04892349397461828	-0.06602606683634904	1	4	1.0	0.125
unseen_both	pathways	expression_pathways	test_synergy_auprc	5	-0.020189828840750757	-0.03581723544949861	1	4	2.0	0.1875
unseen_both	pathways	expression_pathways_regulons	test_macro_f1	5	-0.023271319987773965	-0.029062899732793135	1	4	3.0	0.3125
unseen_both	pathways	expression_pathways_regulons	test_balanced_accuracy	5	-0.03535812114934515	-0.03855443569301298	1	4	1.0	0.125
unseen_both	pathways	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.056326434558571045	-0.0635129690676195	0	5	0.0	0.0625
unseen_both	pathways	expression_pathways_regulons	test_macro_auprc	5	-0.021163371353056182	-0.02343762099719726	1	4	2.0	0.1875
unseen_both	pathways	expression_pathways_regulons	test_antagonism_f1	5	-0.046461388121106624	-0.0623683151355067	1	4	2.0	0.1875
unseen_both	pathways	expression_pathways_regulons	test_antagonism_auroc	5	-0.09145654480521728	-0.08857850833304592	0	5	0.0	0.0625
unseen_both	pathways	expression_pathways_regulons	test_antagonism_auprc	5	-0.026813908980337902	-0.04241372011988137	1	4	1.0	0.125
unseen_both	pathways	expression_pathways_regulons	test_no_interaction_f1	5	0.01265345194981533	0.020063087804175428	3	2	6.0	0.8125
unseen_both	pathways	expression_pathways_regulons	test_no_interaction_auroc	5	-0.029915947226875628	-0.020620012286722944	0	5	0.0	0.0625
unseen_both	pathways	expression_pathways_regulons	test_no_interaction_auprc	5	-0.011492657501455561	-0.0050226892850515625	1	4	3.0	0.3125
unseen_both	pathways	expression_pathways_regulons	test_synergy_f1	5	-0.036006023792030446	-0.06382540455570263	2	3	3.0	0.3125
unseen_both	pathways	expression_pathways_regulons	test_synergy_auroc	5	-0.04760681164362022	-0.046593108313298326	1	4	1.0	0.125
unseen_both	pathways	expression_pathways_regulons	test_synergy_auprc	5	-0.025183547577375138	-0.028221362853564663	1	4	4.0	0.4375
unseen_both	pathways	expression_regulons	test_macro_f1	5	-0.015165563901521828	-0.016101470920107053	1	4	3.0	0.3125
unseen_both	pathways	expression_regulons	test_balanced_accuracy	5	-0.029279221132632316	-0.027889669772005354	0	5	0.0	0.0625
unseen_both	pathways	expression_regulons	test_macro_ovr_auroc	5	-0.053287052281422075	-0.061656524617269004	0	5	0.0	0.0625
unseen_both	pathways	expression_regulons	test_macro_auprc	5	-0.020376477349471088	-0.021771987181343933	1	4	1.0	0.125
unseen_both	pathways	expression_regulons	test_antagonism_f1	5	-0.02224353704243636	0.0014568104892234146	3	2	6.0	0.8125
unseen_both	pathways	expression_regulons	test_antagonism_auroc	5	-0.08833168282667957	-0.07520897312032016	0	5	0.0	0.0625
unseen_both	pathways	expression_regulons	test_antagonism_auprc	5	-0.010926311025606178	-0.005160532128465928	2	3	5.0	0.625
unseen_both	pathways	expression_regulons	test_no_interaction_f1	5	0.0200654184520479	0.017106020439784375	3	2	3.0	0.3125
unseen_both	pathways	expression_regulons	test_no_interaction_auroc	5	-0.042195058968985386	-0.03575652812746033	0	5	0.0	0.0625
unseen_both	pathways	expression_regulons	test_no_interaction_auprc	5	-0.024246631861022737	-0.02593541233569918	1	4	1.0	0.125
unseen_both	pathways	expression_regulons	test_synergy_f1	5	-0.04331857311417695	-0.042018557209501595	1	4	3.0	0.3125
unseen_both	pathways	expression_regulons	test_synergy_auroc	5	-0.02933441504860119	-0.04723371651019692	2	3	3.0	0.3125
unseen_both	pathways	expression_regulons	test_synergy_auprc	5	-0.025956489161784467	-0.034220017079866966	1	4	2.0	0.1875
unseen_both	pathways	pathways_regulons	test_macro_f1	5	-0.021592762211034733	-0.025248143956951463	2	3	3.0	0.3125
unseen_both	pathways	pathways_regulons	test_balanced_accuracy	5	-0.03399134939645332	-0.04466928246653756	1	4	2.0	0.1875
unseen_both	pathways	pathways_regulons	test_macro_ovr_auroc	5	-0.06398724281657597	-0.07909080993803563	0	5	0.0	0.0625
unseen_both	pathways	pathways_regulons	test_macro_auprc	5	-0.023131462664899526	-0.022776876129834756	0	5	0.0	0.0625
unseen_both	pathways	pathways_regulons	test_antagonism_f1	5	-0.03676474090242424	-0.05678817404734052	2	3	3.0	0.3125
unseen_both	pathways	pathways_regulons	test_antagonism_auroc	5	-0.07939142455401818	-0.08102256650909212	0	5	0.0	0.0625
unseen_both	pathways	pathways_regulons	test_antagonism_auprc	5	-0.023214440983008934	-0.03141139499718565	1	4	2.0	0.1875
unseen_both	pathways	pathways_regulons	test_no_interaction_f1	5	0.011317133077461206	0.010414708587737187	3	2	5.0	0.625
unseen_both	pathways	pathways_regulons	test_no_interaction_auroc	5	-0.050046887403998944	-0.051354957848435134	0	5	0.0	0.0625
unseen_both	pathways	pathways_regulons	test_no_interaction_auprc	5	-0.023902120562271457	-0.022196950977560248	1	4	1.0	0.125
unseen_both	pathways	pathways_regulons	test_synergy_f1	5	-0.03933067880814106	-0.025670079549996283	1	4	1.0	0.125
unseen_both	pathways	pathways_regulons	test_synergy_auroc	5	-0.06252341649171093	-0.0510265857735408	0	5	0.0	0.0625
unseen_both	pathways	pathways_regulons	test_synergy_auprc	5	-0.022277826449418253	-0.018180706398547436	2	3	3.0	0.3125
unseen_both	pathways	regulons	test_macro_f1	5	-0.011771429009423285	-0.012657040187289192	1	4	2.0	0.1875
unseen_both	pathways	regulons	test_balanced_accuracy	5	-0.029417534481399756	-0.023359785996050375	0	5	0.0	0.0625
unseen_both	pathways	regulons	test_macro_ovr_auroc	5	-0.046367167715989234	-0.042928194841620804	0	5	0.0	0.0625
unseen_both	pathways	regulons	test_macro_auprc	5	-0.009505374041212178	-0.012777263678172723	1	4	1.0	0.125
unseen_both	pathways	regulons	test_antagonism_f1	5	-0.026892758757190376	-0.04186819436923547	0	5	0.0	0.0625
unseen_both	pathways	regulons	test_antagonism_auroc	5	-0.0864448043545772	-0.0603632336703358	0	5	0.0	0.0625
unseen_both	pathways	regulons	test_antagonism_auprc	5	-0.011237539780215184	-0.024622733633007876	2	3	5.0	0.625
unseen_both	pathways	regulons	test_no_interaction_f1	5	0.02689385455845177	0.021565420591932005	5	0	0.0	0.0625
unseen_both	pathways	regulons	test_no_interaction_auroc	5	-0.02508531167239514	-0.01925567444555054	1	4	1.0	0.125
unseen_both	pathways	regulons	test_no_interaction_auprc	5	0.00012562062003049768	-0.003091884905888409	2	3	7.0	1.0
unseen_both	pathways	regulons	test_synergy_f1	5	-0.03531538282953114	-0.02654746543373257	1	4	2.0	0.1875
unseen_both	pathways	regulons	test_synergy_auroc	5	-0.027571387120995383	-0.011470770909748795	2	3	4.0	0.4375
unseen_both	pathways	regulons	test_synergy_auprc	5	-0.0174042029634519	-0.01778080696472717	1	4	3.0	0.3125
unseen_both	pathways_regulons	expression_pathways_regulons	test_macro_f1	5	-0.0016785577767392313	-0.0038147557758416717	2	3	7.0	1.0
unseen_both	pathways_regulons	expression_pathways_regulons	test_balanced_accuracy	5	-0.0013667717528918267	0.005499044545540177	3	2	6.0	0.8125
unseen_both	pathways_regulons	expression_pathways_regulons	test_macro_ovr_auroc	5	0.0076608082580049254	-1.7399030852516262e-05	2	3	7.0	1.0
unseen_both	pathways_regulons	expression_pathways_regulons	test_macro_auprc	5	0.0019680913118433454	0.0020830951537048614	3	2	6.0	0.8125
unseen_both	pathways_regulons	expression_pathways_regulons	test_antagonism_f1	5	-0.009696647218682386	-0.00876441990029797	2	3	5.0	0.625
unseen_both	pathways_regulons	expression_pathways_regulons	test_antagonism_auroc	5	-0.012065120251199102	-0.019426003243504297	2	3	7.0	1.0
unseen_both	pathways_regulons	expression_pathways_regulons	test_antagonism_auprc	5	-0.00359946799732897	-0.012264476325913404	1	4	5.0	0.625
unseen_both	pathways_regulons	expression_pathways_regulons	test_no_interaction_f1	5	0.0013363188723541253	-0.013150416172590607	2	3	7.0	1.0
unseen_both	pathways_regulons	expression_pathways_regulons	test_no_interaction_auroc	5	0.020130940177123312	0.006103055328015694	4	1	2.0	0.1875
unseen_both	pathways_regulons	expression_pathways_regulons	test_no_interaction_auprc	5	0.012409463060815895	0.02864631618044089	3	2	5.0	0.625
unseen_both	pathways_regulons	expression_pathways_regulons	test_synergy_f1	5	0.003324655016110617	0.010661753761626258	4	1	5.0	0.625
unseen_both	pathways_regulons	expression_pathways_regulons	test_synergy_auroc	5	0.01491660484809072	0.0030250367428866776	3	2	5.0	0.625
