holdout	context_a	context_b	metric	n_pairs	mean_delta_b_minus_a	median_delta_b_minus_a	n_b_better	n_a_better	wilcoxon_statistic	wilcoxon_p
unseen_drug	expression_regulons	pathways_regulons	test_synergy_f1	5	0.003374607756907999	0.004412344277374469	3	2	7.0	1.0
unseen_drug	expression_regulons	pathways_regulons	test_synergy_auroc	5	0.0015036122090906767	0.0013553301295217146	4	1	3.0	0.3125
unseen_drug	expression_regulons	pathways_regulons	test_synergy_auprc	5	0.018323658394974518	0.021973482111235176	4	1	1.0	0.125
unseen_drug	pathways	expression_pathways	test_macro_f1	5	0.01691809493711869	0.015454794326726806	3	2	3.0	0.3125
unseen_drug	pathways	expression_pathways	test_balanced_accuracy	5	0.00937851874446416	0.004676097693988357	4	1	4.0	0.4375
unseen_drug	pathways	expression_pathways	test_macro_ovr_auroc	5	0.009352559671996153	0.010044506316208235	4	1	3.0	0.3125
unseen_drug	pathways	expression_pathways	test_macro_auprc	5	0.0018201574716631308	-0.004452138778456183	2	3	6.0	0.8125
unseen_drug	pathways	expression_pathways	test_antagonism_f1	5	-0.003572858106692778	-0.01393875390948257	2	3	7.0	1.0
unseen_drug	pathways	expression_pathways	test_antagonism_auroc	5	-0.002120756454120021	0.0026546728042748935	3	2	7.0	1.0
unseen_drug	pathways	expression_pathways	test_antagonism_auprc	5	-0.012719641394169557	-0.014374147946766669	2	3	4.0	0.4375
unseen_drug	pathways	expression_pathways	test_no_interaction_f1	5	0.021423262864114067	0.004282823924052659	4	1	1.0	0.125
unseen_drug	pathways	expression_pathways	test_no_interaction_auroc	5	0.01655615811396873	0.014870970570644682	4	1	1.0	0.125
unseen_drug	pathways	expression_pathways	test_no_interaction_auprc	5	0.0061930807537684315	0.007626250795045197	4	1	1.0	0.125
unseen_drug	pathways	expression_pathways	test_synergy_f1	5	0.03290388005393484	0.024200051777763965	5	0	0.0	0.0625
unseen_drug	pathways	expression_pathways	test_synergy_auroc	5	0.01362227735613979	0.011241903112739093	5	0	0.0	0.0625
unseen_drug	pathways	expression_pathways	test_synergy_auprc	5	0.011987033055390506	0.018466241958108365	4	1	2.0	0.1875
unseen_drug	pathways	expression_pathways_regulons	test_macro_f1	5	0.013457729449982048	0.012623352348466788	3	2	3.0	0.3125
unseen_drug	pathways	expression_pathways_regulons	test_balanced_accuracy	5	0.0008566608556929367	0.0036469223400846795	3	2	7.0	1.0
unseen_drug	pathways	expression_pathways_regulons	test_macro_ovr_auroc	5	0.004915891287573926	0.0030295514433601456	3	2	4.0	0.4375
unseen_drug	pathways	expression_pathways_regulons	test_macro_auprc	5	-0.003961996025508086	-0.0010587373149743007	2	3	5.0	0.625
unseen_drug	pathways	expression_pathways_regulons	test_antagonism_f1	5	-0.014913054773967727	-0.008884942907482207	0	5	0.0	0.0625
unseen_drug	pathways	expression_pathways_regulons	test_antagonism_auroc	5	-0.0059859557176052515	-0.009838987834233759	1	4	4.0	0.4375
unseen_drug	pathways	expression_pathways_regulons	test_antagonism_auprc	5	-0.02303613645690574	-0.02571832243396638	1	4	1.0	0.125
unseen_drug	pathways	expression_pathways_regulons	test_no_interaction_f1	5	0.02311133527518814	0.020060065529135973	4	1	1.0	0.125
unseen_drug	pathways	expression_pathways_regulons	test_no_interaction_auroc	5	0.010141998865030755	0.010347062417854325	3	2	5.0	0.625
unseen_drug	pathways	expression_pathways_regulons	test_no_interaction_auprc	5	0.003757811489248852	0.0032618547207580173	3	2	5.0	0.625
unseen_drug	pathways	expression_pathways_regulons	test_synergy_f1	5	0.03217490784872577	0.020556085480171404	5	0	0.0	0.0625
unseen_drug	pathways	expression_pathways_regulons	test_synergy_auroc	5	0.010591630715296363	0.012432859384103656	3	2	3.0	0.3125
unseen_drug	pathways	expression_pathways_regulons	test_synergy_auprc	5	0.007392336891132656	0.004311003493596477	4	1	4.0	0.4375
unseen_drug	pathways	expression_regulons	test_macro_f1	5	0.024690261436821292	0.022970448215090755	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_balanced_accuracy	5	0.024513778227816863	0.020779729780427192	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_macro_ovr_auroc	5	0.025584962426555235	0.027827479387770082	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_macro_auprc	5	0.004752982860422317	0.006091255513724914	3	2	3.0	0.3125
unseen_drug	pathways	expression_regulons	test_antagonism_f1	5	0.012131130282166235	0.01607192736514418	4	1	2.0	0.1875
unseen_drug	pathways	expression_regulons	test_antagonism_auroc	5	0.02509463172067561	0.022423851848021426	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_antagonism_auprc	5	-0.006909669387521866	-0.018681313425274126	2	3	3.0	0.3125
unseen_drug	pathways	expression_regulons	test_no_interaction_f1	5	0.022533606583702605	0.020878081192811204	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_no_interaction_auroc	5	0.028815443242220806	0.029202012575536562	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_no_interaction_auprc	5	0.011402279027132556	0.014413974733975543	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_synergy_f1	5	0.039406047444595096	0.0409472844866825	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_synergy_auroc	5	0.02284481231676936	0.022290059295487663	5	0	0.0	0.0625
unseen_drug	pathways	expression_regulons	test_synergy_auprc	5	0.009766338941656228	0.015497852084130515	4	1	4.0	0.4375
unseen_drug	pathways	pathways_regulons	test_macro_f1	5	0.022891027193274738	0.01670141768007094	5	0	0.0	0.0625
unseen_drug	pathways	pathways_regulons	test_balanced_accuracy	5	0.0150502174777009	0.006901295696478127	5	0	0.0	0.0625
unseen_drug	pathways	pathways_regulons	test_macro_ovr_auroc	5	0.016330457414591004	0.014717614798610112	5	0	0.0	0.0625
unseen_drug	pathways	pathways_regulons	test_macro_auprc	5	0.005745352589885666	0.0036784924352593062	3	2	5.0	0.625
unseen_drug	pathways	pathways_regulons	test_antagonism_f1	5	0.0002593700366500751	-0.007049317846189507	2	3	7.0	1.0
unseen_drug	pathways	pathways_regulons	test_antagonism_auroc	5	0.0030073498421427257	0.004051905737410544	3	2	7.0	1.0
unseen_drug	pathways	pathways_regulons	test_antagonism_auprc	5	-0.01857429843878574	-0.027394626323490823	1	4	4.0	0.4375
unseen_drug	pathways	pathways_regulons	test_no_interaction_f1	5	0.025633056341671078	0.015151005320070743	5	0	0.0	0.0625
unseen_drug	pathways	pathways_regulons	test_no_interaction_auroc	5	0.021635597875770275	0.02203453480903972	5	0	0.0	0.0625
unseen_drug	pathways	pathways_regulons	test_no_interaction_auprc	5	0.007720358871812128	0.007180385018288105	5	0	0.0	0.0625
unseen_drug	pathways	pathways_regulons	test_synergy_f1	5	0.04278065520150309	0.032361235810329514	5	0	0.0	0.0625
unseen_drug	pathways	pathways_regulons	test_synergy_auroc	5	0.024348424525860037	0.023645389425009378	5	0	0.0	0.0625
unseen_drug	pathways	pathways_regulons	test_synergy_auprc	5	0.028089997336630746	0.029887085256388835	5	0	0.0	0.0625
unseen_drug	pathways	regulons	test_macro_f1	5	0.014315409436561954	0.0014419946822515906	3	2	5.0	0.625
unseen_drug	pathways	regulons	test_balanced_accuracy	5	0.013302928011804504	0.015719143690462123	3	2	5.0	0.625
unseen_drug	pathways	regulons	test_macro_ovr_auroc	5	0.011154507685930782	0.014343536898112852	3	2	4.0	0.4375
unseen_drug	pathways	regulons	test_macro_auprc	5	-0.0005945068172953816	0.010142683498162497	3	2	6.0	0.8125
unseen_drug	pathways	regulons	test_antagonism_f1	5	0.0005900117498174428	0.00882699799706349	3	2	7.0	1.0
unseen_drug	pathways	regulons	test_antagonism_auroc	5	0.006473337817572311	0.02367861786179526	3	2	6.0	0.8125
unseen_drug	pathways	regulons	test_antagonism_auprc	5	-0.00901353188763887	0.025368227197651194	3	2	6.0	0.8125
unseen_drug	pathways	regulons	test_no_interaction_f1	5	0.016871569913910634	0.0222761457804308	3	2	3.0	0.3125
unseen_drug	pathways	regulons	test_no_interaction_auroc	5	0.02047290268532005	0.016988956197474314	4	1	2.0	0.1875
unseen_drug	pathways	regulons	test_no_interaction_auprc	5	0.007315174487572973	0.003964238253989949	4	1	3.0	0.3125
unseen_drug	pathways	regulons	test_synergy_f1	5	0.025484646645957787	0.018797609730628884	4	1	2.0	0.1875
unseen_drug	pathways	regulons	test_synergy_auroc	5	0.006517282554900005	0.006547896638664064	4	1	4.0	0.4375
unseen_drug	pathways	regulons	test_synergy_auprc	5	-8.516305182029171e-05	0.0010955850428464031	3	2	7.0	1.0
unseen_drug	pathways_regulons	expression_pathways_regulons	test_macro_f1	5	-0.00943329774329269	-0.009193284541260338	1	4	1.0	0.125
unseen_drug	pathways_regulons	expression_pathways_regulons	test_balanced_accuracy	5	-0.014193556622007964	-0.007337338754004774	1	4	2.0	0.1875
unseen_drug	pathways_regulons	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.011414566127017078	-0.0019755461376242955	1	4	3.0	0.3125
unseen_drug	pathways_regulons	expression_pathways_regulons	test_macro_auprc	5	-0.009707348615393751	-0.004737229750233607	2	3	4.0	0.4375
unseen_drug	pathways_regulons	expression_pathways_regulons	test_antagonism_f1	5	-0.015172424810617802	-0.020034383656023835	2	3	3.0	0.3125
unseen_drug	pathways_regulons	expression_pathways_regulons	test_antagonism_auroc	5	-0.008993305559747977	-0.010393544756014506	2	3	4.0	0.4375
unseen_drug	pathways_regulons	expression_pathways_regulons	test_antagonism_auprc	5	-0.004461838018120001	0.0005110115211632293	3	2	7.0	1.0
unseen_drug	pathways_regulons	expression_pathways_regulons	test_no_interaction_f1	5	-0.0025217210664829405	-0.0004110769879207554	2	3	5.0	0.625
unseen_drug	pathways_regulons	expression_pathways_regulons	test_no_interaction_auroc	5	-0.011493599010739519	-0.008508051764000268	1	4	3.0	0.3125
unseen_drug	pathways_regulons	expression_pathways_regulons	test_no_interaction_auprc	5	-0.003962547382563275	-0.0040564540912388924	1	4	4.0	0.4375
unseen_drug	pathways_regulons	expression_pathways_regulons	test_synergy_f1	5	-0.010605747352777316	-0.016265659093971985	1	4	3.0	0.3125
unseen_drug	pathways_regulons	expression_pathways_regulons	test_synergy_auroc	5	-0.013756793810563672	-0.01762880969832792	1	4	2.0	0.1875
unseen_drug	pathways_regulons	expression_pathways_regulons	test_synergy_auprc	5	-0.02069766044549809	-0.025576081762792358	1	4	1.0	0.125
unseen_drug	regulons	expression_pathways	test_macro_f1	5	0.002602685500556734	0.001549782342416428	3	2	5.0	0.625
unseen_drug	regulons	expression_pathways	test_balanced_accuracy	5	-0.003924409267340345	0.012747116032268746	3	2	6.0	0.8125
unseen_drug	regulons	expression_pathways	test_macro_ovr_auroc	5	-0.0018019480139346289	0.011766161882391435	3	2	6.0	0.8125
unseen_drug	regulons	expression_pathways	test_macro_auprc	5	0.0024146642889585125	0.006243291589174582	3	2	7.0	1.0
unseen_drug	regulons	expression_pathways	test_antagonism_f1	5	-0.004162869856510221	0.013729293634386686	3	2	6.0	0.8125
unseen_drug	regulons	expression_pathways	test_antagonism_auroc	5	-0.008594094271692332	0.0013115270378230015	3	2	6.0	0.8125
unseen_drug	regulons	expression_pathways	test_antagonism_auprc	5	-0.003706109506530686	0.008085806605501178	3	2	7.0	1.0
unseen_drug	regulons	expression_pathways	test_no_interaction_f1	5	0.004551692950203435	0.0084895825681921	4	1	5.0	0.625
unseen_drug	regulons	expression_pathways	test_no_interaction_auroc	5	-0.003916744571351316	0.010582741215526825	3	2	6.0	0.8125
unseen_drug	regulons	expression_pathways	test_no_interaction_auprc	5	-0.0011220937338045412	0.0035987268981300113	3	2	6.0	0.8125
unseen_drug	regulons	expression_pathways	test_synergy_f1	5	0.007419233407977055	0.009809481954878407	4	1	4.0	0.4375
unseen_drug	regulons	expression_pathways	test_synergy_auroc	5	0.007104994801239784	0.005384131253276081	4	1	4.0	0.4375
unseen_drug	regulons	expression_pathways	test_synergy_auprc	5	0.012072196107210798	0.013349573029172057	4	1	2.0	0.1875
unseen_drug	regulons	expression_pathways_regulons	test_macro_f1	5	-0.0008576799865799067	-0.007941337633669554	2	3	6.0	0.8125
unseen_drug	regulons	expression_pathways_regulons	test_balanced_accuracy	5	-0.012446267156111569	-0.023551570042978143	1	4	3.0	0.3125
unseen_drug	regulons	expression_pathways_regulons	test_macro_ovr_auroc	5	-0.006238616398356855	-0.010175541695260804	1	4	4.0	0.4375
unseen_drug	regulons	expression_pathways_regulons	test_macro_auprc	5	-0.003367489208212704	-0.015365986592479008	2	3	6.0	0.8125
unseen_drug	regulons	expression_pathways_regulons	test_antagonism_f1	5	-0.015503066523785169	-0.021368008824236118	1	4	4.0	0.4375
unseen_drug	regulons	expression_pathways_regulons	test_antagonism_auroc	5	-0.012459293535177562	-0.023303329926259386	2	3	7.0	1.0
unseen_drug	regulons	expression_pathways_regulons	test_antagonism_auprc	5	-0.014022604569266873	-0.039957005232771126	2	3	5.0	0.625
unseen_drug	regulons	expression_pathways_regulons	test_no_interaction_f1	5	0.006239765361277505	0.007325879844311212	3	2	7.0	1.0
unseen_drug	regulons	expression_pathways_regulons	test_no_interaction_auroc	5	-0.010330903820289294	-0.019332822615847234	1	4	4.0	0.4375
unseen_drug	regulons	expression_pathways_regulons	test_no_interaction_auprc	5	-0.0035573629983241205	-0.0068211346589391875	1	4	5.0	0.625
unseen_drug	regulons	expression_pathways_regulons	test_synergy_f1	5	0.0066902612027679885	0.003243077191633803	4	1	4.0	0.4375
unseen_drug	regulons	expression_pathways_regulons	test_synergy_auroc	5	0.004074348160396357	-0.007252701577264653	2	3	6.0	0.8125
unseen_drug	regulons	expression_pathways_regulons	test_synergy_auprc	5	0.007477499942952948	0.011052740944042239	3	2	5.0	0.625
unseen_drug	regulons	expression_regulons	test_macro_f1	5	0.010374852000259338	0.024629717414843433	3	2	3.0	0.3125
unseen_drug	regulons	expression_regulons	test_balanced_accuracy	5	0.011210850216012359	0.015734665310181417	3	2	4.0	0.4375
unseen_drug	regulons	expression_regulons	test_macro_ovr_auroc	5	0.014430454740624455	0.01864223997152803	4	1	3.0	0.3125
unseen_drug	regulons	expression_regulons	test_macro_auprc	5	0.005347489677717698	-0.004051427984437583	2	3	6.0	0.8125
unseen_drug	regulons	expression_regulons	test_antagonism_f1	5	0.011541118532348793	-0.0018411161933127307	2	3	6.0	0.8125
unseen_drug	regulons	expression_regulons	test_antagonism_auroc	5	0.018621293903103298	0.00756891215333122	3	2	5.0	0.625
unseen_drug	regulons	expression_regulons	test_antagonism_auprc	5	0.002103862500117004	-0.013513289773811554	2	3	7.0	1.0
unseen_drug	regulons	expression_regulons	test_no_interaction_f1	5	0.00566203666979197	2.2066300886747214e-05	3	2	6.0	0.8125
unseen_drug	regulons	expression_regulons	test_no_interaction_auroc	5	0.008342540556900757	0.0040041953446826595	4	1	3.0	0.3125
unseen_drug	regulons	expression_regulons	test_no_interaction_auprc	5	0.004087104539559583	0.00258583010256741	4	1	3.0	0.3125
unseen_drug	regulons	expression_regulons	test_synergy_f1	5	0.013921400798637306	0.022149674756053617	3	2	3.0	0.3125
unseen_drug	regulons	expression_regulons	test_synergy_auroc	5	0.016327529761869353	0.01992702266041879	4	1	1.0	0.125
unseen_drug	regulons	expression_regulons	test_synergy_auprc	5	0.009851501993476518	0.018417583535848214	4	1	5.0	0.625
unseen_drug	regulons	pathways_regulons	test_macro_f1	5	0.008575617756712783	0.012747538994260954	3	2	4.0	0.4375
unseen_drug	regulons	pathways_regulons	test_balanced_accuracy	5	0.0017472894658963956	0.019316288737266873	3	2	7.0	1.0
unseen_drug	regulons	pathways_regulons	test_macro_ovr_auroc	5	0.005175949728660223	0.013623643995386958	3	2	6.0	0.8125
unseen_drug	regulons	pathways_regulons	test_macro_auprc	5	0.006339859407181047	0.012471489335951436	4	1	4.0	0.4375
unseen_drug	regulons	pathways_regulons	test_antagonism_f1	5	-0.0003306417131673678	0.014514598763542885	3	2	6.0	0.8125
unseen_drug	regulons	pathways_regulons	test_antagonism_auroc	5	-0.0034659879754295854	0.008398553110028906	3	2	7.0	1.0
unseen_drug	regulons	pathways_regulons	test_antagonism_auprc	5	-0.009560766551146871	0.011301124036457333	3	2	6.0	0.8125
unseen_drug	regulons	pathways_regulons	test_no_interaction_f1	5	0.008761486427760446	0.009550224485266434	3	2	4.0	0.4375
unseen_drug	regulons	pathways_regulons	test_no_interaction_auroc	5	0.0011626951904502246	0.007715971053921855	3	2	7.0	1.0
unseen_drug	regulons	pathways_regulons	test_no_interaction_auprc	5	0.0004051843842391545	0.0032161467642981556	3	2	7.0	1.0
unseen_drug	regulons	pathways_regulons	test_synergy_f1	5	0.017296008555545306	0.019508736285605788	4	1	1.0	0.125
unseen_drug	regulons	pathways_regulons	test_synergy_auroc	5	0.01783114197096003	0.021282352789940506	4	1	1.0	0.125
unseen_drug	regulons	pathways_regulons	test_synergy_auprc	5	0.028175160388451036	0.03569464539204509	4	1	1.0	0.125
