holdout	seed	context_config	context_label	test_macro_f1_baseline	test_macro_f1_context	test_macro_f1_delta_vs_baseline	test_balanced_accuracy_baseline	test_balanced_accuracy_context	test_balanced_accuracy_delta_vs_baseline	test_macro_ovr_auroc_baseline	test_macro_ovr_auroc_context	test_macro_ovr_auroc_delta_vs_baseline	test_macro_auprc_baseline	test_macro_auprc_context	test_macro_auprc_delta_vs_baseline	test_antagonism_f1_baseline	test_antagonism_f1_context	test_antagonism_f1_delta_vs_baseline	test_antagonism_auroc_baseline	test_antagonism_auroc_context	test_antagonism_auroc_delta_vs_baseline	test_antagonism_auprc_baseline	test_antagonism_auprc_context	test_antagonism_auprc_delta_vs_baseline	test_no_interaction_f1_baseline	test_no_interaction_f1_context	test_no_interaction_f1_delta_vs_baseline	test_no_interaction_auroc_baseline	test_no_interaction_auroc_context	test_no_interaction_auroc_delta_vs_baseline	test_no_interaction_auprc_baseline	test_no_interaction_auprc_context	test_no_interaction_auprc_delta_vs_baseline	test_synergy_f1_baseline	test_synergy_f1_context	test_synergy_f1_delta_vs_baseline	test_synergy_auroc_baseline	test_synergy_auroc_context	test_synergy_auroc_delta_vs_baseline	test_synergy_auprc_baseline	test_synergy_auprc_context	test_synergy_auprc_delta_vs_baseline
unseen_both	43	pathways_regulons	Pathways + regulons	0.4007635851570344	0.403095111063222	0.0023315259061875704	0.40840067767042093	0.4156858064645497	0.007285128794128792	0.6103311290391732	0.5979535084024351	-0.012377620636738085	0.4034261895125362	0.38971370404950395	-0.013712485463032276	0.1903199343724364	0.2092534174553102	0.018933483082873792	0.511746144025396	0.5604955833132051	0.04874943928780917	0.1288076495481822	0.1427564306823063	0.013948781134124122	0.7821668995300394	0.7721606648199446	-0.010006234710094764	0.6763766337745216	0.63269583293875	-0.04368080083577164	0.8645206733490487	0.8210023883453323	-0.04351828500371635	0.22980392156862745	0.22787125091441113	-0.0019326706542163175	0.642870609317602	0.60066910895535	-0.04220150036225201	0.21695024564037776	0.20538229312087308	-0.011567952519504682
unseen_both	43	expression_pathways_regulons	Expression + pathways + regulons	0.4007635851570344	0.42410986019613767	0.023346275039103248	0.40840067767042093	0.42755878645308365	0.01915810878266272	0.6103311290391732	0.6344239111326336	0.02409278209346044	0.4034261895125362	0.4127604384019023	0.00933424888936607	0.1903199343724364	0.20048899755501223	0.010169063182575822	0.511746144025396	0.5410695800697009	0.029323436044304874	0.1288076495481822	0.13366822806832132	0.0048605785201391305	0.7821668995300394	0.8066321072986093	0.024465207768569974	0.6763766337745216	0.6763756708652024	-9.629093191687588e-07	0.8645206733490487	0.8620117539102485	-0.002508919438800161	0.22980392156862745	0.2652084757347915	0.03540455416616406	0.642870609317602	0.6858264824629976	0.04295587314539562	0.21695024564037776	0.242601333227137	0.02565108758675924
unseen_both	44	expression	Expression only	0.38417392878293316	0.37784001834375985	-0.006333910439173307	0.4061169794140791	0.3857975945300482	-0.0203193848840309	0.5665228015583125	0.5733625808279316	0.006839779269619095	0.3723529612202086	0.37459571681971754	0.0022427555995089277	0.16130820399113083	0.17366946778711484	0.012361263795984012	0.46228205548462786	0.4952805717539077	0.032998516269279854	0.1117655038725823	0.11377611800785505	0.0020106141352727452	0.7365880316968758	0.7907329401853412	0.054144908488465426	0.6294520949683131	0.6445821007047408	0.015130005736427643	0.8131414132732708	0.8359907559714841	0.02284934269821326	0.25462555066079295	0.16911764705882354	-0.08550790360196941	0.6078342542219966	0.5802250700251462	-0.027609184196850323	0.1921519665147728	0.17402027647981336	-0.01813169003495943
unseen_both	44	pathways	Pathways only	0.38417392878293316	0.42358592019605257	0.03941199141311941	0.4061169794140791	0.45551415777217513	0.04939717835809604	0.5665228015583125	0.6693834194095182	0.1028606178512057	0.3723529612202086	0.41191716866447003	0.03956420744426142	0.16130820399113083	0.241574548395794	0.08026634440466318	0.46228205548462786	0.6478110658707429	0.18552901038611502	0.1117655038725823	0.16265083414692516	0.05088533027434286	0.7365880316968758	0.7425018288222385	0.005913797125362663	0.6294520949683131	0.6864788712994663	0.05702677633115316	0.8131414132732708	0.8445665575711341	0.03142514429786325	0.25462555066079295	0.2866813833701251	0.032055832709332155	0.6078342542219966	0.6738603210583456	0.06602606683634904	0.1921519665147728	0.22853411427535106	0.03638214776057827
unseen_both	44	regulons	Regulons only	0.38417392878293316	0.3945246464916761	0.010350717708742962	0.4061169794140791	0.40827186833309764	0.0021548889190185494	0.5665228015583125	0.6264552245678974	0.0599324230095849	0.3723529612202086	0.3991399049862973	0.0267869437660887	0.16130820399113083	0.1978448275862069	0.03653662359507606	0.46228205548462786	0.5510934534695145	0.08881139798488669	0.1117655038725823	0.1191423594148393	0.007376855542257005	0.7365880316968758	0.7827163656547543	0.04612833395787852	0.6294520949683131	0.6658826700855809	0.03643057511726777	0.8131414132732708	0.8594002418063837	0.04625882853311292	0.25462555066079295	0.2030127462340672	-0.05161280442672575	0.6078342542219966	0.6623895501485968	0.054555295926600245	0.1921519665147728	0.21887711373766888	0.026725147222896095
unseen_both	44	expression_regulons	Expression + regulons	0.38417392878293316	0.4074844492759455	0.023310520493012354	0.4061169794140791	0.4397926841365479	0.03367570472246878	0.5665228015583125	0.6108073689287242	0.044284567370411754	0.3723529612202086	0.3901451814831261	0.01779222026291749	0.16130820399113083	0.24303135888501742	0.0817231548938866	0.46228205548462786	0.5726020927504227	0.11032003726579487	0.1117655038725823	0.15749030201845923	0.04572479814587693	0.7365880316968758	0.7347591627821954	-0.0018288689146803705	0.6294520949683131	0.6391934403602855	0.009741345391972356	0.8131414132732708	0.8186311452354349	0.005489731962164068	0.25462555066079295	0.24466282616062351	-0.00996272450016944	0.6078342542219966	0.6206265736754646	0.012792319453468037	0.1921519665147728	0.1943140971954841	0.002162130680711305
unseen_both	44	pathways_regulons	Pathways + regulons	0.38417392878293316	0.3983377762391011	0.014163847456167944	0.4061169794140791	0.3984803393571705	-0.007636640056908617	0.5665228015583125	0.5902926094714825	0.02376980791317007	0.3723529612202086	0.38531027063376805	0.012957309413559437	0.16130820399113083	0.17607361963190185	0.014765415640771024	0.46228205548462786	0.5667884993616508	0.1045064438770229	0.1117655038725823	0.1312394391497395	0.01947393527715721	0.7365880316968758	0.7989441624365482	0.06235613073967239	0.6294520949683131	0.6060923230756696	-0.02335977189264349	0.8131414132732708	0.8223696065935738	0.009228193320303002	0.25462555066079295	0.21999554664885326	-0.03463000401193969	0.6078342542219966	0.5979970059771273	-0.009837248244869201	0.1921519665147728	0.20232176615799083	0.010169799643218042
unseen_both	44	expression_pathways_regulons	Expression + pathways + regulons	0.38417392878293316	0.39452302046325943	0.010349091680326272	0.4061169794140791	0.40397938390271065	-0.0021375955113684397	0.5665228015583125	0.5882729614846477	0.021750159926335222	0.3723529612202086	0.3873933657874729	0.015040404567264298	0.16130820399113083	0.1792062332602873	0.017898029269156485	0.46228205548462786	0.4794604870432352	0.01717843155860732	0.1117655038725823	0.1182572384993916	0.006491734626809298	0.7365880316968758	0.7815068493150685	0.04491881761819272	0.6294520949683131	0.6580911846656607	0.02863908969734763	0.8131414132732708	0.8510159227740147	0.03787450950074389	0.25462555066079295	0.22285597881442248	-0.03176957184637047	0.6078342542219966	0.6272672127450473	0.019432958523050714	0.1921519665147728	0.1929069360890124	0.0007549695742396223
unseen_both	45	expression	Expression only	0.3828599599015674	0.38980490312911903	0.006944943227551625	0.4113674356525687	0.3992604749546538	-0.012106960697914948	0.5771812161762996	0.5745972704625011	-0.0025839457137984967	0.3693416198726791	0.3824071770933893	0.013065557220710178	0.20269312544294826	0.16213847502191062	-0.04055465042103765	0.5580237051861564	0.45527852299782623	-0.10274518218833018	0.12577304601446815	0.10617274564989321	-0.01960030036457494	0.7249615489007509	0.7611290670114199	0.036167518110668984	0.5958271864132993	0.6168970343481477	0.02106984793484834	0.7894507573223969	0.8228606520800374	0.03340989475764056	0.22092520536100302	0.24614716735402647	0.025221961993023456	0.577692756929443	0.6516162540415293	0.07392349711208634	0.19280105628117228	0.21818813355023722	0.025387077269064945
unseen_both	45	pathways	Pathways only	0.3828599599015674	0.43793542994360846	0.05507547004204105	0.4113674356525687	0.4672133433220314	0.05584590766946268	0.5771812161762996	0.6824020019231433	0.10522078574684368	0.3693416198726791	0.41540984475198006	0.046068224879300956	0.20269312544294826	0.2674800563115908	0.06478693086864251	0.5580237051861564	0.6961511205617474	0.13812741537559103	0.12577304601446815	0.1784394577164247	0.052666411701956545	0.7249615489007509	0.7646562818976612	0.03969473299691029	0.5958271864132993	0.6766882082041047	0.08086102179080534	0.7894507573223969	0.8346026421975354	0.04515188487513855	0.22092520536100302	0.2816699516215732	0.06074474626057019	0.577692756929443	0.6743666770035776	0.09667392007413456	0.19280105628117228	0.23318743434198003	0.04038637806080775
