feature	n_drugs_active	fraction_drugs_active
morgan_0734	88	0.0107421875
morgan_0735	70	0.008544921875
morgan_0736	463	0.0565185546875
morgan_0737	56	0.0068359375
morgan_0738	172	0.02099609375
morgan_0739	797	0.0972900390625
morgan_0740	35	0.0042724609375
morgan_0741	41	0.0050048828125
morgan_0742	68	0.00830078125
morgan_0743	81	0.0098876953125
morgan_0744	145	0.0177001953125
morgan_0745	651	0.0794677734375
morgan_0746	27	0.0032958984375
morgan_0747	183	0.0223388671875
morgan_0748	83	0.0101318359375
morgan_0749	116	0.01416015625
morgan_0750	485	0.0592041015625
morgan_0751	97	0.0118408203125
morgan_0752	55	0.0067138671875
morgan_0753	381	0.0465087890625
morgan_0754	63	0.0076904296875
morgan_0755	112	0.013671875
morgan_0756	18	0.002197265625
morgan_0757	70	0.008544921875
morgan_0758	131	0.0159912109375
morgan_0759	168	0.0205078125
morgan_0760	158	0.019287109375
morgan_0761	10	0.001220703125
morgan_0762	94	0.011474609375
morgan_0763	57	0.0069580078125
morgan_0764	61	0.0074462890625
morgan_0765	48	0.005859375
morgan_0766	80	0.009765625
morgan_0767	65	0.0079345703125
morgan_0768	43	0.0052490234375
morgan_0769	78	0.009521484375
morgan_0770	85	0.0103759765625
morgan_0771	124	0.01513671875
morgan_0772	111	0.0135498046875
morgan_0773	44	0.00537109375
morgan_0774	77	0.0093994140625
morgan_0775	93	0.0113525390625
morgan_0776	24	0.0029296875
morgan_0777	63	0.0076904296875
morgan_0778	39	0.0047607421875
morgan_0779	45	0.0054931640625
morgan_0780	190	0.023193359375
morgan_0781	409	0.0499267578125
morgan_0782	156	0.01904296875
morgan_0783	62	0.007568359375
morgan_0784	188	0.02294921875
morgan_0785	207	0.0252685546875
morgan_0786	315	0.0384521484375
morgan_0787	470	0.057373046875
morgan_0788	30	0.003662109375
morgan_0789	70	0.008544921875
morgan_0790	472	0.0576171875
morgan_0791	46	0.005615234375
morgan_0792	60	0.00732421875
morgan_0793	27	0.0032958984375
morgan_0794	535	0.0653076171875
morgan_0795	96	0.01171875
morgan_0796	78	0.009521484375
morgan_0797	89	0.0108642578125
morgan_0798	245	0.0299072265625
morgan_0799	32	0.00390625
morgan_0800	148	0.01806640625
morgan_0801	35	0.0042724609375
morgan_0802	438	0.053466796875
morgan_0803	150	0.018310546875
morgan_0804	162	0.019775390625
morgan_0805	50	0.006103515625
morgan_0806	431	0.0526123046875
morgan_0807	6218	0.759033203125
morgan_0808	51	0.0062255859375
morgan_0809	407	0.0496826171875
morgan_0810	46	0.005615234375
morgan_0811	91	0.0111083984375
morgan_0812	58	0.007080078125
morgan_0813	96	0.01171875
morgan_0814	62	0.007568359375
morgan_0815	100	0.01220703125
morgan_0816	510	0.062255859375
morgan_0817	27	0.0032958984375
morgan_0818	34	0.004150390625
morgan_0819	121	0.0147705078125
morgan_0820	82	0.010009765625
morgan_0821	24	0.0029296875
morgan_0822	20	0.00244140625
morgan_0823	100	0.01220703125
morgan_0824	75	0.0091552734375
morgan_0825	35	0.0042724609375
morgan_0826	68	0.00830078125
morgan_0827	91	0.0111083984375
morgan_0828	92	0.01123046875
morgan_0829	95	0.0115966796875
morgan_0830	21	0.0025634765625
morgan_0831	160	0.01953125
morgan_0832	174	0.021240234375
morgan_0833	208	0.025390625
morgan_0834	144	0.017578125
morgan_0835	262	0.031982421875
morgan_0836	76	0.00927734375
morgan_0837	123	0.0150146484375
morgan_0838	286	0.034912109375
morgan_0839	68	0.00830078125
morgan_0840	92	0.01123046875
