dname	id	chembl_id	inchikey	smiles	cid	molecular_formula	clinical_phase	cid_m	cid_s	stitch_name	drugbank_id	kegg_id	synonyms	target_name	target_type	valid_smiles	cleaned_smiles	alternative_smiles	smiles_cleanup_status	canonical_smiles	n_fragments	n_atoms	n_heavy_atoms	molecular_weight_rdkit	formal_charge
allopurinol	39	CHEMBL1467	OFCNXPDARWKPPY-UHFFFAOYSA-N	C1=C2C(=NC=NC2=O)NN1; C1=NNC2=C1C(=O)NC=N2	135401907.0	C5H4N4O	4.0	CIDm00002094	CIDs00002094	allopurinol	DB00437	D00224	allopurinol; 315-30-0; 1H-Pyrazolo[3,4-d]pyrimidin-4-ol; Zyloprim; Lopurin; Zyloric; Atisuril; Bleminol; Caplenal; Uripurinol; Embarin; Foligan; Milurit; Progout; Urosin; Anoprolin; Cellidrin; Epidropal; Suspendol; Ailural; Allopur; Allural; Alositol; Bloxanth; Cosuric; Hamarin; Ledopur; Lysuron; Uricemil; Uriprim; Xanturat; Aloral; Anzief; Apurin; Apurol; Geapur; Gotax; Remid; Urbol; Urolit; Urtias; Ketobun-A; Apulonga; Dabrosin; Dabroson; Ketanrift; Miniplanor; Nektrohan; Takanarumin; Urobenyl; Adenock; Allozym; Aluline; Gichtex; Monarch; Riball; Hexanuret; Epuric; 4-Hydroxypyrazolo[3,4-d]pyrimidine; 1H-Pyrazolo[3,4-d]pyrimidin-4(5H)-one; Allo-Puren; 4-HPP; Allopurinol(I); Dura Al; Aloprim; 4-Hydroxy-1H-pyrazolo(3,4-d)pyrimidine; Urtias 100; 4-Hydroxypyrazolopyrimidine; 1H-Pyrazolo(3,4-d)pyrimidin-4-ol; Allopurinolum; Alopurinol; 4-Hydroxy-3,4-pyrazolopyrimidine; 4-Hydroxypyrazolo(3,4-d)pyrimidine; Alopurinol [INN-Spanish]; Allopurinolum [INN-Latin]; NSC-1390; 4-Hydroxypyrazolyl(3,4-d)pyrimidine; 4H-Pyrazolo(3,4-d)pyrimidin-4-one; 4'-Hydroxypyrazolol(3,4-d)pyrimidine; 1H-pyrazolo[3,4-d]pyrimidin-4(7H)-one; AL-100; Zyloprim (TN); 180749-08-0; 1,5-Dihydro-4H-pyrazolo(3,4-d)pyrimidin-4-one; BW 56-158; 4H-Pyrazolo[3,4-d]pyrimidin-4-one, 1,5-dihydro-; 180749-06-8; B. W. 56-158; 1,5-Dihydro-4H-pyrazolo[3,4-d]pyrimidin-4-one; 1,5-Dihydro-4H-pyrazolo(3,4-d)pyrimidine-4-one; BW-56-158; UNII-63CZ7GJN5I; NSC 1390; 73334-58-4; HPP; 2H-Pyrazolo[3,4-d]pyrimidin-4-ol; C5H4N4O; CCRIS 626; NSC 101655; MLS000069453; 4H-Pyrazolo(3,4-d)pyrimidin-4-one, 1,5-dihydro-; CHEBI:40279; HSDB 3004; 1,2-dihydropyrazolo[3,4-d]pyrimidin-4-one; EINECS 206-250-9; 63CZ7GJN5I; BW-56158; SMR000059083; 1H-pyrazolo[3,4-d]pyrimidin-4(2H)-one; ALLOPURINOL SODIUM; 180749-09-1; 1,5-Dihydropyrazolo[3,4-d]pyrimidin-4-one; 1H,4H,5H-pyrazolo[3,4-d]pyrimidin-4-one; NSC1390; 4H-Pyrazolo[3,4-d]pyrimidin-4-one,1,2-dihydro-; Allopurinol, 98%; MFCD00599413; NSC101655; NSC-101655; 180749-07-9; 184789-03-5; NCGC00015094-02; NCGC00094580-04; 4-Hydroxy-1H-pyrazolo[3,4-d]pyrimidine; BW 56158; Milurite; Sigapurol; Uritas; 1H,2H,4H-pyrazolo[3,4-d]pyrimidin-4-one; DSSTox_CID_2573; 1,5-Dihydro-pyrazolo[3,4-d]pyrimidin-4-one; DSSTox_RID_76636; DSSTox_GSID_22573; 4H-Pyrazolo[3,4-d]pyrimidin-4-one, 1,2-dihydro-; pyrazolo[5,4-d]pyrimidin-4-ol; 4H-Pyrazolo[3, 1,5-dihydro-; Ailurial; WLN: T56 BMN GN INJ FQ; 4-Hydroxypyrazolyl[3,4-d]pyrimidine; 4'-Hydroxypyrazolol[3,4-d]pyrimidine; CAS-315-30-0; SR-05000001983; Hexanurat; Uricto; ATH008; Allopurinol [USAN:INN:BAN:JAN]; Prestwick_511; Xanthomax-100; Xanthomax-300; Aluline 100; Aluline 300; Hamarin 100; Hamarin 300; Zyloric-300; Allopurinol [USAN:USP:INN:BAN:JAN]; Allopurinol (Zyloprim); PubChem13052; Spectrum_000026; Opera_ID_1680; Spectrum2_000098; Spectrum3_000289; Spectrum4_000135; Spectrum5_000768; Lopac-A-8003; 1,4-d]pyrimidin-4-one; A 8003; cid_2094; SCHEMBL4627; CHEMBL1467; NCIOpen2_001825; Lopac0_000102; BSPBio_001798; KBioGR_000550; KBioSS_000386; KSC171E0R; MLS001148183; US9138393, Allopurinol; US9144538, Allopurinol; DivK1c_000685; SPECTRUM1500108; SPBio_000056; GTPL6795; SCHEMBL1128219; Allopurinol (JP17/USP/INN); DTXSID4022573; BDBM35440; CTK0H1208; CTK0H1209; CTK5D7801; CTK8H3286; HMS502C07; KBio1_000685; KBio2_000386; KBio2_002954; KBio2_005522; KBio3_001298; 4H-Pyrazolo[3,4-d]pyrimidin-4-one, 1,7-dihydro- (9CI); NINDS_000685; BDBM181133; HMS1920A15; HMS2091G15; HMS2234M09; HMS3259K13; HMS3260E06; HMS3371I11; HMS3651O13; HMS3714L22; Pharmakon1600-01500108; 4-Hydroxypyrazol[3,4-D]pyrimidine; ACT02732; BCP26973; CID 2094; H-Pyrazolo(3,4-d)pyrimidin-4-ol; HY-B0219; STR05189; Tox21_110082; Tox21_200922; Tox21_500102; 2204AH; 4-Hydroxy-pyrazolo[3,4-d]pyrimidin; AC-019; BBL002902; BBL009959; BDBM50016784; BDBM50140241; CCG-38916; NSC755858; s1630; SBB004202; SC1118; SC2251; STK378584; STK711106; ZINC13298313; AKOS000267490; AKOS000269759; AKOS024255717; Tox21_110082_1; Allopurinol, xanthine oxidase inhibitor; CCG-204197; CCG-221406; CCG-266128; DB00437; LP00102; LS-1180; MCULE-5186178136; NC00492; NSC-755858; SB10164; SDCCGSBI-0050090.P005; IDI1_000685; NCGC00015094-01; NCGC00015094-03; NCGC00015094-04; NCGC00015094-05; NCGC00015094-06; NCGC00015094-07; NCGC00015094-08; NCGC00015094-22; NCGC00091134-01; NCGC00091134-02; NCGC00091134-03; NCGC00094580-01; NCGC00094580-02; NCGC00094580-05; NCGC00188948-01; NCGC00258476-01; NCGC00260787-01; AK-49674; BR-49674; SC-16544; TS-00028; 2h-pyrazolo[3,4-d]pyrimidin-4(5h)-one; 2H-pyrazolo[3,4-d]pyrimidin-4(7H)-one; SBI-0050090.P004; AB0006119; AB0011633; AB0088254; DB-065332; 1H,4H,7H-pyrazolo[3,4-d]pyrimidin-4-one; A0907; EU-0100102; FT-0602537; FT-0661492; FT-0685730; FT-0764079; NS00000618; ST45179105; SW199406-4; 1,5-dihydropyrazolo[3,4-d]-pyrimidin-4-one; VU0611037-1; BIM-0061756.0001; D00224; L-1944; Q-1018; 32298-EP2272832A1; 32298-EP2281815A1; 32298-EP2292227A2; 32298-EP2292630A1; 32298-EP2295426A1; 32298-EP2295427A1; 32298-EP2301933A1; 32298-EP2305219A1; 32298-EP2305640A2; 32298-EP2311825A1; 32298-EP2311827A1; AB00173448-03; AB00173448-04; AB00173448_05; AB01274719-01; AB01274719_02; 4h-pyrazolo[3,4-d]pyrimidin-4-one,1,7-dihydro-; 4h-pyrazolo[3,4-d]pyrimidin-4-one,2,5-dihydro-; 4h-pyrazolo[3,4-d]pyrimidin-4-one,2,7-dihydro-; AB-323/25048497; Allopurinol (4-Hydroxypyrazolo[3,4-d]pyrimidine); Q412486; SR-01000075595; 4H-pyrazolo[3,4-d]pyrimidin-4-one, 1,7-dihydro-; J-504736; SR-01000075595-1; SR-05000001983-1; SR-05000001983-2; W-106892; 1,7-DIHYDRO-PYRAZOLO[3,4-D]PYRIMIDIN-4-ONE; 1,2-DIHYDRO-4H-PYRAZOLO[3,4-D]PYRIMIDIN-4-ONE; 1,5-Dihydro-4H-pyrazolo(3,4-d)pyrimidin-4-one (9CI); F2173-0394; F3329-0375; Z228474686; Allopurinol, British Pharmacopoeia (BP) Reference Standard; Allopurinol, European Pharmacopoeia (EP) Reference Standard; Allopurinol, United States Pharmacopeia (USP) Reference Standard; 1,5-Dihydro-4H-pyrazolo[3,4-d]pyrimidin-4-one Synonym:  Allopurinol; Allopurinol, Pharmaceutical Secondary Standard; Certified Reference Material	Xanthine dehydrogenase; Ras-related protein Rab-9A; Survival motor neuron protein; Bloom syndrome protein; Xanthine dehydrogenase/oxidase	single protein	True	C1=C2C(=NC=NC2=O)NN1	C1=NNC2=C1C(=O)NC=N2	selected_first_valid_semicolon_candidate	O=c1ncnc2[nH][nH]cc1-2	1.0	10.0	10.0	136.114	0.0
dacarbazine	58	CHEMBL476; CHEMBL1574179	OMJKFYKNWZZKTK-UXBLZVDNSA-N; OMJKFYKNWZZKTK-POHAHGRESA-N; FDKXTQMXEQVLRF-UHFFFAOYSA-N	CN(C)NN=C1C(=NC=N1)C(=O)N; CN(C)N=NC1=C(NC=N1)C(=O)N	2942.0	C6H10N6O	4.0	CIDm05281007	CIDs05353562; CIDs05351166	dacarbazine	DB00851	D00288	dacarbazine; CHEBI:4305; dacarbazine (unspecified geometry); DSSTox_CID_369; DSSTox_RID_75545; Dacarbazinum; DSSTox_GSID_20369; 5-(dimethylaminohydrazinylidene)-4-imidazolecarboxamide; 1H-imidazole-4-carboxamide, 5-(3,3-dimethyl-1-triazenyl)-; (5E)-5-(dimethylaminohydrazinylidene)imidazole-4-carboxamide; Dtic-Dome (TN); SMR000857131; CAS-4342-03-4; 5-(3,3-Dimethyl-1-Triazeno1-Imidazole-4-Carboxamid; dacarbazina; NCGC00091861-01; Prestwick_904; 1185241-28-4; Spectrum_000884; Prestwick0_000574; Prestwick1_000574; Prestwick2_000574; Prestwick3_000574; Spectrum2_001148; Spectrum3_000366; Spectrum4_000308; Spectrum5_000823; DACARBAZINE - DTIC; NCIMech_000261; 5-(3,3-Dimethyl-1-triazenyl)-1H-imidazole-4-carboxamide; BSPBio_000388; BSPBio_002091; KBioGR_000896; KBioSS_001364; 4-(3,3-Dimethyltriaz-1-en-1-yl)-1H-imidazole-5-carboxamide; MLS001332543; MLS001332544; DivK1c_000326; SPBio_001075; SPBio_002607; BPBio1_000428; GTPL9075; CHEMBL1574179; DTXSID0020369; KBio1_000326; KBio2_001364; KBio2_003932; KBio2_006500; KBio3_001311; KS-00000XHK; NINDS_000326; CN(C)N=Nc1[nH]cnc1C(N)=O; Dacarbazine-d6(N,N-dimethyl-d6); HMS1569D10; HMS2096D10; HMS2231L23; HMS3369K21; HMS3654J03; HMS3713D10; BCP08972; Tox21_111171; Tox21_201010; CD0135; ZINC18099446; ZINC18099447; AKOS025402325; Tox21_111171_1; ZINC100019007; ZINC109564502; ZINC254748682; AC-8116; CCG-220574; MCULE-7282678858; IDI1_000326; SMP2_000251; NCGC00091861-06; NCGC00091861-07; NCGC00258563-01; AK326233; NCI60_004053; WR139007; DB-051081; D3634; FT-0603657; FT-0624397; FT-0665443; NS00010507; NS00099236; SW219867-1; 15154-EP2272827A1; 15154-EP2275420A1; 15154-EP2295055A2; 15154-EP2295416A2; 15154-EP2295426A1; 15154-EP2295427A1; 15154-EP2298748A2; 15154-EP2298764A1; 15154-EP2298765A1; 15154-EP2298768A1; 15154-EP2298778A1; 15154-EP2305642A2; 15154-EP2308812A2; 15154-EP2308833A2; 15154-EP2311453A1; 15154-EP2311808A1; 15154-EP2311825A1; 15154-EP2311829A1; 15154-EP2311842A2; 15154-EP2316832A1; 15154-EP2316833A1; Q416975; 5-(dimethylaminohydrazinylidene)imidazole-4-carboxamide; Q27166417; Q63088173; (5Z)-5-(dimethylaminohydrazinylidene)imidazole-4-carboxamide; (E)-5-(3,3-dimethyltriaz-1-enyl)-1H-imidazole-4-carboxamide; 5-(3,3-dimethyltriaz-1-en-1-yl)-1H-imidazole-4-carboxamide; (E)-5-(3,3-dimethyltriaz-1-en-1-yl)-1H-imidazole-4-carboxamide; 750512-03-9			True	CN(C)NN=C1C(=NC=N1)C(=O)N	CN(C)N=NC1=C(NC=N1)C(=O)N	selected_first_valid_semicolon_candidate	CN(C)NN=C1N=CN=C1C(N)=O	1.0	13.0	13.0	182.18699999999998	0.0
sildenafil	193	CHEMBL192	BNRNXUUZRGQAQC-UHFFFAOYSA-N	CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C; CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	135398744.0	C22H30N6O4S	4.0	CIDm00005212	CIDs00005212	sildenafil	DB00203	D08514; C07259	sildenafil; 139755-83-2; VIAGRA; Sildenafil [INN:BAN]; UK-92480; UNII-3M7OB98Y7H; UK-92,480-10; C22H30N6O4S; HSDB 7305; 1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine; CHEMBL192; 3M7OB98Y7H; CHEBI:9139; UK 92480-10; 5-(2-Ethoxy-5-((4-methylpiperazin-1-yl)sulfonyl)phenyl)-1-methyl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7(6H)-one; 5-{2-ethoxy-5-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-1-methyl-3-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; NCX-911; 5-{2-ETHOXY-5-[(4-METHYLPIPERAZIN-1-YL)SULFONYL]PHENYL}-1-METHYL-3-PROPYL-1H,6H,7H-PYRAZOLO[4,3-D]PYRIMIDIN-7-ONE; Piperazine, 1-((3-(4,7-dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methyl-; 1-((3-(6,7-dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine citrate; Aphrodil (TN); 5-[2-ethoxy-5-(4-methyl-1-piperazinylsulfonyl)phenyl]-1-methyl-3-n-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; 5-{2-(ethyloxy)-5-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-1-methyl-3-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; Sildenafil (INN); SMR000752512; HIP-0908; SR-05000001934; NCGC00159496-02; ildenafil; Vizarsin; Sildenafil#; 1udt; 1xos; 5-(2-ethoxy-5-((4-methylpiperazin-1-yl)sulfonyl)phenyl)-1-methyl-3-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; 5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,3-d]pyrimidin-7-one; 5-[2-ethoxy-5-(4-methylpiperazinylsulfonyl)phenyl]-1-methyl-3-n-propyl-1,6-dihydro-7H-pyrazolo(4,3-d]pyrimidin-7-one; 5-[2-ethoxy-5-(4-methylpiperazinylsulfonyl)phenyl]-1-methyl-3-n-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; Sildenafil free base; Spectrum_001555; SpecPlus_000798; Spectrum2_001648; Spectrum3_001892; Spectrum4_000586; Spectrum5_001508; SILDENAFIL; VIAGRA; Cambridge id 7030299; SCHEMBL1895; BSPBio_003424; KBioGR_001052; KBioSS_002035; MLS001240224; MLS001304737; MLS006011565; BIDD:GT0352; DivK1c_006894; SPECTRUM1504099; SPBio_001775; GTPL4743; SCHEMBL5795456; SCHEMBL8100377; DTXSID6023579; BDBM14390; KBio1_001838; KBio2_002035; KBio2_004603; KBio2_007171; KBio3_002927; KS-00000XMX; HIP0908; 2h42; HMS1684K08; HMS1922B19; HMS2089M12; HMS2093O17; HMS2233L22; HMS3372N07; HMS3715P17; HMS3740G19; Sildenafil 1.0 mg/ml in Methanol; ACT02662; BCP05337; 139755-83-2 (free base); AC-938; CCG-21806; CCG-39076; s4684; STL483201; STL483720; STL565123; ZINC19796168; AKOS008901403; AKOS025397193; CS-1577; DB00203; MCULE-2481702478; SB17345; NCGC00095099-01; NCGC00095099-02; NCGC00095099-03; NCGC00095099-04; NCGC00370976-03; AS-48884; HY-15025; M901; SC-83326; SMR004703325; SBI-0051920.P002; AB0015440; LS-111655; FT-0674582; NS00010359; C07259; D08514; W-2194; AB00052444-02; AB00052444-03; AB00052444_04; AB00052444_05; 755S832; Q191521; SR-01000504734; J-007309; SR-01000504734-1; SR-05000001934-1; SR-05000001934-2; BRD-K50128260-001-01-6; BRD-K79759585-001-02-1; BRD-K79759585-048-01-4; 4-((4-Ethoxy-3-(1-methyl-7-oxo-3-propyl-6,7-dihydr; Z1522567175; Sildenafil solution, 1.0 mg/mL in methanol, ampule of 1 mL, certified reference material; 5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonyl-phenyl]-1-methyl-3-propyl-6H-pyrazolo[4,3-d]pyrimidin-7-one; 5-[2-Ethoxy-5-(4-methylpiperazin-1-ylsulfonyl)phenyl]-1-methyl-3-n-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; 5-[2-Ethoxy-5-(4-methylpiperazin-1-ylsulfonyl)phenyl]-1-methyl-3-n-propyl-1.6-dihydro-7H-pyrazolo[4,3-d]Pyrimidin-7-one; 5-[2-Ethoxy-5-(4-methylpiperazine-1-sulfonyl)phenyl]-1-methyl-3-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; 5-[2-ethoxy-5-(4-methylpiperazine-1-sulfonyl)phenyl]-1-methyl-3-propyl-1H,4H,7H-pyrazolo[4,3-d]pyrimidin-7-one; 5-{2-Ethoxy-5-[(4-methyl-1-piperazinyl)sulfonyl]phenyl}-1-methyl-3-propyl-1,4-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; 5-{2-ethoxy-5-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-1-methyl-3-propyl-1,4-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one; 5-{2-ethoxy-5-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-1-methyl-3-propyl-1H,4H,7H-pyrazolo[4,3-d]pyrimidin-7-one; 5-{2-ethoxy-5-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-1-methyl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7-ol; 5-{2-ethoxy-5-[(4-methylpiperazine-1-)sulfonyl]phenyl}-1-methyl-3-propyl-1H,6H,7H-pyrazolo[4,3-d]pyrimidin-7-one	Phosphodiesterase 1; Phosphodiesterase 5A; Phosphodiesterase 6; Phosphodiesterase 6C; Phosphodiesterase 6A; Adenosine A1 receptor; Adenosine A2a receptor; Alpha-1b adrenergic receptor; Phosphodiesterase 1A	protein family; single protein	True	CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	selected_first_valid_semicolon_candidate	CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12	1.0	33.0	33.0	474.5870000000004	0.0
ganciclovir	333	CHEMBL182	IRSCQMHQWWYFCW-UHFFFAOYSA-N	C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N; C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N	135398740.0	C9H13N5O4	4.0	CIDm00003454	CIDs00003454	ganciclovir	DB01004	D00333	ganciclovir; 82410-32-0; Cytovene; Gancyclovir; Vitrasert; Zirgan; Hydroxyacyclovir; RS-21592; Ganciclovirum; Cymevene; BW-759U; HHEMG; Virgan; Biolf 62; Ganciclovirum [Latin]; 2'-NDG; 2-Amino-9-(((1,3-dihydroxypropan-2-yl)oxy)methyl)-1H-purin-6(9H)-one; BW 759U; 2'-Nor-2'-deoxyguanosine; BIOLF-62; 9-[(1,3-Dihydroxy-2-propoxy)methyl]guanine; BW-B 759U; UNII-P9G3CKZ4P5; DRG-0018; 9-((2-Hydroxy-1-(hydroxymethyl)ethoxy)methyl)guanine; BW 759; 9-(1,3-DIHYDROXY-PROPOXYMETHANE)GUANINE; CCRIS 9212; GA2; HSDB 6512; CHEBI:465284; 2-amino-9-{[(1,3-dihydroxypropan-2-yl)oxy]methyl}-6,9-dihydro-3H-purin-6-one; 9-((1,3-Dihydroxy-2-propoxy)methyl)guanine; MFCD00870588; P9G3CKZ4P5; 2-amino-9-{[(1,3-dihydroxypropan-2-yl)oxy]methyl}-1,9-dihydro-6H-purin-6-one; MLS000028481; Guanine, 9-((2-hydroxy-1-(hydroxymethyl)ethoxy)methyl)-; 2-(6-Amino-purin-9-ylmethoxy)-propane-1,3-diol; 2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-1H-purin-6(9H)-one; 2-Amino-1,9-((2-hydroxy-1-(hydroxymethyl)ethoxy)methyl)-6-H-purin-6-one; Ganciclovir, 98%; 6H-Purin-6-one, 2-amino-1,9-dihydro-9-((2-hydroxy-1-(hydroxymethyl)ethoxy)methyl)-; NCGC00015471-02; SMR000058324; 2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-1H-purin-6-one; 2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-9H-purin-6-ol; CAS-82410-32-0; 2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-3H-purin-6(9H)-one; 2-Amino-9-(2-hydroxy-1-hydroxymethyl-ethoxymethyl)-1,9-dihydro-purin-6-one; 2-amino-9-(2-hydroxy-1-hydroxymethylethoxymethyl)-6,9-dihydro-1H-6-purinone; DSSTox_CID_21032; DSSTox_RID_79613; DSSTox_GSID_41032; 9-[[2-Hydroxy-1-(hydroxymethyl)ethoxy]methyl]guanine; Citovirax; Cymevan; Cymeven; 2-(2-Amino-1,6-dihydro-6-oxo-purin-9-yl)methoxy-1,3-propanediol; 2-amino-9-(((1,3-dihydroxypropan-2-yl)oxy)methyl)-1,9-dihydro-6H-purin-6-one; 2-Amino-9-(((1,3-dihydroxypropan-2-yl)oxy)methyl)-6,9-dihydro-1H-purin-6-one; 2-amino-9-{[(1,3-dihydroxypropan-2-yl)oxy]methyl}-6,9-dihydro-1H-purin-6-one; Vitrasert (TN); Cytovene (TN); SR-01000075894; Ganciclovir [USAN:INN:BAN:JAN]; GCV & MSL; Ganciklovir; Ganciclovir (JAN/USP/INN); 2-amino-9-[[2-hydroxy-1-(hydroxymethyl)ethoxy]methyl]-1H-purin-6-one; Ganciclovir,(S); BW-795; MB3795; Prestwick_1068; ST-605; Zirgan (TN); GCV & 1110U81; Ganciclovir [USAN:USP:INN:BAN:JAN]; Opera_ID_284; 2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-3H-purin-6-one; Prestwick0_000839; Prestwick1_000839; Prestwick2_000839; Prestwick3_000839; Lopac-G-2536; CHEMBL182; EC 627-054-3; G 2536; SCHEMBL3033; Lopac0_000539; BSPBio_000797; MLS001077349; BIDD:GT0783; SPBio_002718; BPBio1_000877; ZINC1505; DTXSID8041032; methyl)-1H-purin-6(9H)-one; SCHEMBL14491348; BDBM85707; CTK8A1866; CTK8B5009; KS-00000JPM; HMS1570H19; HMS2090K08; HMS2097H19; HMS2235C21; HMS3259B13; HMS3261L19; HMS3371H01; HMS3604L19; HMS3655M18; HMS3714H19; Pharmakon1600-01502362; ACT03317; BCP12705; NSC_3454; Tox21_110160; Tox21_500539; ANW-47031; BBL029078; BDBM50237614; NSC759656; PDSP1_000816; PDSP2_000803; s1878; SBB066292; STK801910; STL514515; 2-amino-9-[[2-hydroxy-1-(hydroxymethyl)ethoxy]methyl]-3H-purin-6-one; AKOS004119898; AKOS026749928; AKOS037492029; Tox21_110160_1; AC-8069; CCG-204629; CS-2014; DB01004; Ganciclovir, >=99% (HPLC), powder; KS-1065; LP00539; MCULE-9512761592; NC00647; NE60398; NSC-759656; SDCCGSBI-0050522.P002; 2-Amino-1,9-dihydro-9-((2-hydroxy-1-(hydroxymethyl)ethoxy)methyl)-6H-purin-6-one; SMP2_000038; NCGC00015471-01; NCGC00015471-03; NCGC00015471-04; NCGC00015471-05; NCGC00015471-06; NCGC00015471-08; NCGC00015471-16; NCGC00093928-01; NCGC00093928-02; NCGC00168567-01; NCGC00188980-01; NCGC00261224-01; 9-(1,3-dihydroxy-2propoxymethyl)guanine; AK-76645; HY-13637; LS-73939; SC-12208; SY027981; 9-(1,3-dihydroxy-2-propoxymethyl)guanine; AB0012496; CAS_82410-32-0; 2-amino-9-((1,3-dihydroxypropan-2-yloxy); 9-(1,3-dihydroxy-2-propoxymethyl)-guanine; EU-0100539; FT-0611007; FT-0668948; G0315; NS00003516; SW197135-3; EN300-49857; A11645; C07019; D00333; J10127; 40034-EP2377510A1; 410G320; 9-[[(1,3-Dihydroxy-2-propyl)oxy]methyl]guanine; A840322; Ganciclovir, Antibiotic for Culture Media Use Only; Q417640; SR-01000721941; Q-201148; SR-01000075894-1; SR-01000075894-4; SR-01000721941-3; Z1259084907; Ganciclovir, European Pharmacopoeia (EP) Reference Standard; 2-[(2-amino-6-hydroxy-9H-purin-9-yl)methoxy]propane-1,3-diol; 2-azanyl-9-[1,3-bis(oxidanyl)propan-2-yloxymethyl]-3H-purin-6-one; Ganciclovir, United States Pharmacopeia (USP) Reference Standard; 2-amino-9-{[2-hydroxy-1-(hydroxymethyl)ethoxy]methyl}hydropurin-6-one; Ganciclovir, Pharmaceutical Secondary Standard; Certified Reference Material; 2-amino-9-{[2-hydroxy-1-(hydroxymethyl)ethoxy]methyl}-1,9-dihydro-6H-purin-6-one; Ganciclovir, 1.0 mg/mL (1% 1M HCl in Methanol), certified reference material; Guanine, 9-((2-hydroxy-1-(hydroxymethyl)ethoxy)methyl)- and MSL, neutralizing monoclonal antibody	Bloom syndrome protein; Human herpesvirus 1 DNA polymerase	single protein	True	C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N	C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N	selected_first_valid_semicolon_candidate	Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1	1.0	18.0	18.0	255.23399999999998	0.0
