dname	id	chembl_id	inchikey	smiles	cid	molecular_formula	clinical_phase	cid_m	cid_s	stitch_name	drugbank_id	kegg_id	synonyms	target_name	target_type	valid_smiles	cleaned_smiles	alternative_smiles	smiles_cleanup_status	canonical_smiles	n_fragments	n_atoms	n_heavy_atoms	molecular_weight_rdkit	formal_charge	n_drugcomb_ids_same_structure
GESTODENE	1278	CHEMBL1213583	SIGSPDASOTUPFS-XUDSTZEESA-N	CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34	3033968.0	C21H26O2	4.0	CIDm00002999	CIDs03033968	gestodene	DB06730	D04316	GESTODENE; 60282-87-3; Gestoden; Gestodenum [INN-Latin]; Gestodeno [INN-Spanish]; SH B 331; Gestodene [USAN:INN:BAN]; UNII-1664P6E6MI; CCRIS 9189; HSDB 3594; EINECS 262-145-8; BRN 4237181; 1664P6E6MI; SH-B-331; (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14-decahydrocyclopenta[a]phenanthren-3-one; Gestinol; 17-alpha-Ethinyl-13-ethyl-17-beta-hydroxy-4,15-gonadien-3-one; 13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregna-4,15-dien-20-yn-3-one; 18,19-Dinorpregna-4,15-dien-20-yn-3-one, 13-ethyl-17-hydroxy-, (17a)-; 18,19-Dinorpregna-4,15-dien-20-yn-3-one, 13-ethyl-17-hydroxy-, (17-alpha)-; DSSTox_CID_26478; DSSTox_RID_81649; DSSTox_GSID_46478; Gestodenum; Gestodeno; Pregna-4,15-dien-20-yn-3-one, 13-ethyl-17-hydroxy-18,19-dinor-, (17alpha)-; CAS-60282-87-3; NCGC00164611-01; SH B 3331; Gestodene (USAN/INN); SCHEMBL37271; CHEMBL1213583; DTXSID6046478; Gestodene, >=98% (HPLC); GTPL11246; SHB-331; SHT-546; CHEBI:135323; 17-alpha-ethinyl-13-ethyl-17 beta-hydroxy-4,15-gonadien-3-one; BCP22665; HY-B0110; Tox21_112232; BDBM50247973; s1376; SH-546; 13-ethyl-17-hydroxy-18,19-dinor-17 alpha-pregna-4,15-dien-20-yn-3-one; AKOS024462671; Femodene (ethinylestradiol, gestodene); Tox21_112232_1; ZINC238809420; CCG-267584; CS-1862; DB06730; Millinette (ethinylestradiol, gestodene); NCGC00263565-01; AC-20038; AS-13029; LS-62068; SC-27288; G0404; D04316; AB01274782-01; AB01274782_02; 282G873; A832668; Q408289; Q-101426; BRD-K97197005-001-03-2; Gestodene, European Pharmacopoeia (EP) Reference Standard; 17alpha -Ethynyl-17beta-hydroxy-18-methyl-4,15-estradien-3-one; 17alpha-ethynyl-17beta-hydroxy-18-methyl-4,15-estradien-3-one; 17alpha-ethynyl-17beta-hydroxy-18-methyl-estra-4,15-dien-3-one; 13beta-Ethyl-17beta-hydroxy-18,19-dinorpregna-4,15-dien-20-yn-3-one; (1R,3aS,3bR,9aR,9bS,11aS)-11a-ethyl-1-ethynyl-1-hydroxy-1H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one; (1S,2R,10R,11S,14R,15S)-15-ethyl-14-ethynyl-14-hydroxytetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-6,12-dien-5-one; (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,13,14,17-dodecahydro-3H-cyclopenta[a]phenanthren-3-one; (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-oxidanyl-1,2,6,7,8,9,10,11,12,14-decahydrocyclopenta[a]phenanthren-3-one			True	CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34		original	C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC	1.0	23.0	23.0	310.43700000000007	0.0	2
ZINC22059945	3409		SIGSPDASOTUPFS-LPYKTLRWSA-N	CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34	12944326.0	C21H26O2	0.0	CIDm00002999	CIDs12944326	gestodene			ZINC22059945; NCGC00263565-02			True	CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34		original	C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC	1.0	23.0	23.0	310.43700000000007	0.0	2
17-Hydroxypregn-4-en-20-yn-3-one	3411	CHEMBL1445833	CHNXZKVNWQUJIB-UHFFFAOYSA-N	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C	3288.0	C21H28O2	0.0	CIDm00003288	CIDs00003288	proNE			17-Hydroxypregn-4-en-20-yn-3-one; Aethisteron; Pregneninolone; Progestolets; Progestoral; Syngestrotabs; Colutoid; Ethinone; Gestoral; Nalutoral; Nugestoral; Pregnin; Prodoxan; Prodroxan; Produxan; Progestab; Prolutol; Trosinone; Prone; Lucorteum Oral; Lutidon Oral; Progestin P; Primolut C; Proluton C; Ora-Lutin; Ethinyltestosterone; Anhydroxyprogesterone; 17.alpha.-Ethynyltestosterone; Anhydrohydroxyprogesterone; Ethynyltestosterone; Testosterone, 17-ethynyl-; NSC-9565; 17-Ethinyltestosterone; 17.alpha.-Pregn-4-en-20-yn-3-one, 17-hydroxy-; Androst-4-en-3-one, 17.alpha.-ethynyl-17-hydroxy-; Pregn-4-en-20-yn-3-one, 17-hydroxy-, (17.alpha.)-; SR-05000001836; Linguetten; Lutocyclol; MFCD00003656; NCGC00095023-01; Spectrum_001565; Spectrum2_001537; Spectrum3_001573; Spectrum4_000854; Spectrum5_001207; BSPBio_003106; KBioGR_001487; KBioSS_002045; 17-ethynyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one; DivK1c_000105; SPECTRUM1503221; SPBio_001354; SCHEMBL7604035; 17-ETHYNYL-TESTOSTERONE; CHEMBL1445833; HMS500F07; KBio1_000105; KBio2_002045; KBio2_004613; KBio2_007181; KBio3_002606; NSC9565; NINDS_000105; HMS1922K05; HMS2092N22; Pharmakon1600-01503221; ALBB-025030; CCG-39315; NSC758418; AKOS001604273; AKOS017258732; MCULE-4216254522; NSC-758418; VA10861; IDI1_000105; NCGC00095023-02; NCGC00095023-03; NCGC00095023-04; NCGC00095023-05; SC-15110; SY075636; Pregn-4-en-20-yn-3-one, 17-hydroxy-; SBI-0051791.P002; FT-0625738; NS00007266; R1073; Pregn-4-en-20-yn-3-one, (17.alpha.)-; 17-Ethynyl-17.beta.-hydroxyandrost-4-en-3-one; AB00052330-03; AB00052330_04; 17.alpha.-Ethynyl-17-hydroxyandrost-4-en-3-one; 17-Hydroxy-17-.alpha.-pregn-4-en-20-yn-3-one; 17-Hydroxypregn-4-en-20-yn-3-one, 17.alpha.-; SR-05000001836-1; SR-05000001836-2; BRD-A29111201-001-03-0; 17.alpha.-Ethynyl-17.beta.-hydroxyandrost-4-en-3-one; 17-.beta.-Hydroxy-17-.alpha.-ethynyl-4-androsten-3-one; 17-(1-ethynyl)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one			True	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C		original	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	1.0	23.0	23.0	312.453	0.0	2
ethisterone	4102	CHEMBL241694	CHNXZKVNWQUJIB-CEGNMAFCSA-N	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C	5284557.0	C21H28O2	3.0	CIDm00003288	CIDs05284557	proNE		C14487	ethisterone; 434-03-7; 17alpha-Ethynyltestosterone; Pregneninolone; Aethisteronum; Ethisteronum; Etisterona; Aethisteron; Anhydrohydroxyprogesterone; Nugestoral; Progestoral; Ethynyltestosterone; UNII-P201BVY1MJ; 17alpha-Ethinyltestosterone; Anhydroxyprogesterone; 17alpha-Ethinyl testosterone; Progestolets; Syngestrotabs; Ethinone; Prodroxan; Produxan; Progestab; Trosinone; Ora-Lutin; Ethinyltestosterone; Ethinyl testosterone; (17alpha)-17-hydroxypregn-4-en-20-yn-3-one; P201BVY1MJ; Praegninum; Colutoid; Gestoral; Nalutoral; Pregnin; Prodoxan; Prolutol; Prone; Lucorteum Oral; MLS000069396; CHEMBL241694; Lutidon Oral; Progestin P; Primolut C; Proluton C; CHEBI:34749; 17alpha-Ethynyl-17beta-hydroxyandrost-4-en-3-one; Etisterone [DCIT]; 17-beta-Hydroxy-17-alpha-ethynyl-4-androsten-3-one; 17-Ethinyltestosterone; SMR000058320; 17-Ethinyl testosterone; DSSTox_CID_3016; Ethisteronum [INN-Latin]; Etisterona [INN-Spanish]; 17-Ethynyl-17beta-hydroxyandrost-4-en-3-one; Testosterone, 17-ethynyl-; 17-alpha-Ethynyltestosterone; DSSTox_RID_76831; DSSTox_GSID_23016; (8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one; Etisterone; NSC 9565; EINECS 207-096-5; Ethisterone anhydrohydroxyprogesterone; BRN 1889895; (8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one; AI3-26421; 17-Hydroxy-17-alpha-pregn-4-en-20-yn-3-one; Androst-4-en-3-one, 17alpha-ethynyl-17-hydroxy-; Ethisterone [INN:BAN:NF]; MFCD00003656; NCGC00095023-01; NCGC00159363-02; CAS-434-03-7; 17-alpha-Pregn-4-en-20-yn-3-one, 17-hydroxy-; Opera_ID_1078; Prestwick3_000261; EC 207-096-5; SCHEMBL24475; BSPBio_000102; 4-08-00-01225 (Beilstein Handbook Reference); MLS001076282; BPBio1_000114; DTXSID2023016; Ethisterone, >=99% (HPLC); HMS2090E14; HMS2095F04; HMS2234J08; HMS3712F04; (8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-10,13-dimethyl-6,7,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3(2H)-one; BCP23355; HY-B0487; ZINC3881635; Tox21_111393; Tox21_111604; Tox21_302324; BBL028141; BDBM50198711; s2611; STK801873; AKOS005622724; Tox21_111604_1; AC-2170; BCP9000664; CCG-220261; MCULE-2690578106; NCGC00021466-03; NCGC00021466-05; NCGC00021466-06; NCGC00255184-01; AS-13381; I034; BCP0726000218; 4,17alpha-Pregnen-17beta-ol-20-yn-3-one; AB00490005; B1502; E0040; 17-hydroxy-17alpha-pregn-4-en-20-yn-3-one; C14487; 17beta-Hydroxy-4,17alpha-pregnen-20-yn-3-one; AB00384255-11; AB00384255-13; AB00384255_14; Ethisterone, VETRANAL(TM), analytical standard; 434E037; A826270; SR-01000002984; 17alpha-ethynyl-17beta-hydroxy-androst-4-en-3-one; Q5403717; SR-01000002984-2; BRD-K03981224-001-02-9; 17alpha-Pregn-4-en-20-yn-3-one, 17-hydroxy- (8CI); Pregn-4-en-20-yn-3-one, 17-hydroxy-, (17-alpha)- (9CI); Pregn-4-en-20-yn-3-one, 17-hydroxy-, (17alpha)- (9CI); (8R,10R,13S,17R)-17-Ethynyl-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one; (8R,9S,10R,13S,14S,17R)-17-ethynyl-10,13-dimethyl-17-oxidanyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one; (8R,9S,10R,13S,14S,17S)-17-ethynyl-17-hydroxy-10,13-dimethyl-1,7,8,10,11,12,13,15,16,17-decahydro-2H-cyclopenta[a]phenanthren-3(6H,9H,14H)-one	Testis-specific androgen-binding protein; Prelamin-A/C; Glucocorticoid receptor; Progesterone receptor; Androgen Receptor	single protein	True	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C		original	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	1.0	23.0	23.0	312.453	0.0	2
Levonorgestrel	167	CHEMBL1389	WWYNJERNGUHSAO-XUDSTZEESA-N	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	13109.0	C21H28O2	4.0	CIDm00004542	CIDs00013109	levonorgestrel	DB00367	D00950	Levonorgestrel; norgestrel; 797-63-7; D-Norgestrel; Mirena; (-)-Norgestrel; Levonova; Microval; Postinor; Ovrette; Jadelle; Neogest; Plan B; NORPLANT; Norplant 2; Follistrel; Microlution; Microgyn; Microlut; Monovar; Ovranette; Triagynon; Triciclor; Nordet; Trigoa; 18-Methylnorethisterone; Microgynon CD; Microgest ED; Norplant II; Logynon ED; Ovral-Lo; Levlen ED; Microgynon 21; Microgynon 28; Trinordiol 21; Trinordiol 28; d(-)-Norgestrel; Minivlar 30; Monofeme 28; Neogynon 21; Nordette 21; Nordette 28; Stediril 30; Levonelle; Trifeme 28; Preven; Levonorgestrelum; Microgynon 30 ED; Tri-Levlen 21; Levora-21; Levora-28; Rigevidon 21+7; Triquilar ED; 6533-00-2; Triphasil 21; Triphasil 28; LD norgestrel [French]; Levonorgestrelum [INN-Latin]; Norgestrelum [INN-Latin]; D-(-)-Norgestrel; Levonorgestrel implants; E-Gen-C; Norgestrel [Progestins]; Ovoplex 30-150; Methylnorethindrone; FH 122-A; Norgestrel-(-)-D; Wy 3707; Wy-3707; Wy-5104; 17-Ethynyl-18-methyl-19-nortestosterone; dl-Norgestrel; 17alpha-Ethynyl-18-homo-19-nortestosterone; 18-Methyl-17-alpha-ethynyl-19-nortestosterone; UNII-5W7SIA7YZW; Norplant System in Plastic Container; 13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one; 17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one; Norgestrelum; SH 850; 17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol; 13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one; CCRIS 6525; CCRIS 9033; SH 70850; HSDB 3595; HSDB 6483; 17alpha-Ethynyl-13-ethyl-19-nortestosterone; 13beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one; EINECS 212-349-8; EINECS 229-433-5; 5W7SIA7YZW; (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one; 17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one; BAY86-5028; BRN 2391114; 13-Ethyl-17alpha-ethynylgon-4-en-17beta-ol-3-one; (-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one; dl-13-beta-Ethyl-17-alpha-ethynyl-19-nortestosterone; MLS000069491; CHEBI:6443; 19-Nortestosterone, 17-ethynyl-18-methyl-; 17-alpha-Ethynyl-13-ethyl-19-nortestosterone; NorLevo; 13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one; dl-13-beta-Ethyl-17-alpha-ethynyl-17-beta-hydroxygon-4-en-3-one; 18,19-Dinorpregn-4-en-20-yn-3-one, 13-ethyl-17-hydroxy-, (17alpha)-(+-)-; NCGC00159349-02; 13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one; Capronor; SMR000059117; 17-beta-Hydroxy-18-methyl-19-nor-17-alpha-pregn-4-en-20-yn-3-one; (+-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one; 18,19-Dinorpregn-4-en-20-yn-3-one, 13-ethyl-17-hydroxy-, (17alpha)-(-)-; Norplant-2; DSSTox_CID_16496; DSSTox_RID_79283; DSSTox_GSID_36496; Previfem; (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one; Microluton; Levogel; Levosert; Liletta; Skyla; 13-ethyl-17alpha-hydroxy-18,19-dinorpregn-4-en-20-yn-3-one; Next choice; Fallback Solo; 18,19-Dinor-17-alpha-pregn-4-en-20-yn-3-one, 13-ethyl-17-hydroxy-; 18,19-Dinor-17-alpha-pregn-4-en-20-yn-3-one, 13-ethyl-17-hydroxy-, (+-)-; Plan B One Step; Plan B One-Step; Norplant (TN); (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-6,7,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3(2H)-one; Ovrette (TN); Mirena (TN); Levonorgestrel (Levonelle); Levonorgestrel [USAN:INN:BAN]; LNG-IUS; Norgestrel [USAN:INN:BAN:JAN]; Levonorgestrel(Levonelle); 18,19-Dinor-4-pregnen-20-yn-3-one; Kyleena; Levonorgestrel (JAN/USP/INN); 1lhv; Oral levonorgestrel; CAS-797-63-7; Prestwick_109; (+-)-Norgestrel; (-)-Levonorgestrel; 13-Ehyl-17alpha-ethynyl-17-hydroxygon-4-en-3-one; Levonorgestrel [USAN:USP:INN:BAN]; Levonorgestrel implant; Skyla (TN); Norgestrel [USAN:USP:INN:BAN:JAN]; Levonorgestrel, 98%; Norgestrel (-)-form; BAY 86-5028; Opera_ID_552; Prestwick0_000773; Prestwick1_000773; Prestwick2_000773; Prestwick3_000773; Intrauterine levonorgestrel; 17alpha-Ethynyl-18-homo-19-nor-testosterone; (-)-Norgestrel, 98%; CHEMBL1389; BIDD:PXR0194; SCHEMBL27597; BSPBio_000846; MLS000759484; MLS001074069; MLS001423967; SPBio_002785; 13-Ethyl-17alpha-ethynyl-17-hydroxygon-4-en-3-one; BPBio1_000932; GTPL2881; Norgestrel (JP17/USP/INN); DTXSID3036496; DTXSID3047477; 17alpha-ethynyl-17beta-hydroxy-18a-homoestr-4-en-3-one; Levonorgestrel ((-)-Norgestrel); HMS1570K08; HMS2051M08; HMS2090O06; HMS2097K08; HMS2232H06; HMS2232K12; HMS3649J10; HMS3714K08; HMS3886K18; (1S,2R,10R,11S,14R,15S)-15-ethyl-14-ethynyl-14-hydroxytetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one; HY-B0257; ZINC3814395; D-(-)-Norgestrel (Levonorgestrel); Tox21_111593; Tox21_202872; Tox21_303658; BDBM50410522; LMST02030119; MFCD00199013; NSC744007; s1727; s5709; D(-)-Norgestrel, analytical standard; AKOS015894913; Tox21_111593_1; BCP9000852; CCG-100853; DB00367; MCULE-1283162506; NC00103; NSC-744007; [18,(17.alpha.)-(-)-]; NCGC00159349-03; NCGC00159349-05; NCGC00257283-01; NCGC00260418-01; LS-62083; LS-62084; SMR000653526; AB0012485; N0889; C08149; C08153; D00950; D00954; 797L637; A835065; Q416950; SR-01000759218; SR-01000946725; (-)-17alpha-Ethynyl-18-methyl-19-nortestosterone; SR-01000759218-5; SR-01000946725-1; BRD-K35189033-001-03-0; 13-ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one; Z1551429747; 13beta-ethyl-17alpha-ethynyl-17-hydroxy-gon-4-en-3-one; UNII-3J8Q1747Z2 component WWYNJERNGUHSAO-XUDSTZEESA-N; (17?)-13-Ethyl-17-hydroxy-18,19-dinorpregn-4-en-yn-3-one; 13beta-ethyl-17alpha-ethynyl-17beta-hydroxy-gon-4-en-3-one; Levonorgestrel, British Pharmacopoeia (BP) Reference Standard; Levonorgestrel, European Pharmacopoeia (EP) Reference Standard; 18,19-Dinor-13beta-ethyl-17beta-hydroxy-4-pregnen-20-yn-3-one; Levonorgestrel, United States Pharmacopeia (USP) Reference Standard; (-)-18,19-Dinor-13beta-ethyl-17beta-hydroxy-4-pregnen-20-yn-3-one; [(-)-13-ethyl-17-hydroxy-18,19-dinor-17a-pregn-4-en-20-yn-3-one; [18,19-Dinorpregn-4-en-20-yn-3-one-13-ethyl-17-hydroxy-,(17..)-(-)-]; 18,19-Dinor-17-alpha-pregn-4-en-20-yn-3-one, 13-ethyl-17-hydroxy-, (+)-; Levonorgestrel for system suitability 2, European Pharmacopoeia (EP) Reference Standard; Levonorgestrel, Pharmaceutical Secondary Standard; Certified Reference Material; (8R,9S,10R,13S,14S)-13-Ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name); (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one; (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name); (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-oxidanyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	Progesterone receptor	single protein	True	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34		original	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC	1.0	23.0	23.0	312.45300000000003	0.0	2
CHEMBL3348910	3410	CHEMBL3348910	WWYNJERNGUHSAO-LPYKTLRWSA-N	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	29985980.0	C21H28O2	0.0	CIDm00004542	CIDs29985980	levonorgestrel			CHEMBL3348910; ZINC22065398; NCGC00159349-07; BRD-K74741811-001-01-2			True	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34		original	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC	1.0	23.0	23.0	312.45300000000003	0.0	2
