source	target	weight
ABL1	JUN	0.3106132955913501
ABL1	BAX	0.30148117962952803
ABL1	CSF1	0.2758269274641759
ABL1	FOXO3	0.2663109028940564
ABL1	BCL2	-0.16729762756968825
ABL1	BCL6	-0.16718531603520842
ABL1	CDKN1A	0.16211159268507683
ABL1	TP53	0.16130431843986232
AHR	ABCC3	0.5342003771740251
AHR	CYP1B1	0.5301382322009675
AHR	PTGS2	0.5267695743938636
AHR	CXCL8	0.5197084806320473
AHR	THBS1	0.5178100473890985
AHR	CTSD	0.5112928918944342
AHR	NFE2L2	0.49494542298672345
AHR	NQO1	-0.48763280476431775
AHR	AREG	0.47161980009978505
AHR	ABCG2	0.44564728059192216
AHR	CD55	-0.4440184930961922
AHR	EREG	0.4315324457420629
AHR	CYP1A1	0.40885586745428276
AHR	TGFB2	-0.40120210101986864
AHR	CSF2	0.39789347956174964
AHR	IL6	0.397748954938838
AHR	SERPINB2	0.39705228665732517
AHR	MMP1	0.39135139442586975
AHR	MT2A	0.3902107168882562
AHR	SLC35A2	0.38030869033676395
AHR	SMARCA4	0.37602706578573536
AHR	SLC2A1	0.3724408669451428
AHR	SERPINE1	0.3719461178249865
AHR	APP	0.3647045985932116
AHR	CBR1	0.36245554613747477
AHR	CCND1	0.36112742882191223
AHR	IL1B	0.358032790429352
AHR	FST	0.3574095291608416
AHR	IGFBP1	0.35737908723931594
AHR	BDNF	-0.35439812422847816
AHR	ALDH3A1	0.3407777534116498
AHR	SAA1	-0.3332372625866762
AHR	SNAI2	0.3315761158304011
AHR	AGR2	0.31570562376291544
AHR	VEGFA	-0.3132512156791696
AHR	STC2	0.3129943982358019
AHR	TNFRSF11A	0.30433548546801725
AHR	AHRR	0.3015248465708729
AHR	JUN	0.29793768338534776
AHR	CDH1	0.2942121000456812
AHR	IDO1	0.2903605729697656
AHR	FOS	0.27800996102613973
AHR	PAX5	0.2765157258392511
AHR	KISS1	0.2684619592345109
AHR	GH1	0.2669833662620006
AHR	CCL2	0.26690985373589904
AHR	PHB2	0.26583674048804745
AHR	CDH13	-0.265590563291504
AHR	CA9	-0.2632820928745865
AHR	AFMID	0.26221390303066566
AHR	TDO2	0.2588859072157321
AHR	CAD	0.2564700478314063
AHR	CD36	0.2555592866083517
AHR	NRIP1	0.2538553117246578
AHR	ABCC2	0.2522337708638383
AHR	NFIC	0.25196261903539546
AHR	PDLIM7	0.25174903308806873
AHR	BTK	0.251574685245746
AHR	SRSF3	0.2512663649408171
AHR	RFC3	0.24930024865414308
AHR	MMP2	-0.248908800402881
AHR	FLG	0.2460289939190548
AHR	VIT	0.24534039702606733
AHR	PAEP	0.23742088614632048
AHR	SULT1E1	0.2369700538277102
AHR	CDKN1A	0.23640815939898777
AHR	PCNA	0.23291313451354695
AHR	LTBP1	-0.23128178792823528
AHR	TBX21	-0.22311414004897234
AHR	CYP19A1	0.22109388236454272
AHR	CDKN2B	0.22023455701238737
AHR	PRDM1	0.21731756545541212
AHR	HSPB1	-0.21630960088584195
AHR	JUP	0.2023416748103476
AHR	PPARGC1B	0.20041289236039814
AHR	ABCA4	0.20021970756832494
AHR	INSM1	0.19388304281810315
AHR	NR5A2	0.1930707829206665
AHR	XPO1	0.18762348251542388
AHR	IFNG	0.1838017268852879
AHR	TFDP2	0.18235889938097044
AHR	CRYAB	0.1795525805250179
AHR	CD19	-0.17593248212574097
AHR	BRCA1	-0.17242580209064415
AHR	FSCN1	0.17205981117339833
AHR	TH	0.16946222920400458
AHR	FOXP3	-0.16664956341423218
AHR	EGLN1	0.16089136763456316
AHR	PRL	0.15948700771990973
AHR	RORC	-0.1592949386736427
AHR	CYP1A2	0.15924958636954922
AHR	L1CAM	0.15737886498680273
AHR	STAR	0.1497251649619911
AHR	NAT1	0.14880644327332418
AHR	MYC	0.14806951996478881
AHR	TAC3	0.1478678148607189
AHR	HRK	0.1456699515245892
AHR	CYP2B6	0.14555587100740813
AHR	TNFSF13B	0.14533915808910625
AHR	RFC1	0.14240298646624383
AHR	TP53	0.14101713909840005
AHR	MDM2	0.13986621721066414
AHR	AIP	0.13967992842523091
AHR	SLCO1B1	-0.13865931412123278
AHR	ESR2	0.13836373166876567
AHR	POLK	0.13784785463330654
AHR	APOA1	0.133959748023594
AHR	SLC7A5	0.13363254454831713
AHR	SPP1	0.1326995649274748
AHR	ACHE	0.12783675236363837
AHR	SLCO2B1	0.12633716758227825
AHR	GNRH1	0.12612390054498263
AHR	ESR1	0.12520839198747624
AHR	ATM	0.12136370558220554
AHR	IL12B	-0.12032940300299715
AHR	PPIG	0.1156284126369086
AHR	FGF9	0.1142634337354891
AHR	HSP90AB1	0.10844628648245874
AHR	PER1	-0.10704157608571396
AHR	SOD1	0.10647187372962597
AHR	CDX2	0.1048222075403066
AHR	CDKN1B	0.1031033568742468
AHR	IRF3	0.1013814917387768
AIRE	TSPOAP1	0.20925749057094942
AIRE	TSHR	0.1636777726842908
