source	n_prior_targets	n_evaluated_nonself_targets	n_supported_targets	mean_abs_rho	median_abs_rho	max_abs_rho	fraction_supported
HMX3	2	2	0	0.3510427910847247	0.3510427910847247	0.47878849791587835	0.0
MID2	1	1	0	0.33467260725419656	0.33467260725419656	0.33467260725419656	0.0
SPEN	2	2	0	0.3269905886066235	0.3269905886066235	0.4256610508881576	0.0
TRIM8	1	1	0	0.32682371075973243	0.32682371075973243	0.32682371075973243	0.0
HOXC10	2	2	0	0.3187433304211588	0.3187433304211588	0.3345290824417484	0.0
CDC5L	1	1	0	0.31450195369743256	0.31450195369743256	0.31450195369743256	0.0
TRIM25	1	1	0	0.3136132680044584	0.3136132680044584	0.3136132680044584	0.0
TAF5	1	1	0	0.3095327514395951	0.3095327514395951	0.3095327514395951	0.0
FOXK2	2	2	0	0.3073628779946371	0.3073628779946371	0.5972524933990448	0.0
CARF	3	3	0	0.23264060493424057	0.30431057658276667	0.3110023407249911	0.0
CREB3L2	2	2	0	0.3020539711519859	0.3020539711519859	0.31550536104801696	0.0
KDM2B	4	4	0	0.32165067573449585	0.2962171581005144	0.5044106304360065	0.0
TET2	1	1	0	0.29502951020899193	0.29502951020899193	0.29502951020899193	0.0
FOXL1	2	2	0	0.2840242820802339	0.2840242820802339	0.31242452552617456	0.0
TRIB3	2	2	0	0.27580426804016483	0.27580426804016483	0.49204494772503593	0.0
CREB3L4	3	2	0	0.2741041988793569	0.2741041988793569	0.29069035621290595	0.0
ZNF521	3	3	0	0.1788080007155676	0.2653204636336396	0.2664650082068828	0.0
THAP1	3	3	0	0.2060473939869513	0.25724913962551965	0.25847928682279003	0.0
MYCL	2	2	0	0.2554446495679116	0.2554446495679116	0.34297667590181175	0.0
CGGBP1	1	1	0	0.2548277149775489	0.2548277149775489	0.2548277149775489	0.0
SMARCE1	4	4	0	0.251151876762942	0.24813252258787732	0.40328716779081003	0.0
ZNF195	1	1	0	0.24612559991495828	0.24612559991495828	0.24612559991495828	0.0
FOXJ3	2	2	0	0.24510410553065304	0.24510410553065304	0.3932354693977855	0.0
PRDM5	4	3	0	0.20204743369135217	0.24418658792029455	0.2772861595526953	0.0
DNAJC2	1	1	0	0.2409985637577465	0.2409985637577465	0.2409985637577465	0.0
FOXI3	2	2	0	0.24094252881789183	0.24094252881789183	0.32799103350672265	0.0
SIX5	1	1	0	0.2404461114372785	0.2404461114372785	0.2404461114372785	0.0
PARP10	2	2	0	0.23849512770085807	0.23849512770085807	0.288979827130989	0.0
FLYWCH1	1	1	0	0.23767009688050755	0.23767009688050755	0.23767009688050755	0.0
EBF2	3	2	0	0.2372027202229739	0.2372027202229739	0.2586259136851317	0.0
ZNF711	1	1	0	0.23535819268040764	0.23535819268040764	0.23535819268040764	0.0
DR1	4	4	0	0.2330940990027826	0.23230478712502034	0.4607192325667823	0.0
SMARCD3	2	2	0	0.22993637941654807	0.22993637941654807	0.24325670820082737	0.0
RNF14	1	1	0	0.22954473320216004	0.22954473320216004	0.22954473320216004	0.0
OVOL2	2	2	0	0.226687280389046	0.226687280389046	0.23070156842132858	0.0
SMARCC2	1	1	0	0.22647699859204992	0.22647699859204992	0.22647699859204992	0.0
RBCK1	2	2	0	0.22235059704666482	0.22235059704666482	0.30753991705727773	0.0
FOXN3	1	1	0	0.21906103450305717	0.21906103450305717	0.21906103450305717	0.0
MRTFA	4	4	0	0.26676498383351976	0.2183134716665665	0.4454594023432561	0.0
GTF2F1	1	1	0	0.2175584203610061	0.2175584203610061	0.2175584203610061	0.0
SKI	4	4	0	0.19962784556547022	0.21710210168085775	0.31807217991973663	0.0
ZNF431	1	1	0	0.21693094074269514	0.21693094074269514	0.21693094074269514	0.0
SOX21	2	2	0	0.21628482633259877	0.21628482633259877	0.23870210771667028	0.0
NDN	1	1	0	0.21572913025251667	0.21572913025251667	0.21572913025251667	0.0
JAZF1	1	1	0	0.21503341724380207	0.21503341724380207	0.21503341724380207	0.0
PIAS3	4	4	0	0.1965621153867439	0.21463185482155128	0.330607385261483	0.0
ZNF250	3	3	0	0.2150795867958756	0.21408051083329435	0.3670799260225217	0.0
POU2AF1	5	5	0	0.22894140213217185	0.21188678977243888	0.41667590199840643	0.0
TLX2	5	5	0	0.17987393968116375	0.21015589414394464	0.24571328948114984	0.0
CREBRF	2	2	0	0.20597067459164237	0.20597067459164237	0.3931098397172573	0.0
DNAJC1	1	1	0	0.20588147826191286	0.20588147826191286	0.20588147826191286	0.0
PRDM13	3	3	0	0.2236571715733456	0.2058297006146434	0.3098942307920214	0.0
TRIM28	6	6	0	0.22118659885579825	0.20537465198059862	0.4662121357577155	0.0
KMT2E	4	4	0	0.20905538099764615	0.20523097451385716	0.2585048613087855	0.0
HOXC9	4	4	0	0.30245067113577373	0.2044739300856334	0.7897957466899344	0.0
SP140	1	1	0	0.20170130238853462	0.20170130238853462	0.20170130238853462	0.0
RUVBL1	1	1	0	0.20098348666877536	0.20098348666877536	0.20098348666877536	0.0
SMARCC1	9	8	0	0.235664694422075	0.19785042044531329	0.47797181000845296	0.0
XPC	4	4	0	0.18931034222929122	0.1957787754233376	0.35634743017132	0.0
E2F8	3	3	0	0.3133812479230756	0.1952148337419755	0.606542222687017	0.0
FOXP4	3	3	0	0.1468658933665792	0.19511608845849251	0.20020965524515624	0.0
PIAS2	4	4	0	0.18688370449374953	0.19447602517706544	0.30453205759486396	0.0
FIZ1	2	2	0	0.19414228196059097	0.19414228196059097	0.24814292694047752	0.0
ZMIZ1	2	2	0	0.19393140242104384	0.19393140242104384	0.2547414815565201	0.0
ZNF85	1	1	0	0.19092308856433	0.19092308856433	0.19092308856433	0.0
ARHGAP35	4	4	0	0.1721623003065618	0.18917162221583472	0.28253214501365503	0.0
THAP11	6	6	0	0.21829673487590306	0.18866643314215087	0.5013741657224525	0.0
SIX2	2	1	0	0.18579479781261632	0.18579479781261632	0.18579479781261632	0.0
ZBTB48	1	1	0	0.18383658493834784	0.18383658493834784	0.18383658493834784	0.0
HOXD4	6	5	0	0.23145671729545625	0.18357754454278682	0.6776959630110315	0.0
ZBTB12	1	1	0	0.1832781392014972	0.1832781392014972	0.1832781392014972	0.0
AHRR	6	5	0	0.16960828435101913	0.1823129570223154	0.3015248465708729	0.0
TRIM24	1	1	0	0.18028999338424145	0.18028999338424145	0.18028999338424145	0.0
NPAS3	1	1	0	0.17932074018984057	0.17932074018984057	0.17932074018984057	0.0
TAF12	1	1	0	0.17843143280879442	0.17843143280879442	0.17843143280879442	0.0
TFDP2	6	5	0	0.19974024243847546	0.1783221018775399	0.32154119648738544	0.0
TEAD2	6	6	0	0.14261434810234094	0.1775433934789833	0.23322263745078126	0.0
ZNF569	1	1	0	0.1775107297530952	0.1775107297530952	0.1775107297530952	0.0
LCOR	2	2	0	0.17642645865995507	0.17642645865995507	0.2367502100899613	0.0
HOXD9	3	2	0	0.17607379984416313	0.17607379984416313	0.3253153445477806	0.0
ZNF383	1	1	0	0.1755280382577286	0.1755280382577286	0.1755280382577286	0.0
CNOT7	4	4	0	0.14974623051664115	0.17537753757422148	0.2066950205987844	0.0
ZKSCAN4	2	2	0	0.174395185244522	0.174395185244522	0.19473427999037346	0.0
TAF4	2	2	0	0.17331864676661868	0.17331864676661868	0.31564466541694625	0.0
ZBTB10	2	2	0	0.17311176462048034	0.17311176462048034	0.33991694717898446	0.0
IKZF2	5	5	0	0.14828507024265872	0.17227003501073113	0.2641943604654207	0.0
NFKBIE	3	3	0	0.2178266580773087	0.17220537332836763	0.41970658311373543	0.0
BATF2	1	1	0	0.17101664872535643	0.17101664872535643	0.17101664872535643	0.0
FEV	6	6	0	0.16242656547304404	0.1695974604057922	0.2528341472870515	0.0
DMRTA1	3	3	0	0.18186573669563896	0.16927105964625444	0.3476197158435209	0.0
ZNF653	1	1	0	0.16913774950787516	0.16913774950787516	0.16913774950787516	0.0
LHX6	2	1	0	0.16879445664107254	0.16879445664107254	0.16879445664107254	0.0
HOXA3	2	2	0	0.16639917099539053	0.16639917099539053	0.1969064327995634	0.0
SCRT1	1	1	0	0.16585012564323975	0.16585012564323975	0.16585012564323975	0.0
DMAP1	5	5	0	0.2314838791609858	0.16581764918935563	0.4964803556049716	0.0
ZNF256	2	2	0	0.16103891762796385	0.16103891762796385	0.22422359531158415	0.0
GLIS3	8	8	0	0.18539411768006112	0.16100520487635575	0.3972452535155869	0.0
MED15	1	1	0	0.16020586186449876	0.16020586186449876	0.16020586186449876	0.0
PRRX2	2	2	0	0.16011611470295406	0.16011611470295406	0.3189729367692131	0.0
OLIG1	8	7	0	0.19082385546971165	0.16009240814059333	0.5377002596065464	0.0
ZNF135	2	2	0	0.15910871511728097	0.15910871511728097	0.24461692255813147	0.0
SOX15	2	2	0	0.1583953466091965	0.1583953466091965	0.16771227296382032	0.0
HMBOX1	3	3	0	0.16153052719332173	0.1583665199093681	0.23774826123152729	0.0
ARID4A	6	5	0	0.24682588985534198	0.15801108986370763	0.5313800562913219	0.0
DMRTA2	1	1	0	0.15759546059127483	0.15759546059127483	0.15759546059127483	0.0
ZNF24	5	5	0	0.1731192212158193	0.15717891960351013	0.3936875507727458	0.0
PPP1R13L	1	1	0	0.1570933542618194	0.1570933542618194	0.1570933542618194	0.0
ZNF205	2	2	0	0.15571884542130182	0.15571884542130182	0.2278183664781435	0.0
MYBBP1A	1	1	0	0.15544965978900618	0.15544965978900618	0.15544965978900618	0.0
TFEC	4	4	0	0.1278169752820146	0.15449403908286885	0.16240647383204437	0.0
TRIM31	1	1	0	0.15403733373852124	0.15403733373852124	0.15403733373852124	0.0
MLXIP	5	5	0	0.13658957392251603	0.1535670892195014	0.19675626723773357	0.0
OLIG3	1	1	0	0.15312622439574294	0.15312622439574294	0.15312622439574294	0.0
TLE1	1	1	0	0.15306597194434257	0.15306597194434257	0.15306597194434257	0.0
DOT1L	8	8	0	0.2458343192226568	0.1530045023124388	0.6794323761040103	0.0
POU6F2	4	4	0	0.16550010838517015	0.15257304777330216	0.25927750094498525	0.0
KDM3B	2	2	0	0.1512472644332992	0.1512472644332992	0.16354354245368177	0.0
RHOXF1	1	1	0	0.15121953433373114	0.15121953433373114	0.15121953433373114	0.0
GMEB1	2	2	0	0.15102868459541635	0.15102868459541635	0.26515804428421147	0.0
THAP7	2	2	0	0.15089455528043705	0.15089455528043705	0.2034192726816528	0.0
SOX1	3	3	0	0.12632099909723538	0.15063091896203143	0.15123372847429628	0.0
ZSCAN10	3	2	0	0.14908629362348652	0.14908629362348652	0.177368850978191	0.0
NFX1	5	5	0	0.1476466746192079	0.14851194596499698	0.27712532434436843	0.0
TSHZ3	6	6	0	0.12684867949252976	0.14754585093059397	0.23182572733687987	0.0
LMO1	1	1	0	0.14703397878707883	0.14703397878707883	0.14703397878707883	0.0
CNOT4	1	1	0	0.14687167712797106	0.14687167712797106	0.14687167712797106	0.0
HOXC4	3	3	0	0.12467275965786528	0.1466068073468891	0.19922869883939034	0.0
AKNA	2	2	0	0.14622590710319877	0.14622590710319877	0.2103899288322902	0.0
RERE	4	4	0	0.13264167369955543	0.1462065722401535	0.19024139528462775	0.0
TERF2	2	2	0	0.14590961190401402	0.14590961190401402	0.16933887519525403	0.0
TOX2	3	3	0	0.13280515379946614	0.14570287883701316	0.15157537471231908	0.0
EID2B	1	1	0	0.14544649788594669	0.14544649788594669	0.14544649788594669	0.0
ARID1B	5	5	0	0.18725405727818623	0.14516096679736934	0.43191186311668006	0.0
TRIM22	3	3	0	0.15313703318840943	0.1445874734305188	0.29520699157858526	0.0
MUC1	3	3	0	0.15440889853439566	0.14454295751734805	0.25962524766564166	0.0
ASH1L	4	4	0	0.1496502753108525	0.1441156690531428	0.21465755691463395	0.0
VAX2	4	4	0	0.12861939741495854	0.14409048641322025	0.18655063411041475	0.0
SP6	6	5	0	0.1428448204554281	0.1429778312259705	0.25905865798421984	0.0
LMO3	2	2	0	0.14284087015702077	0.14284087015702077	0.22795074645793237	0.0
PAWR	6	6	0	0.1375889107624023	0.14198523518317124	0.25369036354122176	0.0
CUX2	2	2	0	0.14164614957398858	0.14164614957398858	0.1759007017074956	0.0
NME2	1	1	0	0.14154898749951392	0.14154898749951392	0.14154898749951392	0.0
AEBP1	5	5	0	0.11410800194461075	0.14048953763938246	0.25667730857110227	0.0
SP8	2	2	0	0.1403359204303368	0.1403359204303368	0.18233342379658704	0.0
LHX9	3	3	0	0.11994649065104969	0.1397434418886498	0.19240932174155356	0.0
CBFA2T3	3	3	0	0.1429594249778847	0.13929656173213098	0.1799484892081038	0.0
ZBTB2	4	4	0	0.12076127245969592	0.13710620861633513	0.19669253666578923	0.0
GTF2B	1	1	0	0.13643051553354005	0.13643051553354005	0.13643051553354005	0.0
MXD4	2	2	0	0.13571881599193325	0.13571881599193325	0.23489710067022887	0.0
HMX1	3	3	0	0.13369835595578553	0.1351665233568938	0.1969509273755743	0.0
BTG2	6	6	0	0.17684073023387792	0.13353477980966322	0.4546367817775627	0.0
NKX3-2	8	7	0	0.16754204050100677	0.13332640577375876	0.316485076889879	0.0
TRIM27	1	1	0	0.13280806707298126	0.13280806707298126	0.13280806707298126	0.0
ZFHX2	2	2	0	0.13238012788553363	0.13238012788553363	0.14878955209282366	0.0
TOX3	6	6	0	0.13227308397575646	0.13218142307782865	0.22907156006352167	0.0
HOXD10	5	5	0	0.15429396939266662	0.13180759894953661	0.23662509777625387	0.0
ZSCAN21	1	1	0	0.13125962780494083	0.13125962780494083	0.13125962780494083	0.0
ZNF32	4	4	0	0.13834228866087656	0.1310940674323475	0.17409008466828663	0.0
RYBP	1	1	0	0.13035715978628287	0.13035715978628287	0.13035715978628287	0.0
SIN3B	3	3	0	0.09066587101043505	0.12976367522807755	0.13739898722051247	0.0
MTF2	7	6	0	0.189903254087734	0.12873786972566167	0.5186614891064129	0.0
HMG20B	1	1	0	0.12872791986257331	0.12872791986257331	0.12872791986257331	0.0
THAP12	1	1	0	0.1286311443550426	0.1286311443550426	0.1286311443550426	0.0
ZBTB5	1	1	0	0.12639740820521062	0.12639740820521062	0.12639740820521062	0.0
ZNF219	5	5	0	0.12197099405832165	0.1261490590246192	0.2576518130918002	0.0
BCOR	7	7	0	0.15415946789662024	0.12586978086446435	0.3191617204331873	0.0
CASZ1	4	4	0	0.12671747559621627	0.12584967656005047	0.1816027619043943	0.0
ZNF692	1	1	0	0.1252555453970288	0.1252555453970288	0.1252555453970288	0.0
HOXA2	7	6	0	0.13684673459899785	0.12487231798890307	0.2740655677801553	0.0
DNMT3L	4	3	0	0.1484853283957322	0.1234456796708186	0.22203532743803145	0.0
NCOA4	3	3	0	0.11144440673408308	0.12343181754872619	0.14578931611857324	0.0
NCOA6	5	5	0	0.14548000919970783	0.12340173565917086	0.30296798466053293	0.0
TFCP2L1	3	3	0	0.2336894476393179	0.12321514410334068	0.5529361195423065	0.0
DACH2	2	2	0	0.12295296207190765	0.12295296207190765	0.17539137850632275	0.0
ZNF8	2	2	0	0.12216894474968748	0.12216894474968748	0.15261156939172918	0.0
HOXD11	4	4	0	0.24370622152878724	0.12205147592804719	0.7157614059305055	0.0
NPAS1	4	4	0	0.12079769827262712	0.12140606454267192	0.15470589606149177	0.0
ZNF277	2	2	0	0.12137106883262484	0.12137106883262484	0.1389908795326828	0.0
ZNF20	3	3	0	0.09891884629400356	0.12132024116643272	0.15996410929701987	0.0
TCF20	5	4	0	0.10966914401630892	0.12064808210773459	0.17130126586531574	0.0
ZNF444	1	1	0	0.11949657542709444	0.11949657542709444	0.11949657542709444	0.0
SUPT3H	1	1	0	0.11935117624578868	0.11935117624578868	0.11935117624578868	0.0
ISX	1	1	0	0.11933282984161746	0.11933282984161746	0.11933282984161746	0.0
ZBED6	3	3	0	0.19719414532986643	0.1186787127281779	0.4425675559830196	0.0
ZFAT	2	2	0	0.11817961979441807	0.11817961979441807	0.1317182500735848	0.0
MAFF	4	4	0	0.1686243735067962	0.1181270752437338	0.43710443199798726	0.0
ZNF266	2	1	0	0.11778892873065454	0.11778892873065454	0.11778892873065454	0.0
CCDC62	1	1	0	0.1174111581925673	0.1174111581925673	0.1174111581925673	0.0
SAP30	1	1	0	0.11736072939254856	0.11736072939254856	0.11736072939254856	0.0
GTF2IRD1	7	6	0	0.10909486890708085	0.1163606646552511	0.17746908204415449	0.0
KAT8	4	4	0	0.14015214052796063	0.11635894004505314	0.29820470550420747	0.0
SIRT6	2	2	0	0.11589211218374565	0.11589211218374565	0.17428981041714584	0.0
MKX	7	7	0	0.12775170786158482	0.11583997228005911	0.3241939581844677	0.0
CREBL2	2	2	0	0.1156203797596331	0.1156203797596331	0.12320186101711608	0.0
PPARGC1B	5	5	0	0.12115317389795668	0.11534995565828682	0.17660922642102767	0.0
ARNT2	3	2	0	0.11519208912320239	0.11519208912320239	0.1864182924938733	0.0
CBFB	4	4	0	0.126993614331818	0.11450151557040276	0.264114806342482	0.0
ZNF296	2	2	0	0.11446212208734234	0.11446212208734234	0.16279667727100217	0.0
OSR1	4	4	0	0.17469859806361038	0.11404708097604437	0.42290318334992005	0.0
MAFG	9	8	0	0.14870103752936273	0.11270310336072653	0.45413771446557505	0.0
ZNF417	1	1	0	0.11269182276089565	0.11269182276089565	0.11269182276089565	0.0
VAX1	1	1	0	0.1120819916616382	0.1120819916616382	0.1120819916616382	0.0
PIR	1	1	0	0.11205690495206169	0.11205690495206169	0.11205690495206169	0.0
MYT1L	2	2	0	0.11204122685993598	0.11204122685993598	0.13504202226024595	0.0
RBBP8	1	1	0	0.11190325120787212	0.11190325120787212	0.11190325120787212	0.0
MNX1	6	5	0	0.14827171372108236	0.11181061526754582	0.23663173919207606	0.0
BARHL2	1	1	0	0.11176041678587748	0.11176041678587748	0.11176041678587748	0.0
ZSCAN26	1	1	0	0.1115139934729496	0.1115139934729496	0.1115139934729496	0.0
ONECUT2	4	4	0	0.09369089176409129	0.11151322641507407	0.15156066780198998	0.0
KMT2C	2	2	0	0.1115087765563333	0.1115087765563333	0.20392620997033006	0.0
TSC22D1	8	7	0	0.10195940300366313	0.11030197149960085	0.16990073497715846	0.0
NUCKS1	1	1	0	0.10977759401310208	0.10977759401310208	0.10977759401310208	0.0
ZHX3	3	2	0	0.10976847645192096	0.10976847645192096	0.1166319217112284	0.0
ZFX	5	5	0	0.10622784280348938	0.10937711924555672	0.29247343254506614	0.0
LIN28A	2	2	0	0.10929211369805586	0.10929211369805586	0.19380092622765546	0.0
HOXC13	7	7	0	0.14347190879006846	0.10924566816868055	0.3314713471152084	0.0
OTP	2	2	0	0.10882975991695466	0.10882975991695466	0.21177308756513713	0.0
BPTF	4	4	0	0.16558747372910904	0.10819734825423902	0.4163044829092491	0.0
SHOX	3	3	0	0.14273732324287983	0.10804291550137622	0.26404488781437435	0.0
TBX10	5	5	0	0.12767325768949553	0.10802676065108574	0.22682620733552397	0.0
KLF14	4	4	0	0.09278015938636487	0.10792586058195816	0.12174912702344196	0.0
NHLH1	5	5	0	0.11516721129151572	0.10791558052630275	0.2034319971906737	0.0
ZNF571	2	2	0	0.10785661611526119	0.10785661611526119	0.11953283208281981	0.0
PCBD1	1	1	0	0.10768188861593651	0.10768188861593651	0.10768188861593651	0.0
CIC	3	3	0	0.15167226379523457	0.1074909129960883	0.2433928393683147	0.0
MED26	1	1	0	0.10729996234638652	0.10729996234638652	0.10729996234638652	0.0
TBR1	7	6	0	0.11303718731459296	0.1072405168324302	0.17205976200810036	0.0
CAMTA1	4	4	0	0.10839740648137716	0.10717593046799265	0.19555556638060556	0.0
ZFP64	5	5	0	0.09872173014525228	0.10710803124540898	0.18234166933067827	0.0
ZBTB8A	1	1	0	0.10660055812817404	0.10660055812817404	0.10660055812817404	0.0
ZNF175	1	1	0	0.10656442049989256	0.10656442049989256	0.10656442049989256	0.0
CREG1	1	1	0	0.10623628627602691	0.10623628627602691	0.10623628627602691	0.0
PA2G4	5	5	0	0.16239009676313462	0.10616879842540534	0.44206578380557515	0.0
NRIP1	3	3	0	0.09803887545929345	0.10554867648139436	0.13606128967879816	0.0
HOXD1	7	7	0	0.10269192996734465	0.10552458968824358	0.2082204944972974	0.0
PASD1	1	1	0	0.10545178588376118	0.10545178588376118	0.10545178588376118	0.0
ZNF292	1	1	0	0.10543439719586678	0.10543439719586678	0.10543439719586678	0.0
MSGN1	1	1	0	0.10536727621642686	0.10536727621642686	0.10536727621642686	0.0
HMGXB4	4	4	0	0.09686246412075072	0.10508525650380135	0.16033653916756158	0.0
ZBTB38	5	5	0	0.12357589299933794	0.10470412106347353	0.37639971803768335	0.0
PHF5A	5	5	0	0.16201107054285524	0.10436016443849665	0.4438118946248639	0.0
SND1	2	2	0	0.10434451764603223	0.10434451764603223	0.10436940957564425	0.0
POU4F3	6	6	0	0.12194413630905658	0.10423328920303732	0.2073027485438548	0.0
COPS5	2	2	0	0.10403377401107827	0.10403377401107827	0.19113576079464745	0.0
ZNF239	2	2	0	0.10396113924388353	0.10396113924388353	0.11250584133002922	0.0
SOHLH2	2	2	0	0.10383739075794386	0.10383739075794386	0.18359850386975435	0.0
SMAD9	7	7	0	0.14049656092683102	0.10376166199987541	0.3117227590964758	0.0
ZNF281	4	3	0	0.12715863353429296	0.10350894680040111	0.24811735103118174	0.0
FOXD4	2	2	0	0.10349994703342796	0.10349994703342796	0.15309053542092327	0.0
MEOX2	7	7	0	0.10410623559547523	0.10312105995289995	0.20933699878170586	0.0
PLAGL2	9	8	0	0.11850610381108273	0.10268429396583265	0.3414735891817949	0.0
EN2	4	3	0	0.08202499997115796	0.10198515094633695	0.1348049750405888	0.0
HMX2	1	1	0	0.10173347986219687	0.10173347986219687	0.10173347986219687	0.0
TCF7L1	6	6	0	0.1154758432775248	0.10088160359397662	0.2776911213457992	0.0
RFX2	6	5	0	0.12564611929158953	0.09975426577061378	0.23498384097684158	0.0
ARID5B	9	9	0	0.09750675649655374	0.09920604506611096	0.16202681551645895	0.0
E4F1	10	9	0	0.12969756465895343	0.09879444994662916	0.38522347042614946	0.0
PIAS4	2	2	0	0.09870548621745776	0.09870548621745776	0.11767258589688687	0.0
ZNF268	2	1	0	0.09868277305142938	0.09868277305142938	0.09868277305142938	0.0
ATRX	5	4	0	0.10028683963087652	0.09843570285101652	0.18931132299960046	0.0
HOXB9	7	7	0	0.12720166020845586	0.09840104315509608	0.21561778524272282	0.0
LBX1	4	3	0	0.09975980943839063	0.09832734653700335	0.14409601164822958	0.0
POU6F1	2	2	0	0.09788673421993906	0.09788673421993906	0.13998005010345185	0.0
ZNF316	4	4	0	0.1751098271120232	0.0974673905132254	0.4818991073520711	0.0
HOXD8	5	5	0	0.09846003771951915	0.09721119532419732	0.25337642429588025	0.0
ZXDC	6	6	0	0.10989442007496082	0.09720119447894757	0.2537008894827235	0.0
SRCAP	2	2	0	0.09700000533343708	0.09700000533343708	0.14082297232428334	0.0
MED23	2	2	0	0.09687484629249504	0.09687484629249504	0.12874751762288403	0.0
TFAP2D	9	9	0	0.10253710092735104	0.09664949388319675	0.1920973496772501	0.0
IRX3	3	3	0	0.13824869628204794	0.09581689856655971	0.2366744878868969	0.0
ANKRD1	1	1	0	0.09558160331896544	0.09558160331896544	0.09558160331896544	0.0
PBX4	3	3	0	0.12349322984011209	0.0950078773520174	0.22854251955562804	0.0
ZNF165	3	3	0	0.10798259934953604	0.09470526844983018	0.16967655872609824	0.0
NANOGP8	4	4	0	0.09587804459764913	0.09452715714447094	0.12754536466858452	0.0
GRHL1	2	2	0	0.09452489261141551	0.09452489261141551	0.1269479999564944	0.0
SON	7	7	0	0.09011584944703074	0.09446688831279579	0.18745861470397254	0.0
CITED2	4	4	0	0.08961839861070829	0.09443608949435985	0.12074866935370451	0.0
SHOX2	8	7	0	0.12428450506381936	0.09428857128587065	0.22406094454449438	0.0
GCM1	11	10	0	0.09274691048909402	0.09428304460081448	0.16964518477921361	0.0
ZNF322	2	2	0	0.09377603499717578	0.09377603499717578	0.17129766343219607	0.0
ZNF184	1	1	0	0.09306584325730424	0.09306584325730424	0.09306584325730424	0.0
AIP	6	6	0	0.09405153630975936	0.09286586028562228	0.2112032122919187	0.0
DTX1	1	1	0	0.09252632393679013	0.09252632393679013	0.09252632393679013	0.0
TBX19	2	2	0	0.09210493623655902	0.09210493623655902	0.09991150191878335	0.0
NOTO	11	10	0	0.08574045402787664	0.09107645930642	0.15885154515120384	0.0
RORB	7	6	0	0.13228085618996713	0.09099811608945087	0.29262342908071537	0.0
NPAS4	5	4	0	0.1016477548862813	0.09065356386850243	0.21447505446972723	0.0
ALX3	3	2	0	0.09055080165911741	0.09055080165911741	0.11950549877180462	0.0
MAML1	5	5	0	0.11274821816504317	0.09023988776638037	0.21582680132042692	0.0
TRIM15	1	1	0	0.09013405048950988	0.09013405048950988	0.09013405048950988	0.0
FOXS1	3	3	0	0.07906626528257717	0.08980208652736495	0.09287768365217622	0.0
RLF	5	4	0	0.10372024126196938	0.08973612481899272	0.2104734633904269	0.0
SALL1	7	6	0	0.11297249616361534	0.08971346273645114	0.318288022974636	0.0
ZBTB18	9	9	0	0.09615983906070519	0.08965266828008436	0.1621596568284186	0.0
HOXA4	5	4	0	0.22286086250995946	0.0891591705536286	0.7032128431244054	0.0
MEF2B	7	7	0	0.06529247375279428	0.08872297065085293	0.10597625025039004	0.0
SALL3	11	10	0	0.08821094496043055	0.08865013498389628	0.20091241092362463	0.0
ZNF667	2	1	0	0.08842951111250635	0.08842951111250635	0.08842951111250635	0.0
HOXC11	4	4	0	0.07097463663863324	0.08822393136030135	0.10211996228242766	0.0
TRIM62	1	1	0	0.08803816805024371	0.08803816805024371	0.08803816805024371	0.0
ZNF2	1	1	0	0.08793697534675098	0.08793697534675098	0.08793697534675098	0.0
TSG101	3	3	0	0.10320039692247396	0.08783767557834533	0.1432019766527201	0.0
ATOH8	4	4	0	0.13946184339002382	0.08766310668018562	0.3368028454181402	0.0
APBB1	2	2	0	0.08746162259769416	0.08746162259769416	0.14180895606671778	0.0
ZBTB32	5	5	0	0.10709534137990857	0.08710876026220443	0.22366828968401237	0.0
MXI1	9	8	0	0.09231732433579443	0.08708644818505543	0.21811382950382185	0.0
UTF1	5	4	0	0.08678182676625534	0.08700727664830282	0.13946643688334323	0.0
ZNF267	1	1	0	0.08696151724926389	0.08696151724926389	0.08696151724926389	0.0
NR1D2	7	7	0	0.15905107763685838	0.08682229145583227	0.38568921912100357	0.0
ESRRB	12	11	0	0.09663039429872837	0.08633910835244595	0.21474259334010565	0.0
NKX2-6	3	3	0	0.09971431042291128	0.08626195543906867	0.1354747605686022	0.0
SOX8	4	4	0	0.1021424590850485	0.08573695873016489	0.18019574079939688	0.0
ZSCAN9	1	1	0	0.08571177979501368	0.08571177979501368	0.08571177979501368	0.0
UBP1	3	3	0	0.08764827088445577	0.08543312015564741	0.1291286059202887	0.0
ARID5A	4	4	0	0.07716008632774815	0.08516161833389238	0.11871660705560132	0.0
ARID1A	8	8	0	0.11267456693535179	0.08508616553952753	0.2343138778645326	0.0
PIN1	6	6	0	0.10186144255533314	0.08504930067886426	0.2216115294156249	0.0
PRDM10	4	3	0	0.11240875604888396	0.08479252760780828	0.19229376420003177	0.0
DMRT3	2	2	0	0.08478421343860776	0.08478421343860776	0.16438089422963156	0.0
NAB1	1	1	0	0.08474353189458754	0.08474353189458754	0.08474353189458754	0.0
ZNF804A	10	10	0	0.11082505850608784	0.08457886903990389	0.31606644710927007	0.0
ZNF513	1	1	0	0.08451788589061332	0.08451788589061332	0.08451788589061332	0.0
TCF15	7	7	0	0.09206391046267094	0.08440276076825608	0.171197835537086	0.0
RREB1	10	10	0	0.08580029717870255	0.08427221530787371	0.12559013186263818	0.0
PIAS1	6	6	0	0.10783954072918055	0.08385091650262512	0.30623531510001345	0.0
TFAP2E	3	3	0	0.09185078147589665	0.08368816556359639	0.17476408621910935	0.0
