run_name	holdout	context_config	context_label	modalities	seed	best_epoch	best_validation_macro_f1	n_train	n_validation	n_test	n_train_contexts	n_validation_contexts	n_test_contexts	total_parameters	trainable_parameters	validation_loss	validation_accuracy	validation_balanced_accuracy	validation_macro_f1	validation_weighted_f1	validation_macro_ovr_auroc	validation_macro_auprc	validation_antagonism_precision	validation_antagonism_recall	validation_antagonism_f1	validation_antagonism_support	validation_antagonism_auroc	validation_antagonism_auprc	validation_no_interaction_precision	validation_no_interaction_recall	validation_no_interaction_f1	validation_no_interaction_support	validation_no_interaction_auroc	validation_no_interaction_auprc	validation_synergy_precision	validation_synergy_recall	validation_synergy_f1	validation_synergy_support	validation_synergy_auroc	validation_synergy_auprc	test_loss	test_accuracy	test_balanced_accuracy	test_macro_f1	test_weighted_f1	test_macro_ovr_auroc	test_macro_auprc	test_antagonism_precision	test_antagonism_recall	test_antagonism_f1	test_antagonism_support	test_antagonism_auroc	test_antagonism_auprc	test_no_interaction_precision	test_no_interaction_recall	test_no_interaction_f1	test_no_interaction_support	test_no_interaction_auroc	test_no_interaction_auprc	test_synergy_precision	test_synergy_recall	test_synergy_f1	test_synergy_support	test_synergy_auroc	test_synergy_auprc	experiment_family	selected_k	nmf_relative_reconstruction_error
unseen_cell_line__context-expression_pathways_regulons__seed42__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	42	6	0.478767207837633	209523.0	45727.0	46792.0	109.0	23.0	23.0	8752995	8752995	1.1802627997793906	0.7045290528571742	0.5266287237017496	0.478767207837633	0.7351584530088867	0.690570080837016	0.4583333438464486	0.1726256983240223	0.2416579770594369	0.2013903975668042	3836	0.5104856142744356	0.130395010593244	0.9124443162516424	0.7711120741021613	0.8358458715596331	36922	0.811697302178317	0.9436463440987004	0.3078435656543588	0.5671161199436506	0.3990653543864618	4969	0.7495273260582953	0.3009586768474012	1.370089015607692	0.5914258847666267	0.5121810154006498	0.44552569174795	0.6431665576819245	0.6730080430340349	0.4317682809908625	0.1897715472481827	0.4547905433430112	0.2677982659665405	4822	0.6154174630671293	0.1605090038886566	0.8947716229348882	0.6304056089611919	0.7396767248304894	36513	0.7508045669336054	0.9200402512107728	0.258963305646094	0.451346893897746	0.3291020844468199	5457	0.6528020991013702	0.2147555878731579	original_context		
unseen_cell_line__context-expression__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	43	2	0.4838588095686081	209523.0	45727.0	46792.0	109.0	23.0	23.0	8498467	8498467	0.9664941990839822	0.6768430030397795	0.557035245699052	0.4838588095686081	0.7191963275310448	0.7406648453988979	0.4832401857315182	0.1801481481481481	0.3169968717413973	0.2297373890043453	3836	0.6220316821532141	0.1788777044335495	0.9300283385228982	0.719977249336439	0.8116326997939088	36922	0.8138755547131433	0.9439585065326128	0.3031556667308062	0.6341316160193198	0.4102063399075701	4969	0.7860872993303365	0.3268843462283924	1.074896206935668	0.5496024961531886	0.5301905898962938	0.4345079488333963	0.6112187492654726	0.7092514555320083	0.4478190114655719	0.1810712847362062	0.4661965989216093	0.2608342518999826	4822	0.6293679038581705	0.1795839674707977	0.9285974665087032	0.558129981102621	0.6972065892334799	36513	0.7681037188585321	0.9219036614966314	0.2485721180918671	0.5662451896646509	0.3454830053667262	5457	0.7302827438793222	0.2419694054292866	original_context		
unseen_cell_line__context-pathways__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	43	5	0.504060815606164	209523.0	45727.0	46792.0	109.0	23.0	23.0	8248035	8248035	1.0555266749343457	0.7100400201194043	0.5548528923344372	0.504060815606164	0.7460131523639298	0.7327060150351791	0.4784298359926425	0.1986023444544634	0.4593326381647549	0.2773056342461442	3836	0.6608212001806466	0.1759848263441835	0.9243939541055766	0.773549645197985	0.8422713398900014	36922	0.8408034867371309	0.9544093023128686	0.3600201409869084	0.4316763936405715	0.3926054726823464	4969	0.6964933581877597	0.3048953793208754	1.2689546712302084	0.6061292528637374	0.5314603319903186	0.4597410444010529	0.6568137162870668	0.6891278617061435	0.4496448867501341	0.1940632603406326	0.4135213604313563	0.2641584420745843	4822	0.5781325727220971	0.1877018971366266	0.9103450956008085	0.6415523238298688	0.7526708972608241	36513	0.7825754471897575	0.9277938852026986	0.2728789986091794	0.5393073117097307	0.3623937938677503	5457	0.7066755652065759	0.2334388779110768	original_context		
unseen_cell_line__context-regulons__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	43	1	0.4931514200738425	209523.0	45727.0	46792.0	109.0	23.0	23.0	8454691	8454691	0.874392778328533	0.7015767489666936	0.5495011401445244	0.4931514200738425	0.7410900866364787	0.7863160124863634	0.4704399412994511	0.2041172800998128	0.4264859228362878	0.2760948443169352	3836	0.7226266606451138	0.1883691474070402	0.93530603433961	0.7627701641297872	0.8402727015052288	36922	0.8346923411236254	0.9486439055807652	0.3002236547822655	0.4592473334674984	0.3630867143993636	4969	0.8016290356903512	0.2743067709105482	1.028139385938196	0.5140194905111984	0.5282616272250998	0.4177889168605399	0.5797653529204657	0.7280397793347891	0.4494634976241115	0.1717419541059316	0.4935711323102447	0.2548179871520342	4822	0.6621762379499805	0.1800135563669628	0.9422772933557696	0.5060937200449155	0.6585061649205332	36513	0.7697779523394892	0.9221391566110873	0.2396607370712302	0.5851200293201393	0.3400425985090521	5457	0.7521651477148981	0.2462377798942844	original_context		
unseen_cell_line__context-expression_pathways__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways	Expression + pathways	expression+pathways	43	4	0.4854534463146892	209523.0	45727.0	46792.0	109.0	23.0	23.0	8522403	8522403	1.0946250920152123	0.693944496686859	0.5356323844821111	0.4854534463146892	0.7283313702394115	0.7187298920072909	0.4675158480969808	0.1839197441116603	0.3297705943691345	0.2361396303901437	3836	0.6014364573544794	0.155246090375155	0.9074984534236316	0.7548886842532907	0.8241886597176018	36922	0.789433672981466	0.9381058363098788	0.318952802359882	0.5222378748239083	0.396032048836322	4969	0.765319545685927	0.3091956176059088	1.2735544709511997	0.5472089246024961	0.5219710508081264	0.4292815466234554	0.6075407181846512	0.681830916405953	0.4446817244763508	0.1763783642539848	0.4199502281211115	0.2484205360976507	4822	0.5905232520276031	0.1862494628624053	0.9184814464132738	0.5579108810560622	0.6941661555237512	36513	0.7574146649587883	0.9183763689704438	0.2443649101431617	0.5880520432472054	0.3452579482489644	5457	0.6975548322314673	0.229419341596203	original_context		
unseen_cell_line__context-expression_regulons__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_regulons	Expression + regulons	expression+regulons	43	5	0.5049577418058037	209523.0	45727.0	46792.0	109.0	23.0	23.0	8729059	8729059	1.042577859400024	0.744899074944781	0.5321219935970342	0.5049577418058037	0.7625131842200848	0.7404762877311177	0.4847754771003645	0.237410071942446	0.2924921793534932	0.2620882971268395	3836	0.6382984034811632	0.1734045600163185	0.9051509769094138	0.8281241536211473	0.8649260275522616	36922	0.8354330126886889	0.9509075456758156	0.3273784794349813	0.475749647816462	0.3878589007383101	4969	0.7476974470235012	0.3300143256089592	1.2451043632992884	0.6363053513421097	0.5332721108144254	0.4732212741747772	0.6774176105765114	0.6995316390865316	0.4548781263408523	0.2338441890166028	0.3797179593529656	0.2894404046791021	4822	0.5969848083307318	0.1976053005869863	0.8972428381915313	0.6853723331416208	0.7771256443699149	36513	0.776906530567149	0.927814550485608	0.2635714930900551	0.5347260399486897	0.3530977734753146	5457	0.7247035783617142	0.2392145279499627	original_context		
unseen_cell_line__context-pathways_regulons__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways_regulons	Pathways + regulons	pathways+regulons	43	3	0.5163101603495538	209523.0	45727.0	46792.0	109.0	23.0	23.0	8478627	8478627	1.0059972774490515	0.7437400223062961	0.5549395980139973	0.5163101603495538	0.7665814925129717	0.7416752541677455	0.4868314121152416	0.2256304102371095	0.3125651720542231	0.2620765027322404	3836	0.6449595907438315	0.1742915439973518	0.92060583852449	0.8165321488543416	0.8654514138079518	36922	0.8386899838667214	0.9524960895971054	0.3472928897586432	0.5357214731334272	0.4214025645084692	4969	0.7413761878926838	0.3337066027512679	1.2369432338263606	0.619614464010942	0.5586293873360489	0.4765992866027262	0.6695802341838687	0.6988156578661163	0.4556885827335908	0.2266373142542652	0.4270012442969722	0.2961098727259653	4822	0.6071872059667751	0.2013970938271056	0.9299783762531943	0.6478240626626133	0.7636727577968618	36513	0.7894936579859304	0.932287433138284	0.2672750977835723	0.6010628550485615	0.3700152292853517	5457	0.6997661096456435	0.233381221235383	original_context		
unseen_cell_line__context-expression_pathways_regulons__seed43__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	43	10	0.4882421662609135	209523.0	45727.0	46792.0	109.0	23.0	23.0	8752995	8752995	1.2229565001280696	0.7145231482493931	0.5211542402298541	0.4882421662609135	0.7391516053764178	0.7227588339474496	0.4755679047933477	0.1967955979932028	0.3169968717413973	0.2428357463804293	3836	0.6275376978273894	0.1704801421531571	0.8927763165942871	0.7906397269920372	0.8386095949439816	36922	0.7928069259440094	0.9396083258549076	0.3306569343065693	0.455826121956128	0.3832811574583298	4969	0.7479318780709501	0.3166152463719782	1.5182930902551026	0.6013421097623526	0.5078982099185431	0.4466788698609402	0.650095203861749	0.6692095063303487	0.4334680462896594	0.1972095784682367	0.4133139776026545	0.2670150053590568	4822	0.590182908492537	0.1709763783813893	0.8910312040146399	0.6467559499356393	0.7494921924590581	36513	0.7553084034984633	0.9176713929818948	0.248453304527153	0.4636247022173355	0.3235294117647059	5457	0.6621372070000457	0.2117563675056942	original_context		
unseen_cell_line__context-expression__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	44	3	0.4714807560220947	209523.0	45727.0	46792.0	109.0	23.0	23.0	8498467	8498467	1.080457985290357	0.6855905701226847	0.531592550265879	0.4714807560220947	0.7258029710870608	0.7021394698948296	0.4582605033102895	0.1430373758082321	0.2364442127215849	0.1782450623955979	3836	0.5248047473819102	0.1177208907534892	0.9297697480133124	0.7415091273495477	0.8250361620057859	36922	0.8273148397218182	0.9477780372222204	0.3083501006036217	0.6168243107265043	0.4111610436649004	4969	0.7542988225807604	0.3092825819551589	1.246350109077841	0.537762865447085	0.539624365639102	0.4337685315669932	0.600613916371469	0.6846778876885705	0.4419341996542827	0.187207380886808	0.5638739112401493	0.2810916985423343	4822	0.6500108360863319	0.1989554312982885	0.9334380055190789	0.5373154766795388	0.6820322956319201	36513	0.7580960447349903	0.920166706535798	0.2511111111111111	0.5176837089976177	0.3381816005267253	5457	0.6459267822443895	0.2066804611287617	original_context		
unseen_cell_line__context-pathways__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	44	1	0.4654670770929188	209523.0	45727.0	46792.0	109.0	23.0	23.0	8248035	8248035	0.9274292453205516	0.6477792114068275	0.5393750980671816	0.4654670770929188	0.6984963295233501	0.7546934841013071	0.4673133223915733	0.1690487347703842	0.3761730969760167	0.2332686711930165	3836	0.6565866455296654	0.1539063838213794	0.9281673175895172	0.6887221710633227	0.7907150297734729	36922	0.806319985582203	0.9411739715671832	0.2806820502348376	0.5532300261622056	0.3724175303122671	4969	0.8011738211920532	0.3068596117861577	0.9469602496262431	0.556590870234228	0.5591483260284323	0.448607638975184	0.6158808454256925	0.748881545323699	0.4737273352067417	0.1976068376068376	0.4794690999585234	0.279869265222128	4822	0.681140167272015	0.2130714417657523	0.9411545623836126	0.5536658176539863	0.6971875916058835	36513	0.7911180149793697	0.9293826426299624	0.2583014986776373	0.6443100604727873	0.3687660600975405	5457	0.7743864537197123	0.2787279212245105	original_context		
unseen_cell_line__context-regulons__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	44	1	0.4809542206021949	209523.0	45727.0	46792.0	109.0	23.0	23.0	8454691	8454691	0.9605011849722788	0.6769523476283159	0.5431097763010234	0.4809542206021949	0.7234810769170509	0.7590953068720269	0.4700988076962746	0.165661252900232	0.3722627737226277	0.2292870905587668	3836	0.6524216330434397	0.1479461236602748	0.935296571865656	0.7285900005416824	0.8191035868704707	36922	0.8216577891954557	0.9465041205303836	0.3146794487717196	0.5284765546387603	0.3944719843773471	4969	0.8032064983771853	0.3158461788981654	1.0067149959765738	0.5778338177466233	0.5387030413031032	0.4501427499302592	0.6383491450621508	0.7287029547231798	0.4463869265934344	0.1953624934126326	0.5381584404811282	0.2866611433305717	4822	0.6889237557549105	0.1845307696194935	0.9388633136858408	0.5976501520006573	0.730370172032934	36513	0.7806206949356724	0.9276720513222512	0.2553087862848237	0.4803005314275242	0.3333969344272721	5457	0.7165644134789562	0.2269579588385586	original_context		
unseen_cell_line__context-expression_pathways__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways	Expression + pathways	expression+pathways	44	3	0.5252267904666946	209523.0	45727.0	46792.0	109.0	23.0	23.0	8522403	8522403	1.0115651553022371	0.7470422288800928	0.5640043271867139	0.5252267904666946	0.7709756024890251	0.7444889115379043	0.4930071289321446	0.2423561151079136	0.4215328467153285	0.3077655119908641	3836	0.68606880202454	0.221353283783541	0.9235480528978	0.8208926927035372	0.8691998852882133	36922	0.843028968077062	0.9529034140002356	0.3581850248516915	0.4495874421412759	0.3987149741210066	4969	0.7043689645121111	0.3047646890126573	1.1973771819662369	0.6061292528637374	0.5235257953274219	0.4542154244480151	0.6584709140073771	0.6866703486225217	0.4511994086594173	0.2113531811474698	0.5049771878888428	0.2979869057088661	4822	0.6461790837938299	0.2208972349970807	0.9160145657395212	0.6476049626160546	0.7587722816756782	36513	0.7795519840478796	0.9272739421202788	0.2411969969334884	0.4179952354773685	0.3058870859595011	5457	0.6342799780258555	0.2054270488608925	original_context		
unseen_cell_line__context-expression_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_regulons	Expression + regulons	expression+regulons	44	10	0.4992763018554829	209523.0	45727.0	46792.0	109.0	23.0	23.0	8729059	8729059	1.353115865361316	0.7215649397511317	0.5366150640930567	0.4992763018554829	0.7470161924046707	0.7185747526281391	0.4767967410133702	0.2190643461599872	0.3576642335766423	0.2717100703039904	3836	0.6349293578555539	0.1932659962389598	0.9034690799396682	0.794946102594659	0.8457404659338126	36922	0.8019875609281268	0.9402389036316356	0.3256413931489179	0.4572348561078688	0.3803783693286455	4969	0.7188073391007365	0.2968853231695151	1.4834674561527126	0.6533381774662336	0.5287476787701877	0.478921525015246	0.6894428584992462	0.6983406302829956	0.4555724859115381	0.2346100366578182	0.3849025300705102	0.2915259561768633	4822	0.614808240801655	0.2112991214537113	0.8905790661106173	0.7135266891244214	0.792281843477732	36513	0.7754512132882228	0.9256184757538002	0.2765139711228835	0.4878138171156313	0.3529567753911429	5457	0.7047624367591094	0.229799860527103	original_context		
unseen_cell_line__context-pathways_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways_regulons	Pathways + regulons	pathways+regulons	44	3	0.4973866457745198	209523.0	45727.0	46792.0	109.0	23.0	23.0	8478627	8478627	0.9763622469109204	0.7306186716819385	0.5489514643325581	0.4973866457745198	0.756081513443668	0.7473109949863543	0.4795869748401832	0.1929422548120989	0.2194994786235662	0.2053658536585365	3836	0.5935762636032254	0.1362301473930503	0.9270013226680104	0.797248253074048	0.8572427048750655	36922	0.840332796664737	0.9520908534349416	0.3258403579977105	0.6301066613000603	0.4295513787899574	4969	0.8080239246911005	0.3504399236925576	1.200131130974646	0.5935202598734827	0.5586299850522325	0.4654232256837603	0.6494950332758583	0.6980284588533162	0.4441944558925867	0.2041803577948156	0.4639153878058896	0.2835593864875143	4822	0.5985195203225785	0.1684237469222999	0.9390856515682384	0.6092624544682715	0.7390452144447028	36513	0.780676265274726	0.9294752990193548	0.2707664443895612	0.6027121128825362	0.3736650761190638	5457	0.7148895909626443	0.2346843217361053	original_context		
unseen_cell_line__context-expression_pathways_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	44	1	0.5004290317685878	209523.0	45727.0	46792.0	109.0	23.0	23.0	8752995	8752995	0.9240439354136372	0.7244516368884903	0.5445841562373958	0.5004290317685878	0.7521313036659328	0.7612328476549693	0.4890464177822602	0.2163958641063515	0.305526590198123	0.2533506268914829	3836	0.6591305725925736	0.1910461159579147	0.9194991055456172	0.7935106440604518	0.851871774369412	36922	0.8359405516259225	0.9509401582311914	0.3145123106060606	0.5347152344536124	0.3960646940448684	4969	0.7886274187464117	0.3251529791576749	1.075849652789682	0.5303898102239699	0.5148305034278974	0.4201059077838838	0.596884584595029	0.7112271039360983	0.4359556346018218	0.1661527165932452	0.469307341352136	0.2454180674547229	4822	0.6561894040172283	0.1606154252539674	0.936560217671488	0.5373428641853586	0.6828860812362952	36513	0.7658563087636553	0.921280202423294	0.2401210832037961	0.5378413047461975	0.3320135746606334	5457	0.7116355990274117	0.2259712761282038	original_context		
unseen_cell_line__context-expression__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	45	2	0.4871490220334265	209523.0	45727.0	46792.0	109.0	23.0	23.0	8498467	8498467	1.0347256752174916	0.7061910906029261	0.5317277201339703	0.4871490220334265	0.7346078666429685	0.7285688659589505	0.4745369437804365	0.234156378600823	0.2966631908237748	0.2617295308187672	3836	0.6251857569233067	0.1776991976334056	0.9036884597118886	0.7730621309788203	0.8332871093464901	36922	0.7878188071229306	0.9368631954319546	0.2812971342383107	0.5254578385993157	0.3664304259350221	4969	0.7727020338306144	0.3090484382759491	1.1110581331404688	0.5926867840656522	0.5384139093800777	0.4559978010813271	0.6491832728396207	0.7021705846056426	0.4481537663278678	0.2202851088422269	0.4742845292409788	0.3008418837148119	4822	0.6554671934398045	0.2114912268527822	0.9322194719471948	0.6188754690110372	0.7438974207035044	36513	0.7750780128933471	0.9262026218233436	0.2341002465078061	0.522081729888217	0.3232540988256652	5457	0.6759665474837763	0.2067674503074779	original_context		
unseen_cell_line__context-pathways__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	45	6	0.4831299956622489	209523.0	45727.0	46792.0	109.0	23.0	23.0	8248035	8248035	1.0256144695363112	0.7347518971286111	0.4992755505797239	0.4831299956622489	0.7470274049848894	0.7259979836458285	0.4624710769686386	0.2247960848287112	0.3592283628779979	0.2765402368051374	3836	0.6996553185387102	0.1976004376126993	0.8768426465546795	0.831292996045718	0.8534605010705447	36922	0.7890349011764783	0.9381572779672056	0.3324624428478119	0.3073052928154558	0.3193892491110646	4969	0.6893037312222969	0.251655515326011	1.2608819253873895	0.629081894340913	0.5139548946660579	0.462867296147828	0.6659807937064797	0.6799595355845037	0.448538299770614	0.2179347166605994	0.3724595603484031	0.2749751205695476	4822	0.6149847311489404	0.2037673581507129	0.8670644556997156	0.6845233204612056	0.7650560920736467	36513	0.7270393471811907	0.9013645940834306	0.2720822622107969	0.4848818031885651	0.3485706758002898	5457	0.6978545284233804	0.2404829470776984	original_context		
unseen_cell_line__context-regulons__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	45	2	0.4990884014755448	209523.0	45727.0	46792.0	109.0	23.0	23.0	8454691	8454691	0.9929461376028886	0.7183720777658714	0.5463324657162759	0.4990884014755448	0.7525903491577689	0.7304012176102406	0.4767287887705736	0.2006477048718671	0.3714807090719499	0.2605595172792101	3836	0.6344510446683108	0.1726012341975414	0.9329969792403112	0.7863333513894155	0.8534097589653146	36922	0.8486367611805675	0.9540896635581276	0.318502730784601	0.4811833366874622	0.3832959281821096	4969	0.7081158469818434	0.3034954685560517	1.2071313946690188	0.5639852966319029	0.5685160061006403	0.4560062971758705	0.62263610209322	0.7010857633327582	0.4615508074989676	0.2078254198278066	0.5055993363749481	0.2945689603093095	4822	0.6148972222164574	0.2010063607389097	0.9456948745204972	0.5604031440856682	0.7037661220980224	36513	0.7892901407614152	0.9309600753055082	0.2599821215733015	0.6395455378413047	0.3696838091202796	5457	0.6990699270204017	0.2526859864524847	original_context		
unseen_cell_line__context-expression_pathways__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways	Expression + pathways	expression+pathways	45	4	0.483978601220055	209523.0	45727.0	46792.0	109.0	23.0	23.0	8522403	8522403	1.085054408172553	0.7317995932381306	0.5226158308857706	0.483978601220055	0.7520945909797258	0.7098513788264537	0.4542632566157725	0.2047244094488189	0.1965589155370177	0.2005585849182072	3836	0.5446802465577468	0.1275304952063213	0.9106735246674984	0.8104111369914956	0.8576219206351481	36922	0.8180470526121937	0.9453570485954256	0.3033634483509306	0.5608774401287986	0.3937552981068098	4969	0.7668268373094205	0.2899022260455707	1.1643167488349566	0.6055736023251838	0.5584863977609401	0.4717589581913357	0.6587053334181632	0.7038119286721939	0.455651162066313	0.2172294602499335	0.5082953131480713	0.3043775225085377	4822	0.6376989074082364	0.2079278392919848	0.9299639281806024	0.6284063210363432	0.7500081718040075	36513	0.7874803192767699	0.9310865479613292	0.2713178294573643	0.5387575590984057	0.360891180261462	5457	0.6862565593315756	0.227939098945625	original_context		
unseen_cell_line__context-expression_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_regulons	Expression + regulons	expression+regulons	45	1	0.493102139368067	209523.0	45727.0	46792.0	109.0	23.0	23.0	8729059	8729059	0.9150544169625534	0.7092746079996501	0.5345978166238011	0.493102139368067	0.7424656312324233	0.7626758705024138	0.4881250851087291	0.1733620922081423	0.335245046923879	0.2285409632130798	3836	0.6616451301479591	0.1575251626263326	0.9147892036582644	0.7775039271978766	0.8405780126787988	36922	0.8164115991287679	0.9434670112250164	0.3521939953810623	0.4910444757496478	0.4101874422123224	4969	0.8099708822305143	0.3633830814748383	0.9827885516057934	0.5644768336467773	0.5059104784720267	0.4296661412341909	0.6284848142321545	0.7206820125688983	0.4391328788627305	0.1739435521596756	0.4626710908336789	0.252833182230281	4822	0.652165038190163	0.1771931952757093	0.9339484349400708	0.593268151069482	0.725610062471737	36513	0.7845006564275443	0.9272717499195232	0.2339398440401039	0.4617921935129191	0.3105551790005545	5457	0.7253803430889871	0.2129336913929591	original_context		
unseen_cell_line__context-pathways_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways_regulons	Pathways + regulons	pathways+regulons	45	5	0.5093494806806015	209523.0	45727.0	46792.0	109.0	23.0	23.0	8478627	8478627	1.0526719519876515	0.7442867452489776	0.5411162560362088	0.5093494806806015	0.7659457862721845	0.7426829630262329	0.4711222333933202	0.2416119620714806	0.3454118873826903	0.2843347639484979	3836	0.6486266906649261	0.1763520300025747	0.917105778206016	0.8249282270732896	0.8685782727104217	36922	0.8441617903709775	0.9540641576524568	0.320108077360637	0.4530086536526464	0.3751354053828847	4969	0.7352604080427952	0.2829505125249291	1.2306705278134749	0.6386134381945632	0.5371601294201725	0.4761476210596824	0.6795109094491167	0.7031624562226563	0.4608680092201749	0.2378678368611254	0.3822065532973869	0.2932378679395386	4822	0.6129573651144431	0.2085180181562569	0.8992111868053065	0.6868512584558925	0.7788146514913902	36513	0.7810515958681523	0.928663781216872	0.2653756499910346	0.5424225765072385	0.3563903437481187	5457	0.7154784076853735	0.2454222282873956	original_context		
unseen_cell_line__context-expression_pathways_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_cell_line	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	45	2	0.5025962379080868	209523.0	45727.0	46792.0	109.0	23.0	23.0	8752995	8752995	0.9692473270392192	0.7315152973079362	0.5411645186276376	0.5025962379080868	0.7581761111097026	0.7432508600007165	0.4768299930717954	0.2095383054287163	0.322992700729927	0.2541799158888091	3836	0.6415909713945788	0.1606841684264333	0.9209174198340968	0.8058339201560045	0.8595406615629062	36922	0.8405733670449923	0.9524752990897402	0.3274713562483347	0.4946669349969813	0.3940681362725451	4969	0.7475882415625783	0.3173305116992131	1.1191440699833808	0.5852068729697384	0.5451878113720753	0.4559034674353888	0.6437609218094011	0.7009500503940105	0.4454894736924106	0.2059287552935315	0.5143094151804231	0.2941002075303884	4822	0.6515077033060787	0.2025975915867274	0.9385890352741182	0.6048530660312765	0.7356394583881551	36513	0.7831601100900466	0.9293674790827569	0.2511810321775559	0.5164009529045263	0.3379707363876229	5457	0.668182337785906	0.2045033504077475	original_context		
unseen_cell_line__context-expression__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	expression	Expression only	expression	46	6	0.4811058441048533	209523.0	45727.0	46792.0	109.0	23.0	23.0	8498467	8498467	1.2119519986984737	0.7219367113521552	0.5064384047508824	0.4811058441048533	0.7416800812934653	0.7074779090010255	0.4609583535326239	0.2126801152737752	0.2885818561001043	0.2448844154407698	3836	0.6084841870389635	0.1544738151780372	0.8880147803802372	0.8071068739504902	0.8456299659477866	36922	0.7864339825186979	0.937871744321822	0.3022688110281447	0.4236264842020527	0.3528031509260035	4969	0.7275155574454153	0.2905295010980124	1.352387174579257	0.6237177295264148	0.5309864640290894	0.4665492831363336	0.6682101255086749	0.6909686480200216	0.4516553430806685	0.2234550226676211	0.3884280381584404	0.2837019085125719	4822	0.5922876589082661	0.203418461675112	0.8998745202243874	0.6677895544052803	0.766652517725479	36513	0.7751626892848937	0.9275417979288773	0.2588828000707088	0.5367417995235477	0.3492934231709498	5457	0.7054555958669049	0.2240057696380161	original_context		
unseen_cell_line__context-pathways__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	pathways	Pathways only	pathways	46	5	0.4926425379114479	209523.0	45727.0	46792.0	109.0	23.0	23.0	8248035	8248035	1.0815842304462904	0.7380103658669932	0.5168949371745354	0.4926425379114479	0.7558576520290745	0.71113286184061	0.4586181459853546	0.2079425264418279	0.2716371220020855	0.2355600768622131	3836	0.5741240101769653	0.1513254606511552	0.8989901972363292	0.8246303017171334	0.8602062438197485	36922	0.8148265919397095	0.9425455199715568	0.3297313084112149	0.4544173878043872	0.3821612930523821	4969	0.7444479834051547	0.2819834573333516	1.2354012063312254	0.6481236108736537	0.5126784203215095	0.4686174016172931	0.6843443201979521	0.6940154797098342	0.4486472039493452	0.2172861227182758	0.4097884695147242	0.2839896521989077	4822	0.6217111662682564	0.194664841988078	0.8828066851613776	0.7146495768630351	0.7898775559625252	36513	0.7716252621213313	0.9239006612300222	0.2772727272727273	0.4135972145867693	0.3319849966904464	5457	0.6887100107399151	0.2273761086299354	original_context		
unseen_cell_line__context-regulons__seed46__druggroup-scaffold__drugtest-any	unseen_cell_line	regulons	Regulons only	regulons	46	8	0.5025183511799224	209523.0	45727.0	46792.0	109.0	23.0	23.0	8454691	8454691	1.09842264700742	0.7314496905548145	0.5452700840499425	0.5025183511799224	0.7545114868317344	0.7341436170274241	0.4789690591352941	0.2398007590132827	0.263555787278415	0.2511177347242921	3836	0.5826804221213756	0.1704756137227028	0.9140907266158168	0.8017171334163913	0.8542240819565687	36922	0.8314482491306242	0.9515340663598376	0.3105828220858895	0.5705373314550212	0.4022132368589061	4969	0.7883021798302724	0.3148974973233418	1.2882790856125783	0.6103607454265686	0.522045636350803	0.4551624218568379	0.6543274089348216	0.6968144667742161	0.4541315661930265	0.2170668837335504	0.3318125259228536	0.2624456655458049	4822	0.6079995690271547	0.1794991918769871	0.8877356729512788	0.6512201133842741	0.7513033587159152	36513	0.7564504190612118	0.920041879675456	0.2518201962646407	0.5831042697452813	0.3517382413087934	5457	0.725993412234282	0.2628536270266363	original_context		
