run_name	holdout	context_config	context_label	modalities	seed	best_epoch	best_validation_macro_f1	n_train	n_validation	n_test	n_train_contexts	n_validation_contexts	n_test_contexts	total_parameters	trainable_parameters	validation_loss	validation_accuracy	validation_balanced_accuracy	validation_macro_f1	validation_weighted_f1	validation_macro_ovr_auroc	validation_macro_auprc	validation_antagonism_precision	validation_antagonism_recall	validation_antagonism_f1	validation_antagonism_support	validation_antagonism_auroc	validation_antagonism_auprc	validation_no_interaction_precision	validation_no_interaction_recall	validation_no_interaction_f1	validation_no_interaction_support	validation_no_interaction_auroc	validation_no_interaction_auprc	validation_synergy_precision	validation_synergy_recall	validation_synergy_f1	validation_synergy_support	validation_synergy_auroc	validation_synergy_auprc	test_loss	test_accuracy	test_balanced_accuracy	test_macro_f1	test_weighted_f1	test_macro_ovr_auroc	test_macro_auprc	test_antagonism_precision	test_antagonism_recall	test_antagonism_f1	test_antagonism_support	test_antagonism_auroc	test_antagonism_auprc	test_no_interaction_precision	test_no_interaction_recall	test_no_interaction_f1	test_no_interaction_support	test_no_interaction_auroc	test_no_interaction_auprc	test_synergy_precision	test_synergy_recall	test_synergy_f1	test_synergy_support	test_synergy_auroc	test_synergy_auprc	experiment_family	selected_k	nmf_relative_reconstruction_error
unseen_drug__context-pathways_regulons__seed43__druggroup-scaffold__drugtest-any	unseen_drug	pathways_regulons	Pathways + regulons	pathways+regulons	43	16	0.5332622622472595	190752.0	43957.0	61179.0	155.0	152.0	153.0	8478627	8478627	1.548262805872766	0.6505221011443001	0.5775764339145696	0.5332622622472595	0.6737557991387793	0.7397310795616105	0.5473293055403827	0.3227181878747501	0.4867363344051447	0.3881099270891755	4976	0.7106173020354298	0.3251342704550212	0.8547973516016687	0.6986455628890488	0.7688732830734276	31969	0.763114740534272	0.8892053791274837	0.3717911459846943	0.5473474044495151	0.4428035765791751	7012	0.7454611961151298	0.4276482670386433	1.2583464638401485	0.739371352915216	0.6175213439013848	0.5542020203435333	0.7629735153854937	0.7805361054206278	0.5688150538550453	0.2984783456886461	0.4721250771446204	0.3657370517928286	4861	0.7404686226527486	0.3342565294382934	0.9081469091922784	0.7838824166349181	0.8414516024882154	49871	0.7907748639881415	0.93359089976183	0.3682849755817294	0.596556537924616	0.4554174067495559	6447	0.8103648296209931	0.4385977323650128	original_context		
unseen_drug__context-expression_pathways_regulons__seed43__druggroup-scaffold__drugtest-any	unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	43	8	0.5409711350052648	190752.0	43957.0	61179.0	155.0	152.0	153.0	8752995	8752995	1.2692444302363877	0.6489751347908183	0.5989679530026315	0.5409711350052648	0.6768714624517985	0.7538998329239259	0.5509855373300925	0.3074091664687722	0.5202974276527331	0.3864755933721451	4976	0.7223685233204964	0.3022984470774488	0.8803965203317823	0.68062810848009	0.7677298708630301	31969	0.788673494205937	0.9042531360250394	0.3862292051756007	0.5959783228750714	0.4687079407806191	7012	0.7506574812453441	0.4464050288877892	1.0447597478487065	0.7338629268212948	0.6240597229153318	0.5515912176427163	0.7616270852977941	0.7847664732319887	0.5640778241048117	0.3158266271353946	0.4601933758485908	0.3745813797722706	4861	0.7300750778967341	0.3347675409594566	0.9225374027528426	0.7727737562912314	0.8410405255002946	49871	0.8155981191644234	0.944444280752758	0.334469604739875	0.6392120366061734	0.4391517476555839	6447	0.8086262226348084	0.4130216506022205	original_context		
unseen_drug__context-expression__seed44__druggroup-scaffold__drugtest-any	unseen_drug	expression	Expression only	expression	44	4	0.552683285012039	190752.0	43957.0	61179.0	155.0	152.0	153.0	8498467	8498467	1.0198540842305035	0.6557999863502969	0.6147689867995361	0.552683285012039	0.683324290519753	0.7793408555929121	0.5770128294835452	0.3453787352328005	0.4993971061093247	0.4083477117738887	4976	0.7591835103151499	0.3529369629927136	0.8942414860681115	0.6776251994119303	0.771007580880521	31969	0.7998898572214388	0.9094477973513176	0.3732152827630214	0.6672846548773531	0.4786945623817075	7012	0.7789491992421476	0.4686537281066041	0.8593244720585577	0.7225845469850766	0.6490763907107581	0.5615594387885167	0.7546214722489714	0.8183405618367559	0.5851762607062638	0.3864734299516908	0.4608105328121785	0.4203809702542929	4861	0.7904941324209158	0.3675373557080932	0.931639988978232	0.7457640713039643	0.8284034212401996	49871	0.8262953457061064	0.9484889900764824	0.308821627215108	0.7406545680161315	0.4358939248710575	6447	0.8382322073832451	0.4395024363342158	original_context		
unseen_drug__context-pathways__seed44__druggroup-scaffold__drugtest-any	unseen_drug	pathways	Pathways only	pathways	44	25	0.5142347140690803	190752.0	43957.0	61179.0	155.0	152.0	153.0	8248035	8248035	1.6917795141452106	0.6249516573014537	0.5630972799079476	0.5142347140690803	0.6512815719481582	0.7265347199547113	0.5367309071358964	0.3086338510134246	0.4712620578778135	0.3729918880229044	4976	0.7084904465577302	0.3193018365265248	0.8452693562504974	0.6645500328443179	0.7440940055688843	31969	0.7428098957184425	0.8774562823066663	0.3457461024498886	0.5534797490017114	0.4256182486154521	7012	0.728303817587961	0.4134346025744982	1.249713164033757	0.7098023831706958	0.6249839095236064	0.544280785436445	0.7411974087998521	0.781114524519729	0.5745436445188571	0.3462857142857143	0.4986628265788932	0.4087345080515976	4861	0.7651781257661086	0.3902115508972683	0.911489340678343	0.7398688616630907	0.8167611120949176	49871	0.7833727757976385	0.9318916740314436	0.2995327785078113	0.6364200403288351	0.4073467361628196	6447	0.7947926719954399	0.4015277086278597	original_context		
unseen_drug__context-regulons__seed44__druggroup-scaffold__drugtest-any	unseen_drug	regulons	Regulons only	regulons	44	5	0.524381016450695	190752.0	43957.0	61179.0	155.0	152.0	153.0	8454691	8454691	1.1163292084892922	0.6153513661077872	0.6017469432678981	0.524381016450695	0.6500667409844081	0.7601827103909894	0.5566615567895101	0.2799344957133224	0.5840032154340836	0.3784593345054373	4976	0.7507085574339086	0.3306351587628898	0.8901030284108649	0.6242610028465075	0.7338481338481339	31969	0.7839136213068774	0.8976088985285074	0.3752577319587629	0.5969766115231032	0.4608355809985138	7012	0.745925952432182	0.4417406130771332	0.8909336555880765	0.6840255643276287	0.6680084059354042	0.5426215162366923	0.725373557420675	0.8134387718805683	0.5960056039853665	0.3117832132345478	0.6319687307138449	0.4175615060486611	4861	0.812743584479234	0.4283075124143404	0.940542315374723	0.6892582863788574	0.7955287092966743	49871	0.8255548191234694	0.948564119474892	0.2978550646187157	0.6827982007135102	0.4147743333647413	6447	0.8020179120390014	0.411145180066867	original_context		
unseen_drug__context-expression_pathways__seed44__druggroup-scaffold__drugtest-any	unseen_drug	expression_pathways	Expression + pathways	expression+pathways	44	10	0.542506792955589	190752.0	43957.0	61179.0	155.0	152.0	153.0	8522403	8522403	1.302106443101966	0.6509088427326706	0.5951094190746599	0.542506792955589	0.6755781024650772	0.7611138184032721	0.5706752829038715	0.3320962375223957	0.5215032154340836	0.4057857701329163	4976	0.7399128912337621	0.3493770611726124	0.864238801274236	0.6873846538834496	0.765732803679699	31969	0.7777410088099088	0.8982559973636308	0.3771929824561403	0.5764403879064461	0.4560018050541516	7012	0.7656875551661453	0.4643927901753712	1.0738413381963128	0.7112734761928112	0.6296600072175947	0.5441712985791087	0.7430077344439441	0.7911590308359372	0.5700915057404009	0.3209612817089453	0.4945484468216416	0.3892802202250829	4861	0.7678327985703834	0.3462618392986749	0.9164534320423322	0.7397084477953119	0.8186498601926235	49871	0.7982422506451505	0.9395179248264888	0.3141559988091694	0.6547231270358306	0.4245838153196197	6447	0.8074020432922775	0.4244947530960391	original_context		
unseen_drug__context-expression_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_drug	expression_regulons	Expression + regulons	expression+regulons	44	4	0.5505136848531254	190752.0	43957.0	61179.0	155.0	152.0	153.0	8729059	8729059	1.0853703389608316	0.6502263575767228	0.6190702571657734	0.5505136848531254	0.6805524968035452	0.7765716107270751	0.5739923308030103	0.2976029884818927	0.5763665594855305	0.3925272018066105	4976	0.7551712059242975	0.339762455049501	0.895097302263426	0.6704620100722575	0.7666636859518913	31969	0.7997037253295921	0.9076852250315692	0.4125698862540968	0.6103822019395322	0.4923501668008743	7012	0.7748399009273356	0.4745293123279605	0.8763874378081822	0.7329639255300021	0.6585385824190527	0.5672512336515357	0.7633717292655792	0.8152361085458809	0.5835129398579683	0.3279022403258655	0.5299321127340053	0.405126995360541	4861	0.78760197761413	0.3708382175572108	0.9349163598626176	0.7586974393936355	0.8376391932877288	49871	0.8295590144681521	0.9501378384139786	0.3446156240273887	0.6869861951295176	0.4589875123063371	6447	0.8285473335553608	0.4295627636027153	original_context		
unseen_drug__context-pathways_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_drug	pathways_regulons	Pathways + regulons	pathways+regulons	44	10	0.5432053378597194	190752.0	43957.0	61179.0	155.0	152.0	153.0	8478627	8478627	1.2855171008043549	0.648087904088086	0.6025988073338414	0.5432053378597194	0.675500998885076	0.7619549690984172	0.5675211916896332	0.3359528487229862	0.4811093247588424	0.3956370847793753	4976	0.7145801295643166	0.328228165101572	0.8842706791646111	0.6728080327817574	0.764180271081662	31969	0.7936581049127578	0.9087854299735694	0.3665947069641001	0.6538790644609241	0.4697986577181208	7012	0.7776266728181769	0.4655499799937582	0.9884722461264592	0.7235162392324164	0.647074726747851	0.5609822031165159	0.7535581565811841	0.8052387763229318	0.5977965066374832	0.3585663295657347	0.4959884797366797	0.4162278808804489	4861	0.7692300315035191	0.3845932052509923	0.9227767762329292	0.7492530729281547	0.8270107564959497	49871	0.8147300482716224	0.9445977596431798	0.3213722962326314	0.6959826275787188	0.4397079719731491	6447	0.8317562491936541	0.4641985550182772	original_context		
unseen_drug__context-expression_pathways_regulons__seed44__druggroup-scaffold__drugtest-any	unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	44	13	0.5562597699764501	190752.0	43957.0	61179.0	155.0	152.0	153.0	8752995	8752995	1.359075687093622	0.6691766954068749	0.604596247168454	0.5562597699764501	0.6913628398705528	0.7698967294856233	0.5793544927075022	0.341765265877873	0.505024115755627	0.4076567442614973	4976	0.7477180505161597	0.3531961264577968	0.8701567470202737	0.7102192749225813	0.7820950018945265	31969	0.7917590789826392	0.9079375701767396	0.3992959756445628	0.5985453508271534	0.4790275637733265	7012	0.7702130589580709	0.4769297814879701	1.1281787171419402	0.7355628565357394	0.6397373879938463	0.5630686135567823	0.7617004198393352	0.8032632301853075	0.5806396173928875	0.3223641760227126	0.5138860316807241	0.396193497224425	4861	0.7894402545529746	0.3644932284633019	0.9161339566835226	0.7701469792063524	0.8368211776240536	49871	0.8062219965076222	0.9405413055519408	0.3559012689031809	0.6351791530944625	0.4561911658218682	6447	0.8141274394953262	0.4368843181634199	original_context		
unseen_drug__context-expression__seed45__druggroup-scaffold__drugtest-any	unseen_drug	expression	Expression only	expression	45	6	0.5463149117580116	190752.0	43957.0	61179.0	155.0	152.0	153.0	8498467	8498467	1.0833169981523023	0.6449939713811225	0.6146364536840015	0.5463149117580116	0.6745773772274106	0.7712122668045852	0.5679938721590392	0.304066852367688	0.5484324758842444	0.3912264353809763	4976	0.742674689462448	0.3320512882256305	0.889607390300231	0.6627044949795114	0.7595726373153593	31969	0.7946514293496265	0.9087427513367844	0.3973314229425987	0.6327723901882487	0.4881456625776995	7012	0.7763106816016809	0.4631875769147026	0.9439958218771856	0.7034113012635055	0.6413681979357592	0.5411997571516594	0.7395257381844794	0.7961418481472621	0.5602700401746715	0.2947067238912732	0.5085373379962971	0.3731602385085666	4861	0.7551231052332583	0.3005409114764205	0.9309215615491724	0.7239277335525656	0.8144789234430871	49871	0.816594553601635	0.9466523210271326	0.3182953815404383	0.6916395222584147	0.4359601095033242	6447	0.8167078856068928	0.4336168880204614	original_context		
unseen_drug__context-pathways__seed45__druggroup-scaffold__drugtest-any	unseen_drug	pathways	Pathways only	pathways	45	11	0.5292523891671471	190752.0	43957.0	61179.0	155.0	152.0	153.0	8248035	8248035	1.257087918235517	0.6261346315717633	0.5955889389771168	0.5292523891671471	0.6561447287689058	0.7574902061095995	0.5620359947620033	0.3160570365778053	0.5122588424437299	0.3909209416455793	4976	0.7297047634138851	0.3335055854710916	0.876295695943352	0.6425912602833995	0.7414639428282682	31969	0.7785720347120976	0.900853551982492	0.3559322033898305	0.6319167142042214	0.4553722830275936	7012	0.7641938202028161	0.4517488468324263	1.0484731415787707	0.6935386325373085	0.6349494072296094	0.5368053942737364	0.7305148870452046	0.7885735405764661	0.5803218994192475	0.3217772215269086	0.5289035177946925	0.4001245039296552	4861	0.7625430064570221	0.3850277458777916	0.9224966950931854	0.7136211425477732	0.8047258338044093	49871	0.8050246448713521	0.9411436466421924	0.2922655715263518	0.6623235613463626	0.4055658450871444	6447	0.7981529704010237	0.4147943057377584	original_context		
unseen_drug__context-regulons__seed45__druggroup-scaffold__drugtest-any	unseen_drug	regulons	Regulons only	regulons	45	10	0.5618216085183828	190752.0	43957.0	61179.0	155.0	152.0	153.0	8454691	8454691	1.1920060502399936	0.6645585458516278	0.6232635401683284	0.5618216085183828	0.6901411863446314	0.7790739620869939	0.5865317934747711	0.3374328358208955	0.5679260450160771	0.4233390757246648	4976	0.7554859487774198	0.3573905961133113	0.8854442041175999	0.6914823735493759	0.7765346447703522	31969	0.8050164387019361	0.9120973601181732	0.4031650339110776	0.6103822019395322	0.4855911050601316	7012	0.7767194987816259	0.490107424192829	1.1034572497108877	0.7159809738635806	0.6179752761795608	0.538247388955988	0.7477347000375917	0.7774426107892717	0.5487055375881768	0.3070698466780238	0.4449701707467599	0.3633767324653507	4861	0.7193365087410772	0.2936409486240143	0.9220260406391794	0.7497343145314912	0.8270019795848401	49871	0.8082904565870501	0.9418446160482756	0.3128911138923654	0.6592213432604312	0.4243634548177733	6447	0.8047008670396878	0.4106310480922401	original_context		
unseen_drug__context-expression_pathways__seed45__druggroup-scaffold__drugtest-any	unseen_drug	expression_pathways	Expression + pathways	expression+pathways	45	7	0.5365384538436623	190752.0	43957.0	61179.0	155.0	152.0	153.0	8522403	8522403	1.1641116256961417	0.637486634665696	0.602735490914477	0.5365384538436623	0.6676250247887462	0.7618557397615827	0.5622184344818203	0.302844796543032	0.5070337620578779	0.379198917862779	4976	0.7177900266936873	0.32538224696239	0.8877978583823591	0.6561356313929119	0.7545866609108569	31969	0.790535871196042	0.90349502257519	0.3769480790065839	0.6450370792926412	0.475829782757351	7012	0.7772413213950186	0.4577780339078809	0.965077683732685	0.7226008924631001	0.6394187220623867	0.5522601886004632	0.7543487945545136	0.7905431996771002	0.5718431750757528	0.3177110993096123	0.4922855379551533	0.3861857500201727	4861	0.7423391100755409	0.3326550271556692	0.9294911553824398	0.7512381945419182	0.830912195879261	49871	0.8198956154419967	0.9454433429464056	0.3260869565217391	0.6747324336900884	0.4396826199019558	6447	0.8093948735137628	0.4374311551251835	original_context		
unseen_drug__context-expression_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_drug	expression_regulons	Expression + regulons	expression+regulons	45	9	0.5479190488598921	190752.0	43957.0	61179.0	155.0	152.0	153.0	8729059	8729059	1.2261895182720834	0.6597811497599927	0.5988372998835961	0.5479190488598921	0.6837229639238965	0.7608935294446826	0.5658944137688222	0.317703713090863	0.5038183279742765	0.3896790238594855	4976	0.7225189232886233	0.3250429825834589	0.8684220761541752	0.6984266007694955	0.7742024965325937	31969	0.7826150321132439	0.8968634351744522	0.4024142926122646	0.5942669709070165	0.4798756261875971	7012	0.7775466329321804	0.4757768235485555	0.9668609257845616	0.7251998234688374	0.652227231982904	0.5632445355847844	0.7542836135153167	0.8091785326492612	0.5801444571403632	0.3306676360111474	0.56140711787698	0.4161964312947994	4861	0.8018999623168752	0.3657107674483576	0.9190958346613056	0.7517194361452547	0.8270240458857269	49871	0.81179747604497	0.944430446150843	0.3418472439647359	0.6435551419264774	0.4465131295738269	6447	0.8138381595859383	0.4302921578218889	original_context		
unseen_drug__context-pathways_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_drug	pathways_regulons	Pathways + regulons	pathways+regulons	45	5	0.5438115885582944	190752.0	43957.0	61179.0	155.0	152.0	153.0	8478627	8478627	1.0947515063570366	0.6450167208863207	0.6105645235514445	0.5438115885582944	0.6747687471094512	0.7645365344187359	0.5619237772133038	0.3105913717886573	0.515072347266881	0.3875113395827033	4976	0.7216753858401295	0.3302052681193344	0.8941444289869735	0.6634552222465514	0.761716645717364	31969	0.7951430282190811	0.9059433361078952	0.3821762349799733	0.6531660011409013	0.4822067803748157	7012	0.7767911891969971	0.4496227274126817	0.8895363676084058	0.7169126661109204	0.6398338571663017	0.550994927950249	0.7489870783602579	0.8032911553750762	0.5611770269241282	0.3311724915445321	0.4834396214770623	0.3930751860834657	4861	0.7751762756905914	0.3163789375575452	0.9256991477769724	0.7427162078161657	0.8241733790218504	49871	0.816006427640972	0.9463032507378152	0.3176972281449893	0.693345742205677	0.4357362187454306	6447	0.8186907627936653	0.4208488924770243	original_context		
unseen_drug__context-expression_pathways_regulons__seed45__druggroup-scaffold__drugtest-any	unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	45	21	0.5340680976244033	190752.0	43957.0	61179.0	155.0	152.0	153.0	8752995	8752995	1.5346833082901556	0.6385103623996178	0.5912895321823649	0.5340680976244033	0.6652875452647078	0.7508148553623194	0.564297085218027	0.3180207697006719	0.5231109324758842	0.3955626472152572	4976	0.7329541177864622	0.3595086483985809	0.8636161705908485	0.668897994932591	0.7538868323638287	31969	0.7718787674721548	0.8939294491656536	0.3705385523567341	0.5818596691386195	0.4527548132941241	7012	0.7476116808283415	0.4394531580898463	1.2510448896779114	0.7006325699995096	0.6157872659329581	0.5303060513223185	0.7334988549044292	0.7749558645455717	0.5625376416337909	0.2772047745972882	0.4920798189672907	0.3546330615270571	4861	0.7527040186227884	0.3344474209767683	0.9088551407695568	0.7308054781335847	0.8101631618725825	49871	0.7781714549040593	0.931481714888322	0.3233994698369347	0.6244765006979991	0.4261219305673158	6447	0.7939921201098675	0.4216837890362823	original_context		
unseen_drug__context-expression__seed46__druggroup-scaffold__drugtest-any	unseen_drug	expression	Expression only	expression	46	5	0.538941208858114	190752.0	43957.0	61179.0	155.0	152.0	153.0	8498467	8498467	1.0543869627881566	0.6273858543576677	0.6183526469892783	0.538941208858114	0.6598491100888867	0.7733199802634406	0.568971184272065	0.3207141320714132	0.5992765273311897	0.417822614543926	4976	0.7747911738227486	0.3531727281503108	0.8969844789356984	0.6327066846007069	0.7420165446908418	31969	0.7916617885780721	0.9067992684761444	0.3608060120571476	0.6230747290359384	0.4569844673395742	7012	0.753506978389501	0.4469415561897396	0.8801700920633797	0.695009725559424	0.66428138261357	0.5489123416572413	0.7330183824570491	0.8145192722187051	0.5856152249833914	0.3217124687712923	0.5828018926146883	0.4145752542620912	4861	0.8028751896931945	0.3859209226768388	0.934398766154337	0.7045978624852118	0.8033883192153366	49871	0.8169640300202325	0.9462973411915352	0.3079840184194488	0.7054443927408097	0.4287734514942962	6447	0.8237185969426885	0.4246274110817999	original_context		
unseen_drug__context-pathways__seed46__druggroup-scaffold__drugtest-any	unseen_drug	pathways	Pathways only	pathways	46	10	0.5225337345513051	190752.0	43957.0	61179.0	155.0	152.0	153.0	8248035	8248035	1.2667112316401743	0.6194462770434743	0.5874718407912317	0.5225337345513051	0.6490894206559925	0.7506617515025366	0.5616522419858906	0.3100277147896195	0.4945739549839228	0.3811367508130711	4976	0.7313830766221255	0.3290078401500332	0.8670389632534743	0.63621007851356	0.7339022498060512	31969	0.7614202094531997	0.8875923662577991	0.3525993153411352	0.6316314888762122	0.4525622030347928	7012	0.7591819684322845	0.4683565195498397	0.989082703862564	0.7061246506154073	0.647935351932555	0.5532969091064839	0.7400342710315193	0.8074868979441874	0.5901453801966788	0.3627827571489543	0.5245834190495783	0.4289318755256518	4861	0.8021662704743049	0.3841408429043941	0.9216600428003668	0.7254115618295202	0.8118443050615441	49871	0.8055174080645576	0.94277365384348	0.3002416431735803	0.6938110749185668	0.4191145467322558	6447	0.8147770152936994	0.4435216438421621	original_context		
unseen_drug__context-regulons__seed46__druggroup-scaffold__drugtest-any	unseen_drug	regulons	Regulons only	regulons	46	15	0.5536957539478671	190752.0	43957.0	61179.0	155.0	152.0	153.0	8454691	8454691	1.4368313449332242	0.6603498873899493	0.6088624224378524	0.5536957539478671	0.6845719383277942	0.767810148273921	0.582318309049014	0.3356369800495501	0.5172829581993569	0.4071174377224199	4976	0.7366554479587756	0.3719492293629071	0.8734357111839248	0.6920766993024492	0.7722513089005235	31969	0.7901992726458094	0.9049515436515478	0.3949986310121383	0.6172276098117513	0.4817185152206578	7012	0.7765757242171782	0.4700541541325871	1.2346866184471963	0.6905310645809837	0.6240697287391006	0.5281621413838583	0.7273508483762883	0.7777687105226345	0.5583245140088858	0.290716803760282	0.5089487759720223	0.3700545957669583	4861	0.7505569531655398	0.335001320526916	0.9182235755573904	0.7135008321469392	0.8030195321756203	49871	0.789523406540271	0.9350694644181988	0.3009987784723719	0.6497595780983403	0.4114122962089963	6447	0.793225771862093	0.4049027570815424	original_context		
unseen_drug__context-expression_pathways__seed46__druggroup-scaffold__drugtest-any	unseen_drug	expression_pathways	Expression + pathways	expression+pathways	46	11	0.5479489448280206	190752.0	43957.0	61179.0	155.0	152.0	153.0	8522403	8522403	1.2493512950581502	0.6438109971108128	0.6138198421803495	0.5479489448280206	0.6708842532282154	0.7678766812225329	0.5829811829291371	0.3389486260454002	0.570136655948553	0.4251461111943653	4976	0.7506838679797091	0.379638633134809	0.8750464396284829	0.6630798586130314	0.7544577712923087	31969	0.7846169375711014	0.9008921434946452	0.3753740538637564	0.6082430119794637	0.4642429519973876	7012	0.7683292381167887	0.4684127721579574	1.0572811074523378	0.7037709017800226	0.6368168447713694	0.542464884290223	0.7375032606289784	0.7908748916087593	0.5809736346380241	0.3133539572054653	0.5001028594939313	0.3852920199698866	4861	0.7518684802033628	0.3697666949576274	0.9196038598273236	0.7261534759679974	0.8115091147438124	49871	0.8001061477557978	0.939165769974454	0.3141514137169717	0.6841941988521794	0.4305935181569699	6447	0.8206500468671174	0.4339884389819911	original_context		
unseen_drug__context-expression_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_drug	expression_regulons	Expression + regulons	expression+regulons	46	5	0.5404693710404849	190752.0	43957.0	61179.0	155.0	152.0	153.0	8729059	8729059	1.097277823306357	0.6400573287530996	0.6053504635287217	0.5404693710404849	0.6685579477982273	0.7683978203612428	0.5648788143626307	0.3096229470275272	0.5379823151125402	0.3930406695052121	4976	0.7516111402611759	0.3418466012801295	0.8776061134645735	0.6609840783258782	0.7540457116348779	31969	0.7801705904764076	0.8983022173511874	0.3852043087331968	0.6170849971477467	0.4743217319813647	7012	0.7734117303461452	0.454487624456575	0.8800953864110128	0.7196423609408457	0.6687150817129822	0.5660975555743735	0.7523475414294837	0.8198718777206055	0.5854242660636202	0.3397283126787416	0.5865048343962148	0.4302422093110993	4861	0.8154002827669914	0.3884829394570243	0.9323632307458296	0.7374626536464077	0.823538632063325	49871	0.822013800557685	0.9474012240101268	0.3296604452439847	0.6821777570963239	0.4445118253486961	6447	0.8222015498371403	0.4203886347237096	original_context		
unseen_drug__context-pathways_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_drug	pathways_regulons	Pathways + regulons	pathways+regulons	46	8	0.5404195751045794	190752.0	43957.0	61179.0	155.0	152.0	153.0	8478627	8478627	1.1544807379034825	0.6390336010191778	0.6096828747088509	0.5404195751045794	0.6699679381863372	0.7655990100495136	0.5659888282211823	0.3057100692473606	0.5411977491961415	0.3907145447950671	4976	0.7327629304688054	0.3124103370731648	0.8934202676212393	0.6557915480621852	0.7563813475241273	31969	0.799604857602449	0.9094126238802552	0.379387091251498	0.6320593268682259	0.4741628329945437	7012	0.7644292420772866	0.4761435237101269	0.9214653322911376	0.7222903283806535	0.6548366476290332	0.560515204769652	0.7536743961892034	0.8105449704852633	0.5842056721915784	0.3206983140021523	0.5517383254474388	0.4056261343012704	4861	0.7870993563535845	0.3562617797663701	0.9275582699738252	0.7461049507729943	0.8269953103816149	49871	0.8211428251070996	0.9477863551040132	0.3383985512951736	0.6666666666666666	0.4489241696260706	6447	0.8233927299951059	0.4485688817043521	original_context		
unseen_drug__context-expression_pathways_regulons__seed46__druggroup-scaffold__drugtest-any	unseen_drug	expression_pathways_regulons	Expression + pathways + regulons	expression+pathways+regulons	46	7	0.5584364448617313	190752.0	43957.0	61179.0	155.0	152.0	153.0	8752995	8752995	1.0868840201888128	0.6531382942421002	0.6251342176566396	0.5584364448617313	0.6791551990145857	0.7874065098066038	0.5920152907238517	0.3589601769911504	0.5217041800643086	0.4252948885976409	4976	0.7641421801997526	0.3629676479481194	0.885395874916833	0.6660202070756045	0.7601977970973097	31969	0.7974059290295331	0.9102497081635768	0.3803739054981462	0.6876782658300057	0.4898166488902433	7012	0.8006714201905254	0.5028285160598588	0.9304793757715336	0.7029863188348944	0.6515822742726397	0.5513219202283917	0.738576341482509	0.8105164493875475	0.5921613350224827	0.3544053174939895	0.5155317835836247	0.4200469326181696	4861	0.7884750030024278	0.3867312007923026	0.9282201283909712	0.7190351105853101	0.8103454120199315	49871	0.815864470482412	0.946035508564238	0.3000129232359783	0.7201799286489841	0.4235734160470738	6447	0.827209874677803	0.4437172957109073	original_context		
unseen_both__context-expression_programs__K5__seed42__druggroup-scaffold__drugtest-any	unseen_both	expression_programs	Expression + programs		42	5								8519523	8519523	1.3236187889686637	0.6278532957168504	0.49561811785130083	0.4668253609251322	0.6555047329701253	0.6708365818439876	0.44867978231809896	0.30115830115830117	0.44656488549618323	0.35972328977709456	524	0.6542798982188296	0.25358121174299547	0.8475484136794397	0.709065839365736	0.7721471471471472	2901	0.7248053501004076	0.8760293803244998	0.22589928057553957	0.33122362869198313	0.2686056458511548	474	0.633424497212726	0.21642875488680158	1.5967843441542562	0.6305905609093155	0.400845238974695	0.3910209251706817	0.6459681078438274	0.5961735139666968	0.39009836861250774	0.15085423482370047	0.26133501259445846	0.19128831528001844	1588	0.5103230564852834	0.13027347305808318	0.8177618964615653	0.7624735901186414	0.7891505466778805	12306	0.6424908291260476	0.8339247746538113	0.2088639836984208	0.17872711421098517	0.19262391355414613	2294	0.6357066562887594	0.2060968581256289	program_abstraction	5.0	0.2322529085755714
unseen_both__context-expression_programs__K5__seed43__druggroup-scaffold__drugtest-any	unseen_both	expression_programs	Expression + programs		43	3								8519523	8519523	1.3769205914120943	0.5824570402667351	0.48092639500084305	0.44146545954882654	0.6257027718647307	0.6381479248293703	0.4241575490018829	0.2696078431372549	0.4198473282442748	0.3283582089552239	524	0.5721894260672886	0.21699180423176043	0.8666666666666667	0.6452947259565667	0.7397747480735033	2901	0.7223633754927987	0.877421175632227	0.19393282773564463	0.37763713080168776	0.25626342161775234	474	0.6198909729280236	0.17805966714166133	1.4608576622367464	0.5866691376328145	0.4210548788290555	0.3989134243218296	0.6260681768701619	0.5993090603626955	0.3867378172256662	0.14375987361769352	0.2865239294710327	0.19145802650957292	1588	0.510659311272903	0.119389308799188	0.8409616738758676	0.6793434097188363	0.7515620083606779	12306	0.6485614804621931	0.82979987393516	0.22128487994808566	0.2972972972972973	0.2537202380952381	2294	0.6387063893529902	0.21102426894265064	program_abstraction	5.0	0.2322529086430194
