holdout	metric	context_a	context_b	seed	a	b	delta_b_minus_a
unseen_drug	test_macro_auprc	programs	regulons_programs	45	0.568313131456286	0.5800320882109088	0.011718956754622756
unseen_drug	test_macro_auprc	programs	regulons_programs	46	0.5767676604167131	0.5620612553084369	-0.014706405108276255
unseen_drug	test_antagonism_auprc	programs	regulons_programs	42	0.28329845037915974	0.3826338796915919	0.09933542931243217
unseen_drug	test_antagonism_auprc	programs	regulons_programs	43	0.3498711962133173	0.37652765676327304	0.02665646054995574
unseen_drug	test_antagonism_auprc	programs	regulons_programs	44	0.32337460413113417	0.3437773588977459	0.02040275476661174
unseen_drug	test_antagonism_auprc	programs	regulons_programs	45	0.3374993333280371	0.3623675964985539	0.02486826317051677
unseen_drug	test_antagonism_auprc	programs	regulons_programs	46	0.37353130990240807	0.33158540865166564	-0.041945901250742434
unseen_drug	test_synergy_auprc	programs	regulons_programs	42	0.41557671830120574	0.43627368649723847	0.020696968196032728
unseen_drug	test_synergy_auprc	programs	regulons_programs	43	0.42088718780135104	0.40932456749142754	-0.0115626203099235
unseen_drug	test_synergy_auprc	programs	regulons_programs	44	0.4201383509253188	0.45016729598884175	0.030028945063522938
unseen_drug	test_synergy_auprc	programs	regulons_programs	45	0.43666402306563223	0.4333851865990946	-0.003278836466537649
unseen_drug	test_synergy_auprc	programs	regulons_programs	46	0.4197285222597688	0.41323693102469294	-0.0064915912350758664
unseen_drug	test_macro_f1	programs	expression_regulons_programs	42	0.5274158614690485	0.5569568470110743	0.029540985542025777
unseen_drug	test_macro_f1	programs	expression_regulons_programs	43	0.528382203701922	0.5537152998738153	0.025333096171893277
unseen_drug	test_macro_f1	programs	expression_regulons_programs	44	0.5389480739036769	0.5623546581543967	0.02340658425071973
unseen_drug	test_macro_f1	programs	expression_regulons_programs	45	0.5406802871392786	0.5738708472752213	0.03319056013594268
unseen_drug	test_macro_f1	programs	expression_regulons_programs	46	0.5226853767320305	0.5320854345152178	0.00940005778318731
unseen_drug	test_balanced_accuracy	programs	expression_regulons_programs	42	0.589401040668033	0.6446517121103722	0.055250671442339194
unseen_drug	test_balanced_accuracy	programs	expression_regulons_programs	43	0.6241842782497081	0.648289621871533	0.024105343621824926
unseen_drug	test_balanced_accuracy	programs	expression_regulons_programs	44	0.6243100817594032	0.6211861283426724	-0.0031239534167307736
unseen_drug	test_balanced_accuracy	programs	expression_regulons_programs	45	0.6090268713617587	0.6539838301682398	0.044956958806481095
unseen_drug	test_balanced_accuracy	programs	expression_regulons_programs	46	0.6308254359796851	0.5854109222977012	-0.045414513681983903
unseen_drug	test_macro_ovr_auroc	programs	expression_regulons_programs	42	0.7599003610884432	0.804396825004375	0.04449646391593187
unseen_drug	test_macro_ovr_auroc	programs	expression_regulons_programs	43	0.7820682787785858	0.806368596220136	0.024300317441550257
unseen_drug	test_macro_ovr_auroc	programs	expression_regulons_programs	44	0.7830922555122083	0.7849354728456296	0.0018432173334212987
unseen_drug	test_macro_ovr_auroc	programs	expression_regulons_programs	45	0.7802715735324623	0.8122393597537491	0.03196778622128671
unseen_drug	test_macro_ovr_auroc	programs	expression_regulons_programs	46	0.792497427469519	0.7590136275116723	-0.03348379995784667
unseen_drug	test_macro_auprc	programs	expression_regulons_programs	42	0.541730678392671	0.579558379438556	0.037827701045885065
unseen_drug	test_macro_auprc	programs	expression_regulons_programs	43	0.5681410163988723	0.5790896362923225	0.010948619893450195
unseen_drug	test_macro_auprc	programs	expression_regulons_programs	44	0.5607165156398214	0.5739965479878115	0.013280032347990134
unseen_drug	test_macro_auprc	programs	expression_regulons_programs	45	0.568313131456286	0.5943295245335676	0.02601639307728154
unseen_drug	test_macro_auprc	programs	expression_regulons_programs	46	0.5767676604167131	0.5390366599285636	-0.03773100048814948
unseen_drug	test_antagonism_auprc	programs	expression_regulons_programs	42	0.28329845037915974	0.3613992738400053	0.07810082346084557
unseen_drug	test_antagonism_auprc	programs	expression_regulons_programs	43	0.3498711962133173	0.3736561848187474	0.023784988605430102
unseen_drug	test_antagonism_auprc	programs	expression_regulons_programs	44	0.32337460413113417	0.3622945232763143	0.038919919145180115
unseen_drug	test_antagonism_auprc	programs	expression_regulons_programs	45	0.3374993333280371	0.4004560229082142	0.06295668958017708
unseen_drug	test_antagonism_auprc	programs	expression_regulons_programs	46	0.37353130990240807	0.31517657203845906	-0.05835473786394901
unseen_drug	test_synergy_auprc	programs	expression_regulons_programs	42	0.41557671830120574	0.432134443393107	0.016557725091901287
unseen_drug	test_synergy_auprc	programs	expression_regulons_programs	43	0.42088718780135104	0.41949612688657956	-0.0013910609147714803
unseen_drug	test_synergy_auprc	programs	expression_regulons_programs	44	0.4201383509253188	0.42555972734758085	0.005421376422262036
unseen_drug	test_synergy_auprc	programs	expression_regulons_programs	45	0.43666402306563223	0.44070051091661894	0.004036487850986703
unseen_drug	test_synergy_auprc	programs	expression_regulons_programs	46	0.4197285222597688	0.38154994299852707	-0.03817857926124174
unseen_drug	test_macro_f1	expression_programs	regulons_programs	42	0.5393484434826759	0.5442314719942668	0.004883028511590948
unseen_drug	test_macro_f1	expression_programs	regulons_programs	43	0.5729545054408296	0.5370739532923844	-0.03588055214844521
unseen_drug	test_macro_f1	expression_programs	regulons_programs	44	0.5412972911503547	0.5656913383235861	0.024394047173231348
unseen_drug	test_macro_f1	expression_programs	regulons_programs	45	0.5800648142337982	0.5504675667129999	-0.029597247520798287
unseen_drug	test_macro_f1	expression_programs	regulons_programs	46	0.5326722874819277	0.5426346002330341	0.009962312751106372
unseen_drug	test_balanced_accuracy	expression_programs	regulons_programs	42	0.6497466381341062	0.6445528156861483	-0.005193822447957852
unseen_drug	test_balanced_accuracy	expression_programs	regulons_programs	43	0.6618339262789569	0.6560059059568223	-0.005828020322134586
unseen_drug	test_balanced_accuracy	expression_programs	regulons_programs	44	0.6172160703740971	0.6681103054149032	0.050894235040806146
unseen_drug	test_balanced_accuracy	expression_programs	regulons_programs	45	0.6592466196783638	0.6427830768929849	-0.016463542785378982
unseen_drug	test_balanced_accuracy	expression_programs	regulons_programs	46	0.6177347761949141	0.6288931576643092	0.011158381469395073
unseen_drug	test_macro_ovr_auroc	expression_programs	regulons_programs	42	0.8073137509958254	0.8021154410951254	-0.005198309900699916
unseen_drug	test_macro_ovr_auroc	expression_programs	regulons_programs	43	0.8134630768887104	0.8071015215035894	-0.006361555385121065
unseen_drug	test_macro_ovr_auroc	expression_programs	regulons_programs	44	0.7819184166376214	0.8122211247120633	0.03030270807444191
unseen_drug	test_macro_ovr_auroc	expression_programs	regulons_programs	45	0.8216390867101105	0.7951938624710316	-0.026445224239078913
unseen_drug	test_macro_ovr_auroc	expression_programs	regulons_programs	46	0.7822267826552437	0.7898550449748836	0.007628262319639867
unseen_drug	test_macro_auprc	expression_programs	regulons_programs	42	0.5670081221943354	0.5859388770551726	0.018930754860837173
unseen_drug	test_macro_auprc	expression_programs	regulons_programs	43	0.5995324252123893	0.5767663933622206	-0.022766031850168678
unseen_drug	test_macro_auprc	expression_programs	regulons_programs	44	0.5608781082046367	0.5799469814352011	0.019068873230564387
unseen_drug	test_macro_auprc	expression_programs	regulons_programs	45	0.6113990318831456	0.5800320882109088	-0.0313669436722368
unseen_drug	test_macro_auprc	expression_programs	regulons_programs	46	0.5645925319093302	0.5620612553084369	-0.002531276600893362
unseen_drug	test_antagonism_auprc	expression_programs	regulons_programs	42	0.3349712494465662	0.3826338796915919	0.047662630245025706
unseen_drug	test_antagonism_auprc	expression_programs	regulons_programs	43	0.4046173208137599	0.37652765676327304	-0.02808966405048685
unseen_drug	test_antagonism_auprc	expression_programs	regulons_programs	44	0.33387447839550694	0.3437773588977459	0.009902880502238975
unseen_drug	test_antagonism_auprc	expression_programs	regulons_programs	45	0.41338246032510984	0.3623675964985539	-0.051014863826555956
unseen_drug	test_antagonism_auprc	expression_programs	regulons_programs	46	0.33754248020115235	0.33158540865166564	-0.005957071549486714
unseen_drug	test_synergy_auprc	expression_programs	regulons_programs	42	0.4199973221270918	0.43627368649723847	0.01627636437014668
unseen_drug	test_synergy_auprc	expression_programs	regulons_programs	43	0.4506240087702206	0.40932456749142754	-0.041299441278793037
unseen_drug	test_synergy_auprc	expression_programs	regulons_programs	44	0.4123803537464551	0.45016729598884175	0.037786942242386656
unseen_drug	test_synergy_auprc	expression_programs	regulons_programs	45	0.4736044344473288	0.4333851865990946	-0.04021924784823422
unseen_drug	test_synergy_auprc	expression_programs	regulons_programs	46	0.4215522848276969	0.41323693102469294	-0.008315353803003966
unseen_drug	test_macro_f1	expression_programs	expression_regulons_programs	42	0.5393484434826759	0.5569568470110743	0.01760840352839843
unseen_drug	test_macro_f1	expression_programs	expression_regulons_programs	43	0.5729545054408296	0.5537152998738153	-0.019239205567014306
unseen_drug	test_macro_f1	expression_programs	expression_regulons_programs	44	0.5412972911503547	0.5623546581543967	0.021057367004041927
unseen_drug	test_macro_f1	expression_programs	expression_regulons_programs	45	0.5800648142337982	0.5738708472752213	-0.00619396695857688
unseen_drug	test_macro_f1	expression_programs	expression_regulons_programs	46	0.5326722874819277	0.5320854345152178	-0.0005868529667099054
unseen_drug	test_balanced_accuracy	expression_programs	expression_regulons_programs	42	0.6497466381341062	0.6446517121103722	-0.005094926023733959
unseen_drug	test_balanced_accuracy	expression_programs	expression_regulons_programs	43	0.6618339262789569	0.648289621871533	-0.013544304407423824
unseen_drug	test_balanced_accuracy	expression_programs	expression_regulons_programs	44	0.6172160703740971	0.6211861283426724	0.003970057968575302
unseen_drug	test_balanced_accuracy	expression_programs	expression_regulons_programs	45	0.6592466196783638	0.6539838301682398	-0.005262789510124044
unseen_drug	test_balanced_accuracy	expression_programs	expression_regulons_programs	46	0.6177347761949141	0.5854109222977012	-0.03232385389721293
unseen_drug	test_macro_ovr_auroc	expression_programs	expression_regulons_programs	42	0.8073137509958254	0.804396825004375	-0.0029169259914503254
unseen_drug	test_macro_ovr_auroc	expression_programs	expression_regulons_programs	43	0.8134630768887104	0.806368596220136	-0.007094480668574432
unseen_drug	test_macro_ovr_auroc	expression_programs	expression_regulons_programs	44	0.7819184166376214	0.7849354728456296	0.003017056208008184
unseen_drug	test_macro_ovr_auroc	expression_programs	expression_regulons_programs	45	0.8216390867101105	0.8122393597537491	-0.009399726956361487
unseen_drug	test_macro_ovr_auroc	expression_programs	expression_regulons_programs	46	0.7822267826552437	0.7590136275116723	-0.023213155143571362
unseen_drug	test_macro_auprc	expression_programs	expression_regulons_programs	42	0.5670081221943354	0.579558379438556	0.012550257244220653
unseen_drug	test_macro_auprc	expression_programs	expression_regulons_programs	43	0.5995324252123893	0.5790896362923225	-0.02044278892006679
unseen_drug	test_macro_auprc	expression_programs	expression_regulons_programs	44	0.5608781082046367	0.5739965479878115	0.01311843978317484
unseen_drug	test_macro_auprc	expression_programs	expression_regulons_programs	45	0.6113990318831456	0.5943295245335676	-0.017069507349578017
unseen_drug	test_macro_auprc	expression_programs	expression_regulons_programs	46	0.5645925319093302	0.5390366599285636	-0.025555871980766587
unseen_drug	test_antagonism_auprc	expression_programs	expression_regulons_programs	42	0.3349712494465662	0.3613992738400053	0.02642802439343911
unseen_drug	test_antagonism_auprc	expression_programs	expression_regulons_programs	43	0.4046173208137599	0.3736561848187474	-0.03096113599501249
unseen_drug	test_antagonism_auprc	expression_programs	expression_regulons_programs	44	0.33387447839550694	0.3622945232763143	0.02842004488080735
unseen_drug	test_antagonism_auprc	expression_programs	expression_regulons_programs	45	0.41338246032510984	0.4004560229082142	-0.012926437416895642
unseen_drug	test_antagonism_auprc	expression_programs	expression_regulons_programs	46	0.33754248020115235	0.31517657203845906	-0.022365908162693293
unseen_drug	test_synergy_auprc	expression_programs	expression_regulons_programs	42	0.4199973221270918	0.432134443393107	0.012137121266015238
unseen_drug	test_synergy_auprc	expression_programs	expression_regulons_programs	43	0.4506240087702206	0.41949612688657956	-0.031127881883641018
unseen_drug	test_synergy_auprc	expression_programs	expression_regulons_programs	44	0.4123803537464551	0.42555972734758085	0.013179373601125755
unseen_drug	test_synergy_auprc	expression_programs	expression_regulons_programs	45	0.4736044344473288	0.44070051091661894	-0.032903923530709867
unseen_drug	test_synergy_auprc	expression_programs	expression_regulons_programs	46	0.4215522848276969	0.38154994299852707	-0.04000234182916984
unseen_drug	test_macro_f1	regulons_programs	expression_regulons_programs	42	0.5442314719942668	0.5569568470110743	0.012725375016807483
unseen_drug	test_macro_f1	regulons_programs	expression_regulons_programs	43	0.5370739532923844	0.5537152998738153	0.016641346581430905
unseen_drug	test_macro_f1	regulons_programs	expression_regulons_programs	44	0.5656913383235861	0.5623546581543967	-0.003336680169189421
unseen_drug	test_macro_f1	regulons_programs	expression_regulons_programs	45	0.5504675667129999	0.5738708472752213	0.023403280562221407
unseen_drug	test_macro_f1	regulons_programs	expression_regulons_programs	46	0.5426346002330341	0.5320854345152178	-0.010549165717816278
unseen_drug	test_balanced_accuracy	regulons_programs	expression_regulons_programs	42	0.6445528156861483	0.6446517121103722	9.889642422389322e-05
unseen_drug	test_balanced_accuracy	regulons_programs	expression_regulons_programs	43	0.6560059059568223	0.648289621871533	-0.007716284085289238
unseen_drug	test_balanced_accuracy	regulons_programs	expression_regulons_programs	44	0.6681103054149032	0.6211861283426724	-0.046924177072230844
unseen_drug	test_balanced_accuracy	regulons_programs	expression_regulons_programs	45	0.6427830768929849	0.6539838301682398	0.011200753275254938
unseen_drug	test_balanced_accuracy	regulons_programs	expression_regulons_programs	46	0.6288931576643092	0.5854109222977012	-0.043482235366608
unseen_drug	test_macro_ovr_auroc	regulons_programs	expression_regulons_programs	42	0.8021154410951254	0.804396825004375	0.0022813839092495902
unseen_drug	test_macro_ovr_auroc	regulons_programs	expression_regulons_programs	43	0.8071015215035894	0.806368596220136	-0.0007329252834533673
unseen_drug	test_macro_ovr_auroc	regulons_programs	expression_regulons_programs	44	0.8122211247120633	0.7849354728456296	-0.027285651866433724
unseen_drug	test_macro_ovr_auroc	regulons_programs	expression_regulons_programs	45	0.7951938624710316	0.8122393597537491	0.017045497282717426
unseen_drug	test_macro_ovr_auroc	regulons_programs	expression_regulons_programs	46	0.7898550449748836	0.7590136275116723	-0.03084141746321123
unseen_drug	test_macro_auprc	regulons_programs	expression_regulons_programs	42	0.5859388770551726	0.579558379438556	-0.006380497616616521
unseen_drug	test_macro_auprc	regulons_programs	expression_regulons_programs	43	0.5767663933622206	0.5790896362923225	0.0023232429301018875
unseen_drug	test_macro_auprc	regulons_programs	expression_regulons_programs	44	0.5799469814352011	0.5739965479878115	-0.005950433447389547
unseen_drug	test_macro_auprc	regulons_programs	expression_regulons_programs	45	0.5800320882109088	0.5943295245335676	0.014297436322658785
unseen_drug	test_macro_auprc	regulons_programs	expression_regulons_programs	46	0.5620612553084369	0.5390366599285636	-0.023024595379873225
unseen_drug	test_antagonism_auprc	regulons_programs	expression_regulons_programs	42	0.3826338796915919	0.3613992738400053	-0.021234605851586597
unseen_drug	test_antagonism_auprc	regulons_programs	expression_regulons_programs	43	0.37652765676327304	0.3736561848187474	-0.0028714719445256387
unseen_drug	test_antagonism_auprc	regulons_programs	expression_regulons_programs	44	0.3437773588977459	0.3622945232763143	0.018517164378568374
unseen_drug	test_antagonism_auprc	regulons_programs	expression_regulons_programs	45	0.3623675964985539	0.4004560229082142	0.038088426409660314
unseen_drug	test_antagonism_auprc	regulons_programs	expression_regulons_programs	46	0.33158540865166564	0.31517657203845906	-0.01640883661320658
unseen_drug	test_synergy_auprc	regulons_programs	expression_regulons_programs	42	0.43627368649723847	0.432134443393107	-0.00413924310413144
unseen_drug	test_synergy_auprc	regulons_programs	expression_regulons_programs	43	0.40932456749142754	0.41949612688657956	0.010171559395152019
unseen_drug	test_synergy_auprc	regulons_programs	expression_regulons_programs	44	0.45016729598884175	0.42555972734758085	-0.024607568641260902
unseen_drug	test_synergy_auprc	regulons_programs	expression_regulons_programs	45	0.4333851865990946	0.44070051091661894	0.007315324317524352
unseen_drug	test_synergy_auprc	regulons_programs	expression_regulons_programs	46	0.41323693102469294	0.38154994299852707	-0.031686988026165874
unseen_both	test_macro_f1	programs	expression_programs	42	0.4169825383611226	0.3910209251706817	-0.02596161319044088
unseen_both	test_macro_f1	programs	expression_programs	43	0.4368024115272558	0.3989134243218296	-0.03788898720542622
unseen_both	test_macro_f1	programs	expression_programs	44	0.4310007109442848	0.40931910574403596	-0.021681605200248866
unseen_both	test_macro_f1	programs	expression_programs	45	0.4077566672634551	0.37795726535378593	-0.029799401909669176
unseen_both	test_macro_f1	programs	expression_programs	46	0.3894776404608871	0.38789774651252834	-0.0015798939483587793
unseen_both	test_balanced_accuracy	programs	expression_programs	42	0.45608505782097986	0.400845238974695	-0.05523981884628487
unseen_both	test_balanced_accuracy	programs	expression_programs	43	0.44527996786097357	0.4210548788290555	-0.024225089031918057
unseen_both	test_balanced_accuracy	programs	expression_programs	44	0.45726861878093544	0.41512961656565933	-0.04213900221527611
unseen_both	test_balanced_accuracy	programs	expression_programs	45	0.404019102910602	0.3803243520162857	-0.023694750894316274
unseen_both	test_balanced_accuracy	programs	expression_programs	46	0.39006151432346353	0.3928046529123194	0.002743138588855887
unseen_both	test_macro_ovr_auroc	programs	expression_programs	42	0.6844998138344957	0.5961735139666968	-0.08832629986779883
unseen_both	test_macro_ovr_auroc	programs	expression_programs	43	0.6471420665472442	0.5993090603626955	-0.047833006184548665
unseen_both	test_macro_ovr_auroc	programs	expression_programs	44	0.6498046263672577	0.6149997494785957	-0.03480487688866196
unseen_both	test_macro_ovr_auroc	programs	expression_programs	45	0.6104838358647551	0.5688133865844102	-0.04167044928034491
unseen_both	test_macro_ovr_auroc	programs	expression_programs	46	0.5976843969317001	0.5744596037098583	-0.02322479322184179
unseen_both	test_macro_auprc	programs	expression_programs	42	0.4193418097069784	0.39009836861250774	-0.029243441094470635
unseen_both	test_macro_auprc	programs	expression_programs	43	0.4204392676151196	0.3867378172256662	-0.033701450389453436
unseen_both	test_macro_auprc	programs	expression_programs	44	0.4227728245043454	0.4017262166576576	-0.02104660784668777
unseen_both	test_macro_auprc	programs	expression_programs	45	0.3965292195053192	0.3773553079860788	-0.019173911519240416
unseen_both	test_macro_auprc	programs	expression_programs	46	0.393868314548977	0.3822567229251245	-0.011611591623852502
unseen_both	test_antagonism_auprc	programs	expression_programs	42	0.15530123630148787	0.13027347305808318	-0.025027763243404694
unseen_both	test_antagonism_auprc	programs	expression_programs	43	0.16532644380883765	0.119389308799188	-0.04593713500964966
unseen_both	test_antagonism_auprc	programs	expression_programs	44	0.14140825857500894	0.14715336836255344	0.0057451097875445
unseen_both	test_antagonism_auprc	programs	expression_programs	45	0.11595431687348198	0.11023672375037298	-0.005717593123109002
unseen_both	test_antagonism_auprc	programs	expression_programs	46	0.10017584929426784	0.11502325969416861	0.01484741039990077
unseen_both	test_synergy_auprc	programs	expression_programs	42	0.24265798327937632	0.2060968581256289	-0.03656112515374743
unseen_both	test_synergy_auprc	programs	expression_programs	43	0.2375193800552508	0.21102426894265064	-0.026495111112600167
unseen_both	test_synergy_auprc	programs	expression_programs	44	0.24896586411668525	0.2069741083700925	-0.04199175574659275
unseen_both	test_synergy_auprc	programs	expression_programs	45	0.247713379807472	0.18948384605033547	-0.05822953375713652
unseen_both	test_synergy_auprc	programs	expression_programs	46	0.23890923547008408	0.20458598308972864	-0.03432325238035544
unseen_both	test_macro_f1	programs	regulons_programs	42	0.4169825383611226	0.3828265410721059	-0.03415599728901669
unseen_both	test_macro_f1	programs	regulons_programs	43	0.4368024115272558	0.4572049149708219	0.02040250344356609
unseen_both	test_macro_f1	programs	regulons_programs	44	0.4310007109442848	0.38910028636137417	-0.041900424582910656
unseen_both	test_macro_f1	programs	regulons_programs	45	0.4077566672634551	0.4191048263618411	0.01134815909838599
unseen_both	test_macro_f1	programs	regulons_programs	46	0.3894776404608871	0.4005186921469008	0.011041051686013659
unseen_both	test_balanced_accuracy	programs	regulons_programs	42	0.45608505782097986	0.390139645660658	-0.06594541216032185
unseen_both	test_balanced_accuracy	programs	regulons_programs	43	0.44527996786097357	0.46866891771675556	0.023388949855781993
unseen_both	test_balanced_accuracy	programs	regulons_programs	44	0.45726861878093544	0.3974841958963207	-0.05978442288461472
unseen_both	test_balanced_accuracy	programs	regulons_programs	45	0.404019102910602	0.4420362116851892	0.038017108774587194
unseen_both	test_balanced_accuracy	programs	regulons_programs	46	0.39006151432346353	0.4204119175366012	0.030350403213137644
unseen_both	test_macro_ovr_auroc	programs	regulons_programs	42	0.6844998138344957	0.5883613637737602	-0.0961384500607354
unseen_both	test_macro_ovr_auroc	programs	regulons_programs	43	0.6471420665472442	0.6680517952527388	0.02090972870549468
unseen_both	test_macro_ovr_auroc	programs	regulons_programs	44	0.6498046263672577	0.5912707126926287	-0.05853391367462901
unseen_both	test_macro_ovr_auroc	programs	regulons_programs	45	0.6104838358647551	0.611006707604563	0.0005228717398079175
unseen_both	test_macro_ovr_auroc	programs	regulons_programs	46	0.5976843969317001	0.617074911921539	0.019390514989838903
unseen_both	test_macro_auprc	programs	regulons_programs	42	0.4193418097069784	0.38441412171078465	-0.034927687996193724
unseen_both	test_macro_auprc	programs	regulons_programs	43	0.4204392676151196	0.44531884091420837	0.024879573299088742
unseen_both	test_macro_auprc	programs	regulons_programs	44	0.4227728245043454	0.38531311273412866	-0.03745971177021673
unseen_both	test_macro_auprc	programs	regulons_programs	45	0.3965292195053192	0.38897054022028427	-0.007558679285034953
unseen_both	test_macro_auprc	programs	regulons_programs	46	0.393868314548977	0.3982518453095288	0.004383530760551757
unseen_both	test_antagonism_auprc	programs	regulons_programs	42	0.15530123630148787	0.12869814895773274	-0.026603087343755133
unseen_both	test_antagonism_auprc	programs	regulons_programs	43	0.16532644380883765	0.24106196753331538	0.07573552372447773
unseen_both	test_antagonism_auprc	programs	regulons_programs	44	0.14140825857500894	0.11956262989594382	-0.021845628679065116
unseen_both	test_antagonism_auprc	programs	regulons_programs	45	0.11595431687348198	0.16903918584566488	0.0530848689721829
unseen_both	test_antagonism_auprc	programs	regulons_programs	46	0.10017584929426784	0.12247023094213327	0.02229438164786543
unseen_both	test_synergy_auprc	programs	regulons_programs	42	0.24265798327937632	0.17429315559588116	-0.06836482768349517
unseen_both	test_synergy_auprc	programs	regulons_programs	43	0.2375193800552508	0.23886408441801055	0.001344704362759741
unseen_both	test_synergy_auprc	programs	regulons_programs	44	0.24896586411668525	0.1948691983539974	-0.054096665762687846
unseen_both	test_synergy_auprc	programs	regulons_programs	45	0.247713379807472	0.1988349449928206	-0.0488784348146514
unseen_both	test_synergy_auprc	programs	regulons_programs	46	0.23890923547008408	0.216201605116346	-0.022707630353738073
unseen_both	test_macro_f1	programs	expression_regulons_programs	42	0.4169825383611226	0.39331231307772224	-0.023670225283400348
unseen_both	test_macro_f1	programs	expression_regulons_programs	43	0.4368024115272558	0.3985095527378056	-0.03829285878945021
unseen_both	test_macro_f1	programs	expression_regulons_programs	44	0.4310007109442848	0.40229555348907603	-0.028705157455208796
unseen_both	test_macro_f1	programs	expression_regulons_programs	45	0.4077566672634551	0.40801253386711916	0.00025586660366405667
unseen_both	test_macro_f1	programs	expression_regulons_programs	46	0.3894776404608871	0.40998192475243195	0.020504284291544828
unseen_both	test_balanced_accuracy	programs	expression_regulons_programs	42	0.45608505782097986	0.41031631600929414	-0.04576874181168572
unseen_both	test_balanced_accuracy	programs	expression_regulons_programs	43	0.44527996786097357	0.40220113701908106	-0.04307883084189251
unseen_both	test_balanced_accuracy	programs	expression_regulons_programs	44	0.45726861878093544	0.4304293491803943	-0.026839269600541116
unseen_both	test_balanced_accuracy	programs	expression_regulons_programs	45	0.404019102910602	0.42516607804551265	0.02114697513491065
unseen_both	test_balanced_accuracy	programs	expression_regulons_programs	46	0.39006151432346353	0.4241304406979842	0.03406892637452069
unseen_both	test_macro_ovr_auroc	programs	expression_regulons_programs	42	0.6844998138344957	0.6297410866622475	-0.05475872717224817
unseen_both	test_macro_ovr_auroc	programs	expression_regulons_programs	43	0.6471420665472442	0.6133186847748692	-0.03382338177237498
unseen_both	test_macro_ovr_auroc	programs	expression_regulons_programs	44	0.6498046263672577	0.6374082726171483	-0.01239635375010939
unseen_both	test_macro_ovr_auroc	programs	expression_regulons_programs	45	0.6104838358647551	0.5924353532523009	-0.018048482612454175
unseen_both	test_macro_ovr_auroc	programs	expression_regulons_programs	46	0.5976843969317001	0.5773250262570477	-0.020359370674652322
unseen_both	test_macro_auprc	programs	expression_regulons_programs	42	0.4193418097069784	0.39937242118078203	-0.01996938852619634
unseen_both	test_macro_auprc	programs	expression_regulons_programs	43	0.4204392676151196	0.40033905748118953	-0.020100210133930096
unseen_both	test_macro_auprc	programs	expression_regulons_programs	44	0.4227728245043454	0.39532340295162544	-0.027449421552719955
unseen_both	test_macro_auprc	programs	expression_regulons_programs	45	0.3965292195053192	0.3935895956907937	-0.002939623814525505
unseen_both	test_macro_auprc	programs	expression_regulons_programs	46	0.393868314548977	0.37913496045404343	-0.014733354094933593
unseen_both	test_antagonism_auprc	programs	expression_regulons_programs	42	0.15530123630148787	0.15212232990421876	-0.0031789063972691156
unseen_both	test_antagonism_auprc	programs	expression_regulons_programs	43	0.16532644380883765	0.12265997604039987	-0.042666467768437785
unseen_both	test_antagonism_auprc	programs	expression_regulons_programs	44	0.14140825857500894	0.1567798159946272	0.015371557419618265
unseen_both	test_antagonism_auprc	programs	expression_regulons_programs	45	0.11595431687348198	0.12241289135706852	0.0064585744835865405
unseen_both	test_antagonism_auprc	programs	expression_regulons_programs	46	0.10017584929426784	0.14011548867514728	0.03993963938087944
unseen_both	test_synergy_auprc	programs	expression_regulons_programs	42	0.24265798327937632	0.19234688122781282	-0.0503111020515635
unseen_both	test_synergy_auprc	programs	expression_regulons_programs	43	0.2375193800552508	0.20651902807077513	-0.031000351984475677
unseen_both	test_synergy_auprc	programs	expression_regulons_programs	44	0.24896586411668525	0.18777867266498094	-0.061187191451704315
unseen_both	test_synergy_auprc	programs	expression_regulons_programs	45	0.247713379807472	0.22173934661655198	-0.02597403319092001
unseen_both	test_synergy_auprc	programs	expression_regulons_programs	46	0.23890923547008408	0.17446297952685952	-0.06444625594322456
unseen_both	test_macro_f1	expression_programs	regulons_programs	42	0.3910209251706817	0.3828265410721059	-0.008194384098575813
unseen_both	test_macro_f1	expression_programs	regulons_programs	43	0.3989134243218296	0.4572049149708219	0.058291490648992306
unseen_both	test_macro_f1	expression_programs	regulons_programs	44	0.40931910574403596	0.38910028636137417	-0.02021881938266179
unseen_both	test_macro_f1	expression_programs	regulons_programs	45	0.37795726535378593	0.4191048263618411	0.04114756100805517
unseen_both	test_macro_f1	expression_programs	regulons_programs	46	0.38789774651252834	0.4005186921469008	0.012620945634372438
unseen_both	test_balanced_accuracy	expression_programs	regulons_programs	42	0.400845238974695	0.390139645660658	-0.010705593314036976
unseen_both	test_balanced_accuracy	expression_programs	regulons_programs	43	0.4210548788290555	0.46866891771675556	0.04761403888770005
unseen_both	test_balanced_accuracy	expression_programs	regulons_programs	44	0.41512961656565933	0.3974841958963207	-0.017645420669338607
unseen_both	test_balanced_accuracy	expression_programs	regulons_programs	45	0.3803243520162857	0.4420362116851892	0.06171185966890347
unseen_both	test_balanced_accuracy	expression_programs	regulons_programs	46	0.3928046529123194	0.4204119175366012	0.027607264624281758
unseen_both	test_macro_ovr_auroc	expression_programs	regulons_programs	42	0.5961735139666968	0.5883613637737602	-0.007812150192936573
unseen_both	test_macro_ovr_auroc	expression_programs	regulons_programs	43	0.5993090603626955	0.6680517952527388	0.06874273489004334
unseen_both	test_macro_ovr_auroc	expression_programs	regulons_programs	44	0.6149997494785957	0.5912707126926287	-0.02372903678596705
