holdout	metric	context_a	context_b	seed	a	b	delta_b_minus_a
unseen_drug	test_macro_f1	programs	regulons_programs	46	0.5226853767320305	0.5426346002330341	0.019949223501003588
unseen_drug	test_balanced_accuracy	programs	regulons_programs	42	0.589401040668033	0.6445528156861483	0.0551517750181153
unseen_drug	test_balanced_accuracy	programs	regulons_programs	43	0.6241842782497081	0.6560059059568223	0.031821627707114164
unseen_drug	test_balanced_accuracy	programs	regulons_programs	44	0.6243100817594032	0.6681103054149032	0.04380022365550007
unseen_drug	test_balanced_accuracy	programs	regulons_programs	45	0.6090268713617587	0.6427830768929849	0.03375620553122616
unseen_drug	test_balanced_accuracy	programs	regulons_programs	46	0.6308254359796851	0.6288931576643092	-0.0019322783153759016
unseen_drug	test_macro_ovr_auroc	programs	regulons_programs	42	0.7599003610884432	0.8021154410951254	0.04221508000668228
unseen_drug	test_macro_ovr_auroc	programs	regulons_programs	43	0.7820682787785858	0.8071015215035894	0.025033242725003624
unseen_drug	test_macro_ovr_auroc	programs	regulons_programs	44	0.7830922555122083	0.8122211247120633	0.029128869199855023
unseen_drug	test_macro_ovr_auroc	programs	regulons_programs	45	0.7802715735324623	0.7951938624710316	0.014922288938569284
unseen_drug	test_macro_ovr_auroc	programs	regulons_programs	46	0.792497427469519	0.7898550449748836	-0.0026423824946354424
unseen_drug	test_macro_auprc	programs	regulons_programs	42	0.541730678392671	0.5859388770551726	0.044208198662501585
unseen_drug	test_macro_auprc	programs	regulons_programs	43	0.5681410163988723	0.5767663933622206	0.008625376963348308
unseen_drug	test_macro_auprc	programs	regulons_programs	44	0.5607165156398214	0.5799469814352011	0.01923046579537968
