drugcomb_id	dname	inchikey	n_seed_symbols	n_symbols_mapped_to_ensembl	n_targets_in_huri	fraction_targets_in_huri	drug_target_status	seed_symbols	huri_target_ensembl
2490	OICR-9429	DJOVLOYCGXNVPI-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	WDR5	ENSG00000196363
2491	WIKI4	RNUXIZKXJOGYQP-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TNKS2	
2492	YK-4-279	HLXSCTYHLQHQDJ-UHFFFAOYSA-N	0	0	0		no_known_targets		
2493	minocycline	FFTVPQUHLQBXQZ-KVUCHLLUSA-N	0	0	0		no_known_targets		
2494	59643-91-3	BIXBBIPTYBJTRY-UHFFFAOYSA-N	0	0	0		no_known_targets		
2495	LY2334737	MEOYFIHNRBNEPI-UXIGCNINSA-N	0	0	0		no_known_targets		
2496	2-Fluoroadenosine	HBUBKKRHXORPQB-UUOKFMHZSA-N	0	0	0		no_known_targets		
2497	10-Hydroxycamptothecin	HAWSQZCWOQZXHI-FQEVSTJZSA-N	0	0	0		no_known_targets		
2498	CHEMBL3348857	VJJPUSNTGOMMGY-NMTYGFQJSA-N	0	0	0		no_known_targets		
2499	Icrf 193	OBYGAPWKTPDTAS-UHFFFAOYSA-N	0	0	0		no_known_targets		
2500	Vinflunine	NMDYYWFGPIMTKO-HBVLKOHWSA-N	0	0	0		no_known_targets		
2501	ARQ 621	UPJSUQWHUVLLNW-XMMPIXPASA-N	0	0	0		no_known_targets		
2502	Filanesib	LLXISKGBWFTGEI-FQEVSTJZSA-N	1	1	0	0.0	targets_known_but_none_in_huri	KIF11	
2503	TAS-116	NVVPMZUGELHVMH-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	HSP90AA1;HSP90AB1	ENSG00000096384
2504	1149705-71-4	LHGWWAFKVCIILM-FOXKFOACSA-N	0	0	0		no_known_targets		
2505	SCHEMBL1351190	WSMQUUGTQYPVPD-UHFFFAOYSA-N	0	0	0		no_known_targets		
2506	Spautin-1	AWIVHRPYFSSVOG-UHFFFAOYSA-N	3	3	2	0.6666666666666666	targets_mapped_to_huri	PIK3C3;USP10;USP13	ENSG00000103194;ENSG00000058056
2507	TPCK	MQUQNUAYKLCRME-INIZCTEOSA-N	0	0	0		no_known_targets		
2508	Amastatin	QFAADIRHLBXJJS-ZAZJUGBXSA-N	0	0	0		no_known_targets		
2509	LACTOBIONIC ACID	JYTUSYBCFIZPBE-AMTLMPIISA-N	0	0	0		no_known_targets		
2510	Aderbasib	DJXMSZSZEIKLQZ-IRXDYDNUSA-N	0	0	0		no_known_targets		
2511	gm 1489	BLPWNGOQQLJQOL-NRYAXDJKSA-N	0	0	0		no_known_targets		
2512	FADROZOLE	CLPFFLWZZBQMAO-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	CYP11B1;CYP11B2;CYP19A1	
2513	217645-70-0	XQYASZNUFDVMFH-CQSZACIVSA-N	1	1	1	1.0	targets_mapped_to_huri	CCR1	ENSG00000163823
2514	MK-0812	MTMDXAIUENDNDL-RJSMDTJLSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	CCR2;SIGMAR1;TMEM97	ENSG00000109084
2515	AZD8797	ZMQSLMZOWVGBSM-GXTWGEPZSA-N	3	3	2	0.6666666666666666	targets_mapped_to_huri	ADORA1;CX3CR1;CXCR2	ENSG00000168329;ENSG00000180871
2516	Seviteronel	ZBRAJOQFSNYJMF-SFHVURJKSA-N	2	2	0	0.0	targets_known_but_none_in_huri	AR;CYP17A1	
2517	Parecoxib sodium	HQPVVKXJNZEAFW-UHFFFAOYSA-M	11	11	1	0.09090909090909091	targets_mapped_to_huri	CA12;CA13;CA14;CA2;CA4;CA5A;CA5B;CA6;CA7;MT-CO2;PTGS2	ENSG00000185015
2518	WAY-262611	QHLITPHIARVDJI-UHFFFAOYSA-N	0	0	0		no_known_targets		
2519	HPI 1	ZXSWZQSYZYMZKS-UHFFFAOYSA-N	0	0	0		no_known_targets		
2520	Glasdegib	SFNSLLSYNZWZQG-VQIMIIECSA-N	1	1	0	0.0	targets_known_but_none_in_huri	SMO	
2521	BMS-983970	RANYIWAZSQWERN-WLENULPWSA-N	0	0	0		no_known_targets		
2522	TOLRESTAT	LUBHDINQXIHVLS-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	AKR1A1;AKR1B1;AKR1B10	ENSG00000085662
2523	cerulenin	GVEZIHKRYBHEFX-NQQPLRFYSA-N	2	2	1	0.5	targets_mapped_to_huri	F13A1;FASN	ENSG00000169710
2524	Riociguat	WXXSNCNJFUAIDG-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	GUCY1B1	
2525	Mitapivat	XAYGBKHKBBXDAK-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	PKLR;PKM	ENSG00000143627
2526	Enasidenib	DYLUUSLLRIQKOE-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	IDH2	
2527	AGI-6780	CCAWRGNYALGPQH-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	IDH2	
2528	2-iminobiotin	WWVANQJRLPIHNS-ZKWXMUAHSA-N	0	0	0		no_known_targets		
2529	spermidine	ATHGHQPFGPMSJY-UHFFFAOYSA-N	10	10	1	0.1	targets_mapped_to_huri	CA1;CA14;CA2;CA4;CA5A;CA5B;CA6;CA7;CA9;PKM	ENSG00000107159
2530	rotenone	JUVIOZPCNVVQFO-HBGVWJBISA-N	1	1	0	0.0	targets_known_but_none_in_huri	CYP19A1	
2531	1218942-37-0	RGYQPQARIQKJKH-UHFFFAOYSA-N	4	4	2	0.5	targets_mapped_to_huri	CYBB;NOX1;NOX4;NOX5	ENSG00000165168;ENSG00000007952
2532	JZL195	QNYRAEKLMNDRFY-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	FAAH;MGLL	ENSG00000074416
2533	ISODONOL	SDHTXBWLVGWJFT-CAYOSMHYSA-N	0	0	0		no_known_targets		
2534	Lemborexant	MUGXRYIUWFITCP-PGRDOPGGSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	HCRTR1;HCRTR2;KCNH2	ENSG00000055118
2535	CompB	MBGVUMXBUGIIBQ-LEWJYISDSA-N	3	3	2	0.6666666666666666	targets_mapped_to_huri	OPRK1;OPRL1;OPRM1	ENSG00000082556;ENSG00000112038
2536	GSK484	BDYDINKSILYBOL-WMZHIEFXSA-N	1	1	1	1.0	targets_mapped_to_huri	PADI4	ENSG00000159339
2537	KPT-9274	MRFOPLWJZULAQD-SWGQDTFXSA-N	3	3	3	1.0	targets_mapped_to_huri	NAMPT;PAK1;PAK4	ENSG00000105835;ENSG00000149269;ENSG00000130669
2538	Pradigastat	GXALXAKNHIROPE-UHFFFAOYSA-N	0	0	0		no_known_targets		
2539	894787-30-5	HBLHLJXFIPCEMW-ZJSFPPFMSA-N	0	0	0		no_known_targets		
2540	GSK2256294A	LQHDJQIMETZMPH-ZBFHGGJFSA-N	1	1	0	0.0	targets_known_but_none_in_huri	EPHX2	
2541	1357171-62-0	QNRODODTMXCRKU-UHFFFAOYSA-N	0	0	0		no_known_targets		
2542	JNJ-42041935	FXHHASJVTYRJHH-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	EGLN1	
2543	ML240	NHAMBLRUUJAFOY-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	VCP	ENSG00000165280
2544	1346528-06-0	RMZPVQQGYVSLAP-UHFFFAOYSA-N	0	0	0		no_known_targets		
2545	CB-5083	RDALZZCKQFLGJP-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	PRKDC;VCP	ENSG00000165280
2546	NMS-859	JWMFLBAPPIWNGG-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	VCP	ENSG00000165280
2547	BQU57	IJCMHHSFXFMZAI-UHFFFAOYSA-N	0	0	0		no_known_targets		
2548	ML327	NNNDNXLMQAPQQQ-UHFFFAOYSA-N	0	0	0		no_known_targets		
2549	Yohimbine	BLGXFZZNTVWLAY-SCYLSFHTSA-N	12	12	2	0.16666666666666666	targets_mapped_to_huri	ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB2;DRD2;HTR1A;HTR1B;HTR1D;HTR2B	ENSG00000184160;ENSG00000135312
2550	Talampanel	JACAAXNEHGBPOQ-LLVKDONJSA-N	2	2	0	0.0	targets_known_but_none_in_huri	GRIA1;GRIA2	
2551	Prinaberel	MQIMZDXIAHJKQP-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	ESR1;ESR2	ENSG00000140009
2552	Erteberel	XIESSJVMWNJCGZ-VKJFTORMSA-N	2	2	1	0.5	targets_mapped_to_huri	ESR1;ESR2	ENSG00000140009
2553	naringenin	FTVWIRXFELQLPI-ZDUSSCGKSA-N	9	9	1	0.1111111111111111	targets_mapped_to_huri	CA12;CA4;CA7;CBR1;CYP19A1;CYP1B1;DPP4;HSD17B1;SHBG	ENSG00000108786
2554	Risedronate sodium	DRFDPXKCEWYIAW-UHFFFAOYSA-M	1	1	1	1.0	targets_mapped_to_huri	FDPS	ENSG00000160752
2555	Alvimopan	UPNUIXSCZBYVBB-JVFUWBCBSA-N	3	3	3	1.0	targets_mapped_to_huri	OPRD1;OPRK1;OPRM1	ENSG00000116329;ENSG00000082556;ENSG00000112038
2556	GW791343	GRUWKTIRBBPZSD-UHFFFAOYSA-N	0	0	0		no_known_targets		
2557	AZ10606120	FQMZXMVHHKXGTM-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	P2RX7	ENSG00000089041
2558	A 839977	GMVNBKZQJFRFAR-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	P2RX7	ENSG00000089041
2559	Resiquimod	BXNMTOQRYBFHNZ-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	NUDT1;TLR7;TLR8	ENSG00000106268
2560	GS-9620	VFOKSTCIRGDTBR-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TLR7	
2561	Gardiquimod	FHJATBIERQTCTN-UHFFFAOYSA-N	0	0	0		no_known_targets		
2562	propofol	OLBCVFGFOZPWHH-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	PTGS1;TRPV1	
2563	Cgs 21680	PAOANWZGLPPROA-RQXXJAGISA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	ADORA1;ADORA2A;ADORA3	ENSG00000128271
2564	Preladenant	DTYWJKSSUANMHD-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	ADORA1;ADORA2A	ENSG00000128271
2565	prednisolone acetate	LRJOMUJRLNCICJ-JZYPGELDSA-N	1	1	0	0.0	targets_known_but_none_in_huri	NR3C1	
2566	Nandrolone phenpropionate	UBWXUGDQUBIEIZ-QNTYDACNSA-N	2	2	0	0.0	targets_known_but_none_in_huri	AR;SHBG	
2567	Nitogenin	WQLVFSAGQJTQCK-BNCGEXHVSA-N	0	0	0		no_known_targets		
2568	Prostaglandin E2	XEYBRNLFEZDVAW-ARSRFYASSA-N	5	5	0	0.0	targets_known_but_none_in_huri	PTGER1;PTGER2;PTGER3;PTGER4;PTGIR	
2569	Ramatroban	LDXDSHIEDAPSSA-OAHLLOKOSA-N	2	2	1	0.5	targets_mapped_to_huri	PTGDR2;TBXA2R	ENSG00000006638
2570	PF-04418948	LWJGMYMNSNVCEM-UHFFFAOYSA-N	4	4	1	0.25	targets_mapped_to_huri	LTB4R;NQO2;PDE3A;PTGER2	ENSG00000124588
2571	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N	2	2	1	0.5	targets_mapped_to_huri	ERBB2;IGF1R	ENSG00000140443
2572	Parogrelil	YJMYSLFFZJUXOA-UHFFFAOYSA-N	0	0	0		no_known_targets		
2573	906673-24-3	USZAGAREISWJDP-UHFFFAOYSA-N	6	6	3	0.5	targets_mapped_to_huri	PDE1A;PDE4A;PDE4B;PDE4C;PDE4D;PDE7A	ENSG00000065989;ENSG00000105650;ENSG00000113448
2574	1155877-97-6	RJJLUTWHJUDZFP-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	PDE4D	ENSG00000113448
2575	PF-2545920	AZEXWHKOMMASPA-UHFFFAOYSA-N	3	3	2	0.6666666666666666	targets_mapped_to_huri	LGALS3;PDE10A;PDE4D	ENSG00000131981;ENSG00000113448
2576	proscillaridin	MYEJFUXQJGHEQK-ALRJYLEOSA-N	0	0	0		no_known_targets		
2577	APTO-253	NIRXBXIPHUTNNI-UHFFFAOYSA-N	0	0	0		no_known_targets		
2578	RIFAPENTINE	WDZCUPBHRAEYDL-PRHSTWAZSA-N	0	0	0		no_known_targets		
2579	Kartogenin	SLUINPGXGFUMLL-UHFFFAOYSA-N	0	0	0		no_known_targets		
2580	pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CCKBR	
2581	CASIN	RXIUMAOXORBRCY-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	CDC42	ENSG00000070831
2582	calindol	JLPWXRZETODYFC-OAHLLOKOSA-N	0	0	0		no_known_targets		
2583	Aloxistatin	SRVFFFJZQVENJC-IHRRRGAJSA-N	2	2	1	0.5	targets_mapped_to_huri	CTSG;CTSL	ENSG00000100448
2584	otenabant	UNAZAADNBYXMIV-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	CNR1;CNR2	ENSG00000188822
2585	sibutramine	UNAANXDKBXWMLN-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	SLC6A2;SLC6A3;SLC6A4	
2586	Tegaserod	IKBKZGMPCYNSLU-RGVLZGJSSA-N	22	22	4	0.18181818181818182	targets_mapped_to_huri	ADRA1A;ADRA1B;ADRA1D;ADRA2B;ADRB1;ADRB3;DRD2;DRD3;DRD4;DRD5;HTR1A;HTR1D;HTR2A;HTR2B;HTR2C;HTR3A;HTR4;HTR5A;HTR6;OPRM1;SIGMAR1;TMEM97	ENSG00000169676;ENSG00000147246;ENSG00000112038;ENSG00000109084
2587	Antimycin A	UIFFUZWRFRDZJC-SBOOETFBSA-N	0	0	0		no_known_targets		
2588	quinidine	LOUPRKONTZGTKE-WTLRTRQQSA-N	0	0	0		no_known_targets		
2589	methylene blue	CXKWCBBOMKCUKX-UHFFFAOYSA-M	4	4	2	0.5	targets_mapped_to_huri	APP;MAOA;MAOB;MAPT	ENSG00000142192;ENSG00000069535
2590	piperaquine	UCRHFBCYFMIWHC-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CYP3A4	
2591	Pizotifen	FIADGNVRKBPQEU-UHFFFAOYSA-N	6	6	1	0.16666666666666666	targets_mapped_to_huri	CHRM1;DRD2;HTR2A;HTR2B;HTR2C;HTR7	ENSG00000147246
2592	Balicatib	LLCRBOWRJOUJAE-UHFFFAOYSA-N	5	5	0	0.0	targets_known_but_none_in_huri	CTSB;CTSD;CTSK;CTSL;CTSS	
2593	Benzamil	KXDROGADUISDGY-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	FTO;ORAI1	ENSG00000140718
2594	865231-46-5	ZOPNBMMVVZRSGH-NRFANRHFSA-N	1	1	0	0.0	targets_known_but_none_in_huri	FFAR1	
2595	pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N	4	4	2	0.5	targets_mapped_to_huri	ABCG2;FASN;SLC22A2;SLC47A1	ENSG00000169710;ENSG00000142494
2596	928774-43-0	YBHKBMJREUZHOV-QGZVFWFLSA-N	0	0	0		no_known_targets		
2597	Atiprimod	SERHTTSLBVGRBY-UHFFFAOYSA-N	0	0	0		no_known_targets		
2598	Cridanimod	UOMKBIIXHQIERR-UHFFFAOYSA-N	0	0	0		no_known_targets		
2599	Retigabine	PCOBBVZJEWWZFR-UHFFFAOYSA-N	4	4	0	0.0	targets_known_but_none_in_huri	KCNQ2;KCNQ3;KCNQ4;KCNQ5	
2600	NIGULDIPINE	SVJMLYUFVDMUHP-UHFFFAOYSA-N	7	7	1	0.14285714285714285	targets_mapped_to_huri	ABCG2;ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2C;KCNK2	ENSG00000184160
2601	409345-29-5	QOTAQTRFJWLFCR-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	GRM1	
2602	PF-4693627	CPDNPVKDQXLYHO-JXFKEZNVSA-N	1	1	1	1.0	targets_mapped_to_huri	PTGES	ENSG00000148344
2603	Caroverine	MSPRUJDUTKRMLM-UHFFFAOYSA-N	0	0	0		no_known_targets		
2604	Cebranopadol	CSMVOZKEWSOFER-UHFFFAOYSA-N	5	5	3	0.6	targets_mapped_to_huri	OGFRL1;OPRD1;OPRK1;OPRL1;OPRM1	ENSG00000116329;ENSG00000082556;ENSG00000112038
2605	homoharringtonine	HYFHYPWGAURHIV-JFIAXGOJSA-N	0	0	0		no_known_targets		
2606	Secoisolariciresinol	PUETUDUXMCLALY-HOTGVXAUSA-N	0	0	0		no_known_targets		
2607	Octocrylene	FMJSMJQBSVNSBF-UHFFFAOYSA-N	0	0	0		no_known_targets		
2608	56990-57-9	XGMFVZOKHBRUTL-UHFFFAOYSA-N	0	0	0		no_known_targets		
2609	Efaproxiral	BNFRJXLZYUTIII-UHFFFAOYSA-N	0	0	0		no_known_targets		
2610	CX-5461	XGPBJCHFROADCK-UHFFFAOYSA-N	0	0	0		no_known_targets		
2611	Nesbuvir	WTDWVLJJJOTABN-UHFFFAOYSA-N	0	0	0		no_known_targets		
2612	5-hydroxy-L-tryptophan	LDCYZAJDBXYCGN-VIFPVBQESA-N	2	2	0	0.0	targets_known_but_none_in_huri	HTR1A;HTR7	
2613	FCCP	BMZRVOVNUMQTIN-UHFFFAOYSA-N	0	0	0		no_known_targets		
2614	brefeldin A	KQNZDYYTLMIZCT-KFKPYADVSA-N	0	0	0		no_known_targets		
2615	Flavopiridol	BIIVYFLTOXDAOV-PXAZEXFGSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	CDK1;CDK2;CDK4	ENSG00000135446
2616	Artenimol	BJDCWCLMFKKGEE-KWWHLYHASA-N	0	0	0		no_known_targets		
2617	CHEMBL4303702		0	0	0		no_known_targets		
2618	mechlorethamine	HAWPXGHAZFHHAD-UHFFFAOYSA-N	0	0	0		no_known_targets		
2619	Fotemustine	YAKWPXVTIGTRJH-UHFFFAOYSA-N	0	0	0		no_known_targets		
2620	KBio2_007145	IUJRHPSJWLCXAY-UHFFFAOYSA-N	0	0	0		no_known_targets		
2621	Nedaplatin	KLNFSAOEKUDMFA-UHFFFAOYSA-N	0	0	0		no_known_targets		
2622	Indibulin	SOLIIYNRSAWTSQ-UHFFFAOYSA-N	0	0	0		no_known_targets		
2623	colchicine	IAKHMKGGTNLKSZ-INIZCTEOSA-N	2	2	0	0.0	targets_known_but_none_in_huri	PIM1;TUBB	
2624	Demecolcine	NNJPGOLRFBJNIW-HNNXBMFYSA-N	0	0	0		no_known_targets		
2625	paclitaxel	RCINICONZNJXQF-VAZQATRQSA-N	0	0	0		no_known_targets		
2626	Parbendazole	YRWLZFXJFBZBEY-UHFFFAOYSA-N	0	0	0		no_known_targets		
2627	terameprocol	ORQFDHFZSMXRLM-IYBDPMFKSA-N	0	0	0		no_known_targets		
2628	SB-743921	PGXYIBJJCLWJST-MUUNZHRXSA-N	2	2	1	0.5	targets_mapped_to_huri	KCNH2;KIF11	ENSG00000055118
2629	monastrol	LOBCDGHHHHGHFA-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	KIF11	
2630	GSK-923295	WHMXDBPHBVLYRC-OFVILXPXSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CENPE	
2631	pirarubicin	KMSKQZKKOZQFFG-HSUXVGOQSA-N	0	0	0		no_known_targets		
2632	Banoxantrone	YZBAXVICWUUHGG-UHFFFAOYSA-N	0	0	0		no_known_targets		
2633	norfloxacin	OGJPXUAPXNRGGI-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	BRD4;TOP2B	
2634	ciprofloxacin	MYSWGUAQZAJSOK-UHFFFAOYSA-N	0	0	0		no_known_targets		
2635	actinomycin D	RJURFGZVJUQBHK-UHFFFAOYSA-N	0	0	0		no_known_targets		
2636	3-(3,4-Dihydroxyphenyl)lactate	PAFLSMZLRSPALU-UHFFFAOYSA-M	0	0	0		no_known_targets		
2637	Resistomycin	MJKDGCARCYPVQG-UHFFFAOYSA-N	0	0	0		no_known_targets		
2638	Cidofovir	VWFCHDSQECPREK-LURJTMIESA-N	0	0	0		no_known_targets		
2639	CHEMBL4303587		0	0	0		no_known_targets		
2640	valacyclovir	HDOVUKNUBWVHOX-QMMMGPOBSA-N	0	0	0		no_known_targets		
2641	CHEMBL4303579		0	0	0		no_known_targets		
2642	Omigapil	QLMMOGWZCFQAPU-UHFFFAOYSA-N	0	0	0		no_known_targets		
2643	309928-48-1	OQAFDLPAPSSOHY-UHFFFAOYSA-N	0	0	0		no_known_targets		
2644	10074-G5	KMJPYSQOCBYMCF-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	MYC	ENSG00000136997
2645	PD173955	VAARYSWULJUGST-UHFFFAOYSA-N	149	149	50	0.33557046979865773	targets_mapped_to_huri	ABL1;ABL2;ACVR1;ACVR1B;ACVR2A;ACVR2B;ACVRL1;AURKC;BLK;BMPR1A;BMPR1B;BMX;BRAF;BRSK1;BRSK2;BTK;CDC42BPA;CDC42BPB;CDC42BPG;COQ8A;COQ8B;CSF1R;CSK;DDR1;DDR2;EGFR;EIF2AK4;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA8;EPHB1;EPHB2;EPHB3;EPHB4;EPHB6;ERBB3;ERBB4;FER;FES;FGFR1;FGFR2;FGFR3;FGFR4;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;HCK;JAK1;JAK2;JAK3;KDR;KIT;LCK;LIMK1;LIMK2;LRRK2;LYN;MAP2K1;MAP2K2;MAP2K3;MAP2K4;MAP2K5;MAP2K6;MAP3K10;MAP3K11;MAP3K19;MAP3K2;MAP3K20;MAP3K3;MAP3K4;MAP3K9;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MAPK11;MAPK14;MAPK4;MAPK6;MAPK8;MARK2;MARK3;MET;MINK1;MST1R;MYLK2;MYLK3;NEK1;NEK11;NEK2;NEK5;NIM1K;NLK;NTRK3;PDGFRA;PDGFRB;PIP4K2C;PKMYT1;PLK3;PTK2B;PTK6;RAF1;RET;RIPK1;RIPK2;SBK3;SIK1;SIK2;SLK;SRC;SRMS;STK10;STK24;STK25;STK26;STK3;STK32A;STK32B;STK35;STK36;STK4;SYK;TAOK1;TAOK2;TAOK3;TEC;TEK;TESK1;TGFBR2;TIE1;TNIK;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;WEE1;WEE2;YES1	ENSG00000097007;ENSG00000143322;ENSG00000105146;ENSG00000136573;ENSG00000102010;ENSG00000174672;ENSG00000163050;ENSG00000103653;ENSG00000204580;ENSG00000182580;ENSG00000106123;ENSG00000111816;ENSG00000010810;ENSG00000101336;ENSG00000182866;ENSG00000106683;ENSG00000169032;ENSG00000126934;ENSG00000137764;ENSG00000108984;ENSG00000091436;ENSG00000069956;ENSG00000107643;ENSG00000087095;ENSG00000134853;ENSG00000113721;ENSG00000127564;ENSG00000173846;ENSG00000101213;ENSG00000132155;ENSG00000137275;ENSG00000231274;ENSG00000125508;ENSG00000102572;ENSG00000115694;ENSG00000134602;ENSG00000104375;ENSG00000169302;ENSG00000125834;ENSG00000101109;ENSG00000165025;ENSG00000149930;ENSG00000066056;ENSG00000174292;ENSG00000061938;ENSG00000116783;ENSG00000074966;ENSG00000105397;ENSG00000092445;ENSG00000176105
2646	153436-54-5	LSPANGZZENHZNJ-UHFFFAOYSA-N	6	6	0	0.0	targets_known_but_none_in_huri	ABCG2;EGFR;EPHB2;ERBB2;GAK;KDR	
2647	Apatinib	WPEWQEMJFLWMLV-UHFFFAOYSA-N	4	4	1	0.25	targets_mapped_to_huri	KDR;MAP3K20;RET;RIPK3	ENSG00000091436
2648	CHEMBL4303560		0	0	0		no_known_targets		
2649	Takeda-6d	MDPMAXSABUPRJI-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	KDR	
2650	CHEMBL4303551		0	0	0		no_known_targets		
2651	Picropodophyllin	YJGVMLPVUAXIQN-HAEOHBJNSA-N	2	2	1	0.5	targets_mapped_to_huri	IGF1R;TOP2A	ENSG00000140443
2652	ITD-1	ULFUJLFTRWWLPO-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TGFBR2	
2653	ASP3026	MGGBYMDAPCCKCT-UHFFFAOYSA-N	38	38	20	0.5263157894736842	targets_mapped_to_huri	AAK1;ABL1;ALK;AURKB;BMPR1B;BTK;CAMK2D;CAMK2G;CAMKK2;DDR1;EPHA2;EPHB3;FER;FES;FLT3;FRK;FYN;GAK;GTPBP4;HCK;IGF1R;INSR;LCK;LIMK1;LIMK2;LTK;NQO2;PLK4;PRKD2;PTK2;PTK2B;PTK6;ROS1;SIK2;TEC;TNK1;TNK2;YES1	ENSG00000097007;ENSG00000145349;ENSG00000148660;ENSG00000204580;ENSG00000182580;ENSG00000111816;ENSG00000010810;ENSG00000107937;ENSG00000101336;ENSG00000140443;ENSG00000171105;ENSG00000182866;ENSG00000106683;ENSG00000124588;ENSG00000142731;ENSG00000169398;ENSG00000101213;ENSG00000174292;ENSG00000061938;ENSG00000176105
2654	504433-23-2	NXNQLECPAXXYTR-UHFFFAOYSA-N	0	0	0		no_known_targets		
2655	CHEMBL4303465		0	0	0		no_known_targets		
2656	NIBR-17	XZTYTIOLZIKUJR-UHFFFAOYSA-N	0	0	0		no_known_targets		
2657	372196-67-3	QTHCAAFKVUWAFI-UHFFFAOYSA-N	0	0	0		no_known_targets		
2658	GNE-477	AKKCGLXULFRAET-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	MLST8;MTOR	
2659	GNE-490	SFWTVVNNVHWDEE-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	MTOR	
2660	PKI-402	ZAXFYGBKZSQBIV-UHFFFAOYSA-N	4	4	1	0.25	targets_mapped_to_huri	MTOR;PIK3CA;PIK3CD;PIK3CG	ENSG00000171608
2661	D-106669	RQBRFKKFZPOBFG-UHFFFAOYSA-N	0	0	0		no_known_targets		
2662	CHEMBL4303407		0	0	0		no_known_targets		
2663	Copanlisib	MWYDSXOGIBMAET-UHFFFAOYSA-N	0	0	0		no_known_targets		
2664	648450-29-7	SQWZFLMPDUSYGV-UHFFFAOYSA-N	0	0	0		no_known_targets		
2665	AS-604850	SRLVNYDXMUGOFI-UHFFFAOYSA-N	0	0	0		no_known_targets		
2666	A-443654	YWTBGJGMTBHQTM-IBGZPJMESA-N	1	1	1	1.0	targets_mapped_to_huri	AKT1	ENSG00000142208
2667	Merck-22-6	HBCHTLGWXPVWDF-UHFFFAOYSA-N	0	0	0		no_known_targets		
2668	Akt inhibitor VIII	IWCQHVUQEFDRIW-UHFFFAOYSA-N	0	0	0		no_known_targets		
2669	Nsc 23766	DEFBCZWQLILOJF-UHFFFAOYSA-N	0	0	0		no_known_targets		
2670	CHEMBL4303406		0	0	0		no_known_targets		
