drugcomb_id	dname	inchikey	n_seed_symbols	n_symbols_mapped_to_ensembl	n_targets_in_huri	fraction_targets_in_huri	drug_target_status	seed_symbols	huri_target_ensembl
6099	Fmoc-D-Leu-OH	CBPJQFCAFFNICX-LJQANCHMSA-N	0	0	0		no_known_targets		
6100	Cloprostenol sodium	IFEJLMHZNQJGQU-KXXGZHCCSA-M	0	0	0		no_known_targets		
6101	Talinolol	MXFWWQICDIZSOA-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	ADRB1;ADRB2;EPHX2	
6102	fumagillin	NGGMYCMLYOUNGM-ZVVCMXCESA-N	0	0	0		no_known_targets		
6103	Sanazole	YKDRHKCETNMLHL-UHFFFAOYSA-N	0	0	0		no_known_targets		
6104	Madrasin	QQJIYKXTEMDJFM-UHFFFAOYSA-N	0	0	0		no_known_targets		
6105	Opipramol	DLTOEESOSYKJBK-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	EBP	ENSG00000147155
6106	SULFALENE	KXRZBTAEDBELFD-UHFFFAOYSA-N	0	0	0		no_known_targets		
6107	faropenem	HGGAKXAHAYOLDJ-OJKLQORTSA-N	0	0	0		no_known_targets		
6108	4-hydroxy-phenazone	SKVPTPMWXJSBTF-UHFFFAOYSA-N	0	0	0		no_known_targets		
6109	UC-112	LTGLGIQQZXSLLF-UHFFFAOYSA-N	0	0	0		no_known_targets		
6110	Zolantidine	IECBEVAUEBZJCF-SPIKMXEPSA-N	0	0	0		no_known_targets		
6111	THONZYLAMINE HYDROCHLORIDE	HRYJPHOTGFERGT-UHFFFAOYSA-N	0	0	0		no_known_targets		
6112	102-77-2	MHKLKWCYGIBEQF-UHFFFAOYSA-N	0	0	0		no_known_targets		
6113	MELPERONE	DKMFBWQBDIGMHM-UHFFFAOYSA-N	12	12	1	0.08333333333333333	targets_mapped_to_huri	ADRA1A;ADRA2A;CHRM2;CHRM4;DRD2;DRD3;DRD4;HRH1;HTR1A;HTR1D;HTR2A;HTR2C	ENSG00000147246
6114	DESOGESTREL	RPLCPCMSCLEKRS-BPIQYHPVSA-N	2	2	0	0.0	targets_known_but_none_in_huri	PGR;SHBG	
6115	Dimethisoquin	SEYCAKMZVYADRS-UHFFFAOYSA-N	0	0	0		no_known_targets		
6116	Tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N	1	1	0	0.0	targets_known_but_none_in_huri	FAP	
6117	Acedapsone	AMTPYFGPPVFBBI-UHFFFAOYSA-N	0	0	0		no_known_targets		
6118	SF-11	PMEQBGAGFZDWQX-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	NPY2R	ENSG00000185149
6119	ZM 449829	FOTCGZPFSUWZBN-UHFFFAOYSA-N	0	0	0		no_known_targets		
6120	L-368899	MWIASLNTAGRGGA-WVJGRJQASA-N	1	1	0	0.0	targets_known_but_none_in_huri	OXTR	
6121	120964-45-6	OMKHWTRUYNAGFG-IEBDPFPHSA-N	2	2	2	1.0	targets_mapped_to_huri	AHCY;EZH2	ENSG00000101444;ENSG00000106462
6122	AMZ30	GUCUORSUHTZMBW-YBFXNURJSA-N	1	1	0	0.0	targets_known_but_none_in_huri	PPME1	
6123	N-methyllidocaine iodide	HFRFLLYLVAKRMZ-UHFFFAOYSA-O	0	0	0		no_known_targets		
6124	6093-71-6	IETDBZQIWIJQJG-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	MIF;PFKFB3	ENSG00000170525
6125	CGH 2466 DIHYDROCHLORIDE	WHXRCTIBFLXKFD-UHFFFAOYSA-N	0	0	0		no_known_targets		
6126	357400-13-6	VHHVPDKNKPNKHY-JDXGNMNLSA-N	2	2	0	0.0	targets_known_but_none_in_huri	CACNA1B;CACNA1H	
6127	oxotremorine sesquifumarate	WLYYOFJEBGHKEC-VQYXCCSOSA-N	3	3	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM2;CHRM4	
6128	102649-78-5	YUXMTDYHFPRPLG-UHFFFAOYSA-N	0	0	0		no_known_targets		
6129	dnqx	RWVIMCIPOAXUDG-UHFFFAOYSA-N	0	0	0		no_known_targets		
6130	Fosphenytoin disodium salt hydrate	GQPXYJNXTAFDLT-UHFFFAOYSA-L	0	0	0		no_known_targets		
6131	16496-99-4	CVPQLGCAWUAYPF-WFBUOHSLSA-N	0	0	0		no_known_targets		
6132	REMACEMIDE	YSGASDXSLKIKOD-KRWDZBQOSA-N	0	0	0		no_known_targets		
6133	3,5-bis(4-Nitrophenoxy)benzoic acid	JOSXKPZXMVHRKU-UHFFFAOYSA-N	0	0	0		no_known_targets		
6134	SC-51089	XDJPQOUDGROSEU-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	PTGER1	
6135	805244-02-4	AJQWOUVFEBQHAN-UHFFFAOYSA-M	0	0	0		no_known_targets		
6136	N-(3,3-Diphenylpropyl)glycinamide	JCJDLPUASJEVRN-UHFFFAOYSA-N	0	0	0		no_known_targets		
6137	CFTRinh 172	JIMHYXZZCWVCMI-RIYZIHGNSA-N	0	0	0		no_known_targets		
6138	Ac-Cys(farnesyl)-OH	XTURYZYJYQRJDO-BNAHBJSTSA-N	1	1	0	0.0	targets_known_but_none_in_huri	EPHX2	
6139	Spermine tetrahydrochloride	XLDKUDAXZWHPFH-UHFFFAOYSA-N	6	6	0	0.0	targets_known_but_none_in_huri	CA14;CA4;CA5A;CA5B;CA6;CA7	
6140	MECLOFENAMATE SODIUM	QHJLLDJTVQAFAN-UHFFFAOYSA-M	10	10	4	0.4	targets_mapped_to_huri	AKR1B10;AKR1C1;AKR1C2;AKR1C3;ALOX5;FTO;METTL3;PTGS1;PTGS2;TTR	ENSG00000187134;ENSG00000012779;ENSG00000140718;ENSG00000118271
6141	TOFA	CZRCFAOMWRAFIC-UHFFFAOYSA-N	0	0	0		no_known_targets		
6142	11alpha-Hydroxyprogesterone	BFZHCUBIASXHPK-QJSKAATBSA-N	2	2	0	0.0	targets_known_but_none_in_huri	HSD11B1;HSD11B2	
6143	(S)-(-)-HA-966	HCKUBNLZMKAEIN-VKHMYHEASA-N	0	0	0		no_known_targets		
6144	potassium p-aminobenzoate	MZKKJVZIFIQOPP-UHFFFAOYSA-M	2	2	0	0.0	targets_known_but_none_in_huri	CA1;CA2	
6145	harringtonine	HAVJATCHLFRDHY-JZTSUELASA-N	0	0	0		no_known_targets		
6146	gidazepam	XLGCMZLSEXRBSG-UHFFFAOYSA-N	0	0	0		no_known_targets		
6147	acarbose	XUFXOAAUWZOOIT-SXARVLRPSA-N	0	0	0		no_known_targets		
6148	Choline Alfoscerate	SUHOQUVVVLNYQR-MRVPVSSYSA-N	0	0	0		no_known_targets		
6149	Cloranolol	XYCMOTOFHFTUIU-UHFFFAOYSA-N	0	0	0		no_known_targets		
6150	GANAXOLONE	PGTVWKLGGCQMBR-FLBATMFCSA-N	0	0	0		no_known_targets		
6151	CP94253	KWQWBZIGHIOKIO-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	HTR1B	ENSG00000135312
6152	Monocaprylin	GHBFNMLVSPCDGN-UHFFFAOYSA-N	0	0	0		no_known_targets		
6153	ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N	19	19	4	0.21052631578947367	targets_mapped_to_huri	ABCB1;ABCB11;CYP11B1;CYP11B2;CYP17A1;CYP19A1;CYP21A2;CYP24A1;CYP26A1;CYP27B1;CYP2C8;CYP2C9;CYP3A4;CYP3A5;CYP51A1;CYP8B1;KCNH2;SLC22A1;TBXAS1	ENSG00000073734;ENSG00000231852;ENSG00000055118;ENSG00000175003
6154	2-Octyldodecan-1-ol	LEACJMVNYZDSKR-UHFFFAOYSA-N	0	0	0		no_known_targets		
6155	102-60-3	NSOXQYCFHDMMGV-UHFFFAOYSA-N	0	0	0		no_known_targets		
6156	Butofilolol	NMBNQRJDEPOXCP-UHFFFAOYSA-N	0	0	0		no_known_targets		
6157	117690-79-6	WCGXJPFHTHQNJL-UHFFFAOYSA-N	4	4	0	0.0	targets_known_but_none_in_huri	HTR2B;LTB4R;LTB4R2;SIGMAR1	
6158	SBE13	QBGSVDJLQQXEGG-UHFFFAOYSA-N	0	0	0		no_known_targets		
6159	Ethylparaben	NUVBSKCKDOMJSU-UHFFFAOYSA-N	6	6	1	0.16666666666666666	targets_mapped_to_huri	CA1;CA12;CA14;CA2;CA7;CA9	ENSG00000107159
6160	1,3-Dipropyl-8-phenylxanthine	CLIGSMOZKDCDRZ-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	ADORA2A;ADORA2B	ENSG00000128271
6161	polythiazide	CYLWJCABXYDINA-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	SLC12A3	
6162	362519-49-1	AXJQVVLKUYCICH-UHFFFAOYSA-N	2	2	1	0.5	targets_mapped_to_huri	CNR1;CNR2	ENSG00000188822
6163	Rhc 80267	RXSVYGIGWRDVQC-UHFFFAOYSA-N	2	2	2	1.0	targets_mapped_to_huri	DAGLA;DAGLB	ENSG00000134780;ENSG00000164535
6164	lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N	2	2	0	0.0	targets_known_but_none_in_huri	GABRB3;GABRR1	
6165	HEXOPRENALINE	OXLZNBCNGJWPRV-UHFFFAOYSA-N	0	0	0		no_known_targets		
6166	Pca 4248	DHCNAWNKZMNTIS-GFCCVEGCSA-N	0	0	0		no_known_targets		
6167	Tiracizine	XJWABFCDXKZWPV-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	NR1I3	
6168	S-14506	IFMQODYDAUKKEN-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HTR1A	
6169	ZD-7155	BFVNEYDCFJNLGN-UHFFFAOYSA-N	4	4	1	0.25	targets_mapped_to_huri	AGTR1;DRD3;DRD4;OPRM1	ENSG00000112038
6170	95-33-0	DEQZTKGFXNUBJL-UHFFFAOYSA-N	0	0	0		no_known_targets		
6171	ro 31-8220	SAWVGDJBSPLRRB-UHFFFAOYSA-N	19	19	4	0.21052631578947367	targets_mapped_to_huri	CAMKK2;CASK;GSK3A;GSK3B;HIPK1;MAP3K8;MAP4K1;MAPK15;PIM1;PRKCA;RPS6KA1;RPS6KA2;RPS6KA5;RPS6KB1;SIRT1;SIRT2;SIRT3;STK10;VRK1	ENSG00000147044;ENSG00000163349;ENSG00000071242;ENSG00000100784
6172	Nicotinic acid N-oxide	FJCFFCXMEXZEIM-UHFFFAOYSA-N	0	0	0		no_known_targets		
6173	quinapril	JSDRRTOADPPCHY-HSQYWUDLSA-N	1	1	0	0.0	targets_known_but_none_in_huri	ACE	
6174	Oleamide	FATBGEAMYMYZAF-KTKRTIGZSA-N	0	0	0		no_known_targets		
6175	148672-13-3	YDBCEBYHYKAFRX-UHFFFAOYSA-N	11	11	2	0.18181818181818182	targets_mapped_to_huri	HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;HTR7	ENSG00000135312;ENSG00000147246
6176	RIPAZEPAM	YFHYNLHGFKXAIQ-UHFFFAOYSA-N	0	0	0		no_known_targets		
6177	ICI 162,846	ALCSGJCIESECFD-UHFFFAOYSA-N	0	0	0		no_known_targets		
6178	pantothenate	GHOKWGTUZJEAQD-ZETCQYMHSA-N	0	0	0		no_known_targets		
6179	MTPG	OZBFBAYESADVDX-UHFFFAOYSA-N	0	0	0		no_known_targets		
6180	skf-86002	GQQCNUNCYVXBTF-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	MAPK14	
6181	Arofylline	GVTLDPJNRVMCAL-UHFFFAOYSA-N	0	0	0		no_known_targets		
6182	Caramiphen hydrochloride	MUPNXGNOIBYHSG-UHFFFAOYSA-N	0	0	0		no_known_targets		
6183	Clebopride	BCVIWCRZYPHHMQ-BTJKTKAUSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	DRD2;HTR4;KCNH2	ENSG00000055118
6184	pyrantel pamoate	AQXXZDYPVDOQEE-MXDQRGINSA-N	0	0	0		no_known_targets		
6185	160521-72-2	PYJBJMIBANAOFJ-UHFFFAOYSA-N	0	0	0		no_known_targets		
6186	ABT-724	AZFUVPBLKQGSRI-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	DRD4;OPRK1;SIGMAR1	ENSG00000082556
6187	155054-42-5	WCMWVYQHPUQKHW-UHFFFAOYSA-N	0	0	0		no_known_targets		
6188	PARETHOXYCAINE	SFLZPZAKIKUJKP-UHFFFAOYSA-N	0	0	0		no_known_targets		
6189	HEXYLCAINE	DKLKMKYDWHYZTD-ZDUSSCGKSA-N	0	0	0		no_known_targets		
6190	ML167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	0	0	0		no_known_targets		
6191	CCG-63808	IPZHFKHGSYRBNT-DTQAZKPQSA-N	0	0	0		no_known_targets		
6192	CEFTIBUTEN DIHYDRATE	UNJFKXSSGBWRBZ-BJCIPQKHSA-N	0	0	0		no_known_targets		
6193	NIDA-41020	KWDBQJRWPWTGPF-UHFFFAOYSA-N	0	0	0		no_known_targets		
6194	PHENYTOIN SODIUM	FJPYVLNWWICYDW-UHFFFAOYSA-M	0	0	0		no_known_targets		
6195	CHPG	UNIDAFCQFPGYJJ-SSDOTTSWSA-N	0	0	0		no_known_targets		
6196	Gbr 12783	XFBDGHFDKJITGC-JLHYYAGUSA-N	0	0	0		no_known_targets		
6197	AMN082	YRQCDCNQANSUPB-UHFFFAOYSA-N	0	0	0		no_known_targets		
6198	deslanoside	OBATZBGFDSVCJD-LALPQLPRSA-N	0	0	0		no_known_targets		
6199	CC-401 hydrochloride	XDJCLCLBSGGNKS-UHFFFAOYSA-N	29	29	16	0.5517241379310345	targets_mapped_to_huri	AAK1;BMP2K;CLK1;CLK2;CLK4;CSNK1A1;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;CSNK2A2;DYRK1A;DYRK1B;DYRK2;DYRK3;GAK;GSK3B;LRRK2;MAP4K4;MAPK10;MAPK8;MAPK9;MELK;MYLK3;NQO2;PRKD2;PRKD3;TNIK	ENSG00000013441;ENSG00000176444;ENSG00000113240;ENSG00000141551;ENSG00000213923;ENSG00000133275;ENSG00000151292;ENSG00000070770;ENSG00000157540;ENSG00000105204;ENSG00000143479;ENSG00000109339;ENSG00000107643;ENSG00000050748;ENSG00000124588;ENSG00000115825
6200	CI 923	MJRICTKAEYTJAV-UHFFFAOYSA-N	0	0	0		no_known_targets		
6201	Levomefolate calcium	VWBBRFHSPXRJQD-QNTKWALQSA-L	0	0	0		no_known_targets		
6202	Lurasidone hydrochloride	NEKCRUIRPWNMLK-SCIYSFAVSA-N	4	4	0	0.0	targets_known_but_none_in_huri	DRD2;HTR1A;HTR2A;HTR7	
6203	Apomorphine hydrochloride	SKYZYDSNJIOXRL-BTQNPOSSSA-N	0	0	0		no_known_targets		
6204	ACDPP	RNGRUHWJJPTYNR-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HDAC6	
6205	CPA inhibitor	PONANXDRJJIGPG-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	CPA1	
6206	CHEMBL1617363	NWXCDQHBVVPPTL-WDNDVIMCSA-N	0	0	0		no_known_targets		
6207	cefamandole nafate	ICZOIXFFVKYXOM-YCLOEFEOSA-M	0	0	0		no_known_targets		
6208	homatropine bromide	ZTVIKZXZYLEVOL-MCOXGKPRSA-N	0	0	0		no_known_targets		
6209	CHEMBL1618199	IWYZMMIPAJDJBN-UHFFFAOYSA-N	0	0	0		no_known_targets		
6210	citicoline	RZZPDXZPRHQOCG-OJAKKHQRSA-O	0	0	0		no_known_targets		
6211	eucatropine	QSAVEGSLJISCDF-UHFFFAOYSA-N	0	0	0		no_known_targets		
6212	4-tert-Butylphenol	QHPQWRBYOIRBIT-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TYR	
6213	CINPA1	AYQBYSPEGRYKFA-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	NR1I3	
6214	Tomelukast	MWYHLEQJTQJHSS-UHFFFAOYSA-N	0	0	0		no_known_targets		
6215	Ro 04-5595	DSTWURHEHMZWEI-UHFFFAOYSA-N	0	0	0		no_known_targets		
6216	2,3-DIMERCAPTO-1-PROPANESULFONIC ACID	JLVSRWOIZZXQAD-UHFFFAOYSA-N	0	0	0		no_known_targets		
6217	PSB-11	RGDHRCXUMURWBJ-LLVKDONJSA-N	6	6	1	0.16666666666666666	targets_mapped_to_huri	ADORA1;ADORA2A;ADORA2B;ADORA3;HTR2A;SIGMAR1	ENSG00000128271
6218	84467-54-9	WQSACWZKKZPCHN-UHFFFAOYSA-N	0	0	0		no_known_targets		
6219	8-Br-cAMP	DVKQVRZMKBDMDH-UUOKFMHZSA-N	0	0	0		no_known_targets		
6220	Gabapentin enacarbil	TZDUHAJSIBHXDL-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	CACNA2D1;CACNA2D2	
6221	439288-66-1	XREWXJVMYAXCJV-UHFFFAOYSA-N	0	0	0		no_known_targets		
6222	LY2365109	FKPLJWGRBCQLTL-UHFFFAOYSA-N	0	0	0		no_known_targets		
6223	LY 344864	GKWHICIUSVVNGX-MRXNPFEDSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HTR1F	
6224	Robalzotan	MQTUXRKNJYPMCG-CYBMUJFWSA-N	1	1	0	0.0	targets_known_but_none_in_huri	HTR1A	
6225	Foropafant	VVBFISAUNSXQGZ-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	PTAFR	
6226	W-54011	DVYASSBBADJRAS-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	C5AR1	
6227	WAY-213613	BNYDDAAZMBUFRG-ZDUSSCGKSA-N	3	3	2	0.6666666666666666	targets_mapped_to_huri	SLC1A1;SLC1A2;SLC1A3	ENSG00000106688;ENSG00000079215
6228	TBA-354	ZXSGSFMORAILEY-HNNXBMFYSA-N	0	0	0		no_known_targets		
6229	GSK163090	ANGUXJDGJCHGOG-UHFFFAOYSA-N	10	10	2	0.2	targets_mapped_to_huri	DRD2;DRD3;HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C;HTR7;SLC6A4	ENSG00000135312;ENSG00000147246
6230	Fexinidazole	MIWWSGDADVMLTG-UHFFFAOYSA-N	0	0	0		no_known_targets		
6231	TC ASK 10	SMJAMOAYGIVKRI-UHFFFAOYSA-N	7	7	0	0.0	targets_known_but_none_in_huri	CDK2;GSK3B;ITK;MAP3K5;MAP3K6;MERTK;ROCK1	
6232	Pumosetrag	AFUWQWYPPZFWCO-LBPRGKRZSA-N	0	0	0		no_known_targets		
6233	AD-5467	CLDJCRWXLDLJLO-UHFFFAOYSA-N	0	0	0		no_known_targets		
6234	Psoralen	ZCCUUQDIBDJBTK-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	ACHE;CYP2A6	
6235	PHCCC	FPXPIEZPAXSELW-CYVLTUHYSA-N	0	0	0		no_known_targets		
6236	2-Amino-1,3,4-thiadiazole	QUKGLNCXGVWCJX-UHFFFAOYSA-N	0	0	0		no_known_targets		
6237	4-Fluoro-DL-glutamic acid	JPSHPWJJSVEEAX-GBXIJSLDSA-N	0	0	0		no_known_targets		
6238	TC-I 2014	VSMFCZZEKTVDHM-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TRPM8	
6239	N-Acetyl-Neuraminic Acid	SQVRNKJHWKZAKO-PFQGKNLYSA-N	0	0	0		no_known_targets		
6240	TCS 21311	CLGRAWDGLMENOD-UHFFFAOYSA-N	3	3	1	0.3333333333333333	targets_mapped_to_huri	JAK1;JAK3;TYK2	ENSG00000105397
6241	Bhsar-SP	OUPXSLGGCPUZJJ-SARDKLJWSA-N	1	1	1	1.0	targets_mapped_to_huri	TACR1	ENSG00000115353
6242	TERPIN	RBNWAMSGVWEHFP-UHFFFAOYSA-N	0	0	0		no_known_targets		
6243	Piperaquine phosphate	OAKKJVUSSVZQRF-UHFFFAOYSA-N	0	0	0		no_known_targets		
6244	AFN-1252	QXTWSUQCXCWEHF-JXMROGBWSA-N	0	0	0		no_known_targets		
6245	Quiflapon	NZOONKHCNQFYCI-UHFFFAOYSA-N	2	2	2	1.0	targets_mapped_to_huri	ALOX5;ALOX5AP	ENSG00000012779;ENSG00000132965
6246	Lactitol monohydrate	VQHSOMBJVWLPSR-JVCRWLNRSA-N	0	0	0		no_known_targets		
6247	Fosamprenavir	MLBVMOWEQCZNCC-OEMFJLHTSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TBXAS1	
6248	Cgs 15943	MSJODEOZODDVGW-UHFFFAOYSA-N	12	12	4	0.3333333333333333	targets_mapped_to_huri	ADORA1;ADORA2A;ADORA2B;ADORA3;CSNK1A1;CSNK1D;CSNK1E;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PRKDC	ENSG00000128271;ENSG00000141551;ENSG00000213923;ENSG00000171608
6249	EPPTB	KLFVWQCQUXXLOU-UHFFFAOYSA-N	0	0	0		no_known_targets		
6250	Nitecapone	UPMRZALMHVUCIN-UHFFFAOYSA-N	0	0	0		no_known_targets		
6251	CJ 033466	ISKHMDNIWXPUGR-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	KCNH2	ENSG00000055118
6252	913842-25-8	MSWIQSFUBYCFJE-PGMHBOJBSA-N	0	0	0		no_known_targets		
6253	MK-5046	UJINBEQCDMOAHM-SFHVURJKSA-N	1	1	0	0.0	targets_known_but_none_in_huri	BRS3	
6254	TC-SP 14	GVXGVDIXINMAAL-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	DRD3	
6255	ERK5-IN-1	DDTPGANIPBKTNU-UHFFFAOYSA-N	8	8	5	0.625	targets_mapped_to_huri	BRD4;DCLK1;DCLK2;GAK;LRRK2;MAPK7;TNK1;TNK2	ENSG00000133083;ENSG00000170390;ENSG00000166484;ENSG00000174292;ENSG00000061938
6256	2-Iodohippuric acid	CORFWQGVBFFZHF-UHFFFAOYSA-N	0	0	0		no_known_targets		
6257	3,5-dinitrocatechol	VDCDWNDTNSWDFJ-UHFFFAOYSA-N	0	0	0		no_known_targets		
6258	hydrocortisone butyrate	BMCQMVFGOVHVNG-TUFAYURCSA-N	1	1	0	0.0	targets_known_but_none_in_huri	NR3C1	
6259	NH125	RVWOHCBHAGBLLT-UHFFFAOYSA-M	2	2	0	0.0	targets_known_but_none_in_huri	EEF2;EEF2K	
6260	VU0360172	NEMHWVUKNWAKTM-UHFFFAOYSA-N	0	0	0		no_known_targets		
6261	2-ketoglutaric acid	KPGXRSRHYNQIFN-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	EGLN1	
6262	Oritavancin diphosphate	VHFGEBVPHAGQPI-LXKZPTCJSA-N	0	0	0		no_known_targets		
6263	BGB659	GXEGTVQATHKFDH-OAQYLSRUSA-N	1	1	1	1.0	targets_mapped_to_huri	KCNH2	ENSG00000055118
6264	Allopurinol riboside	KFQUAMTWOJHPEJ-DAGMQNCNSA-N	0	0	0		no_known_targets		
6265	TTP 22	RAOULLCLLOGTDA-UHFFFAOYSA-N	0	0	0		no_known_targets		
6266	SR-95639A	RUTYAHFAKWVMNH-UHFFFAOYSA-N	0	0	0		no_known_targets		
6267	Omadacycline (hydrochloride)	JEECQCWWSTZDCK-IQZGDKDPSA-N	0	0	0		no_known_targets		
6268	524-95-8	BLZVCIGGICSWIG-UHFFFAOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	TRPM2	
6269	DIETHYLPROPION	ICFXZZFWRWNZMA-UHFFFAOYSA-N	2	2	0	0.0	targets_known_but_none_in_huri	SLC6A2;SLC6A3	
6270	250266-51-4	JGGQWSXZZQPZTR-UHFFFAOYSA-N	0	0	0		no_known_targets		
6271	niceritrol	KUEUWHJGRZKESU-UHFFFAOYSA-N	0	0	0		no_known_targets		
6272	Methylprednisolone aceponate	DALKLAYLIPSCQL-YPYQNWSCSA-N	0	0	0		no_known_targets		
6273	2,2,2-Tribromoethanol	YFDSDPIBEUFTMI-UHFFFAOYSA-N	0	0	0		no_known_targets		
6274	NSC697923	GAUHIPWCDXOLCZ-UHFFFAOYSA-N	0	0	0		no_known_targets		
6275	TRICHLOROISOCYANURIC ACID	YRIZYWQGELRKNT-UHFFFAOYSA-N	0	0	0		no_known_targets		
6276	ML213	SIQGKPGBLYKQBB-UHFFFAOYSA-N	0	0	0		no_known_targets		
6277	Otenzepad	UBRKDAVQCKZSPO-UHFFFAOYSA-N	5	5	0	0.0	targets_known_but_none_in_huri	CHRM1;CHRM2;CHRM3;CHRM4;CHRM5	
6278	Etebenecid	UACOQEQOBAQRDQ-UHFFFAOYSA-N	0	0	0		no_known_targets		
6279	264233-05-8	CYNLZIBKERMMOA-AWQFTUOYSA-N	1	1	0	0.0	targets_known_but_none_in_huri	GPR35	
6280	Naphtho[1,2-d]thiazol-2-amine	FECQXVPRUCCUIL-UHFFFAOYSA-N	0	0	0		no_known_targets		
6281	CHLORALOSE	OJYGBLRPYBAHRT-YCNXOVPFSA-N	0	0	0		no_known_targets		
6282	Dothiepin	XUPZAARQDNSRJB-SJDTYFKWSA-N	2	2	0	0.0	targets_known_but_none_in_huri	SLC6A2;SLC6A4	
6283	Lidocaine N-methyl hydrochloride	WFKXSWWTOZBDME-UHFFFAOYSA-N	0	0	0		no_known_targets		
6284	U-54494A	JUBNVWGVNWIXMB-SJORKVTESA-N	0	0	0		no_known_targets		
6285	Ginkgolide A	FPUXKXIZEIDQKW-MALVTOHRSA-N	0	0	0		no_known_targets		
6286	Sch 58261	UTLPKQYUXOEJIL-UHFFFAOYSA-N	4	4	1	0.25	targets_mapped_to_huri	ADORA1;ADORA2A;ADORA2B;ADORA3	ENSG00000128271
6287	Pecazine	COBIOCPXKOZHSU-UHFFFAOYSA-N	1	1	1	1.0	targets_mapped_to_huri	MALT1	ENSG00000172175
6288	Pirlindole	PVUYTBQAVAYLDE-UHFFFAOYSA-N	0	0	0		no_known_targets		
6289	Atropine methyl nitrate	NEDVJZNVOSNSHF-UHFFFAOYSA-N	0	0	0		no_known_targets		
6290	1,4-BUTANEDIOL	WERYXYBDKMZEQL-UHFFFAOYSA-N	0	0	0		no_known_targets		
6291	Enisamium iodide	ILSOAHPXYZRFBA-UHFFFAOYSA-N	0	0	0		no_known_targets		
6292	Carsalam	OAYRYNVEFFWSHK-UHFFFAOYSA-N	0	0	0		no_known_targets		
6293	Cyclovalone	DHKKONBXGAAFTB-OTYYAQKOSA-N	1	1	0	0.0	targets_known_but_none_in_huri	MME	
6294	1355026-60-6	FHPOTBQOUBMMCI-UHFFFAOYSA-N	0	0	0		no_known_targets		
6295	Nitarsone	FUUFQLXAIUOWML-UHFFFAOYSA-N	0	0	0		no_known_targets		
6296	DOTA	WDLRUFUQRNWCPK-UHFFFAOYSA-N	0	0	0		no_known_targets		
6297	METHYLPHENIDATE HYDROCHLORIDE	JUMYIBMBTDDLNG-UHFFFAOYSA-N	3	3	0	0.0	targets_known_but_none_in_huri	SLC6A2;SLC6A3;SLC6A4	
6298	MLS001181386	NCMIPRCQUMYAEC-UHFFFAOYSA-N	0	0	0		no_known_targets		
6299	trepibutone	YPTFHLJNWSJXKG-UHFFFAOYSA-N	0	0	0		no_known_targets		
6300	PERFLUOROOCTANOIC ACID	SNGREZUHAYWORS-UHFFFAOYSA-N	0	0	0		no_known_targets		
6301	ML218	GSJIGYLGKSBYBC-OSYLJGHBSA-N	0	0	0		no_known_targets		
