training_name	normalized_name	drugcomb_id	drugcomb_reference_name	mapping_status	match_type
53003-10-4	53003-10-4	2911.0	53003-10-4	mapped	exact
54-62-6	54-62-6	3314.0	54-62-6	mapped	exact
545380-34-5	545380-34-5	1185.0	545380-34-5	mapped	exact
546141-08-6	546141-08-6	1237.0	546141-08-6	mapped	exact
547757-23-3	547757-23-3	1552.0	547757-23-3	mapped	exact
55-86-7	55-86-7	82.0	55-86-7	mapped	exact
55778-02-4	55778-02-4	1667.0	55778-02-4	mapped	exact
56990-57-9	56990-57-9	2608.0	56990-57-9	mapped	exact
57-22-7	57-22-7	3045.0	57-22-7	mapped	exact
57477-39-1	57477-39-1	475.0	57477-39-1	mapped	exact
57819-79-1	57819-79-1	3030.0	57819-79-1	mapped	exact
58131-57-0	58131-57-0	2373.0	58131-57-0	mapped	exact
59643-91-3	59643-91-3	2494.0	59643-91-3	mapped	exact
5987-82-6	5987-82-6	1440.0	5987-82-6	mapped	exact
5Z-7-Oxozeaenol	5z-7-oxozeaenol	4228.0	5Z-7-Oxozeaenol	mapped	exact
6-Hydroxy Buspirone	6-hydroxy buspirone	354.0	6-Hydroxy Buspirone	mapped	exact
6-Mercaptopurine	6-mercaptopurine	85.0	6-Mercaptopurine	mapped	exact
6-Thioguanine	6-thioguanine	108.0	6-Thioguanine	mapped	exact
6-aminohexanoic acid	6-aminohexanoic acid	430.0	6-aminohexanoic acid	mapped	exact
600734-06-3	600734-06-3	2342.0	600734-06-3	mapped	exact
602306-29-6	602306-29-6	1753.0	602306-29-6	mapped	exact
607742-69-8	607742-69-8	1630.0	607742-69-8	mapped	exact
61350-00-3	61350-00-3	1221.0	61350-00-3	mapped	exact
61618-27-7	61618-27-7	1783.0	61618-27-7	mapped	exact
626222-24-0	626222-24-0	2966.0	626222-24-0	mapped	exact
629664-81-9	629664-81-9	1571.0	629664-81-9	mapped	exact
635318-11-5	635318-11-5	1516.0	635318-11-5	mapped	exact
6402-23-9	6402-23-9	1086.0	6402-23-9	mapped	exact
6429-04-5	6429-04-5	1743.0	6429-04-5	mapped	exact
648450-29-7	648450-29-7	2664.0	648450-29-7	mapped	exact
649756-01-4	649756-01-4	3248.0	649756-01-4	mapped	exact
65666-07-1	65666-07-1	3239.0	65666-07-1	mapped	exact
65678-07-1	65678-07-1	448.0	65678-07-1	mapped	exact
664969-54-4	664969-54-4	3976.0	664969-54-4	mapped	exact
666260-75-9	666260-75-9	1592.0	666260-75-9	mapped	exact
667463-62-9	667463-62-9	1375.0	667463-62-9	mapped	exact
67469-78-7	67469-78-7	2877.0	67469-78-7	mapped	exact
681136-29-8	681136-29-8	1264.0	681136-29-8	mapped	exact
6898-97-1	6898-97-1	3232.0	6898-97-1	mapped	exact
690206-97-4	690206-97-4	1396.0	690206-97-4	mapped	exact
693228-63-6	693228-63-6	1441.0	693228-63-6	mapped	exact
7-Aminocephalosporanic acid	7-aminocephalosporanic acid	1140.0	7-Aminocephalosporanic acid	mapped	exact
7-Ethyl-10-hydroxycamptothecin	7-ethyl-10-hydroxycamptothecin	28.0	7-Ethyl-10-hydroxycamptothecin	mapped	exact
7-Hydroxystaurosporine	7-hydroxystaurosporine	3652.0	7-Hydroxystaurosporine	mapped	exact
702675-74-9	702675-74-9	1576.0	702675-74-9	mapped	exact
7081-53-0	7081-53-0	890.0	7081-53-0	mapped	exact
711085-63-1	711085-63-1	2791.0	711085-63-1	mapped	exact
71555-25-4	71555-25-4	3131.0	71555-25-4	mapped	exact
717906-29-1	717906-29-1	2114.0	717906-29-1	mapped	exact
7218-04-4	7218-04-4	3116.0	7218-04-4	mapped	exact
722544-51-6	722544-51-6	1720.0	722544-51-6	mapped	exact
732302-99-7	732302-99-7	1504.0	732302-99-7	mapped	exact
741713-40-6	741713-40-6	1490.0	741713-40-6	mapped	exact
761437-28-9	761437-28-9	1559.0	761437-28-9	mapped	exact
761439-42-3	761439-42-3	1721.0	761439-42-3	mapped	exact
7728-73-6	7728-73-6	3225.0	7728-73-6	mapped	exact
7803-88-5	7803-88-5	399.0	7803-88-5	mapped	exact
781661-94-7	781661-94-7	1615.0	781661-94-7	mapped	exact
79558-09-1	79558-09-1	4033.0	79558-09-1	mapped	exact
8-AZAGUANINE	8-azaguanine	714.0	8-AZAGUANINE	mapped	exact
8-Methyl-N-Vanillyl-6-Nonenamide	8-methyl-n-vanillyl-6-nonenamide	3119.0	8-Methyl-N-Vanillyl-6-Nonenamide	mapped	exact
80306-38-3	80306-38-3	2753.0	80306-38-3	mapped	exact
803712-79-0	803712-79-0	1745.0	803712-79-0	mapped	exact
821794-92-7	821794-92-7	2091.0	821794-92-7	mapped	exact
827022-32-2	827022-32-2	1648.0	827022-32-2	mapped	exact
83-88-5	83-88-5	3208.0	83-88-5	mapped	exact
841290-80-0	841290-80-0	1618.0	841290-80-0	mapped	exact
844499-71-4	844499-71-4	1989.0	844499-71-4	mapped	exact
848141-11-7	848141-11-7	4191.0	848141-11-7	mapped	exact
849675-66-7	849675-66-7	3959.0	849675-66-7	mapped	exact
849727-81-7	849727-81-7	2376.0	849727-81-7	mapped	exact
850173-95-4	850173-95-4	1930.0	850173-95-4	mapped	exact
851723-84-7	851723-84-7	1654.0	851723-84-7	mapped	exact
852475-26-4	852475-26-4			ambiguous	ambiguous
85375-15-1	85375-15-1	4036.0	85375-15-1	mapped	exact
853910-02-8	853910-02-8	2083.0	853910-02-8	mapped	exact
856243-80-6	856243-80-6	1621.0	856243-80-6	mapped	exact
865231-46-5	865231-46-5	2594.0	865231-46-5	mapped	exact
865362-74-9	865362-74-9	2437.0	865362-74-9	mapped	exact
867331-82-6	867331-82-6	2472.0	867331-82-6	mapped	exact
869288-64-2	869288-64-2	1673.0	869288-64-2	mapped	exact
873225-46-8	873225-46-8	1496.0	873225-46-8	mapped	exact
878739-06-1	878739-06-1	1686.0	878739-06-1	mapped	exact
882257-11-6	882257-11-6	1266.0	882257-11-6	mapped	exact
882531-87-5	882531-87-5	3836.0	882531-87-5	mapped	exact
883050-24-6	883050-24-6	1257.0	883050-24-6	mapped	exact
885060-08-2	885060-08-2	3055.0	885060-08-2	mapped	exact
885692-52-4	885692-52-4	2725.0	885692-52-4	mapped	exact
887650-05-7	887650-05-7	3075.0	887650-05-7	mapped	exact
891494-63-6	891494-63-6	21.0	891494-63-6	mapped	exact
891494-64-7	891494-64-7	3132.0	891494-64-7	mapped	exact
894787-30-5	894787-30-5	2539.0	894787-30-5	mapped	exact
89565-68-4	89565-68-4	3262.0	89565-68-4	mapped	exact
89778-26-7	89778-26-7	3226.0	89778-26-7	mapped	exact
9-BETA-D-XYLOFURANOSYL-ADENINE	9-beta-d-xylofuranosyl-adenine	3458.0	9-BETA-D-XYLOFURANOSYL-ADENINE	mapped	exact
9-cis Acitretin	9-cis acitretin	3455.0	9-cis Acitretin	mapped	exact
900515-16-4	900515-16-4	3102.0	900515-16-4	mapped	exact
901245-65-6	901245-65-6	3876.0	901245-65-6	mapped	exact
905579-51-3	905579-51-3	3174.0	905579-51-3	mapped	exact
905586-69-8	905586-69-8	1857.0	905586-69-8	mapped	exact
906673-24-3	906673-24-3	2573.0	906673-24-3	mapped	exact
908115-27-5	908115-27-5	1888.0	908115-27-5	mapped	exact
909910-43-6	909910-43-6	2075.0	909910-43-6	mapped	exact
911417-87-3	911417-87-3	2466.0	911417-87-3	mapped	exact
912545-86-9	912545-86-9	2716.0	912545-86-9	mapped	exact
913064-47-8	913064-47-8	4096.0	913064-47-8	mapped	exact
913376-84-8	913376-84-8	2415.0	913376-84-8	mapped	exact
915019-65-7	915019-65-7	4.0	915019-65-7	mapped	exact
915087-27-3	915087-27-3	2174.0	915087-27-3	mapped	exact
915385-81-8 (free base)	915385-81-8 (free base)	2938.0	915385-81-8 (free base)	mapped	exact
920113-03-7	920113-03-7	1779.0	920113-03-7	mapped	exact
925434-55-5	925434-55-5	2736.0	925434-55-5	mapped	exact
925705-73-3	925705-73-3	1761.0	925705-73-3	mapped	exact
926319-75-7	926319-75-7	3512.0	926319-75-7	mapped	exact
928344-12-1	928344-12-1	3529.0	928344-12-1	mapped	exact
928774-43-0	928774-43-0	2596.0	928774-43-0	mapped	exact
934593-90-5	934593-90-5	4658.0	934593-90-5	mapped	exact
936091-15-5	936091-15-5	2424.0	936091-15-5	mapped	exact
936091-56-4	936091-56-4	2423.0	936091-56-4	mapped	exact
937174-76-0	937174-76-0	1749.0	937174-76-0	mapped	exact
939791-38-5	939791-38-5	1731.0	939791-38-5	mapped	exact
939981-37-0	939981-37-0	3509.0	939981-37-0	mapped	exact
940929-33-9	940929-33-9	1949.0	940929-33-9	mapped	exact
944118-01-8	944118-01-8	3719.0	944118-01-8	mapped	exact
944261-79-4	944261-79-4	1722.0	944261-79-4	mapped	exact
944341-54-2	944341-54-2	2298.0	944341-54-2	mapped	exact
945976-43-2	945976-43-2	4066.0	945976-43-2	mapped	exact
946128-88-7	946128-88-7	3797.0	946128-88-7	mapped	exact
946518-60-1	946518-60-1	2302.0	946518-60-1	mapped	exact
94875-80-6	94875-80-6	3118.0	94875-80-6	mapped	exact
950912-80-8	950912-80-8	3648.0	950912-80-8	mapped	exact
951151-97-6	951151-97-6	3088.0	951151-97-6	mapped	exact
955-24-8	955-24-8	3310.0	955-24-8	mapped	exact
957054-30-7	957054-30-7	1764.0	957054-30-7	mapped	exact
959122-11-3	959122-11-3	1818.0	959122-11-3	mapped	exact
96036-03-2	96036-03-2	3332.0	96036-03-2	mapped	exact
A 419259	a 419259	4164.0	A 419259	mapped	exact
A 438079	a 438079	2704.0	A 438079	mapped	exact
A 839977	a 839977	2558.0	A 839977	mapped	exact
A-1210477	a-1210477	2372.0	A-1210477	mapped	exact
A-196	a-196	3881.0	A-196	mapped	exact
A-366	a-366	3859.0	A-366	mapped	exact
A-443654	a-443654	2666.0	A-443654	mapped	exact
A-485	a-485	4217.0	A-485	mapped	exact
A-674563	a-674563	1636.0	A-674563	mapped	exact
A-770041	a-770041	2723.0	A-770041	mapped	exact
ABEXINOSTAT	abexinostat	2739.0	ABEXINOSTAT	mapped	exact
ABT-737	abt-737	1623.0	ABT-737	mapped	exact
ABT-751	abt-751	1279.0	ABT-751	mapped	exact
AC-261066	ac-261066	2169.0	AC-261066	mapped	exact
AC1MDWZ9	ac1mdwz9	3103.0	AC1MDWZ9	mapped	exact
AC265347	ac265347	2778.0	AC265347	mapped	exact
ACADESINE	acadesine	776.0	ACADESINE	mapped	exact
ACC1 BMS	acc1 bms	2282.0	ACC1 BMS	mapped	exact
ACETYLCHOLINE CHLORIDE	acetylcholine chloride	675.0	ACETYLCHOLINE CHLORIDE	mapped	exact
ACHP	achp	2929.0	ACHP	mapped	exact
ACIFLUORFEN-SODIUM	acifluorfen-sodium	8384.0	ACIFLUORFEN-SODIUM	mapped	exact
ACIPIMOX	acipimox	1378.0	ACIPIMOX	mapped	exact
ACT 078	act 078	2328.0	ACT 078	mapped	exact
ACTB-1003	actb-1003	3692.0	ACTB-1003	mapped	exact
ACY-738	acy-738	3841.0	ACY-738	mapped	exact
ACY-775	acy-775	3840.0	ACY-775	mapped	exact
ADAPALENE	adapalene	861.0	ADAPALENE	mapped	exact
ADEFOVIR DIPIVOXIL	adefovir dipivoxil	874.0	ADEFOVIR DIPIVOXIL	mapped	exact
ADL5859	adl5859	3009.0	ADL5859	mapped	exact
ADM hydrochloride	adm hydrochloride	405.0	ADM hydrochloride	mapped	exact
ADX-47273	adx-47273	1645.0	ADX-47273	mapped	exact
AG-041R	ag-041r	2209.0	AG-041R	mapped	exact
AG-1478	ag-1478	450.0	AG-1478	mapped	exact
AG14361	ag14361	1518.0	AG14361	mapped	exact
AGI-5198	agi-5198	1994.0	AGI-5198	mapped	exact
AGI-6780	agi-6780	2527.0	AGI-6780	mapped	exact
AIM-100	aim-100	2375.0	AIM-100	mapped	exact
AK-7	ak-7	2480.0	AK-7	mapped	exact
AL 8697	al 8697	3528.0	AL 8697	mapped	exact
ALBUTEROL SULFATE	albuterol sulfate	4146.0	ALBUTEROL SULFATE	mapped	exact
ALLYLTHIOUREA	allylthiourea	1241.0	ALLYLTHIOUREA	mapped	exact
ALVERINE CITRATE	alverine citrate	785.0	ALVERINE CITRATE	mapped	exact
ALW-II-41-27	alw-ii-41-27	3792.0	ALW-II-41-27	mapped	exact
AM251	am251	452.0	AM251	mapped	exact
AMD 3465	amd 3465	3970.0	AMD 3465	mapped	exact
AMD 473	amd 473	2330.0	AMD 473	mapped	exact
AMG 925	amg 925	2294.0	AMG 925	mapped	exact
AMG PERK 44	amg perk 44	3758.0	AMG PERK 44	mapped	exact
AMG-208	amg-208	2416.0	AMG-208	mapped	exact
AMG-232	amg-232	3603.0	AMG-232	mapped	exact
AMG-25	amg-25	2430.0	AMG-25	mapped	exact
AMG-337	amg-337	2411.0	AMG-337	mapped	exact
AMG-458	amg-458	1817.0	AMG-458	mapped	exact
AMG-47a	amg-47a	2147.0	AMG-47a	mapped	exact
AMG-51	amg-51	2072.0	AMG-51	mapped	exact
AMG-511	amg-511	3762.0	AMG-511	mapped	exact
AMG-517	amg-517	1719.0	AMG-517	mapped	exact
AMG-548	amg-548	2452.0	AMG-548	mapped	exact
AMG-900	amg-900	1836.0	AMG-900	mapped	exact
AMG-Tie2-1	amg-tie2-1	2151.0	AMG-Tie2-1	mapped	exact
AMG319	amg319	2459.0	AMG319	mapped	exact
AMILORIDE	amiloride	144.0	AMILORIDE	mapped	exact
AMILORIDE HYDROCHLORIDE	amiloride hydrochloride	771.0	AMILORIDE HYDROCHLORIDE	mapped	exact
AMPICILLIN SODIUM	ampicillin sodium	1788.0	AMPICILLIN SODIUM	mapped	exact
AMPICILLIN TRIHYDRATE	ampicillin trihydrate	788.0	AMPICILLIN TRIHYDRATE	mapped	exact
ANAGRELIDE HYDROCHLORIDE	anagrelide hydrochloride	824.0	ANAGRELIDE HYDROCHLORIDE	mapped	exact
ANISOTROPINE METHYLBROMIDE	anisotropine methylbromide	1204.0	ANISOTROPINE METHYLBROMIDE	mapped	exact
AP26113	ap26113	2012.0	AP26113	mapped	exact
APR-246	apr-246	2678.0	APR-246	mapped	exact
APTO-253	apto-253	2577.0	APTO-253	mapped	exact
APY29	apy29	2418.0	APY29	mapped	exact
AR-42	ar-42	1489.0	AR-42	mapped	exact
AR-A014418	ar-a014418	1173.0	AR-A014418	mapped	exact
AR-C155858	ar-c155858	2235.0	AR-C155858	mapped	exact
ARN-509	arn-509	1839.0	ARN-509	mapped	exact
ARQ 621	arq 621	2501.0	ARQ 621	mapped	exact
ARS-853	ars-853	3725.0	ARS-853	mapped	exact
ARTICAINE HYDROCHLORIDE	articaine hydrochloride	804.0	ARTICAINE HYDROCHLORIDE	mapped	exact
ARV-771	arv-771	3890.0	ARV-771	mapped	exact
ARV-825	arv-825	3891.0	ARV-825	mapped	exact
AS-252424	as-252424	1677.0	AS-252424	mapped	exact
AS-604850	as-604850			ambiguous	ambiguous
AS-605240	as-605240	3768.0	AS-605240	mapped	exact
AS601245	as601245	2930.0	AS601245	mapped	exact
ASCORBYL PALMITATE	ascorbyl palmitate	1979.0	ASCORBYL PALMITATE	mapped	exact
ASP-9521	asp-9521	4065.0	ASP-9521	mapped	exact
ASP3026	asp3026	2653.0	ASP3026	mapped	exact
AST 487	ast 487	3694.0	AST 487	mapped	exact
AST-1306	ast-1306	1813.0	AST-1306	mapped	exact
AT-406	at-406	2676.0	AT-406	mapped	exact
AT-IAP	at-iap	3611.0	AT-IAP	mapped	exact
AT13148	at13148	3619.0	AT13148	mapped	exact
AT2 Agonist C21	at2 agonist c21	3508.0	AT2 Agonist C21	mapped	exact
AT7519	at7519	1640.0	AT7519	mapped	exact
AT7867	at7867	1614.0	AT7867	mapped	exact
AT9283	at9283	1688.0	AT9283	mapped	exact
ATN-161	atn-161	4172.0	ATN-161	mapped	exact
ATORVASTATIN CALCIUM	atorvastatin calcium	867.0	ATORVASTATIN CALCIUM	mapped	exact
ATOVAQUONE	atovaquone	320.0	ATOVAQUONE	mapped	exact
ATROPINE	atropine	1092.0	ATROPINE	mapped	exact
AURANOFIN	auranofin	352.0	AURANOFIN	mapped	exact
AVL-292	avl-292	2017.0	AVL-292	mapped	exact
AVN-944	avn-944	2894.0	AVN-944	mapped	exact
AX-024	ax-024	4095.0	AX-024	mapped	exact
AZ-23	az-23	2077.0	AZ-23	mapped	exact
AZ10606120	az10606120	2557.0	AZ10606120	mapped	exact
AZ12419304	az12419304	4611.0	AZ12419304	mapped	exact
AZ12772848	az12772848	4644.0	AZ12772848	mapped	exact
AZ12799043	az12799043	4636.0	AZ12799043	mapped	exact
AZ13036220	az13036220	4642.0	AZ13036220	mapped	exact
AZ13245620	az13245620	4639.0	AZ13245620	mapped	exact
AZ13397262	az13397262	4633.0	AZ13397262	mapped	exact
AZ13401366	az13401366	4648.0	AZ13401366	mapped	exact
AZ13406193	az13406193	4643.0	AZ13406193	mapped	exact
AZ13409007, AKTaz	az13409007,aktaz	4632.0	AZ13409007, AKTaz	mapped	exact
AZ13453202	az13453202	4635.0	AZ13453202	mapped	exact
AZ13453720	az13453720	4634.0	AZ13453720	mapped	exact
AZ13479709	az13479709	4638.0	AZ13479709	mapped	exact
AZ13590108	az13590108	4647.0	AZ13590108	mapped	exact
AZ13620596	az13620596	4637.0	AZ13620596	mapped	exact
AZ191	az191	2045.0	AZ191	mapped	exact
AZ20	az20	1919.0	AZ20	mapped	exact
AZ82	az82	2336.0	AZ82	mapped	exact
AZ9482	az9482	2327.0	AZ9482	mapped	exact
AZATADINE	azatadine	137.0	AZATADINE	mapped	exact
AZD-26	azd-26	2379.0	AZD-26	mapped	exact
AZD-4877	azd-4877	4617.0	AZD-4877	mapped	exact
AZD0156	azd0156	3629.0	AZD0156	mapped	exact
AZD1080	azd1080	1824.0	AZD1080	mapped	exact
AZD1208	azd1208	3786.0	AZD1208	mapped	exact
AZD1480	azd1480	2126.0	AZD1480	mapped	exact
AZD1981	azd1981	1633.0	AZD1981	mapped	exact
AZD2014	azd2014	1875.0	AZD2014	mapped	exact
AZD2461	azd2461	1889.0	AZD2461	mapped	exact
AZD2858	azd2858	1581.0	AZD2858	mapped	exact
AZD3264	azd3264	3712.0	AZD3264	mapped	exact
AZD3463	azd3463	1993.0	AZD3463	mapped	exact
AZD3514	azd3514	1924.0	AZD3514	mapped	exact
AZD3759	azd3759	2409.0	AZD3759	mapped	exact
AZD3965	azd3965	4002.0	AZD3965	mapped	exact
AZD4320	azd4320	4610.0	AZD4320	mapped	exact
AZD4547	azd4547	1955.0	AZD4547	mapped	exact
AZD5363	azd5363	1869.0	AZD5363	mapped	exact
AZD5582	azd5582	4622.0	AZD5582	mapped	exact
AZD6482	azd6482	1882.0	AZD6482	mapped	exact
AZD6738	azd6738			ambiguous	ambiguous
AZD7545	azd7545	2234.0	AZD7545	mapped	exact
AZD7762	azd7762	1611.0	AZD7762	mapped	exact
AZD8055	azd8055	1876.0	AZD8055	mapped	exact
AZD8186	azd8186	3775.0	AZD8186	mapped	exact
AZD8330	azd8330	1742.0	AZD8330	mapped	exact
AZD8797	azd8797	2515.0	AZD8797	mapped	exact
AZD8835	azd8835	3776.0	AZD8835	mapped	exact
AZD9496 maleate	azd9496 maleate	4080.0	AZD9496 maleate	mapped	exact
AZELASTINE HYDROCHLORIDE	azelastine hydrochloride	846.0	AZELASTINE HYDROCHLORIDE	mapped	exact
AZILSARTAN MEDOXOMIL	azilsartan medoxomil	1626.0	AZILSARTAN MEDOXOMIL	mapped	exact
AZLOCILLIN SODIUM	azlocillin sodium	1802.0	AZLOCILLIN SODIUM	mapped	exact
Abemaciclib	abemaciclib	3654.0	Abemaciclib	mapped	exact
Abiraterone	abiraterone	38.0	Abiraterone	mapped	exact
Abiraterone acetate	abiraterone acetate	1508.0	Abiraterone acetate	mapped	exact
Acalabrutinib	acalabrutinib	2369.0	Acalabrutinib	mapped	exact
Acalisib	acalisib	2458.0	Acalisib	mapped	exact
Acamprosate	acamprosate	367.0	Acamprosate	mapped	exact
Acamprosate calcium	acamprosate calcium	4197.0	Acamprosate calcium	mapped	exact
Acebutolol hydrochloride	acebutolol hydrochloride	1138.0	Acebutolol hydrochloride	mapped	exact
Aceclidine hydrochloride	aceclidine hydrochloride	1091.0	Aceclidine hydrochloride	mapped	exact
Acesulfame potassium	acesulfame potassium	1610.0	Acesulfame potassium	mapped	exact
Acetovanillone	acetovanillone	461.0	Acetovanillone	mapped	exact
Acifluorfen	acifluorfen	8393.0	Acifluorfen	mapped	exact
Acitazanolast	acitazanolast	4183.0	Acitazanolast	mapped	exact
Acitretin	acitretin	200.0	Acitretin	mapped	exact
Aclidinium bromide	aclidinium bromide	1662.0	Aclidinium bromide	mapped	exact
Acolbifene	acolbifene	4083.0	Acolbifene	mapped	exact
Adenine hydrochloride	adenine hydrochloride	984.0	Adenine hydrochloride	mapped	exact
Aderbasib	aderbasib	2510.0	Aderbasib	mapped	exact
Adiphenine hydrochloride	adiphenine hydrochloride	651.0	Adiphenine hydrochloride	mapped	exact
AdipoRon	adiporon	1740.0	AdipoRon	mapped	exact
Adomeglivant	adomeglivant	4158.0	Adomeglivant	mapped	exact
Adrenalone hydrochloride	adrenalone hydrochloride	924.0	Adrenalone hydrochloride	mapped	exact
Afatinib	afatinib	1589.0	Afatinib	mapped	exact
Afuresertib	afuresertib	3618.0	Afuresertib	mapped	exact
Agomelatine	agomelatine	989.0	Agomelatine	mapped	exact
Akt inhibitor VIII	akt inhibitor viii	2668.0	Akt inhibitor VIII	mapped	exact
Akt-I-1,2	akt-i-1,2	2380.0	Akt-I-1,2	mapped	exact
Albendazole oxide	albendazole oxide	991.0	Albendazole oxide	mapped	exact
Alectinib	alectinib	1939.0	Alectinib	mapped	exact
Alfuzosin Hydrochloride	alfuzosin hydrochloride	965.0	Alfuzosin Hydrochloride	mapped	exact
Alibendol	alibendol	968.0	Alibendol	mapped	exact
Alisertib	alisertib	1820.0	Alisertib	mapped	exact
Aliskiren	aliskiren	129.0	Aliskiren	mapped	exact
Aliskiren hemifumarate	aliskiren hemifumarate	1478.0	Aliskiren hemifumarate	mapped	exact
Alitretinoin	alitretinoin	4219.0	Alitretinoin	mapped	exact
Alizarin	alizarin	691.0	Alizarin	mapped	exact
Almotriptan	almotriptan	2785.0	Almotriptan	mapped	exact
Almotriptan malate	almotriptan malate	1037.0	Almotriptan malate	mapped	exact
Aloe-emodin	aloe-emodin	737.0	Aloe-emodin	mapped	exact
Alogliptin	alogliptin	1651.0	Alogliptin	mapped	exact
Aloin B	aloin b	2884.0	Aloin B	mapped	exact
Aloperine	aloperine	1080.0	Aloperine	mapped	exact
Aloxistatin	aloxistatin	2583.0	Aloxistatin	mapped	exact
Alpelisib(BYL-719)	alpelisib(byl-719)	3101.0	Alpelisib(BYL-719)	mapped	exact
Altiratinib	altiratinib	3704.0	Altiratinib	mapped	exact
Altrenogest	altrenogest	1574.0	Altrenogest	mapped	exact
Alvespimycin hydrochloride	alvespimycin hydrochloride	2154.0	Alvespimycin hydrochloride	mapped	exact
Alvimopan	alvimopan	2555.0	Alvimopan	mapped	exact
Amantadine hydrochloride	amantadine hydrochloride	889.0	Amantadine hydrochloride	mapped	exact
Amastatin	amastatin	2508.0	Amastatin	mapped	exact
Ambrisentan	ambrisentan	1484.0	Ambrisentan	mapped	exact
Ambroxol hydrochloride	ambroxol hydrochloride	1018.0	Ambroxol hydrochloride	mapped	exact
Amcasertib	amcasertib	3757.0	Amcasertib	mapped	exact
Aminoguanidine hemisulfate	aminoguanidine hemisulfate	2965.0	Aminoguanidine hemisulfate	mapped	exact
Amiodarone hydrochloride	amiodarone hydrochloride	1139.0	Amiodarone hydrochloride	mapped	exact
Amiselimod hydrochloride	amiselimod hydrochloride	4179.0	Amiselimod hydrochloride	mapped	exact
Amitriptyline hydrochloride	amitriptyline hydrochloride	753.0	Amitriptyline hydrochloride	mapped	exact
Ammonium glycyrrhizate	ammonium glycyrrhizate	877.0	Ammonium glycyrrhizate	mapped	exact
Amodiaquin dihydrochloride dihydrate	amodiaquin dihydrochloride dihydrate	4990.0	Amodiaquin dihydrochloride dihydrate	mapped	exact
Amonafide	amonafide	837.0	Amonafide	mapped	exact
Amorolfine	amorolfine	3000.0	Amorolfine	mapped	exact
Amoxicillin sodium	amoxicillin sodium	1781.0	Amoxicillin sodium	mapped	exact
Amprolium hydrochloride	amprolium hydrochloride	717.0	Amprolium hydrochloride	mapped	exact
Amrubicin	amrubicin	3920.0	Amrubicin	mapped	exact
Amuvatinib	amuvatinib	1631.0	Amuvatinib	mapped	exact
Anacetrapib	anacetrapib	1664.0	Anacetrapib	mapped	exact
Anamorelin	anamorelin	4163.0	Anamorelin	mapped	exact
Andarine	andarine	1510.0	Andarine	mapped	exact
Andrographolide	andrographolide	1391.0	Andrographolide	mapped	exact
Anidulafungin	anidulafungin	8390.0	Anidulafungin	mapped	exact
Anlotinib	anlotinib	3835.0	Anlotinib	mapped	exact
Ansamitocin P-3	ansamitocin p-3	3930.0	Ansamitocin P-3	mapped	exact
Antazoline hydrochloride	antazoline hydrochloride	774.0	Antazoline hydrochloride	mapped	exact
Antibiotic AD 32	antibiotic ad 32	403.0	Antibiotic AD 32	mapped	exact
Antibiotic AY 22989	antibiotic ay 22989	395.0	Antibiotic AY 22989	mapped	exact
Antimycin A	antimycin a	2587.0	Antimycin A	mapped	exact
Antitumor Compound 1	antitumor compound 1	3536.0	Antitumor Compound 1	mapped	exact
Apabetalone	apabetalone	3884.0	Apabetalone	mapped	exact
Apatinib	apatinib			ambiguous	ambiguous
Apaziquone	apaziquone	3911.0	Apaziquone	mapped	exact
Apilimod	apilimod			ambiguous	ambiguous
Apitolisib	apitolisib	1873.0	Apitolisib	mapped	exact
Apixaban	apixaban	1588.0	Apixaban	mapped	exact
Apoptosis Activator 2	apoptosis activator 2	1249.0	Apoptosis Activator 2	mapped	exact
Apratastat	apratastat	2183.0	Apratastat	mapped	exact
Apremilast	apremilast	1666.0	Apremilast	mapped	exact
Aprepitant	aprepitant	361.0	Aprepitant	mapped	exact
Arbidol	arbidol	2845.0	Arbidol	mapped	exact
Arfolitixorin	arfolitixorin	3906.0	Arfolitixorin	mapped	exact
Arglabin	arglabin	4090.0	Arglabin	mapped	exact
Aripiprazole	aripiprazole	204.0	Aripiprazole	mapped	exact
Armodafinil	armodafinil	305.0	Armodafinil	mapped	exact
Arry-380	arry-380	423.0	Arry-380	mapped	exact
Artemether	artemether	228.0	Artemether	mapped	exact
Artenimol	artenimol	2616.0	Artenimol	mapped	exact
Arterolane	arterolane	8359.0	Arterolane	mapped	exact
Artesunate	artesunate	1472.0	Artesunate	mapped	exact
Asenapine	asenapine	140.0	Asenapine	mapped	exact
Asenapine maleate	asenapine maleate	4142.0	Asenapine maleate	mapped	exact
Asiatic acid	asiatic acid	1030.0	Asiatic acid	mapped	exact
AstraZeneca ATR_3 inhibitor	astrazeneca atr_3 inhibitor	4651.0	AstraZeneca ATR_3 inhibitor	mapped	exact
AstraZeneca CHK1 inhibitor	astrazeneca chk1 inhibitor	4649.0	AstraZeneca CHK1 inhibitor	mapped	exact
AstraZeneca PIP5K1 inhibitor	astrazeneca pip5k1 inhibitor	4652.0	AstraZeneca PIP5K1 inhibitor	mapped	exact
AstraZeneca SLC16A4 inhibitor	astrazeneca slc16a4 inhibitor	4650.0	AstraZeneca SLC16A4 inhibitor	mapped	exact
Astragaloside A	astragaloside a	1709.0	Astragaloside A	mapped	exact
Ataciguat	ataciguat	4005.0	Ataciguat	mapped	exact
Ataluren	ataluren	1620.0	Ataluren	mapped	exact
Atazanavir	atazanavir	3354.0	Atazanavir	mapped	exact
Atazanavir sulfate	atazanavir sulfate	1069.0	Atazanavir sulfate	mapped	exact
